phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
w rezultacie czego,"{'w': 14.734975814819336, 'rezultacie': 37.689783573150635, 'czego': 25.723188400268555}","kości zostają rzucone, w rezultacie czego wydarza się to, co jakoby - nieuniknione i nieuchronne.","{'kosci': 26.884114265441895, 'zostaja': 45.143473625183105, 'rzucone,': 38.36077404022217, 'w': 11.554178237915039, 'rezultacie': 37.01483774185181, 'czego': 25.60757303237915, 'wydarza': 43.5217924118042, 'sie': 15.709375381469727, 'to,': 16.80960178375244, 'co': 10.270328521728516, 'jakoby': 28.464054584503174, '-': 11.253385543823242, 'nieuniknione': 57.63455772399902, 'i': 8.90487289428711, 'nieuchronne.': 45.78770923614502}",в результате,"{'в': 11.927168846130371, 'результате': 13.139400482177734}","кости брошены, в результате происходит то, что якобы неизбежно и неотвратимо.","{'кости': 20.789798736572266, 'брошены,': 35.53466033935547, 'в': 15.021306991577148, 'результате': 19.261703491210938, 'происходит': 14.662752151489258, 'то,': 23.507502555847168, 'что': 16.6711483001709, 'якобы': 17.931903839111328, 'неизбежно': 8.443741798400879, 'и': 7.680397987365723, 'неотвратимо.': 43.528008460998535}",в результате чего,"{'в': 13.256293296813965, 'результате': 15.100324630737305, 'чего': 10.175929069519043}","кости брошены, в результате чего чего происходит то, что якобы неизбежно и неотвратимо.","{'кости': 21.204038619995117, 'брошены,': 36.73257350921631, 'в': 16.490507125854492, 'результате': 19.593656539916992, 'чего': 0.020732879638671875, 'происходит': 8.892265319824219, 'то,': 21.068084716796875, 'что': 16.705581665039062, 'якобы': 18.162635803222656, 'неизбежно': 8.635205268859863, 'и': 7.3547163009643555, 'неотвратимо.': 44.99169731140137}"
na świecie,"{'na': 17.733625411987305, 'swiecie': 38.68865776062012}","rzecz w tym, że wszystko, absolutnie wszystko na świecie, ma trzy aury.","{'rzecz': 27.44998550415039, 'w': 4.957868576049805, 'tym,': 25.39901351928711, 'ze': 18.60941791534424, 'wszystko,': 53.404555797576904, 'absolutnie': 57.60353374481201, 'wszystko': 40.7189416885376, 'na': 8.632786750793457, 'swiecie,': 48.67727184295654, 'ma': 13.477705001831055, 'trzy': 27.494845867156982, 'aury.': 27.715932846069336}",на свете,"{'на': 12.40104866027832, 'свете': 9.500141143798828}","дело в том, что все, абсолютно все на свете имеет три ауры.","{'дело': 21.78987693786621, 'в': 9.689776420593262, 'том,': 28.923197746276855, 'что': 16.006742477416992, 'все,': 27.0675048828125, 'абсолютно': 18.205873489379883, 'все': 7.703660488128662, 'на': 13.10171127319336, 'свете': 14.559531211853027, 'имеет': 13.079805374145508, 'три': 10.491342544555664, 'ауры.': 42.991451263427734}",на мир,"{'на': 11.814043045043945, 'мир': 8.825029373168945}","дело в том, что все, абсолютно все на мир имеет три ауры.","{'дело': 21.743846893310547, 'в': 9.49104118347168, 'том,': 29.40491008758545, 'что': 16.353534698486328, 'все,': 26.883068084716797, 'абсолютно': 18.319259643554688, 'все': 7.937832832336426, 'на': 13.351030349731445, 'мир': 14.696459770202637, 'имеет': 13.748617172241211, 'три': 11.488706588745117, 'ауры.': 42.693302154541016}"
chyba że,"{'chyba': 30.694220066070557, 'ze': 13.616458415985107}",chyba że książę niedomaga.,"{'chyba': 28.525700569152832, 'ze': 14.004129409790039, 'ksiaze': 36.43716049194336, 'niedomaga.': 48.07741641998291}",разве что,"{'разве': 17.692781448364258, 'что': 7.460960388183594}",разве что вы хвораете.,"{'разве': 19.773332595825195, 'что': 7.436369895935059, 'вы': 10.451057434082031, 'хвораете.': 56.56997871398926}",кажется же,"{'кажется': 18.27625274658203, 'же': 6.462414264678955}",кажется же вы хвораете.,"{'кажется': 21.087730407714844, 'же': 6.769745349884033, 'вы': 8.58488941192627, 'хвораете.': 55.24431228637695}"
w tym,"{'w': 15.685029983520508, 'tym': 15.711241722106934}","turystyka przyrodnicza przyciąga osoby lubiące spędzać czas na łonie natury, podziwiać krajobrazy, w tym dziką roślinność i zwierzęta.","{'turystyka': 46.66269493103027, 'przyrodnicza': 47.11477708816528, 'przyciaga': 44.68601322174072, 'osoby': 28.456520557403564, 'lubiace': 38.67314910888672, 'spedzac': 37.02387046813965, 'czas': 25.43989658355713, 'na': 14.185186386108398, 'lonie': 23.595266342163086, 'natury,': 30.288552284240723, 'podziwiac': 65.73259019851685, 'krajobrazy,': 64.36892366409302, 'w': 13.184514045715332, 'tym': 14.700271606445312, 'dzika': 30.16144561767578, 'roslinnosc': 55.84188652038574, 'i': 5.943201065063477, 'zwierzeta.': 51.683995723724365}",в том числе,"{'в': 13.5700044631958, 'том': 10.391182899475098, 'числе': 15.556750297546387}","природный туризм интересен для тех, кто любит ездить на природу, чтобы насладиться ландшафтом, в том числе дикими зверьми и растениями.","{'природный': 31.115456581115723, 'туризм': 24.35764789581299, 'интересен': 17.513938903808594, 'для': 7.942065238952637, 'тех,': 29.334481239318848, 'кто': 13.616207122802734, 'любит': 18.33871841430664, 'ездить': 15.153040885925293, 'на': 15.2592134475708, 'природу,': 32.01995086669922, 'чтобы': 19.0622501373291, 'насладиться': 17.14606475830078, 'ландшафтом,': 39.95657157897949, 'в': 17.678348541259766, 'том': 15.022289276123047, 'числе': 13.991365432739258, 'дикими': 31.240059852600098, 'зверьми': 23.89432430267334, 'и': 11.74101448059082, 'растениями.': 40.696505546569824}",в том,"{'в': 12.063261985778809, 'том': 10.765385627746582}","природный туризм интересен для тех, кто любит ездить на природу, чтобы насладиться ландшафтом, в том дикими зверьми и растениями.","{'природный': 30.865361213684082, 'туризм': 24.624238967895508, 'интересен': 17.413442611694336, 'для': 7.816057205200195, 'тех,': 29.45858383178711, 'кто': 13.331544876098633, 'любит': 18.408767700195312, 'ездить': 15.116466522216797, 'на': 14.830772399902344, 'природу,': 31.773520469665527, 'чтобы': 18.929834365844727, 'насладиться': 17.21738052368164, 'ландшафтом,': 39.750192642211914, 'в': 18.296131134033203, 'том': 18.179912567138672, 'дикими': 25.509154319763184, 'зверьми': 23.306448936462402, 'и': 11.799447059631348, 'растениями.': 41.68819236755371}"
jak tylko,"{'jak': 20.57906150817871, 'tylko': 34.51224184036255}","jak tylko dolatywał mnie zapach spalonego węgla, od razu stawał mi przed oczyma początek mojej służby.","{'jak': 18.239988327026367, 'tylko': 36.74525022506714, 'dolatywal': 45.464738845825195, 'mnie': 27.50179386138916, 'zapach': 22.966082096099854, 'spalonego': 33.85291910171509, 'wegla,': 35.08319902420044, 'od': 20.130337715148926, 'razu': 27.135328769683838, 'stawal': 37.76628303527832, 'mi': 10.833057403564453, 'przed': 23.374913215637207, 'oczyma': 41.02488899230957, 'poczatek': 32.79737186431885, 'mojej': 22.310969352722168, 'sluzby.': 47.10787582397461}",как только,"{'как': 15.24917984008789, 'только': 5.157507419586182}","как только я слышал запах перегоревшего каменного угля, я тотчас представлял себе начало моей службы.","{'как': 19.654184341430664, 'только': 5.5612640380859375, 'я': 16.529163360595703, 'слышал': 19.333717346191406, 'запах': 14.112693786621094, 'перегоревшего': 28.954215049743652, 'каменного': 10.003660202026367, 'угля,': 18.812024116516113, 'тотчас': 16.960281372070312, 'представлял': 12.580265998840332, 'себе': 12.833284378051758, 'начало': 16.81847381591797, 'моей': 9.086454391479492, 'службы.': 24.852508544921875}",как лишь,"{'как': 14.897320747375488, 'лишь': 6.272252559661865}","как лишь я слышал запах перегоревшего каменного угля, я тотчас представлял себе начало моей службы.","{'как': 19.595291137695312, 'лишь': 6.635817527770996, 'я': 16.235515594482422, 'слышал': 19.490190505981445, 'запах': 13.848575592041016, 'перегоревшего': 28.472960472106934, 'каменного': 9.985820770263672, 'угля,': 18.85071086883545, 'тотчас': 17.051809310913086, 'представлял': 12.608575820922852, 'себе': 12.691120147705078, 'начало': 16.82837677001953, 'моей': 8.984757423400879, 'службы.': 24.868279457092285}"
albo i,"{'albo': 25.446706771850586, 'i': 6.375103950500488}",trądem nas zarazić gotów! albo i czym gorszym!,"{'tradem': 32.19326829910278, 'nas': 18.09846019744873, 'zarazic': 31.550087451934814, 'gotow!': 36.16464900970459, 'albo': 19.810274124145508, 'i': 6.619461536407471, 'czym': 26.727538108825684, 'gorszym!': 43.52637338638306}",а то и,{},заразит нас лепрой-то! а то и чем похуже!,"{'заразит': 31.342148780822754, 'нас': 6.704416275024414, 'лепрой-то!': 68.43341827392578}",либо и,"{'либо': 15.477099418640137, 'и': 6.420187950134277}",заразит нас лепрой-то! либо и чем похуже!,"{'заразит': 31.425683975219727, 'нас': 6.877724647521973, 'лепрой-то!': 66.3229808807373, 'либо': 15.323417663574219, 'и': 7.607982158660889, 'чем': 12.71550178527832, 'похуже!': 45.62670707702637}"
od momentu kiedy,"{'od': 15.96286678314209, 'momentu': 26.29438829421997, 'kiedy': 24.895540237426758}","mniej więcej godzinę od momentu, kiedy zamilkły ostatnie strzały, wolf powiedział, że pojedzie na zwiad i pojechał sam.","{'mniej': 36.24638557434082, 'wiecej': 33.88382148742676, 'godzine': 28.120617866516113, 'od': 17.53239917755127, 'momentu,': 42.869500160217285, 'kiedy': 30.12921905517578, 'zamilkly': 45.20418930053711, 'ostatnie': 44.33250713348389, 'strzaly,': 35.48310327529907, 'wolf': 31.393792152404785, 'powiedzial,': 52.88381004333496, 'ze': 20.015056610107422, 'pojedzie': 42.786030769348145, 'na': 9.014501571655273, 'zwiad': 31.124319553375244, 'i': 10.321535110473633, 'pojechal': 28.601839065551758, 'sam.': 27.365166664123535}",после того как,"{'после': 20.269067764282227, 'того': 5.280106067657471, 'как': 13.637388229370117}","приблизительно через час после того, как замолкли последние выстрелы, вольф заявил, что поедет на разведку, и уехал один.","{'приблизительно': 44.167561531066895, 'через': 9.64236831665039, 'час': 13.921432495117188, 'после': 8.615296363830566, 'того,': 24.041101455688477, 'как': 16.5006160736084, 'замолкли': 30.71675682067871, 'последние': 11.829570770263672, 'выстрелы,': 24.102767944335938, 'вольф': 26.049280166625977, 'заявил,': 18.730612754821777, 'что': 16.186857223510742, 'поедет': 21.568470001220703, 'на': 12.352121353149414, 'разведку,': 35.17023468017578, 'и': 11.43909740447998, 'уехал': 17.34673500061035, 'один.': 19.075284957885742}",от момента когда,"{'от': 17.225048065185547, 'момента': 9.033624649047852, 'когда': 7.374572277069092}","приблизительно через час от того момента когда замолкли последние выстрелы, вольф заявил, что поедет на разведку, и уехал один.","{'приблизительно': 43.788668632507324, 'через': 9.513998031616211, 'час': 14.112207412719727, 'от': 12.955474853515625, 'того': 11.61111068725586, 'момента': 11.768012046813965, 'когда': 10.90503215789795, 'замолкли': 25.918859481811523, 'последние': 11.317874908447266, 'выстрелы,': 25.113163948059082, 'вольф': 26.089385986328125, 'заявил,': 19.315272331237793, 'что': 15.450857162475586, 'поедет': 21.510000228881836, 'на': 12.579283714294434, 'разведку,': 35.95034694671631, 'и': 11.283905029296875, 'уехал': 17.07052230834961, 'один.': 19.810160636901855}"
im większy,"{'im': 15.748459815979004, 'wiekszy': 29.27191734313965}","a im większy sekret, tym większa nagroda.","{'a': 11.783517837524414, 'im': 9.922049522399902, 'wiekszy': 30.42947292327881, 'sekret,': 43.81167411804199, 'tym': 24.721245765686035, 'wieksza': 32.33265733718872, 'nagroda.': 45.64946794509888}",чем больше,"{'чем': 17.135583877563477, 'больше': 5.937105655670166}","а чем больше тайна, тем больше награда.",{},их больше,"{'их': 15.519765853881836, 'больше': 7.359426498413086}","а их больше тайна, тем больше награда.",{}
choć i,"{'choc': 22.00560235977173, 'i': 8.231407165527344}","mówię ci to, byś znał moje zamiary, choć i tak z pewnością domyśliłeś się ich po pytaniach, które stawiałem schillingowi.","{'mowie': 27.36849308013916, 'ci': 17.51124382019043, 'to,': 17.98548126220703, 'bys': 16.347155570983887, 'znal': 27.81192684173584, 'moje': 17.505879402160645, 'zamiary,': 42.49386501312256, 'choc': 22.351318359375, 'i': 8.610069274902344, 'tak': 16.769819259643555, 'z': 8.813425064086914, 'pewnoscia': 32.78673458099365, 'domysliles': 40.405898094177246, 'sie': 16.90312623977661, 'ich': 15.765734672546387, 'po': 9.613995552062988, 'pytaniach,': 56.7559027671814, 'ktore': 28.83907985687256, 'stawialem': 46.03510665893555, 'schillingowi.': 47.894325256347656}",хотя и,"{'хотя': 15.918664932250977, 'и': 6.642208099365234}","говорю тебе об этом, чтобы ты знал о моих намерениях, хотя и так, вероятно, ты о них догадывался по тем вопросам, которые я задавал шиллингу.","{'говорю': 23.155006408691406, 'тебе': 8.747363090515137, 'об': 8.96160888671875, 'этом,': 30.24407196044922, 'чтобы': 18.378467559814453, 'ты': 15.514837265014648, 'знал': 17.119794845581055}",хочешь и,"{'хочешь': 18.131746292114258, 'и': 7.044184684753418}","говорю тебе об этом, чтобы ты знал о моих намерениях, хочешь и так, вероятно, ты о них догадывался по тем вопросам, которые я задавал шиллингу.","{'говорю': 23.16111946105957, 'тебе': 8.194772720336914, 'об': 9.481230735778809, 'этом,': 30.3926420211792, 'чтобы': 18.014036178588867, 'ты': 15.191161155700684, 'знал': 17.60685157775879}"
z tego że,"{'z': 15.217609405517578, 'tego': 16.443269729614258, 'ze': 12.926651000976562}","pomiędzy nią a resztą pracowników nastąpiła krótka przerwa w czasie, wynikła z tego, że wszyscy najpierw podążyli w kierunku źródła hałasu.","{'pomiedzy': 37.013367652893066, 'nia': 14.278226852416992, 'a': 7.434138774871826, 'reszta': 25.76938819885254, 'pracownikow': 39.05756711959839, 'nastapila': 35.89575147628784, 'krotka': 39.2397985458374, 'przerwa': 33.0198860168457, 'w': 8.078219413757324, 'czasie,': 42.27974319458008, 'wynikla': 34.41326570510864, 'z': 8.23250961303711, 'tego,': 26.188756465911865, 'ze': 20.412598609924316, 'wszyscy': 45.63546657562256, 'najpierw': 46.288039207458496, 'podazyli': 43.22691869735718, 'kierunku': 30.695284843444824, 'zrodla': 24.44872760772705, 'halasu.': 40.62836170196533}",оттого что,"{'оттого': 20.525278091430664, 'что': 7.402257442474365}","между ней и остальными сотрудниками во времени оказался короткий перерыв, возникший оттого, что все в первую очередь кидались в направлении источника шума.","{'между': 22.81128692626953, 'ней': 13.807855606079102, 'и': 12.821731567382812, 'остальными': 18.756839752197266, 'сотрудниками': 9.275120735168457, 'во': 7.135085105895996, 'времени': 14.063824653625488, 'оказался': 14.919001579284668, 'короткий': 12.064491271972656, 'перерыв,': 22.821768760681152, 'возникший': 33.27001953125, 'оттого,': 25.628555297851562, 'что': 16.888275146484375, 'все': 13.788118362426758, 'в': 14.075563430786133, 'первую': 16.847801208496094, 'очередь': 11.634174346923828, 'кидались': 28.384161949157715, 'направлении': 20.935659408569336, 'источника': 14.066100120544434, 'шума.': 20.915184020996094}",из того же,"{'из': 15.859067916870117, 'того': 7.442630767822266, 'же': 12.122125625610352}","между ней и остальными сотрудниками во времени оказался короткий перерыв, возникший из того же все в первую очередь кидались в направлении источника шума.","{'между': 22.965953826904297, 'ней': 13.77076530456543, 'и': 12.739052772521973, 'остальными': 18.73216438293457, 'сотрудниками': 9.402112007141113, 'во': 7.114483833312988, 'времени': 13.67729663848877, 'оказался': 15.127028465270996, 'короткий': 12.010604858398438, 'перерыв,': 23.156780242919922, 'возникший': 33.3157320022583, 'из': 9.72038745880127, 'того': 17.982242584228516, 'же': 14.008427619934082, 'все': 13.399734497070312, 'в': 13.682950973510742, 'первую': 17.577136993408203, 'очередь': 11.525737762451172, 'кидались': 28.358388900756836, 'направлении': 21.155677795410156, 'источника': 14.26049518585205, 'шума.': 20.909287452697754}"
ale przecież,"{'ale': 18.100914001464844, 'przeciez': 43.37148141860962}",ale przecież on tu diabli wiedzą jak narozrabia!,"{'ale': 15.641435623168945, 'przeciez': 44.14580774307251, 'on': 9.983677864074707, 'tu': 16.254271984100342, 'diabli': 37.908949851989746, 'wiedza': 26.578887939453125, 'jak': 17.2473201751709, 'narozrabia!': 57.372973918914795}",да ведь,"{'да': 14.770692825317383, 'ведь': 7.09964656829834}",да ведь он тут черт знает чего натворит!,"{'да': 17.294069290161133, 'ведь': 5.561054706573486, 'он': 10.134845733642578, 'тут': 10.08919906616211, 'черт': 12.73747444152832, 'знает': 8.133638381958008, 'чего': 12.005685806274414, 'натворит!': 36.84582042694092}",а ведь,{},а ведь он тут черт знает чего натворит!,{}
gdyby chociaż,"{'gdyby': 32.469122886657715, 'chociaz': 29.587634563446045}","i gdyby chociaż los zesłał mu skruchę, gorącą skruchę, która łamie serce, spędza sen z powiek, taką skruchę, której straszliwe męczarnie nasuwają myśl o pętli i topieli!","{'i': 7.009385108947754, 'gdyby': 29.586888313293457, 'chociaz': 29.679958820343018, 'los': 14.79282522201538, 'zeslal': 31.94999122619629, 'mu': 16.497394561767578, 'skruche,': 40.87011194229126, 'goraca': 34.736202239990234, 'ktora': 28.561963081359863, 'lamie': 27.99149990081787, 'serce,': 27.849287509918213, 'spedza': 34.16367816925049, 'sen': 9.838134765625, 'z': 6.819723129272461, 'powiek,': 39.23370695114136, 'taka': 28.917566299438477, 'ktorej': 39.23297691345215, 'straszliwe': 39.77873420715332, 'meczarnie': 39.8363037109375, 'nasuwaja': 38.49812316894531, 'mysl': 16.309628009796143, 'o': 6.7892537117004395, 'petli': 18.8283371925354, 'topieli!': 38.16712951660156}",хотя бы,"{'хотя': 16.041473388671875, 'бы': 3.3224687576293945}","и хотя бы судьба послала ему раскаяние ― жгучее раскаяние, разбивающее сердце, отгоняющее сон, такое раскаяние, от ужасных мук которого мерещится петля и омут!","{'и': 20.04839324951172, 'хотя': 7.553689479827881, 'бы': 9.946231842041016, 'судьба': 15.703372955322266, 'послала': 13.975419044494629, 'ему': 9.955449104309082, 'раскаяние': 29.06269645690918}",где бы,"{'где': 16.28202247619629, 'бы': 5.241297721862793}","и где бы судьба послала ему раскаяние ― жгучее раскаяние, разбивающее сердце, отгоняющее сон, такое раскаяние, от ужасных мук которого мерещится петля и омут!","{'и': 20.044153213500977, 'где': 7.1494140625, 'бы': 11.137598037719727, 'судьба': 14.586088180541992, 'послала': 13.66533374786377, 'ему': 10.062740325927734, 'раскаяние': 28.69407844543457}"
tym bardziej,"{'tym': 25.305795669555664, 'bardziej': 43.58877420425415}",ani tym bardziej na trzymających stronę albrechta katolików.,"{'ani': 15.51697826385498, 'tym': 20.914753913879395, 'bardziej': 44.4256534576416, 'na': 10.157649040222168, 'trzymajacych': 65.42100715637207, 'strone': 25.83161163330078, 'albrechta': 30.726658821105957, 'katolikow.': 47.06911039352417}",тем более,"{'тем': 16.326351165771484, 'более': 4.109603404998779}","ни, тем более, на католиков, принявших сторону альбрехта.","{'ни,': 30.15640163421631, 'тем': 19.558387756347656, 'более,': 20.319581031799316, 'на': 14.528278350830078, 'католиков,': 42.66219520568848, 'принявших': 35.54560375213623, 'сторону': 16.04848861694336, 'альбрехта.': 39.13593864440918}",тем больше,"{'тем': 16.566574096679688, 'больше': 5.600728988647461}","ни, тем больше, на католиков, принявших сторону альбрехта.","{'ни,': 30.87491798400879, 'тем': 19.888072967529297, 'больше,': 21.6444091796875, 'на': 15.230609893798828, 'католиков,': 43.16598701477051, 'принявших': 35.879143714904785, 'сторону': 16.421533584594727, 'альбрехта.': 39.75923442840576}"
zanim,{'zanim': 27.909416675567627},"zanim się połapią, że to była rozgrywka.","{'zanim': 28.81585693359375, 'sie': 15.737320899963379, 'polapia,': 33.34372520446777, 'ze': 20.06923198699951, 'to': 10.287883758544922, 'byla': 16.60757064819336, 'rozgrywka.': 58.67205619812012}",прежде чем,"{'прежде': 18.265226364135742, 'чем': 8.372329711914062}","прежде, чем они спохватятся, что это был розыгрыш.","{'прежде,': 33.3197717666626, 'чем': 18.543460845947266, 'они': 12.063411712646484, 'спохватятся,': 45.322906494140625, 'что': 16.183427810668945, 'это': 12.833377838134766, 'был': 15.289615631103516, 'розыгрыш.': 29.905344009399414}",за ним,"{'за': 12.97692584991455, 'ним': 11.766809463500977}","за ним они спохватятся, что это был розыгрыш.","{'за': 17.410938262939453, 'ним': 12.648035049438477, 'они': 9.310808181762695, 'спохватятся,': 44.271023750305176, 'что': 15.420969009399414, 'это': 13.007879257202148, 'был': 14.758265495300293, 'розыгрыш.': 30.519450187683105}"
jak głosi fama,"{'jak': 20.351436614990234, 'glosi': 21.788902759552002, 'fama': 24.77157211303711}","do sierotek, które, jak głosi fama, ostro maszerują na północ i lada moment tu będą.","{'do': 14.315203666687012, 'sierotek,': 41.54511260986328, 'ktore,': 40.2878999710083, 'jak': 23.866352081298828, 'glosi': 22.08745765686035, 'fama,': 34.322879791259766, 'ostro': 30.335204124450684, 'maszeruja': 51.1639518737793, 'na': 7.921627044677734, 'polnoc': 25.978568077087402, 'i': 6.917657852172852, 'lada': 16.847042083740234, 'moment': 22.63717031478882, 'tu': 19.124902725219727, 'beda.': 39.88655185699463}",по слухам,"{'по': 14.010026931762695, 'слухам': 12.364026069641113}","к сиротам, которые, по слухам, идут маршем на север и вот-вот будут здесь.","{'к': 19.007356643676758, 'сиротам,': 47.100534439086914, 'которые,': 34.79230308532715, 'по': 15.699865341186523, 'слухам,': 29.32125759124756, 'идут': 17.777963638305664, 'маршем': 25.701187133789062, 'на': 9.932699203491211, 'север': 18.65210723876953, 'и': 10.289528846740723, 'вот-вот': 43.74180221557617, 'будут': 14.723278999328613, 'здесь.': 15.741427421569824}",как голос славы,"{'как': 17.193283081054688, 'голос': 8.478986740112305, 'славы': 12.138784408569336}","к сиротам, которые, как голос славы, идут маршем на север и вот-вот будут здесь.","{'к': 19.39613914489746, 'сиротам,': 48.53844165802002, 'которые,': 35.240756034851074, 'как': 14.320826530456543, 'голос': 18.87211036682129, 'славы,': 21.55926513671875, 'идут': 18.254878997802734, 'маршем': 26.1269588470459, 'на': 10.296156883239746, 'север': 19.866161346435547, 'и': 10.307960510253906, 'вот-вот': 44.76795291900635, 'будут': 15.37944507598877, 'здесь.': 16.252944469451904}"
w taki oto sposób,"{'w': 14.777530670166016, 'taki': 19.53703260421753, 'oto': 23.509716987609863, 'sposob': 24.145904064178467}","w taki oto sposób wiem, kto położył kres romansowi wirydy hornig.","{'w': 12.922773361206055, 'taki': 19.70871067047119, 'oto': 22.215673446655273, 'sposob': 25.140088081359863, 'wiem,': 27.432573318481445, 'kto': 22.441999435424805, 'polozyl': 37.44714164733887, 'kres': 17.842093467712402, 'romansowi': 30.65032958984375, 'wirydy': 39.127015113830566, 'hornig.': 36.0892767906189}",таким образом,"{'таким': 18.9197998046875, 'образом': 7.038293361663818}","таким образом, я знаю, кто положил конец роману вириды горниг.","{'таким': 22.956260681152344, 'образом,': 18.929116249084473, 'я': 17.76888656616211, 'знаю,': 24.920180320739746, 'кто': 16.02642822265625, 'положил': 17.924087524414062, 'конец': 11.569190979003906, 'роману': 16.69192886352539, 'вириды': 33.3094367980957, 'горниг.': 38.37277603149414}",таким вот способом,"{'таким': 19.006135940551758, 'вот': 5.942146301269531, 'способом': 9.540433883666992}","таким вот способом, я знаю, кто положил конец роману вириды горниг.","{'таким': 22.515663146972656, 'вот': 6.003308296203613, 'способом,': 16.073599815368652, 'я': 16.435672760009766, 'знаю,': 25.412013053894043, 'кто': 15.328096389770508, 'положил': 17.98085594177246, 'конец': 12.354863166809082, 'роману': 16.57275390625, 'вириды': 33.05295467376709, 'горниг.': 37.95586013793945}"
w każdym razie,"{'w': 15.02953815460205, 'kazdym': 36.00657081604004, 'razie': 24.313694953918457}",w każdym razie na węgry wywieźć cię nie zdołam.,"{'w': 12.519454002380371, 'kazdym': 33.599350452423096, 'razie': 23.30944061279297, 'na': 9.161556243896484, 'wegry': 24.591930866241455, 'wywiezc': 52.44772720336914, 'cie': 17.19356346130371, 'nie': 18.467524528503418, 'zdolam.': 33.1477746963501}",во всяком случае,"{'во': 17.337289810180664, 'всяком': 8.492134094238281, 'случае': 10.18502140045166}","во всяком случае, в венгрию я вывести тебя не смогу.","{'во': 20.742639541625977, 'всяком': 8.578472137451172, 'случае,': 22.08273696899414, 'в': 17.513134002685547, 'венгрию': 35.13092231750488, 'я': 8.617321014404297, 'вывести': 17.670255661010742, 'тебя': 6.884657859802246, 'не': 11.160898208618164, 'смогу.': 33.25568771362305}",в каждом случае,"{'в': 13.94414234161377, 'каждом': 11.699865341186523, 'случае': 8.874821662902832}","в каждом случае, в венгрию я вывести тебя не смогу.","{'в': 17.67386817932129, 'каждом': 11.6177978515625, 'случае,': 19.930794715881348, 'венгрию': 36.039748191833496, 'я': 8.812880516052246, 'вывести': 17.387744903564453, 'тебя': 6.886337757110596, 'не': 11.081087112426758, 'смогу.': 32.986562728881836}"
nawiasem mówiąc,"{'nawiasem': 43.56829881668091, 'mowiac': 34.072837829589844}","nawiasem mówiąc, musiałem z tym doktorem uważać.","{'nawiasem': 41.71399641036987, 'mowiac,': 43.142290115356445, 'musialem': 36.112674713134766, 'z': 10.668960571289062, 'tym': 14.908649444580078, 'doktorem': 29.62811851501465, 'uwazac.': 46.63509750366211}",между прочим,"{'между': 19.029850006103516, 'прочим': 10.61495304107666}","между прочим, мне приходилось быть с ним начеку.","{'между': 22.337560653686523, 'прочим,': 23.21603298187256, 'мне': 19.402759552001953, 'приходилось': 20.537328720092773, 'быть': 6.5662689208984375, 'с': 12.907732963562012, 'ним': 18.82459831237793, 'начеку.': 43.926509857177734}",вскользь говоря,"{'вскользь': 30.70879364013672, 'говоря': 12.299173355102539}","вскользь говоря, мне приходилось быть с ним начеку.","{'вскользь': 35.53360366821289, 'говоря,': 22.236639976501465, 'мне': 16.03701400756836, 'приходилось': 20.111745834350586, 'быть': 7.468751907348633, 'с': 12.396089553833008, 'ним': 19.24429702758789, 'начеку.': 44.43306255340576}"
można powiedzieć,"{'mozna': 27.792958736419678, 'powiedziec': 48.64453458786011}","umiem załatwiać takie rzeczy. mam to, można powiedzieć, we krwi. od pokoleń.","{'umiem': 21.017505645751953, 'zalatwiac': 46.37169647216797, 'takie': 24.70701503753662, 'rzeczy.': 49.93676137924194, 'mam': 21.40368938446045, 'to,': 17.755901336669922, 'mozna': 24.793843269348145, 'powiedziec,': 62.66931962966919, 'we': 15.474610328674316, 'krwi.': 42.98672676086426, 'od': 24.29428482055664, 'pokolen.': 35.504573822021484}",можно сказать,"{'можно': 16.792320251464844, 'сказать': 6.633101463317871}","я умею улаживать такие дела. у меня это, можно сказать, в крови. от многих поколений.","{'я': 20.147869110107422, 'умею': 12.69487190246582, 'улаживать': 25.889052391052246, 'такие': 10.931634902954102, 'дела.': 25.25208282470703, 'у': 11.697163581848145, 'меня': 16.486379623413086, 'это,': 23.46157932281494, 'можно': 15.629545211791992, 'сказать,': 25.47019100189209, 'в': 16.55931854248047, 'крови.': 25.985753059387207, 'от': 9.426658630371094, 'многих': 12.208377838134766, 'поколений.': 21.957533836364746}",можно поведать,"{'можно': 16.78485870361328, 'поведать': 10.73458480834961}","я умею улаживать такие дела. у меня это, можно поведать, в крови. от многих поколений.","{'я': 20.01953887939453, 'умею': 12.858333587646484, 'улаживать': 25.758116722106934, 'такие': 11.00609302520752, 'дела.': 25.18426513671875, 'у': 11.731258392333984, 'меня': 16.404022216796875, 'это,': 23.048022270202637, 'можно': 13.846077919006348, 'поведать,': 25.636942863464355, 'в': 14.401683807373047, 'крови.': 25.83825969696045, 'от': 9.26758861541748, 'многих': 12.382837295532227, 'поколений.': 22.13862657546997}"
