phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
в результаті,"{'в': 0.0, 'результаті': 22.472249031066895}","у 16 столітті в результаті зіткнень іспанських завойовників з групами корінних народів був створений парагвай, який раніше називався гігантською провінцією індійців.","{'у': 0.0, '16': 9.486072540283203, 'столітті': 26.48806667327881, 'в': 3.8097457885742188, 'результаті': 10.208659172058105, 'зіткнень': 18.77219009399414, 'іспанських': 19.986848831176758, 'завойовників': 29.53880214691162, 'з': 3.471658706665039, 'групами': 10.274513244628906, 'корінних': 17.172016143798828, 'народів': 10.259239196777344, 'був': 6.858152389526367, 'створений': 7.557757377624512, 'парагвай,': 17.969839572906494, 'який': 4.561995506286621, 'раніше': 8.015336036682129, 'називався': 13.208015441894531, 'гігантською': 16.617883682250977, 'провінцією': 14.317623138427734, 'індійців.': 22.571879386901855}",в результате,"{'в': 0.0, 'результате': 6.368995666503906}","в xvi веке парагвай, который до этого называли огромной провинцией ост-индии, возник в результате столкновения испанских завоевателей с местными группами коренного населения.","{'в': 1.1403369903564453, 'xvi': 17.818500518798828, 'веке': 7.164150238037109, 'парагвай,': 21.421417236328125, 'который': 4.015012741088867, 'до': 3.859689712524414, 'этого': 1.9025068283081055, 'называли': 6.761950492858887, 'огромной': 10.207435607910156, 'провинцией': 4.599964141845703, 'ост-индии,': 26.261863708496094, 'возник': 6.766805648803711, 'результате': 1.1289196014404297, 'столкновения': 4.56641960144043, 'испанских': 4.4498701095581055, 'завоевателей': 3.5835933685302734, 'с': 0.4003753662109375, 'местными': 4.141286849975586, 'группами': 8.524057388305664, 'коренного': 6.788640975952148, 'населения.': 0.7897815704345703}",в выводе,"{'в': 0.0, 'выводе': 12.207422256469727}","в xvi веке парагвай, который до этого называли огромной провинцией ост-индии, возник в выводе столкновения испанских завоевателей с местными группами коренного населения.","{'в': 1.1403369903564453, 'xvi': 17.818500518798828, 'веке': 7.164150238037109, 'парагвай,': 21.421417236328125, 'который': 4.015012741088867, 'до': 3.859689712524414, 'этого': 1.9025068283081055, 'называли': 6.761950492858887, 'огромной': 10.207435607910156, 'провинцией': 4.599964141845703, 'ост-индии,': 26.261863708496094, 'возник': 6.766805648803711, 'выводе': 15.542855262756348, 'столкновения': 12.577054023742676, 'испанских': 3.9946203231811523, 'завоевателей': 4.372385025024414, 'с': 0.34610939025878906, 'местными': 4.5758209228515625, 'группами': 8.549577713012695, 'коренного': 6.833548545837402, 'населения.': 0.9984588623046875}"
на світі,"{'на': 0.0, 'світі': 14.488558769226074}","перед сном вона обов'язково читала йому вголос, потім вони розмовляли про все на світі, поки останні слова не поринали в сон.","{'перед': 0.0, 'сном': 6.8483686447143555, 'вона': 17.1503963470459, ""обов'язково"": 27.51579999923706, 'читала': 9.889394760131836, 'йому': 11.76596736907959, 'вголос,': 19.80247402191162, 'потім': 12.6318998336792, 'вони': 6.937485694885254, 'розмовляли': 10.343088150024414, 'про': 5.632987976074219, 'все': 5.818424224853516, 'на': 3.0384902954101562, 'світі,': 6.827845573425293, 'поки': 6.57586669921875, 'останні': 7.4976911544799805, 'слова': 7.616621017456055, 'не': 2.4739627838134766, 'поринали': 16.558076858520508, 'в': 3.3737668991088867, 'сон.': 7.08680534362793}",на свете,"{'на': 0.0, 'свете': 8.567519187927246}","перед сном она обязательно читала ему вслух, потом они разговаривали обо всем на свете, пока последние слова не ныряли в сон.","{'перед': 0.0, 'сном': 6.8483686447143555, 'она': 6.450369358062744, 'обязательно': 6.26478385925293, 'читала': 5.518697738647461, 'ему': 3.560924530029297, 'вслух,': 4.4242658615112305, 'потом': 5.207450866699219, 'они': 4.35638427734375, 'разговаривали': 4.685052871704102, 'обо': 3.5906944274902344, 'всем': 0.11851310729980469, 'на': 0.8505382537841797, 'свете,': 0.7818946838378906, 'пока': 3.64279842376709, 'последние': 8.26363754272461, 'слова': 2.8442935943603516, 'не': 0.5172290802001953, 'ныряли': 18.713180541992188, 'в': 0.236541748046875, 'сон.': 3.588348388671875}",на мире,"{'на': 0.0, 'мире': 9.927130699157715}","перед сном она обязательно читала ему вслух, потом они разговаривали обо всем на мире, пока последние слова не ныряли в сон.","{'перед': 0.0, 'сном': 6.8483686447143555, 'она': 6.450369358062744, 'обязательно': 6.26478385925293, 'читала': 5.518697738647461, 'ему': 3.560924530029297, 'вслух,': 4.4242658615112305, 'потом': 5.207450866699219, 'они': 4.35638427734375, 'разговаривали': 4.685052871704102, 'обо': 3.5906944274902344, 'всем': 0.11851310729980469, 'на': 0.8505382537841797, 'мире,': 17.30079460144043, 'пока': 3.8269214630126953, 'последние': 8.247127532958984, 'слова': 2.7512950897216797, 'не': 0.5738000869750977, 'ныряли': 18.76558494567871, 'в': 0.2317066192626953, 'сон.': 3.524529457092285}"
хіба що,"{'хіба': 16.01607322692871, 'що': 7.26888370513916}","хіба що «варену» (цей давній напій українців називали ще варенухою, варьохою).","{'хіба': 16.016075134277344, 'що': 7.26888370513916, '«варену»': 26.40831184387207, '(цей': 15.575942039489746, 'давній': 19.283557891845703, 'напій': 13.120988845825195, 'українців': 11.336287498474121, 'називали': 13.697994232177734, 'ще': 8.068923950195312, 'варенухою,': 23.849249362945557, 'варьохою).': 36.74449634552002}",разве что,"{'разве': 5.091723442077637, 'что': 2.5607805252075195}","разве что вареную (этот давний напиток украинцев называли еще варенухой, варехой).","{'разве': 5.091726303100586, 'что': 2.5607786178588867, 'вареную': 14.865408897399902, '(этот': 14.440706253051758, 'давний': 11.325231552124023, 'напиток': 6.191842079162598, 'украинцев': 11.128311157226562, 'называли': 4.7935590744018555, 'еще': 5.027553558349609, 'варенухой,': 13.47787857055664, 'варехой).': 21.56534481048584}",ошибка что,"{'ошибка': 10.227865219116211, 'что': 6.985318183898926}","ошибка что вареную (этот давний напиток украинцев называли еще варенухой, варехой).","{'ошибка': 10.227863311767578, 'что': 6.9853196144104, 'вареную': 18.887303352355957, '(этот': 16.48137855529785, 'давний': 11.957059860229492, 'напиток': 6.268486022949219, 'украинцев': 11.499073028564453, 'называли': 3.9986562728881836, 'еще': 5.199045181274414, 'варенухой,': 13.968562126159668, 'варехой).': 21.253751754760742}"
в тому числі,"{'в': 0.0, 'тому': 9.398579597473145, 'числі': 16.49997329711914}","у результаті два види риб вимерли, а два інших виявилися під загрозою зникнення, в тому числі - горбатий головень.","{'у': 0.0, 'результаті': 23.165595054626465, 'два': 4.416260719299316, 'види': 12.802231788635254, 'риб': 14.838360786437988, 'вимерли,': 33.099992752075195, 'а': 2.504807472229004, 'інших': 5.574332237243652, 'виявилися': 11.483583450317383, 'під': 4.854402542114258, 'загрозою': 8.535383701324463, 'зникнення,': 18.710869789123535, 'в': 3.5373640060424805, 'тому': 3.71014404296875, 'числі': 0.3246498107910156, '-': 6.112570285797119, 'горбатий': 17.27078914642334, 'головень.': 14.489493370056152}",в том числе,"{'в': 0.0, 'том': 5.117299556732178, 'числе': 1.214756965637207}","это привело к тому, что два вида рыб вымерли, а два других, в том числе горбатый голавль, попали под угрозу исчезновения.","{'это': 0.0, 'привело': 8.828361511230469, 'к': 0.24806690216064453, 'тому,': 1.1338043212890625, 'что': 0.011333465576171875, 'два': 3.3369932174682617, 'вида': 5.325939178466797, 'рыб': 6.555834770202637, 'вымерли,': 9.32800579071045, 'а': 0.9620199203491211, 'других,': 5.4625139236450195, 'в': 3.3116207122802734, 'том': 1.4088306427001953, 'числе': 0.02014923095703125, 'горбатый': 8.33933162689209, 'голавль,': 8.549867630004883, 'попали': 5.443622589111328, 'под': 1.7721843719482422, 'угрозу': 5.394826889038086, 'исчезновения.': 0.7213172912597656}",в то число,"{'в': 0.0, 'то': 6.034700393676758, 'число': 7.302014350891113}","это привело к тому, что два вида рыб вымерли, а два других, в то число горбатый голавль, попали под угрозу исчезновения.","{'это': 0.0, 'привело': 8.828361511230469, 'к': 0.24806690216064453, 'тому,': 1.1338043212890625, 'что': 0.011333465576171875, 'два': 3.3369932174682617, 'вида': 5.325939178466797, 'рыб': 6.555834770202637, 'вымерли,': 9.32800579071045, 'а': 0.9620199203491211, 'других,': 5.4625139236450195, 'в': 3.3116207122802734, 'то': 4.702613830566406, 'число': 9.700261116027832, 'горбатый': 14.35498332977295, 'голавль,': 9.277892112731934, 'попали': 6.9422502517700195, 'под': 2.029205322265625, 'угрозу': 5.543551445007324, 'исчезновения.': 0.9211063385009766}"
як тільки,"{'як': 0.0, 'тільки': 13.926918983459473}","будьте певні, що як тільки ви дістанетесь марини, все буде достатньо очевидним. ви зустрінете інших човнових попутників і вони поділяться з вами своєю інформацією.","{'будьте': 2.3506641387939453, 'певні,': 28.5601806640625, 'що': 2.6973934173583984, 'як': 5.203427314758301, 'тільки': 7.628020286560059, 'ви': 11.02114486694336, 'дістанетесь': 24.25644016265869, 'марини,': 16.999777793884277, 'все': 6.040323257446289, 'буде': 3.5395450592041016, 'достатньо': 9.227354049682617, 'очевидним.': 16.190945625305176, 'зустрінете': 19.71357250213623, 'інших': 7.775578498840332, 'човнових': 22.840243339538574, 'попутників': 17.748351097106934, 'і': 2.2369155883789062, 'вони': 6.241488456726074, 'поділяться': 12.527673721313477, 'з': 3.103832244873047, 'вами': 3.5180845260620117, 'своєю': 7.154189109802246, 'інформацією.': 6.988384246826172}",как только,"{'как': 0.0, 'только': 5.33924674987793}","будьте уверены, как только вы доберетесь до причала, все станет вполне очевидно. вы встретите других лодочных автостопщиков, и они поделятся информацией с вам.","{'будьте': 2.3506641387939453, 'уверены,': 4.243504524230957, 'как': 5.581067085266113, 'только': 2.8028364181518555, 'вы': 9.942715644836426, 'доберетесь': 5.842881202697754, 'до': 0.1919879913330078, 'причала,': 8.823375701904297, 'все': 4.192197799682617, 'станет': 4.282769203186035, 'вполне': 6.672578811645508, 'очевидно.': 3.54962158203125, 'встретите': 6.362504959106445, 'других': 5.567935943603516, 'лодочных': 11.453207969665527, 'автостопщиков,': 14.959897994995117, 'и': 2.5069580078125, 'они': 2.179044723510742, 'поделятся': 5.631452560424805, 'информацией': 3.978883743286133, 'с': 1.9564132690429688, 'вам.': 8.63873291015625}",как просто,"{'как': 0.0, 'просто': 7.013625621795654}","будьте уверены, как просто вы доберетесь до причала, все станет вполне очевидно. вы встретите других лодочных автостопщиков, и они поделятся информацией с вам.","{'будьте': 2.3506641387939453, 'уверены,': 4.243504524230957, 'как': 5.581067085266113, 'просто': 7.269748687744141, 'вы': 10.070688247680664, 'доберетесь': 9.07948923110962, 'до': 0.489593505859375, 'причала,': 10.755477905273438, 'все': 5.957101821899414, 'станет': 5.881288528442383, 'вполне': 7.05645751953125, 'очевидно.': 3.704340934753418, 'встретите': 6.550577163696289, 'других': 5.695980072021484, 'лодочных': 11.680896759033203, 'автостопщиков,': 14.163580894470215, 'и': 2.7297725677490234, 'они': 2.356656074523926, 'поделятся': 5.483030319213867, 'информацией': 4.209881782531738, 'с': 2.1279869079589844, 'вам.': 8.809747695922852}"
а то й,"{'а': 0.0, 'то': 5.763572692871094, 'й': 9.578508377075195}","виросте й стане ледацюгою, сутяжником, а то й бандюгою.","{'виросте': 16.518520832061768, 'й': 4.512402534484863, 'стане': 10.64997386932373, 'ледацюгою,': 40.695873737335205, 'сутяжником,': 20.515840530395508, 'а': 3.6914234161376953, 'то': 4.81357479095459, 'бандюгою.': 18.866777420043945}",а то и,"{'а': 0.0, 'то': 5.763572692871094, 'и': 3.093158721923828}","и неизвестно, кем станет, а вдруг — бездельником, иждивенцем, а то и ворюгой.","{'и': 0.4684009552001953, 'неизвестно,': 11.316351890563965, 'кем': 5.486834526062012, 'станет,': 8.049708366394043, 'а': 2.7839221954345703, 'вдруг': 6.2479963302612305, '—': 6.474488258361816, 'бездельником,': 15.899409294128418, 'иждивенцем,': 12.769608497619629, 'то': 3.0745887756347656, 'ворюгой.': 9.821259498596191}",а то да,"{'а': 0.0, 'то': 5.763572692871094, 'да': 5.320529937744141}","и неизвестно, кем станет, а вдруг — бездельником, иждивенцем, а то да ворюгой.","{'и': 0.0, 'неизвестно,': 11.316351890563965, 'кем': 5.486834526062012, 'станет,': 8.049708366394043, 'а': 2.7839221954345703, 'вдруг': 6.2479963302612305, '—': 6.474488258361816, 'бездельником,': 15.899409294128418, 'иждивенцем,': 12.769608497619629, 'то': 3.0745887756347656, 'да': 8.1965970993042, 'ворюгой.': 14.082173347473145}"
після того як,"{'після': 15.314164638519287, 'того': 3.7972822189331055, 'як': 4.619940757751465}","після того як опір групи бухаріна було зламано, перегляду цього рішення ніщо не перешкоджало.","{'після': 15.314165592193604, 'того': 3.7972822189331055, 'як': 4.619940757751465, 'опір': 10.801149368286133, 'групи': 12.985039710998535, 'бухаріна': 19.695822715759277, 'було': 6.80143928527832, 'зламано,': 22.202797889709473, 'перегляду': 14.074747085571289, 'цього': 8.375723838806152, 'рішення': 7.478371620178223, 'ніщо': 12.102663040161133, 'не': 0.6599903106689453, 'перешкоджало.': 20.25182056427002}",после того как,"{'после': 0.0, 'того': 2.466825485229492, 'как': 1.051839828491211}","после того, как сопротивление группы бухарина было сломано, пересмотру этого решения ничего не препятствовало.","{'после': 0.0, 'того,': 2.93381404876709, 'как': 0.06977462768554688, 'сопротивление': 11.402694702148438, 'группы': 8.54407024383545, 'бухарина': 20.659323692321777, 'было': 2.0801210403442383, 'сломано,': 5.735552787780762, 'пересмотру': 16.6713228225708, 'этого': 4.964797019958496, 'решения': 2.6271743774414062, 'ничего': 4.886970520019531, 'не': 0.03426361083984375, 'препятствовало.': 6.336181640625}",после того кто,"{'после': 0.0, 'того': 2.466825485229492, 'кто': 9.232780456542969}","после того кто сопротивление группы бухарина было сломано, пересмотру этого решения ничего не препятствовало.","{'после': 0.0, 'того': 2.466824531555176, 'кто': 9.232784271240234, 'сопротивление': 14.638666152954102, 'группы': 10.4303560256958, 'бухарина': 19.153714179992676, 'было': 7.877677917480469, 'сломано,': 8.524579524993896, 'пересмотру': 14.986654281616211, 'этого': 4.9012041091918945, 'решения': 3.488473892211914, 'ничего': 4.672043800354004, 'не': 0.05845451354980469, 'препятствовало.': 8.27580451965332}"
чим більше,"{'чим': 0.0, 'більше': 20.030570030212402}","хоча, чим більше часу проходить, тим очевидніше те, що багато хто добре розумів ще в наповнені космічною романтикою шістдесяті.","{'хоча,': 7.055718898773193, 'чим': 12.551315784454346, 'більше': 13.151625633239746, 'часу': 6.418066024780273, 'проходить,': 12.991116523742676, 'тим': 6.602368354797363, 'очевидніше': 22.112560272216797, 'те,': 7.098604202270508, 'що': 0.2822284698486328, 'багато': 6.824470520019531, 'хто': 5.916497230529785, 'добре': 7.012808799743652, 'розумів': 8.79690170288086, 'ще': 7.372305393218994, 'в': 2.9510021209716797, 'наповнені': 18.067787170410156, 'космічною': 20.64320468902588, 'романтикою': 12.842826843261719, 'шістдесяті.': 30.384206771850586}",чем больше,"{'чем': 0.0, 'больше': 6.1804656982421875}","хотя, чем больше времени проходит, тем очевиднее, что многие хорошо понимали еще в наполненные космической романтикой шестидесятые.","{'хотя,': 3.1763668060302734, 'чем': 6.552642822265625, 'больше': 2.0085315704345703, 'времени': 4.016942024230957, 'проходит,': 4.853641510009766, 'тем': 0.1515369415283203, 'очевиднее,': 7.833081245422363, 'что': 0.15083694458007812, 'многие': 6.44483757019043, 'хорошо': 9.114683151245117, 'понимали': 5.490821838378906, 'еще': 8.372940063476562, 'в': 1.401881217956543, 'наполненные': 17.47304058074951, 'космической': 8.403631210327148, 'романтикой': 6.287519454956055, 'шестидесятые.': 8.963404655456543}",чего больше,"{'чего': 0.0, 'больше': 7.2640228271484375}","хотя, чего больше времени проходит, тем очевиднее, что многие хорошо понимали еще в наполненные космической романтикой шестидесятые.","{'хотя,': 3.1763668060302734, 'чего': 7.4370574951171875, 'больше': 6.892280578613281, 'времени': 9.425163269042969, 'проходит,': 7.722648620605469, 'тем': 2.5813159942626953, 'очевиднее,': 9.239558219909668, 'что': 0.11531448364257812, 'многие': 6.090757846832275, 'хорошо': 8.890069961547852, 'понимали': 5.931134223937988, 'еще': 8.344321250915527, 'в': 1.3646163940429688, 'наполненные': 17.22377300262451, 'космической': 8.59992504119873, 'романтикой': 6.266870498657227, 'шестидесятые.': 8.851603507995605}"
хоча і,"{'хоча': 5.106772422790527, 'і': 11.084074020385742}","тигр, як всебічно розвинутий атлет, може дертися вгору (хоча і не дуже вміло).","{'тигр,': 12.089250564575195, 'як': 9.762200355529785, 'всебічно': 21.259643077850342, 'розвинутий': 18.592500686645508, 'атлет,': 15.819087028503418, 'може': 5.545235633850098, 'дертися': 18.012741088867188, 'вгору': 11.464296340942383, '(хоча': 16.516162395477295, 'і': 4.085880279541016, 'не': 3.638042449951172, 'дуже': 5.264920234680176, 'вміло).': 18.490171432495117}",хотя и,"{'хотя': 0.0, 'и': 3.2921504974365234}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (хотя и не очень хорошо).","{'будучи': 9.19355583190918, 'всесторонне': 11.183353424072266, 'развитым': 1.3548469543457031, 'атлетом,': 9.87934398651123, 'тигр': 13.278773307800293, 'может': 3.339143753051758, 'взбираться': 9.599903106689453, 'на': 0.43496131896972656, 'деревья': 2.380128860473633, '(хотя': 10.35009479522705, 'и': 2.0324153900146484, 'не': 1.3227338790893555, 'очень': 2.9068870544433594, 'хорошо).': 6.18782901763916}",хочет и,"{'хочет': 8.324295043945312, 'и': 4.020318031311035}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (хочет и не очень хорошо).","{'будучи': 9.19355583190918, 'всесторонне': 11.183353424072266, 'развитым': 1.3548469543457031, 'атлетом,': 9.87934398651123, 'тигр': 13.278773307800293, 'может': 3.339143753051758, 'взбираться': 9.599903106689453, 'на': 0.43496131896972656, 'деревья': 2.380128860473633, '(хочет': 21.78890609741211, 'и': 4.746912002563477, 'не': 4.369427680969238, 'очень': 4.8019866943359375, 'хорошо).': 8.458745956420898}"
від того що,"{'від': 10.994277954101562, 'того': 8.307326316833496, 'що': 3.403134346008301}","дімка прокинувся від того, що хтось його шарпав і кричав.","{'дімка': 16.525466918945312, 'прокинувся': 18.07094955444336, 'від': 4.399444580078125, 'того,': 6.76092529296875, 'що': 0.44935131072998047, 'хтось': 7.488010406494141, 'його': 6.889204025268555, 'шарпав': 19.06721019744873, 'і': 2.5879154205322266, 'кричав.': 15.81670093536377}",оттого что,"{'оттого': 6.98393440246582, 'что': 2.14984130859375}","димка проснулся оттого, что кто-то его тормошил и кричал.","{'димка': 7.347250938415527, 'проснулся': 10.991888046264648, 'оттого,': 5.782068252563477, 'что': 0.00566864013671875, 'кто-то': 1.98291015625, 'его': 3.4934005737304688, 'тормошил': 7.315885543823242, 'и': 2.6484107971191406, 'кричал.': 5.680459976196289}",от того почему,"{'от': 0.0, 'того': 6.534159183502197, 'почему': 8.035041809082031}",димка проснулся от того почему кто-то его тормошил и кричал.,"{'димка': 7.347250938415527, 'проснулся': 10.991888046264648, 'от': 2.5328941345214844, 'того': 2.4308834075927734, 'почему': 10.704816818237305, 'кто-то': 6.458982467651367, 'его': 4.05280876159668, 'тормошил': 9.639202117919922, 'и': 1.9973993301391602, 'кричал.': 6.003692626953125}"
але ж,"{'але': 0.0, 'ж': 9.000283241271973}","але ж і справді як добре!, - сказав він зненацька, ніби осяяний новою ідеєю.","{'але': 0.0, 'ж': 9.000284194946289, 'і': 11.214794158935547, 'справді': 11.829875946044922, 'як': 7.179686069488525, 'добре!,': 19.908005714416504, '-': 2.840395927429199, 'сказав': 3.909243583679199, 'він': 4.243762969970703, 'зненацька,': 30.663225173950195, 'ніби': 10.482343673706055, 'осяяний': 31.384073734283447, 'новою': 12.540518760681152, 'ідеєю.': 14.30280351638794}",да ведь,"{'да': 0.0, 'ведь': 8.586395263671875}","да ведь как хорошо-то!, - cказал он вдруг, словно озаренный новой идеей.","{'да': 0.0, 'ведь': 8.586395263671875, 'как': 5.0377960205078125, 'хорошо-то!,': 20.153667449951172, '-': 2.1372718811035156, 'cказал': 14.280834197998047, 'он': 2.001837730407715, 'вдруг,': 6.07627010345459, 'словно': 5.317529678344727, 'озаренный': 8.17078971862793, 'новой': 5.740999221801758, 'идеей.': 1.5596466064453125}",но же,"{'но': 0.0, 'же': 6.509408473968506}","но же как хорошо-то!, - cказал он вдруг, словно озаренный новой идеей.","{'но': 0.0, 'же': 6.509408950805664, 'как': 5.4801764488220215, 'хорошо-то!,': 20.24156379699707, '-': 2.486128807067871, 'cказал': 14.37601089477539, 'он': 1.8986034393310547, 'вдруг,': 6.206578254699707, 'словно': 5.2949934005737305, 'озаренный': 8.215718269348145, 'новой': 5.6459550857543945, 'идеей.': 1.619908332824707}"
хоча б,"{'хоча': 5.106772422790527, 'б': 8.396869659423828}","злочин визнається вчиненим на території україни, якщо його виконавець або хоча б один із співучасників діяв на території україни.","{'злочин': 14.454472541809082, 'визнається': 27.20189094543457, 'вчиненим': 15.284781455993652, 'на': 9.109658241271973, 'території': 3.5711936950683594, 'україни,': 11.569864273071289, 'якщо': 5.695309638977051, 'його': 5.085798263549805, 'виконавець': 16.546554565429688, 'або': 7.4986138343811035, 'хоча': 8.080044269561768, 'б': 4.697500228881836, 'один': 8.161781311035156, 'із': 3.794947624206543, 'співучасників': 24.055233001708984, 'діяв': 14.029172897338867, 'україни.': 2.9956302642822266}",хотя бы,"{'хотя': 0.0, 'бы': 2.4869699478149414}","преступление признается совершенным на территории украины, если его исполнитель или хотя бы один из соучастников действовал на территории украины.","{'преступление': 7.241065979003906, 'признается': 8.28589916229248, 'совершенным': 2.6662397384643555, 'на': 2.8296031951904297, 'территории': 1.179931640625, 'украины,': 13.726546287536621, 'если': 1.9240779876708984, 'его': 3.378948211669922, 'исполнитель': 7.546361923217773, 'или': 2.9699172973632812, 'хотя': 6.732677459716797, 'бы': 0.012151718139648438, 'один': 0.5636386871337891, 'из': 0.1320514678955078, 'соучастников': 6.272830963134766, 'действовал': 7.230317115783691, 'украины.': 3.550111770629883}",хочет бы,"{'хочет': 8.324295043945312, 'бы': 7.376352787017822}","преступление признается совершенным на территории украины, если его исполнитель или хочет бы один из соучастников действовал на территории украины.","{'преступление': 7.241065979003906, 'признается': 8.28589916229248, 'совершенным': 2.6662397384643555, 'на': 2.9666566848754883, 'территории': 1.166921615600586, 'украины,': 13.726546287536621, 'если': 1.9240779876708984, 'его': 3.378948211669922, 'исполнитель': 7.546361923217773, 'или': 2.9699172973632812, 'хочет': 14.080869674682617, 'бы': 8.596611976623535, 'один': 9.484333992004395, 'из': 0.6759548187255859, 'соучастников': 5.885838508605957, 'действовал': 5.472646713256836, 'украины.': 3.336183547973633}"
тим більше,"{'тим': 0.0, 'більше': 18.59505271911621}","цікаво послухати, а тим більше дати і свою «безцінну» пораду сзр.","{'цікаво': 13.439400672912598, 'послухати,': 20.322203636169434, 'а': 2.670355796813965, 'тим': 8.34538459777832, 'більше': 9.024312019348145, 'дати': 8.623661041259766, 'і': 3.931687355041504, 'свою': 10.749881744384766, '«безцінну»': 24.553486824035645, 'пораду': 10.5709867477417, 'сзр.': 25.368227005004883}",тем более,"{'тем': 0.0, 'более': 5.150486946105957}","интересно послушать, а тем более дать и свой «бесценный» совет свр.","{'интересно': 0.0, 'послушать,': 11.282648086547852, 'а': 2.9225006103515625, 'тем': 5.220107078552246, 'более': 0.24619483947753906, 'дать': 6.427101135253906, 'и': 7.179721832275391, 'свой': 6.664710998535156, '«бесценный»': 18.293832778930664, 'совет': 1.4004058837890625, 'свр.': 20.63127326965332}",тем больше,"{'тем': 0.0, 'больше': 5.776460647583008}","интересно послушать, а тем больше дать и свой «бесценный» совет свр.","{'интересно': 0.0, 'послушать,': 11.282648086547852, 'а': 2.9225006103515625, 'тем': 5.220107078552246, 'больше': 6.649173736572266, 'дать': 7.9714674949646, 'и': 5.809627532958984, 'свой': 9.6057767868042, '«бесценный»': 18.013042449951172, 'совет': 1.9191131591796875, 'свр.': 20.48344612121582}"
перш ніж,"{'перш': 6.16312313079834, 'ніж': 16.282872200012207}","однак, цю проблему дуже важко вирішити, і пройде багато років, перш ніж ми станемо свідками будівництва придатних термоядерних реакторів.","{'однак,': 12.329334259033203, 'цю': 13.761056900024414, 'проблему': 12.709710121154785, 'дуже': 11.28989315032959, 'важко': 9.120396614074707, 'вирішити,': 15.385300636291504, 'і': 4.009560585021973, 'пройде': 11.167351245880127, 'багато': 8.215604782104492, 'років,': 8.285552978515625, 'перш': 8.413132667541504, 'ніж': 7.923895835876465, 'ми': 6.163137435913086, 'станемо': 9.94351577758789, 'свідками': 14.688132286071777, 'будівництва': 10.606400489807129, 'придатних': 17.454448699951172, 'термоядерних': 16.359834671020508, 'реакторів.': 6.622994422912598}",прежде чем,"{'прежде': 2.6750669479370117, 'чем': 0.6909046173095703}","тем не менее, это серьезная проблема, и ее нужно решить. пройдет много времени, прежде чем будут построены полезные термоядерные реакторы.","{'тем': 0.0, 'не': 4.020703315734863, 'менее,': 1.298879623413086, 'это': 4.190385818481445, 'серьезная': 8.42364501953125, 'проблема,': 2.2542476654052734, 'и': 2.2324647903442383, 'ее': 3.51485538482666, 'нужно': 2.3882617950439453, 'решить.': 2.6144561767578125, 'пройдет': 14.76206111907959, 'много': 4.456628799438477, 'времени,': 0.6737384796142578, 'прежде': 1.2450017929077148, 'чем': 0.026615142822265625, 'будут': 5.089510917663574, 'построены': 5.431296348571777, 'полезные': 9.190919876098633, 'термоядерные': 10.245332717895508, 'реакторы.': 1.4864120483398438}",прежде нежели,"{'прежде': 2.6750669479370117, 'нежели': 5.868140697479248}","тем не менее, это серьезная проблема, и ее нужно решить. пройдет много времени, прежде нежели будут построены полезные термоядерные реакторы.","{'тем': 0.0, 'не': 4.020703315734863, 'менее,': 1.298879623413086, 'это': 4.190385818481445, 'серьезная': 8.42364501953125, 'проблема,': 2.2542476654052734, 'и': 2.2324647903442383, 'ее': 3.51485538482666, 'нужно': 2.3882617950439453, 'решить.': 2.6144561767578125, 'пройдет': 14.76206111907959, 'много': 4.456628799438477, 'времени,': 0.6737384796142578, 'прежде': 1.2450017929077148, 'нежели': 7.260128021240234, 'будут': 5.041454315185547, 'построены': 5.417017936706543, 'полезные': 9.162127494812012, 'термоядерные': 10.278109550476074, 'реакторы.': 1.4376068115234375}"
