phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
в резултат,"{'в': 0.0, 'резултат': 16.75632953643799}","парагвай, преди наричан „гигантската провинция на индия“, е роден през 16-ти век в резултат на срещата на испанските завоеватели с местните групи.","{'парагвай,': 12.676461219787598, 'преди': 12.2958984375, 'наричан': 20.904415130615234, '„гигантската': 32.44777011871338, 'провинция': 10.123887062072754, 'на': 0.9894371032714844, 'индия“,': 8.84662914276123, 'е': 4.50531005859375, 'роден': 10.867203712463379, 'през': 4.018182754516602, '16-ти': 9.870078086853027, 'век': 0.22673416137695312, 'в': 2.8947887420654297, 'резултат': 9.363941192626953, 'срещата': 8.725363731384277, 'испанските': 7.283977508544922, 'завоеватели': 7.664306640625, 'с': 1.9692611694335938, 'местните': 8.454105377197266, 'групи.': 9.286873817443848}",в результате,"{'в': 0.0, 'результате': 7.627569198608398}","в xvi веке парагвай, который до этого называли ""огромной провинцией ост-индии"", возник в результате столкновения испанских завоевателей с местными группами коренного населения.","{'в': 1.197646141052246, 'xvi': 16.803329467773438, 'веке': 6.090331077575684, 'парагвай,': 19.07466983795166, 'который': 4.110559463500977, 'до': 4.429588317871094, 'этого': 1.7131719589233398, 'называли': 6.023780822753906, '""огромной': 11.742938995361328, 'провинцией': 5.141045570373535, 'ост-индии"",': 23.62721061706543, 'возник': 7.490041732788086, 'результате': 0.6847248077392578, 'столкновения': 3.533538818359375, 'испанских': 5.525043487548828, 'завоевателей': 2.723377227783203, 'с': 0.40139007568359375, 'местными': 1.872859001159668, 'группами': 7.741793632507324, 'коренного': 4.515174865722656, 'населения.': 0.5938682556152344}",в выводе,"{'в': 0.0, 'выводе': 10.69412899017334}","в xvi веке парагвай, который до этого называли ""огромной провинцией ост-индии"", возник в выводе столкновения испанских завоевателей с местными группами коренного населения.","{'в': 1.197646141052246, 'xvi': 16.803329467773438, 'веке': 6.090331077575684, 'парагвай,': 19.07466983795166, 'который': 4.110559463500977, 'до': 4.429588317871094, 'этого': 1.7131719589233398, 'называли': 6.023780822753906, '""огромной': 11.742938995361328, 'провинцией': 5.141045570373535, 'ост-индии"",': 23.62721061706543, 'возник': 7.490041732788086, 'выводе': 16.396470069885254, 'столкновения': 12.597203254699707, 'испанских': 5.986183166503906, 'завоевателей': 3.385636329650879, 'с': 0.4963188171386719, 'местными': 1.8489112854003906, 'группами': 7.478391647338867, 'коренного': 4.470806121826172, 'населения.': 0.6912403106689453}"
на света,"{'на': 0.0, 'света': 9.926068305969238}","няма вече такива девойки на света, помисли си той.","{'няма': 6.856204986572266, 'вече': 12.955212593078613, 'такива': 17.74745225906372, 'девойки': 16.76537322998047, 'на': 4.123955726623535, 'света,': 9.601250648498535, 'помисли': 13.267494201660156, 'си': 7.345979690551758, 'той.': 11.79441499710083}",на свете,"{'на': 0.0, 'свете': 10.170262336730957}","таких девушек на свете больше нет, думал он, глядя ей вслед.","{'таких': 3.7523250579833984, 'девушек': 6.072654724121094, 'на': 4.384930610656738, 'свете': 2.3542938232421875, 'больше': 2.7775373458862305, 'нет,': 3.114974021911621, 'думал': 9.177085876464844, 'он,': 2.1830873489379883, 'глядя': 1.7046194076538086, 'ей': 3.9926681518554688, 'вслед.': 0.6002292633056641}",на мире,"{'на': 0.0, 'мире': 11.13608169555664}","таких девушек на мире больше нет, думал он, глядя ей вслед.","{'таких': 3.7523250579833984, 'девушек': 6.072654724121094, 'на': 4.384930610656738, 'мире': 11.16390609741211, 'больше': 2.7790699005126953, 'нет,': 3.8286609649658203, 'думал': 10.169504165649414, 'он,': 3.0985422134399414, 'глядя': 1.740818977355957, 'ей': 4.249975204467773, 'вслед.': 0.6215705871582031}"
освен да,"{'освен': 7.417609691619873, 'да': 13.411907196044922}",освен да… – взе синята папка от масата. дръжте.,"{'освен': 7.417608737945557, 'да…': 20.93900203704834, '–': 4.440909385681152, 'взе': 18.701661586761475, 'синята': 22.83620262145996, 'папка': 9.38131332397461, 'от': 6.091322898864746, 'масата.': 16.53562068939209, 'дръжте.': 29.502406120300293}",разве что,"{'разве': 5.351574897766113, 'что': 2.0829334259033203}",разве что… – он взял со стола синюю папку. держите.,"{'разве': 5.351574897766113, 'что…': 7.025391578674316, '–': 4.187896728515625, 'он': 3.502383232116699, 'взял': 5.9190168380737305, 'со': 2.236774444580078, 'стола': 0.23120498657226562, 'синюю': 7.5994873046875, 'папку.': 3.067037582397461, 'держите.': 23.696653366088867}",кроме да,"{'кроме': 0.0, 'да': 8.998991012573242}",кроме да… – он взял со стола синюю папку. держите.,"{'кроме': 0.0, 'да…': 17.31800079345703, '–': 4.617254257202148, 'он': 4.13143253326416, 'взял': 6.01937198638916, 'со': 3.0071773529052734, 'стола': 0.2608909606933594, 'синюю': 7.748907089233398, 'папку.': 3.17844295501709, 'держите.': 22.744735717773438}"
в това число,"{'в': 0.0, 'това': 11.164560317993164, 'число': 14.196008682250977}","задържани са от вас наши кораби, в това число и „малака“, наета за рейс до япония.","{'задържани': 15.869187355041504, 'са': 4.444268226623535, 'от': 3.243241310119629, 'вас': 5.841897964477539, 'наши': 7.976372241973877, 'кораби,': 15.6962308883667, 'в': 4.342693328857422, 'това': 5.811174392700195, 'число': 0.9138545989990234, 'и': 1.0440664291381836, '„малака“,': 24.606974601745605, 'наета': 14.489225387573242, 'за': 4.510843276977539, 'рейс': 12.664663314819336, 'до': 3.6056976318359375, 'япония.': 12.53719186782837}",в том числе,"{'в': 0.0, 'том': 6.044155597686768, 'числе': 0.1317615509033203}","вами задержаны наши корабли, в том числе и ""малакка"", зафрахтованная для рейса в японию.","{'вами': 0.0, 'задержаны': 12.012969970703125, 'наши': 9.583415985107422, 'корабли,': 8.67927360534668, 'в': 0.7498207092285156, 'том': 0.9784812927246094, 'числе': 0.00228118896484375, 'и': 1.3193931579589844, '""малакка"",': 25.876038551330566, 'зафрахтованная': 10.476372718811035, 'для': 2.650350570678711, 'рейса': 7.867823600769043, 'японию.': 12.299707412719727}",в то число,"{'в': 0.0, 'то': 6.357341766357422, 'число': 8.30542278289795}","вами задержаны наши корабли, в то число и ""малакка"", зафрахтованная для рейса в японию.","{'вами': 0.0, 'задержаны': 12.012969970703125, 'наши': 9.583415985107422, 'корабли,': 8.67927360534668, 'в': 0.7537012100219727, 'то': 5.190621376037598, 'число': 8.825571060180664, 'и': 2.094607353210449, '""малакка"",': 22.967998504638672, 'зафрахтованная': 7.974933624267578, 'для': 2.727166175842285, 'рейса': 7.21185302734375, 'японию.': 11.772859573364258}"
още щом,"{'още': 6.329789161682129, 'щом': 16.510661125183105}",това стана ясно още щом минахме през портала.,"{'това': 0.0, 'стана': 13.4493408203125, 'ясно': 10.349140167236328, 'още': 15.452229976654053, 'щом': 19.056601524353027, 'минахме': 26.68728733062744, 'през': 9.00173282623291, 'портала.': 16.989720344543457}",как только,"{'как': 0.0, 'только': 5.052468299865723}","это стало ясно, как только мы въехали в ворота.","{'это': 0.0, 'стало': 7.763442039489746, 'ясно,': 4.673683166503906, 'как': 2.4491357803344727, 'только': 0.1884021759033203, 'мы': 2.2475080490112305, 'въехали': 4.617234230041504, 'в': 0.4089641571044922, 'ворота.': 3.7914934158325195}",еще тотчас,"{'еще': 0.0, 'тотчас': 10.865367889404297}","это стало ясно, еще тотчас мы въехали в ворота.","{'это': 0.0, 'стало': 7.763442039489746, 'ясно,': 4.673683166503906, 'еще': 6.313457489013672, 'тотчас': 13.390983581542969, 'мы': 8.203473091125488, 'въехали': 6.164192199707031, 'в': 0.4772014617919922, 'ворота.': 4.9807329177856445}"
че даже и,"{'че': 0.0, 'даже': 8.735063552856445, 'и': 3.5100107192993164}","салов съобщи на панафидин, че в района на шикотан мъглата се задържа понякога месец, че даже и повече…","{'салов': 9.665250778198242, 'съобщи': 20.02184820175171, 'на': 3.087021827697754, 'панафидин,': 24.941643714904785, 'че': 2.9518814086914062, 'в': 4.125248908996582, 'района': 9.270063400268555, 'шикотан': 17.61241054534912, 'мъглата': 17.688499450683594, 'се': 2.479336738586426, 'задържа': 6.307833671569824, 'понякога': 13.522026062011719, 'месец,': 12.49135684967041, 'даже': 9.273931503295898, 'и': 2.898715019226074, 'повече…': 14.294561386108398}",а то и,"{'а': 0.0, 'то': 6.535887241363525, 'и': 2.533196449279785}","салов сообщил панафидину, что в районе шикотана туман держится иногда по месяцу, а то и больше…","{'салов': 9.665250778198242, 'сообщил': 8.34414291381836, 'панафидину,': 25.304564476013184, 'что': 0.1104583740234375, 'в': 3.0147180557250977, 'районе': 6.080928802490234, 'шикотана': 18.31555461883545, 'туман': 8.842632293701172, 'держится': 5.810941696166992, 'иногда': 8.626659393310547, 'по': 1.7198429107666016, 'месяцу,': 5.002566337585449, 'а': 1.404219627380371, 'то': 2.025355339050293, 'и': 0.014230728149414062, 'больше…': 6.511847496032715}",что даже и,"{'что': 0.0, 'даже': 6.257363796234131, 'и': 3.693112373352051}","салов сообщил панафидину, что в районе шикотана туман держится иногда по месяцу, что даже и больше…","{'салов': 9.665250778198242, 'сообщил': 8.34414291381836, 'панафидину,': 25.304564476013184, 'что': 2.640321731567383, 'в': 3.0147180557250977, 'районе': 6.080928802490234, 'шикотана': 18.31555461883545, 'туман': 8.842632293701172, 'держится': 5.810941696166992, 'иногда': 8.626659393310547, 'по': 1.7198429107666016, 'месяцу,': 5.002566337585449, 'даже': 5.112205505371094, 'и': 4.589413642883301, 'больше…': 11.981478214263916}"
след като,"{'след': 0.0, 'като': 20.690112113952637}","след като информацията, оповестена от журналиста макис триантафилопулос в популярното му телевизионно предаване „zoungla“ по алфа тв, депутатът и адвокат, петрос мантувалос, се отказа от поста си.","{'след': 0.0, 'като': 20.69011116027832, 'информацията,': 16.599763870239258, 'оповестена': 14.682503700256348, 'от': 0.9509525299072266, 'журналиста': 8.258399963378906, 'макис': 21.619606018066406, 'триантафилопулос': 42.619906425476074, 'в': 3.376710891723633, 'популярното': 10.691852569580078, 'му': 7.339428901672363, 'телевизионно': 5.921329498291016, 'предаване': 4.124382019042969, '„zoungla“': 42.00032615661621, 'по': 4.027812957763672, 'алфа': 15.047855377197266, 'тв,': 8.714903831481934, 'депутатът': 11.73908805847168, 'и': 4.427028656005859, 'адвокат,': 13.225534439086914, 'петрос': 17.50875949859619, 'мантувалос,': 30.038784980773926, 'се': 4.237347602844238, 'отказа': 6.575381278991699, 'поста': 5.221086502075195, 'си.': 6.774932861328125}",после того как,"{'после': 0.0, 'того': 3.2788333892822266, 'как': 1.133946418762207}","после того как журналист макис триантафилопулос обнародовал информацию в своем популярном тв-шоу zoungla на канале alpha tv, член парламента и юрист петрос мантувалос сложил полномочия.","{'после': 0.0, 'того': 3.278834342956543, 'как': 1.1339435577392578, 'журналист': 9.487396240234375, 'макис': 16.85223388671875, 'триантафилопулос': 35.223727226257324, 'обнародовал': 5.832731246948242, 'информацию': 2.3215503692626953, 'в': 4.940763473510742, 'своем': 2.5306549072265625, 'популярном': 7.607057571411133, 'тв-шоу': 5.499668121337891, 'zoungla': 33.996962547302246, 'на': 5.091255187988281, 'канале': 1.89923095703125, 'alpha': 10.633692741394043, 'tv,': 7.023734092712402, 'член': 9.138784408569336, 'парламента': 2.566309928894043, 'и': 3.3034801483154297, 'юрист': 5.495500564575195, 'петрос': 13.149863243103027, 'мантувалос': 22.523704528808594, 'сложил': 8.136404991149902, 'полномочия.': 2.380007743835449}",след как,"{'след': 0.0, 'как': 12.061670303344727}","след как журналист макис триантафилопулос обнародовал информацию в своем популярном тв-шоу zoungla на канале alpha tv, член парламента и юрист петрос мантувалос сложил полномочия.","{'след': 0.0, 'как': 12.061671257019043, 'журналист': 10.132670402526855, 'макис': 16.81220054626465, 'триантафилопулос': 35.50825023651123, 'обнародовал': 7.996204853057861, 'информацию': 2.493109703063965, 'в': 5.079411506652832, 'своем': 3.013007164001465, 'популярном': 7.23878288269043, 'тв-шоу': 5.6282806396484375, 'zoungla': 33.899718284606934, 'на': 5.097410202026367, 'канале': 1.9589824676513672, 'alpha': 10.584449768066406, 'tv,': 7.501728057861328, 'член': 9.004093170166016, 'парламента': 2.8447084426879883, 'и': 3.2764787673950195, 'юрист': 5.486516952514648, 'петрос': 12.838768005371094, 'мантувалос': 22.3385272026062, 'сложил': 8.436890602111816, 'полномочия.': 2.6771106719970703}"
колкото повече,"{'колкото': 12.174489498138428, 'повече': 9.288361549377441}","колкото повече мислех по този въпрос, толкова повече се убеждавах, че познавам младежа.","{'колкото': 12.174490928649902, 'повече': 7.238095283508301, 'мислех': 18.519761085510254, 'по': 5.245965003967285, 'този': 4.784170150756836, 'въпрос,': 6.312668800354004, 'толкова': 7.3556060791015625, 'се': 3.6507301330566406, 'убеждавах,': 10.427591323852539, 'че': 0.0048580169677734375, 'познавам': 11.20504379272461, 'младежа.': 17.470788955688477}",чем больше,"{'чем': 0.0, 'больше': 7.0220184326171875}","чем больше я об этом думала, тем больше убеждалась, что была знакома с парнем.","{'чем': 0.0, 'больше': 1.0293827056884766, 'я': 3.4369945526123047, 'об': 3.8965511322021484, 'этом': 0.48050880432128906, 'думала,': 3.417327880859375, 'тем': 0.44205474853515625, 'убеждалась,': 4.253087043762207, 'что': 0.03742790222167969, 'была': 6.38990592956543, 'знакома': 8.312226295471191, 'с': 0.16367530822753906, 'парнем.': 8.111292839050293}",сколько повесток,"{'сколько': 0.0, 'повесток': 13.302088737487793}","сколько повесток я об этом думала, тем больше убеждалась, что была знакома с парнем.","{'сколько': 0.0, 'повесток': 13.302084922790527, 'я': 3.907689094543457, 'об': 8.111015319824219, 'этом': 2.2741012573242188, 'думала,': 6.311346054077148, 'тем': 6.120392799377441, 'больше': 1.551375389099121, 'убеждалась,': 6.243555068969727, 'что': 0.060810089111328125, 'была': 6.882185459136963, 'знакома': 8.755594253540039, 'с': 0.22889328002929688, 'парнем.': 7.866379737854004}"
макар и,"{'макар': 6.320720672607422, 'и': 4.423151969909668}","тигърът, като добре закръглен атлет, може да се катери (макар и не добре), да плува, да прави огромни скокове и да дърпа със силата на петима здрави човека.","{'тигърът,': 21.09056806564331, 'като': 4.561918258666992, 'добре': 8.483710289001465, 'закръглен': 23.251380920410156, 'атлет,': 14.554597854614258, 'може': 4.473055839538574, 'да': 1.2756786346435547, 'се': 1.4226751327514648, 'катери': 17.414027214050293, '(макар': 15.200371742248535, 'и': 1.7690515518188477, 'не': 5.089953422546387, 'добре),': 13.364049911499023, 'плува,': 18.198885917663574, 'прави': 6.207568168640137, 'огромни': 10.416427612304688, 'скокове': 12.991082191467285, 'дърпа': 15.863367080688477, 'със': 6.500446319580078, 'силата': 6.897754669189453, 'на': 0.8499622344970703, 'петима': 14.41090440750122, 'здрави': 12.442008972167969, 'човека.': 8.66417121887207}",хотя и,"{'хотя': 0.0, 'и': 2.9051742553710938}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (хотя и не очень хорошо), плавать, прыгать на большие расстояния и тянуть с силой пяти крепких человек.","{'будучи': 8.382522583007812, 'всесторонне': 9.955730438232422, 'развитым': 1.3373489379882812, 'атлетом,': 8.294466018676758, 'тигр': 11.22147274017334, 'может': 3.358454704284668, 'взбираться': 7.863511085510254, 'на': 2.5119552612304688, 'деревья': 1.8427963256835938, '(хотя': 9.682209968566895, 'и': 1.6754646301269531, 'не': 1.1078252792358398, 'очень': 2.2220535278320312, 'хорошо),': 4.697080612182617, 'плавать,': 4.184910774230957, 'прыгать': 2.5564613342285156, 'большие': 2.6494789123535156, 'расстояния': 0.08272743225097656, 'тянуть': 9.124749183654785, 'с': 4.752886772155762, 'силой': 5.996338844299316, 'пяти': 9.721960067749023, 'крепких': 10.862894058227539, 'человек.': 4.192418098449707}",конечно и,"{'конечно': 8.540151596069336, 'и': 5.02327823638916}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (конечно и не очень хорошо), плавать, прыгать на большие расстояния и тянуть с силой пяти крепких человек.","{'будучи': 8.382522583007812, 'всесторонне': 9.955730438232422, 'развитым': 1.3373489379882812, 'атлетом,': 8.294466018676758, 'тигр': 11.22147274017334, 'может': 3.358454704284668, 'взбираться': 7.863511085510254, 'на': 2.5168724060058594, 'деревья': 1.8427963256835938, '(конечно': 12.302648544311523, 'и': 1.8478126525878906, 'не': 1.4818086624145508, 'очень': 3.113062858581543, 'хорошо),': 5.993186950683594, 'плавать,': 4.911149024963379, 'прыгать': 2.471670150756836, 'большие': 2.882413864135742, 'расстояния': 0.09043502807617188, 'тянуть': 9.210586547851562, 'с': 4.773022651672363, 'силой': 5.972917556762695, 'пяти': 9.90248966217041, 'крепких': 11.089107513427734, 'человек.': 4.341375350952148}"
от това че,"{'от': 0.0, 'това': 12.137121200561523, 'че': 10.86880874633789}","да не би да ми стане по-леко от това, че е машина.","{'да': 9.36756420135498, 'не': 5.2326178550720215, 'би': 10.122269630432129, 'ми': 6.869915962219238, 'стане': 8.851044654846191, 'по-леко': 17.718101501464844, 'от': 2.383983612060547, 'това,': 7.68021821975708, 'че': 1.8209342956542969, 'е': 3.465940475463867, 'машина.': 14.801339149475098}",оттого что,"{'оттого': 6.842520713806152, 'что': 2.297365188598633}","легче мне стало оттого, что это машина, как же.","{'легче': 6.267573356628418, 'мне': 6.015632629394531, 'стало': 2.561598777770996, 'оттого,': 6.215203285217285, 'что': 0.04213523864746094, 'это': 4.914211273193359, 'машина,': 10.971052169799805, 'как': 5.144405364990234, 'же.': 7.713794708251953}",однако что,"{'однако': 10.883291244506836, 'что': 7.268016815185547}","легче мне стало однако что это машина, как же.","{'легче': 6.267573356628418, 'мне': 6.015632629394531, 'стало': 2.561598777770996, 'однако': 10.46498966217041, 'что': 7.107731819152832, 'это': 4.160216331481934, 'машина,': 11.782936096191406, 'как': 4.635297775268555, 'же.': 8.232096672058105}"
та нали,"{'та': 0.0, 'нали': 11.020601272583008}","та нали те нямаха нищо, освен него!","{'та': 0.0, 'нали': 11.020601272583008, 'те': 15.795001983642578, 'нямаха': 20.4449782371521, 'нищо,': 11.428565979003906, 'освен': 9.501077651977539, 'него!': 16.50632953643799}",да ведь,"{'да': 0.0, 'ведь': 8.807609558105469}","да ведь у них же ничего не было, кроме него!","{'да': 0.0, 'ведь': 8.807609558105469, 'у': 4.648547172546387, 'них': 2.845290184020996, 'же': 5.844514846801758, 'ничего': 4.139225006103516, 'не': 0.9251518249511719, 'было,': 2.2427310943603516, 'кроме': 1.4942827224731445, 'него!': 10.534016609191895}",та ли,"{'та': 0.0, 'ли': 7.535508632659912}","та ли у них же ничего не было, кроме него!","{'та': 0.0, 'ли': 7.535508632659912, 'у': 4.01215934753418, 'них': 2.7809534072875977, 'же': 9.388062477111816, 'ничего': 7.231205940246582, 'не': 0.9925346374511719, 'было,': 3.5264644622802734, 'кроме': 2.09609317779541, 'него!': 12.537397384643555}"
най-малкото,{'най-малкото': 28.188584804534912},"и което беше най-лошото, да бъде съучастник или най-малкото свидетел на бандитското спиране на един от товарните влакове по този участък.","{'и': 0.0, 'което': 16.52523136138916, 'беше': 7.123265266418457, 'най-лошото,': 18.553288459777832, 'да': 4.721236228942871, 'бъде': 6.8988237380981445, 'съучастник': 15.038233757019043, 'или': 5.474444389343262, 'най-малкото': 8.501142501831055, 'свидетел': 7.220758438110352, 'на': 2.0270566940307617, 'бандитското': 11.49385929107666, 'спиране': 11.398675918579102, 'един': 8.594758987426758, 'от': 2.5417566299438477, 'товарните': 11.144765853881836, 'влакове': 20.28748893737793, 'по': 5.295927047729492, 'този': 4.101156234741211, 'участък.': 10.910257339477539}",хотя бы,"{'хотя': 0.0, 'бы': 3.644430160522461}",а что хуже того – ему предстояло быть соучастником или хотя бы очевидцем бандитской остановки одного из товарных поездов на этом участке.,"{'а': 0.0, 'что': 5.25777530670166, 'хуже': 8.017928123474121, 'того': 6.069782257080078, '–': 5.376102447509766, 'ему': 7.003092288970947, 'предстояло': 5.912818908691406, 'быть': 4.412965774536133, 'соучастником': 7.981058120727539, 'или': 5.487886428833008, 'хотя': 4.5548095703125, 'бы': 0.004825592041015625, 'очевидцем': 4.508185386657715, 'бандитской': 10.455564498901367, 'остановки': 12.189678192138672, 'одного': 8.038015365600586, 'из': 0.1732616424560547, 'товарных': 8.222132682800293, 'поездов': 0.6282367706298828, 'на': 2.715115547180176, 'этом': 5.470006942749023, 'участке.': 3.914586067199707}",наименьший,{'наименьший': 15.428022384643555},а что хуже того – ему предстояло быть соучастником или наименьший очевидцем бандитской остановки одного из товарных поездов на этом участке.,"{'а': 0.0, 'что': 5.25777530670166, 'хуже': 8.017928123474121, 'того': 6.069782257080078, '–': 5.376102447509766, 'ему': 7.003092288970947, 'предстояло': 5.912818908691406, 'быть': 4.412965774536133, 'соучастником': 7.981058120727539, 'или': 5.487886428833008, 'наименьший': 20.473154067993164, 'очевидцем': 14.812268257141113, 'бандитской': 10.943720817565918, 'остановки': 12.001385688781738, 'одного': 8.39639663696289, 'из': 0.22220230102539062, 'товарных': 8.088119506835938, 'поездов': 0.7376079559326172, 'на': 2.708242416381836, 'этом': 5.691713333129883, 'участке.': 4.242948532104492}"
още повече,"{'още': 6.329789161682129, 'повече': 12.961396217346191}","още повече че карл не е роден в мадрид, нито изобщо в испания.","{'още': 6.329788684844971, 'повече': 12.961396217346191, 'че': 8.804204940795898, 'карл': 18.47520637512207, 'не': 5.360842704772949, 'е': 3.7303428649902344, 'роден': 7.818652153015137, 'в': 1.9206132888793945, 'мадрид,': 11.348552703857422, 'нито': 8.827524185180664, 'изобщо': 10.982913970947266, 'испания.': 6.99119758605957}",тем более,"{'тем': 0.0, 'более': 6.097871780395508}",тем более что карл родился не в мадриде и вообще не в испании.,"{'тем': 0.0, 'более': 6.097873687744141, 'что': 2.153658866882324, 'карл': 14.412352561950684, 'родился': 7.658064365386963, 'не': 0.934443473815918, 'в': 0.8059453964233398, 'мадриде': 11.935449600219727, 'и': 2.551896095275879, 'вообще': 4.137754440307617, 'испании.': 6.410932540893555}",еще повестка,"{'еще': 0.0, 'повестка': 13.287149429321289}",еще повестка что карл родился не в мадриде и вообще не в испании.,"{'еще': 0.0, 'повестка': 13.287149429321289, 'что': 7.080513954162598, 'карл': 14.524650573730469, 'родился': 8.491247177124023, 'не': 2.216968536376953, 'в': 0.9900350570678711, 'мадриде': 9.999910354614258, 'и': 3.0703601837158203, 'вообще': 4.555219650268555, 'испании.': 5.066832542419434}"
преди да,"{'преди': 9.496285438537598, 'да': 13.913143157958984}","това обаче е много трудна задача за решаване и ще са нужни много години, преди да видим изграждането на полезни реактори за синтез.","{'това': 0.0, 'обаче': 19.872482776641846, 'е': 6.50731086730957, 'много': 5.212353706359863, 'трудна': 7.277576446533203, 'задача': 4.530552864074707, 'за': 1.5036659240722656, 'решаване': 9.56859016418457, 'и': 4.1474103927612305, 'ще': 6.136899948120117, 'са': 5.4386701583862305, 'нужни': 6.354282379150391, 'години,': 5.832640647888184, 'преди': 6.953695297241211, 'да': 0.3814430236816406, 'видим': 7.990091323852539, 'изграждането': 9.373546600341797, 'на': 0.3768882751464844, 'полезни': 9.54515266418457, 'реактори': 13.749736785888672, 'синтез.': 13.003549575805664}",прежде чем,"{'прежде': 3.3745765686035156, 'чем': 1.7339153289794922}","тем не менее это серьезная проблема, и ее нужно решить. пройдет много времени, прежде чем будут построены полезные термоядерные реакторы.","{'тем': 0.0, 'не': 4.414050102233887, 'менее': 0.08169937133789062, 'это': 5.166922569274902, 'серьезная': 8.015833854675293, 'проблема,': 1.9026556015014648, 'и': 1.8731613159179688, 'ее': 2.99851131439209, 'нужно': 1.7975616455078125, 'решить.': 3.6911163330078125, 'пройдет': 15.385628700256348, 'много': 3.8753795623779297, 'времени,': 0.6622333526611328, 'прежде': 0.4578285217285156, 'чем': 0.025726318359375, 'будут': 5.564537048339844, 'построены': 5.157508850097656, 'полезные': 8.667123794555664, 'термоядерные': 7.184988975524902, 'реакторы.': 1.8047294616699219}",приди да,"{'приди': 6.763421535491943, 'да': 6.175861358642578}","тем не менее это серьезная проблема, и ее нужно решить. пройдет много времени, приди да будут построены полезные термоядерные реакторы.","{'тем': 0.0, 'не': 4.414050102233887, 'менее': 0.08169937133789062, 'это': 5.166922569274902, 'серьезная': 8.015833854675293, 'проблема,': 1.9026556015014648, 'и': 1.8731613159179688, 'ее': 2.99851131439209, 'нужно': 1.7975616455078125, 'решить.': 3.6911163330078125, 'пройдет': 15.385628700256348, 'много': 3.8753795623779297, 'времени,': 0.6622333526611328, 'приди': 16.003121376037598, 'да': 7.749478340148926, 'будут': 10.593338966369629, 'построены': 8.617770195007324, 'полезные': 9.878681182861328, 'термоядерные': 8.900020599365234, 'реакторы.': 2.1377201080322266}"
според слухове,"{'според': 10.176413536071777, 'слухове': 24.430296897888184}",според слухове граничните ни земи с баязид били размирни и той не смеел да изтегли оттам най-добрата си войска.,"{'според': 10.176409721374512, 'слухове': 24.430299758911133, 'граничните': 32.66128063201904, 'ни': 4.355772018432617, 'земи': 13.26542854309082, 'с': 5.267430305480957, 'баязид': 21.660117149353027, 'били': 9.113054275512695, 'размирни': 25.500514030456543, 'и': 3.827448844909668, 'той': 10.263104438781738, 'не': 4.37355899810791, 'смеел': 11.824261665344238, 'да': 0.6606950759887695, 'изтегли': 12.195135116577148, 'оттам': 10.457440376281738, 'най-добрата': 14.771535873413086, 'си': 2.2501792907714844, 'войска.': 11.32656478881836}",по слухам,"{'по': 0.0, 'слухам': 9.029349327087402}","по слухам, в пограничных с нашими землях баязида было неспокойно, и он не решался отвести оттуда свои отборные войска.","{'по': 0.0, 'слухам,': 9.421063423156738, 'в': 2.9368810653686523, 'пограничных': 12.180004119873047, 'с': 1.9228858947753906, 'нашими': 8.023314476013184, 'землях': 2.8058929443359375, 'баязида': 20.741333961486816, 'было': 6.396468162536621, 'неспокойно,': 8.494882583618164, 'и': 1.3479433059692383, 'он': 1.8592662811279297, 'не': 3.2047882080078125, 'решался': 4.467249870300293, 'отвести': 8.613970756530762, 'оттуда': 6.22939395904541, 'свои': 2.2215986251831055, 'отборные': 8.921796798706055, 'войска.': 0.8427486419677734}",согласно слухам,"{'согласно': 8.19807243347168, 'слухам': 9.781793594360352}","согласно слухам, в пограничных с нашими землях баязида было неспокойно, и он не решался отвести оттуда свои отборные войска.","{'согласно': 8.198074340820312, 'слухам,': 10.531384468078613, 'в': 2.9931411743164062, 'пограничных': 12.067325592041016, 'с': 1.8722772598266602, 'нашими': 8.397294998168945, 'землях': 3.102288246154785, 'баязида': 21.44341278076172, 'было': 6.3591766357421875, 'неспокойно,': 8.264866828918457, 'и': 1.3166112899780273, 'он': 1.9322214126586914, 'не': 3.087967872619629, 'решался': 4.649654388427734, 'отвести': 8.628203392028809, 'оттуда': 6.265756607055664, 'свои': 2.0852041244506836, 'отборные': 8.948488235473633, 'войска.': 0.8634147644042969}"
