phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
в резултат,"{'в': 4.291046142578125, 'резултат': 17.485340118408203}","парагвай, преди наричан „гигантската провинция на индия“, е роден през 16-ти век в резултат на срещата на испанските завоеватели с местните групи.","{'парагвай,': 12.138553619384766, 'преди': 15.189023971557617, 'наричан': 16.585192680358887, '„гигантската': 7.3275041580200195, 'провинция': 1.5131645202636719, 'на': 2.0023927688598633, 'индия“,': 7.284304618835449, 'е': 5.566159248352051, 'роден': 11.298484802246094, 'през': 11.930510520935059, '16-ти': 9.18770980834961, 'век': 4.292933464050293, 'в': 2.3274898529052734, 'резултат': 12.575324058532715, 'срещата': 20.101332187652588, 'испанските': 10.240386009216309, 'завоеватели': 9.746665000915527, 'с': 3.8328733444213867, 'местните': 16.462145805358887, 'групи.': 8.868931770324707}",в результате,"{'в': 2.3527002334594727, 'результате': 9.40892219543457}","в xvi веке парагвай, который до этого называли ""огромной провинцией ост-индии"", возник в результате столкновения испанских завоевателей с местными группами коренного населения.","{'в': 0.0040531158447265625, 'xvi': 3.538860321044922, 'веке': 4.423391342163086, 'парагвай,': 1.3764915466308594, 'который': 0.0151824951171875, 'до': 0.018461227416992188, 'этого': 0.5353870391845703, 'называли': 2.8481903076171875, '""огромной': 0.5658397674560547, 'провинцией': 0.06198692321777344, 'ост-индии"",': 10.055818557739258, 'возник': 1.1783008575439453, 'результате': 0.028394699096679688, 'столкновения': 3.126394271850586, 'испанских': 1.5353507995605469, 'завоевателей': 0.0049457550048828125, 'с': 0.010244369506835938, 'местными': 1.757883071899414, 'группами': 0.8714828491210938, 'коренного': 0.04461669921875, 'населения.': 0.10304641723632812}",в выводе,"{'в': 2.6550350189208984, 'выводе': 13.202208518981934}","в xvi веке парагвай, который до этого называли ""огромной провинцией ост-индии"", возник в выводе столкновения испанских завоевателей с местными группами коренного населения.","{'в': 0.37171363830566406, 'xvi': 3.3184452056884766, 'веке': 3.3443164825439453, 'парагвай,': 1.3849077224731445, 'который': 0.019704818725585938, 'до': 0.019390106201171875, 'этого': 0.4806232452392578, 'называли': 2.8394222259521484, '""огромной': 0.5336761474609375, 'провинцией': 0.06878662109375, 'ост-индии"",': 9.965218544006348, 'возник': 4.302976608276367, 'выводе': 10.8143310546875, 'столкновения': 4.086919784545898, 'испанских': 1.5706729888916016, 'завоевателей': 0.007205963134765625, 'с': 0.012670516967773438, 'местными': 1.6149139404296875, 'группами': 0.8478565216064453, 'коренного': 0.053066253662109375, 'населения.': 0.11241722106933594}"
на света,"{'на': 11.789369583129883, 'света': 14.066645622253418}","няма вече такива девойки на света, помисли си той.","{'няма': 12.045827865600586, 'вече': 11.943680763244629, 'такива': 15.624831199645996, 'девойки': 21.72417640686035, 'на': 5.5233306884765625, 'света,': 13.687952041625977, 'помисли': 13.754556655883789, 'си': 6.465184211730957, 'той.': 9.347805500030518}",на свете,"{'на': 3.7598133087158203, 'свете': 7.470278739929199}","таких девушек на свете больше нет, думал он, глядя ей вслед.","{'таких': 1.9923534393310547, 'девушек': 2.65775203704834, 'на': 0.00199127197265625, 'свете': 0.19734573364257812, 'больше': 0.17854690551757812, 'нет,': 0.5918407440185547, 'думал': 0.9771461486816406, 'он,': 1.5455284118652344, 'глядя': 0.07027053833007812, 'ей': 0.31485939025878906, 'вслед.': 0.14060211181640625}",на мире,"{'на': 8.887435913085938, 'мире': 12.873916625976562}","таких девушек на мире больше нет, думал он, глядя ей вслед.","{'таких': 1.3189315795898438, 'девушек': 2.821348190307617, 'на': 9.115960121154785, 'мире': 9.622937202453613, 'больше': 0.09370803833007812, 'нет,': 0.7335777282714844, 'думал': 1.1301231384277344, 'он,': 1.7364921569824219, 'глядя': 0.08592796325683594, 'ей': 0.3581562042236328, 'вслед.': 0.1386737823486328}"
освен да,"{'освен': 20.512107849121094, 'да': 11.164846420288086}",освен да… – взе синята папка от масата. дръжте.,"{'освен': 17.935803413391113, 'да…': 17.050588607788086, '–': 7.798567771911621, 'взе': 14.144468307495117, 'синята': 12.254298210144043, 'папка': 6.7435503005981445, 'от': 4.20634651184082, 'масата.': 14.650919914245605, 'дръжте.': 17.926993370056152}",разве что,"{'разве': 0.018297195434570312, 'что': 2.086261749267578}",разве что… – он взял со стола синюю папку. держите.,"{'разве': 0.009807586669921875, 'что…': 3.899895668029785, '–': 5.675884246826172, 'он': 1.6125078201293945, 'взял': 0.3042163848876953, 'со': 0.0024967193603515625, 'стола': 0.04949951171875, 'синюю': 0.012790679931640625, 'папку.': 3.2813196182250977, 'держите.': 11.532708168029785}",кроме да,"{'кроме': 8.491902351379395, 'да': 7.958198547363281}",кроме да… – он взял со стола синюю папку. держите.,"{'кроме': 9.478759765625, 'да…': 13.188182353973389, '–': 5.847298622131348, 'он': 1.9857769012451172, 'взял': 0.44988059997558594, 'со': 0.0033435821533203125, 'стола': 0.04863166809082031, 'синюю': 0.022874832153320312, 'папку.': 3.0193729400634766, 'держите.': 11.492766380310059}"
в това число,"{'в': 7.001935958862305, 'това': 15.149643898010254, 'число': 12.29509162902832}","задържани са от вас наши кораби, в това число и „малака“, наета за рейс до япония.","{'задържани': 16.58991241455078, 'са': 9.289088249206543, 'от': 3.5236244201660156, 'вас': 7.476839065551758, 'наши': 7.223221778869629, 'кораби,': 15.811553955078125, 'в': 2.3352012634277344, 'това': 8.100707054138184, 'число': 7.409971237182617, 'и': 2.266613006591797, '„малака“,': 17.163468837738037, 'наета': 21.566253662109375, 'за': 4.739276885986328, 'рейс': 5.927141189575195, 'до': 1.7103328704833984, 'япония.': 4.47972297668457}",в том числе,"{'в': 1.1173439025878906, 'том': 0.02591705322265625, 'числе': 0.019924163818359375}","вами задержаны наши корабли, в том числе и ""малакка"", зафрахтованная для рейса в японию.","{'вами': 13.13586139678955, 'задержаны': 4.8048200607299805, 'наши': 4.168333053588867, 'корабли,': 5.790988922119141, 'в': 0.020664215087890625, 'том': 0.004848480224609375, 'числе': 0.0010738372802734375, 'и': 0.41800880432128906, '""малакка"",': 21.22222328186035, 'зафрахтованная': 0.35532569885253906, 'для': 0.012701034545898438, 'рейса': 3.231011390686035, 'японию.': 4.923375129699707}",в то число,"{'в': 5.501587867736816, 'то': 3.668890953063965, 'число': 9.304555892944336}","вами задержаны наши корабли, в то число и ""малакка"", зафрахтованная для рейса в японию.","{'вами': 14.04749584197998, 'задержаны': 5.380942344665527, 'наши': 4.061613082885742, 'корабли,': 6.2393903732299805, 'в': 0.027315139770507812, 'то': 5.943581581115723, 'число': 7.517708778381348, 'и': 0.45424461364746094, '""малакка"",': 20.996601104736328, 'зафрахтованная': 0.14028549194335938, 'для': 0.022382736206054688, 'рейса': 3.1016902923583984, 'японию.': 4.28032112121582}"
още щом,"{'още': 10.99123239517212, 'щом': 17.052367210388184}",това стана ясно още щом минахме през портала.,"{'това': 11.005444526672363, 'стана': 11.292425632476807, 'ясно': 13.610405921936035, 'още': 13.095220565795898, 'щом': 14.894588470458984, 'минахме': 24.85220432281494, 'през': 10.328493118286133, 'портала.': 15.730790138244629}",как только,"{'как': 7.168936729431152, 'только': 8.901195526123047}","это стало ясно, как только мы въехали в ворота.","{'это': 3.478374481201172, 'стало': 0.11178398132324219, 'ясно,': 0.8319282531738281, 'как': 0.06290435791015625, 'только': 0.0018463134765625, 'мы': 0.31011199951171875, 'въехали': 1.3631763458251953, 'в': 0.016481399536132812, 'ворота.': 4.595220565795898}",еще тотчас,"{'еще': 9.049415588378906, 'тотчас': 17.356739044189453}","это стало ясно, еще тотчас мы въехали в ворота.","{'это': 3.399738311767578, 'стало': 0.9317760467529297, 'ясно,': 0.9709739685058594, 'еще': 11.630439758300781, 'тотчас': 18.439207077026367, 'мы': 0.2409648895263672, 'въехали': 1.0749454498291016, 'в': 0.0288543701171875, 'ворота.': 4.441043853759766}"
че даже и,"{'че': 11.1676664352417, 'даже': 9.141355514526367, 'и': 7.7043328285217285}","салов съобщи на панафидин, че в района на шикотан мъглата се задържа понякога месец, че даже и повече…","{'салов': 17.27334690093994, 'съобщи': 15.330716133117676, 'на': 2.534550666809082, 'панафидин,': 19.271295070648193, 'че': 3.7784852981567383, 'в': 3.541187286376953, 'района': 12.824050903320312, 'шикотан': 17.622234344482422, 'мъглата': 16.21038246154785, 'се': 6.91856050491333, 'задържа': 13.264163970947266, 'понякога': 26.513495922088623, 'месец,': 13.552865505218506, 'даже': 7.623133182525635, 'и': 3.981204032897949, 'повече…': 19.566620349884033}",а то и,"{'а': 2.2242002487182617, 'то': 4.222211837768555, 'и': 8.523538589477539}","салов сообщил панафидину, что в районе шикотана туман держится иногда по месяцу, а то и больше…","{'салов': 15.669121742248535, 'сообщил': 5.373081207275391, 'панафидину,': 8.45334243774414, 'что': 0.018938064575195312, 'в': 0.0032634735107421875, 'районе': 0.6017074584960938, 'шикотана': 2.645650863647461, 'туман': 1.1536178588867188, 'держится': 2.4686927795410156, 'иногда': 2.267566680908203, 'по': 0.000965118408203125, 'месяцу,': 0.3597888946533203, 'а': 0.0027065277099609375, 'то': 0.1788311004638672, 'и': 0.0003337860107421875, 'больше…': 7.527957916259766}",что даже и,"{'что': 7.730682373046875, 'даже': 7.870777606964111, 'и': 6.752222061157227}","салов сообщил панафидину, что в районе шикотана туман держится иногда по месяцу, что даже и больше…","{'салов': 15.148489952087402, 'сообщил': 5.715187072753906, 'панафидину,': 8.129528999328613, 'что': 6.17763614654541, 'в': 0.0040340423583984375, 'районе': 0.5877876281738281, 'шикотана': 2.589570999145508, 'туман': 1.2364530563354492, 'держится': 3.200429916381836, 'иногда': 2.115558624267578, 'по': 0.0030994415283203125, 'месяцу,': 0.7678871154785156, 'даже': 5.974020004272461, 'и': 1.622502326965332, 'больше…': 12.236615180969238}"
след като,"{'след': 12.130119323730469, 'като': 16.40148115158081}","след като информацията, оповестена от журналиста макис триантафилопулос в популярното му телевизионно предаване „zoungla“ по алфа тв, депутатът и адвокат, петрос мантувалос, се отказа от поста си.","{'след': 12.574790000915527, 'като': 11.7945556640625, 'информацията,': 23.609437942504883, 'оповестена': 9.678377628326416, 'от': 0.6520395278930664, 'журналиста': 7.758589744567871, 'макис': 12.480611801147461, 'триантафилопулос': 13.131549835205078, 'в': 3.7272109985351562, 'популярното': 10.301523208618164, 'му': 6.1417646408081055, 'телевизионно': 16.605088233947754, 'предаване': 19.515579223632812, '„zoungla“': 28.350651741027832, 'по': 2.725306510925293, 'алфа': 11.66592788696289, 'тв,': 7.4530029296875, 'депутатът': 22.11214017868042, 'и': 1.6353435516357422, 'адвокат,': 8.312700271606445, 'петрос': 5.274625778198242, 'мантувалос,': 19.031197547912598, 'се': 10.419486045837402, 'отказа': 10.045199394226074, 'поста': 5.684326171875, 'си.': 9.700085639953613}",после того как,"{'после': 1.1275806427001953, 'того': 0.0070037841796875, 'как': 0.5283832550048828}","после того как журналист макис триантафилопулос обнародовал информацию в своем популярном тв-шоу zoungla на канале alpha tv, член парламента и юрист петрос мантувалос сложил полномочия.","{'после': 4.195646286010742, 'того': 0.000125885009765625, 'как': 0.00139617919921875, 'журналист': 1.529937744140625, 'макис': 10.693843841552734, 'триантафилопулос': 11.798763275146484, 'обнародовал': 0.01673126220703125, 'информацию': 2.587552070617676, 'в': 0.5122299194335938, 'своем': 0.49938011169433594, 'популярном': 1.3878536224365234, 'тв-шоу': 3.055551528930664, 'zoungla': 22.364571571350098, 'на': 0.0065402984619140625, 'канале': 0.32390785217285156, 'alpha': 2.292987823486328, 'tv,': 0.7710533142089844, 'член': 2.2368640899658203, 'парламента': 0.9562664031982422, 'и': 0.9724636077880859, 'юрист': 5.416840553283691, 'петрос': 5.004315376281738, 'мантувалос': 20.081839561462402, 'сложил': 0.03410911560058594, 'полномочия.': 0.30031394958496094}",след как,"{'след': 15.837746620178223, 'как': 9.462810516357422}","след как журналист макис триантафилопулос обнародовал информацию в своем популярном тв-шоу zoungla на канале alpha tv, член парламента и юрист петрос мантувалос сложил полномочия.","{'след': 15.953144073486328, 'как': 4.410427093505859, 'журналист': 1.9460515975952148, 'макис': 10.682106018066406, 'триантафилопулос': 11.835556983947754, 'обнародовал': 0.024044036865234375, 'информацию': 2.263460159301758, 'в': 0.6627998352050781, 'своем': 0.37680816650390625, 'популярном': 1.346609115600586, 'тв-шоу': 3.116415023803711, 'zoungla': 22.3563232421875, 'на': 0.00624847412109375, 'канале': 0.39370155334472656, 'alpha': 2.2097415924072266, 'tv,': 0.8046016693115234, 'член': 2.180288314819336, 'парламента': 0.8971099853515625, 'и': 0.7330150604248047, 'юрист': 5.496002197265625, 'петрос': 4.902402877807617, 'мантувалос': 19.915871620178223, 'сложил': 0.06970405578613281, 'полномочия.': 0.2358112335205078}"
колкото повече,"{'колкото': 26.594420433044434, 'повече': 14.470767974853516}","колкото повече мислех по този въпрос, толкова повече се убеждавах, че познавам младежа.","{'колкото': 17.829740524291992, 'повече': 0.6040496826171875, 'мислех': 6.768893241882324, 'по': 5.821164608001709, 'този': 7.918270111083984, 'въпрос,': 14.265767097473145, 'толкова': 8.030674934387207, 'се': 4.560482025146484, 'убеждавах,': 13.391766548156738, 'че': 5.548783302307129, 'познавам': 11.66507339477539, 'младежа.': 20.343669891357422}",чем больше,"{'чем': 7.283631324768066, 'больше': 5.240227699279785}","чем больше я об этом думала, тем больше убеждалась, что была знакома с парнем.","{'чем': 3.289569854736328, 'больше': 0.128265380859375, 'я': 0.0462799072265625, 'об': 0.001209259033203125, 'этом': 0.0071964263916015625, 'думала,': 0.11520004272460938, 'тем': 0.7714653015136719, 'убеждалась,': 0.3451728820800781, 'что': 0.39291954040527344, 'была': 2.5180511474609375, 'знакома': 4.6109466552734375, 'с': 0.018444061279296875, 'парнем.': 4.7896318435668945}",сколько повесток,"{'сколько': 9.766873359680176, 'повесток': 12.147689819335938}","сколько повесток я об этом думала, тем больше убеждалась, что была знакома с парнем.","{'сколько': 8.005242347717285, 'повесток': 14.288310050964355, 'я': 0.1302356719970703, 'об': 0.0039157867431640625, 'этом': 0.009395599365234375, 'думала,': 6.209373474121094, 'тем': 2.1432409286499023, 'больше': 0.19585037231445312, 'убеждалась,': 0.3459129333496094, 'что': 0.4319438934326172, 'была': 2.815274238586426, 'знакома': 5.037539482116699, 'с': 0.021432876586914062, 'парнем.': 4.591805458068848}"
макар и,"{'макар': 13.181316375732422, 'и': 14.340843200683594}","тигърът, като добре закръглен атлет, може да се катери (макар и не добре), да плува, да прави огромни скокове и да дърпа със силата на петима здрави човека.","{'тигърът,': 20.275354385375977, 'като': 5.75438117980957, 'добре': 2.0895748138427734, 'закръглен': 23.834394454956055, 'атлет,': 16.396578788757324, 'може': 6.489557266235352, 'да': 1.12152099609375, 'се': 4.669565200805664, 'катери': 12.33961296081543, '(макар': 12.722923278808594, 'и': 3.8000946044921875, 'не': 4.080049514770508, 'добре),': 5.245129585266113, 'плува,': 12.526823997497559, 'прави': 8.053401947021484, 'огромни': 11.640040397644043, 'скокове': 14.90009593963623, 'дърпа': 13.420351028442383, 'със': 5.020468711853027, 'силата': 16.290517807006836, 'на': 2.8516550064086914, 'петима': 18.184569358825684, 'здрави': 11.733226776123047, 'човека.': 8.756438255310059}",хотя и,"{'хотя': 7.34336519241333, 'и': 6.408998966217041}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (хотя и не очень хорошо), плавать, прыгать на большие расстояния и тянуть с силой пяти крепких человек.","{'будучи': 6.509164810180664, 'всесторонне': 0.0250244140625, 'развитым': 0.004364013671875, 'атлетом,': 3.0494651794433594, 'тигр': 8.399779319763184, 'может': 0.8777751922607422, 'взбираться': 1.0308380126953125, 'на': 0.00078582763671875, 'деревья': 0.3013591766357422, '(хотя': 0.06605911254882812, 'и': 0.22221755981445312, 'не': 0.0014629364013671875, 'очень': 0.39794349670410156, 'хорошо),': 3.4095020294189453, 'плавать,': 1.4756011962890625, 'прыгать': 1.8399486541748047, 'большие': 0.6156845092773438, 'расстояния': 0.7309341430664062, 'тянуть': 11.191844940185547, 'с': 4.760353088378906, 'силой': 5.305478096008301, 'пяти': 4.513317108154297, 'крепких': 4.229482650756836, 'человек.': 2.701848030090332}",конечно и,"{'конечно': 0.1592121124267578, 'и': 10.567766189575195}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (конечно и не очень хорошо), плавать, прыгать на большие расстояния и тянуть с силой пяти крепких человек.","{'будучи': 5.873374938964844, 'всесторонне': 0.05109596252441406, 'развитым': 0.0060443878173828125, 'атлетом,': 3.2349205017089844, 'тигр': 8.343339920043945, 'может': 0.7747440338134766, 'взбираться': 1.132253646850586, 'на': 0.000946044921875, 'деревья': 0.3206634521484375, '(конечно': 0.055713653564453125, 'и': 0.2704658508300781, 'не': 0.013750076293945312, 'очень': 0.4625740051269531, 'хорошо),': 3.961104393005371, 'плавать,': 1.6692371368408203, 'прыгать': 1.722879409790039, 'большие': 0.6328754425048828, 'расстояния': 0.8735847473144531, 'тянуть': 10.91826057434082, 'с': 4.983635902404785, 'силой': 5.196321487426758, 'пяти': 4.273883819580078, 'крепких': 4.0036516189575195, 'человек.': 3.00030517578125}"
от това че,"{'от': 5.104508399963379, 'това': 6.803711891174316, 'че': 13.25928020477295}","да не би да ми стане по-леко от това, че е машина.","{'да': 9.342607498168945, 'не': 4.561698913574219, 'би': 8.902750015258789, 'ми': 6.147677421569824, 'стане': 3.6208314895629883, 'по-леко': 18.884065628051758, 'от': 4.300754547119141, 'това,': 6.372817039489746, 'че': 4.625478744506836, 'е': 4.633393287658691, 'машина.': 10.155648231506348}",оттого что,"{'оттого': 4.7907609939575195, 'что': 0.6047267913818359}","легче мне стало оттого, что это машина, как же.","{'легче': 2.749929428100586, 'мне': 2.184083938598633, 'стало': 0.7994098663330078, 'оттого,': 1.4973678588867188, 'что': 0.0176239013671875, 'это': 1.8023414611816406, 'машина,': 10.740739822387695, 'как': 4.710752487182617, 'же.': 6.613171577453613}",однако что,"{'однако': 0.8778743743896484, 'что': 8.341443061828613}","легче мне стало однако что это машина, как же.","{'легче': 4.377285003662109, 'мне': 4.009584426879883, 'стало': 5.389228820800781, 'однако': 14.95615005493164, 'что': 8.546770095825195, 'это': 4.714682579040527, 'машина,': 10.934857368469238, 'как': 4.527346611022949, 'же.': 5.137473106384277}"
та нали,"{'та': 11.210813522338867, 'нали': 17.31616973876953}","та нали те нямаха нищо, освен него!","{'та': 4.775613784790039, 'нали': 13.294417381286621, 'те': 9.176755905151367, 'нямаха': 14.890637397766113, 'нищо,': 21.015735626220703, 'освен': 15.163573265075684, 'него!': 12.543919563293457}",да ведь,"{'да': 4.443418502807617, 'ведь': 8.961544036865234}","да ведь у них же ничего не было, кроме него!","{'да': 5.418566703796387, 'ведь': 3.3637828826904297, 'у': 0.08617210388183594, 'них': 2.061063766479492, 'же': 1.6854057312011719, 'ничего': 1.1318206787109375, 'не': 0.0029048919677734375, 'было,': 1.7228927612304688, 'кроме': 0.04730033874511719, 'него!': 7.899814605712891}",та ли,"{'та': 9.260878562927246, 'ли': 7.914985656738281}","та ли у них же ничего не было, кроме него!","{'та': 8.932901382446289, 'ли': 12.252784729003906, 'у': 0.4702568054199219, 'них': 2.333956718444824, 'же': 5.857166290283203, 'ничего': 1.4126644134521484, 'не': 0.0031795501708984375, 'было,': 1.5161962509155273, 'кроме': 0.09917449951171875, 'него!': 8.986682891845703}"
най-малкото,{'най-малкото': 39.817166328430176},"и което беше най-лошото, да бъде съучастник или най-малкото свидетел на бандитското спиране на един от товарните влакове по този участък.","{'и': 3.6119327545166016, 'което': 9.535316467285156, 'беше': 5.104236602783203, 'най-лошото,': 22.456010818481445, 'да': 3.0708751678466797, 'бъде': 5.9598541259765625, 'съучастник': 10.109369277954102, 'или': 2.8064098358154297, 'най-малкото': 18.21774196624756, 'свидетел': 7.036236763000488, 'на': 5.384990692138672, 'бандитското': 10.162849426269531, 'спиране': 15.790038585662842, 'един': 10.005379676818848, 'от': 9.321100234985352, 'товарните': 16.37236738204956, 'влакове': 20.68484878540039, 'по': 5.111788749694824, 'този': 7.844355583190918, 'участък.': 13.815269470214844}",хотя бы,"{'хотя': 3.694441795349121, 'бы': 1.3667774200439453}",а что хуже того – ему предстояло быть соучастником или хотя бы очевидцем бандитской остановки одного из товарных поездов на этом участке.,"{'а': 3.5426998138427734, 'что': 1.910292625427246, 'хуже': 6.053979873657227, 'того': 4.954275131225586, '–': 5.732339859008789, 'ему': 0.8951435089111328, 'предстояло': 5.658132553100586, 'быть': 2.3224334716796875, 'соучастником': 0.5732746124267578, 'или': 0.022195816040039062, 'хотя': 0.0012493133544921875, 'бы': 0.00927734375, 'очевидцем': 0.001922607421875, 'бандитской': 2.6928844451904297, 'остановки': 3.134368896484375, 'одного': 0.015277862548828125, 'из': 0.003398895263671875, 'товарных': 1.2022342681884766, 'поездов': 0.05985069274902344, 'на': 0.0040988922119140625, 'этом': 0.5454463958740234, 'участке.': 1.4236717224121094}",наименьший,{'наименьший': 7.684405326843262},а что хуже того – ему предстояло быть соучастником или наименьший очевидцем бандитской остановки одного из товарных поездов на этом участке.,"{'а': 3.4624290466308594, 'что': 2.058696746826172, 'хуже': 6.247730255126953, 'того': 6.274015426635742, '–': 6.086604118347168, 'ему': 0.7761774063110352, 'предстояло': 4.565922737121582, 'быть': 1.9820404052734375, 'соучастником': 0.7257480621337891, 'или': 1.180715560913086, 'наименьший': 18.421987533569336, 'очевидцем': 1.9028491973876953, 'бандитской': 2.6089534759521484, 'остановки': 3.2654104232788086, 'одного': 0.01747894287109375, 'из': 0.0045337677001953125, 'товарных': 1.282918930053711, 'поездов': 0.06306076049804688, 'на': 0.0052890777587890625, 'этом': 0.6448745727539062, 'участке.': 1.4991683959960938}"
още повече,"{'още': 19.752552032470703, 'повече': 11.959036350250244}","още повече че карл не е роден в мадрид, нито изобщо в испания.","{'още': 9.438450813293457, 'повече': 14.395548343658447, 'че': 7.479911804199219, 'карл': 9.428977012634277, 'не': 1.5346088409423828, 'е': 2.785210609436035, 'роден': 12.077431678771973, 'в': 2.800906181335449, 'мадрид,': 2.909351348876953, 'нито': 10.831199645996094, 'изобщо': 26.54838275909424, 'испания.': 4.145313262939453}",тем более,"{'тем': 4.175032615661621, 'более': 1.272953987121582}",тем более что карл родился не в мадриде и вообще не в испании.,"{'тем': 1.5176410675048828, 'более': 0.10609817504882812, 'что': 0.7508068084716797, 'карл': 9.5015869140625, 'родился': 4.704653739929199, 'не': 0.0058994293212890625, 'в': 0.0083160400390625, 'мадриде': 0.4366569519042969, 'и': 0.2552375793457031, 'вообще': 1.3696928024291992, 'испании.': 0.5068893432617188}",еще повестка,"{'еще': 8.13105297088623, 'повестка': 10.151086807250977}",еще повестка что карл родился не в мадриде и вообще не в испании.,"{'еще': 5.209871292114258, 'повестка': 17.811071395874023, 'что': 4.6368207931518555, 'карл': 9.302709579467773, 'родился': 6.940336227416992, 'не': 0.013622283935546875, 'в': 0.013399124145507812, 'мадриде': 0.5379390716552734, 'и': 0.1798076629638672, 'вообще': 0.9060382843017578, 'испании.': 0.5791606903076172}"
преди да,"{'преди': 18.555457592010498, 'да': 9.186062812805176}","това обаче е много трудна задача за решаване и ще са нужни много години, преди да видим изграждането на полезни реактори за синтез.","{'това': 11.511058807373047, 'обаче': 7.874933242797852, 'е': 4.1801958084106445, 'много': 5.276791572570801, 'трудна': 3.5343809127807617, 'задача': 3.2190141677856445, 'за': 4.4588212966918945, 'решаване': 22.370200157165527, 'и': 2.3874759674072266, 'ще': 0.30214500427246094, 'са': 9.174177169799805, 'нужни': 8.769790649414062, 'години,': 10.235597610473633, 'преди': 11.818869590759277, 'да': 3.973820686340332, 'видим': 11.030981063842773, 'изграждането': 31.548937797546387, 'на': 4.168109893798828, 'полезни': 10.084738731384277, 'реактори': 10.711055755615234, 'синтез.': 9.033099174499512}",прежде чем,"{'прежде': 0.1746959686279297, 'чем': 2.873673439025879}","тем не менее это серьезная проблема, и ее нужно решить. пройдет много времени, прежде чем будут построены полезные термоядерные реакторы.","{'тем': 1.9339466094970703, 'не': 0.001125335693359375, 'менее': 0.000339508056640625, 'это': 0.05624580383300781, 'серьезная': 0.9078044891357422, 'проблема,': 0.23950767517089844, 'и': 0.0475006103515625, 'ее': 0.3683319091796875, 'нужно': 1.3755321502685547, 'решить.': 2.390054702758789, 'пройдет': 0.4586772918701172, 'много': 0.3336181640625, 'времени,': 0.5170402526855469, 'прежде': 0.000423431396484375, 'чем': 0.000896453857421875, 'будут': 0.006317138671875, 'построены': 1.7492904663085938, 'полезные': 8.382722854614258, 'термоядерные': 0.0063076019287109375, 'реакторы.': 0.07940101623535156}",приди да,"{'приди': 11.06893539428711, 'да': 11.360685348510742}","тем не менее это серьезная проблема, и ее нужно решить. пройдет много времени, приди да будут построены полезные термоядерные реакторы.","{'тем': 2.120288848876953, 'не': 0.0018768310546875, 'менее': 0.00066375732421875, 'это': 0.08343887329101562, 'серьезная': 1.2173099517822266, 'проблема,': 0.2627677917480469, 'и': 0.07946205139160156, 'ее': 0.34658050537109375, 'нужно': 1.4964771270751953, 'решить.': 2.6898670196533203, 'пройдет': 1.2217731475830078, 'много': 1.590169906616211, 'времени,': 2.635183334350586, 'приди': 12.464900016784668, 'да': 8.326640129089355, 'будут': 0.2276782989501953, 'построены': 2.645566940307617, 'полезные': 8.509489059448242, 'термоядерные': 0.0094451904296875, 'реакторы.': 0.22552871704101562}"
според слухове,"{'според': 24.604924201965332, 'слухове': 25.73035430908203}",според слухове граничните ни земи с баязид били размирни и той не смеел да изтегли оттам най-добрата си войска.,"{'според': 22.090416431427002, 'слухове': 16.02115774154663, 'граничните': 18.854270935058594, 'ни': 7.940557479858398, 'земи': 10.237953186035156, 'с': 2.101116180419922, 'баязид': 10.132502555847168, 'били': 10.138862609863281, 'размирни': 17.111164093017578, 'и': 2.291022300720215, 'той': 6.35792350769043, 'не': 1.0133543014526367, 'смеел': 16.39241886138916, 'да': 2.928607940673828, 'изтегли': 20.74357271194458, 'оттам': 16.261418342590332, 'най-добрата': 22.17177677154541, 'си': 5.7264275550842285, 'войска.': 9.178174018859863}",по слухам,"{'по': 1.5322370529174805, 'слухам': 7.897059440612793}","по слухам, в пограничных с нашими землях баязида было неспокойно, и он не решался отвести оттуда свои отборные войска.","{'по': 3.851104736328125, 'слухам,': 0.5597419738769531, 'в': 0.177642822265625, 'пограничных': 1.0093135833740234, 'с': 0.0024051666259765625, 'нашими': 7.404745101928711, 'землях': 1.8239517211914062, 'баязида': 7.564357757568359, 'было': 0.03290367126464844, 'неспокойно,': 0.5810890197753906, 'и': 0.3460407257080078, 'он': 0.43865203857421875, 'не': 0.0031948089599609375, 'решался': 3.7077674865722656, 'отвести': 5.5640974044799805, 'оттуда': 0.34778594970703125, 'свои': 0.06323814392089844, 'отборные': 2.205890655517578, 'войска.': 0.4028739929199219}",согласно слухам,"{'согласно': 4.450608253479004, 'слухам': 9.956005096435547}","согласно слухам, в пограничных с нашими землях баязида было неспокойно, и он не решался отвести оттуда свои отборные войска.","{'согласно': 0.1311626434326172, 'слухам,': 3.3926124572753906, 'в': 0.19431686401367188, 'пограничных': 1.1497859954833984, 'с': 0.0027256011962890625, 'нашими': 7.9109296798706055, 'землях': 1.8048381805419922, 'баязида': 7.174779891967773, 'было': 0.0368194580078125, 'неспокойно,': 0.4596271514892578, 'и': 0.34722900390625, 'он': 0.379547119140625, 'не': 0.0027751922607421875, 'решался': 3.780437469482422, 'отвести': 5.549800872802734, 'оттуда': 0.27940940856933594, 'свои': 0.06489753723144531, 'отборные': 2.3674259185791016, 'войска.': 0.40358543395996094}"
