phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
як тільки,"{'як': 0.0, 'тільки': 15.569709777832031}","будьте певні, що як тільки ви дістанетесь марини, все буде достатньо очевидним. ви зустрінете інших човнових попутників і вони поділяться з вами своєю інформацією.","{'будьте': 5.084839820861816, 'певні,': 30.493492126464844, 'що': 4.46610164642334, 'як': 5.984929084777832, 'тільки': 4.809521675109863, 'ви': 8.785523414611816, 'дістанетесь': 13.117424011230469, 'марини,': 18.183260917663574, 'все': 4.402949333190918, 'буде': 2.8066577911376953, 'достатньо': 9.386347770690918, 'очевидним.': 13.15186882019043, 'зустрінете': 18.229379653930664, 'інших': 7.509187698364258, 'човнових': 16.09225845336914, 'попутників': 16.878823280334473, 'і': 2.211994171142578, 'вони': 5.328041076660156, 'поділяться': 8.19491958618164, 'з': 3.203624725341797, 'вами': 0.36907196044921875, 'своєю': 6.41424560546875, 'інформацією.': 7.270778656005859}",как только,"{'как': 0.0, 'только': 5.052468299865723}","будьте уверены, как только вы доберетесь до причала, все станет вполне очевидно. вы встретите других лодочных автостопщиков, и они поделятся информацией с вам.","{'будьте': 5.084839820861816, 'уверены,': 3.7762632369995117, 'как': 5.917346000671387, 'только': 0.7713146209716797, 'вы': 11.177350997924805, 'доберетесь': 6.166234016418457, 'до': 0.16081619262695312, 'причала,': 10.056890487670898, 'все': 3.7545995712280273, 'станет': 4.526266098022461, 'вполне': 6.778294563293457, 'очевидно.': 6.073461532592773, 'встретите': 5.803689002990723, 'других': 6.096408843994141, 'лодочных': 12.526195526123047, 'автостопщиков,': 14.728742599487305, 'и': 2.283045768737793, 'они': 1.6948299407958984, 'поделятся': 4.828435897827148, 'информацией': 4.517475128173828, 'с': 2.024608612060547, 'вам.': 8.319313049316406}",как просто,"{'как': 0.0, 'просто': 7.0496134757995605}","будьте уверены, как просто вы доберетесь до причала, все станет вполне очевидно. вы встретите других лодочных автостопщиков, и они поделятся информацией с вам.","{'будьте': 5.084839820861816, 'уверены,': 3.7762632369995117, 'как': 5.917346000671387, 'просто': 9.089075088500977, 'вы': 10.835672378540039, 'доберетесь': 7.530365943908691, 'до': 0.42774200439453125, 'причала,': 12.714012145996094, 'все': 6.063312530517578, 'станет': 6.999747276306152, 'вполне': 6.411340713500977, 'очевидно.': 5.739546775817871, 'встретите': 5.847963333129883, 'других': 5.729849815368652, 'лодочных': 12.455864906311035, 'автостопщиков,': 14.676474571228027, 'и': 2.2157421112060547, 'они': 1.6459321975708008, 'поделятся': 4.778023719787598, 'информацией': 4.416439056396484, 'с': 2.2328929901123047, 'вам.': 8.224592208862305}"
а то й,"{'а': 0.0, 'то': 6.535887241363525, 'й': 9.58059024810791}","виросте й стане ледацюгою, сутяжником, а то й бандюгою.","{'виросте': 14.181329250335693, 'й': 2.745701789855957, 'стане': 12.948787689208984, 'ледацюгою,': 35.54806900024414, 'сутяжником,': 24.69360637664795, 'а': 3.3135805130004883, 'то': 3.442127227783203, 'бандюгою.': 15.543353080749512}",а то и,"{'а': 0.0, 'то': 6.535887241363525, 'и': 2.533196449279785}","и неизвестно, кем станет, а вдруг — бездельником, иждивенцем, а то и ворюгой.","{'и': 0.11170387268066406, 'неизвестно,': 11.928518295288086, 'кем': 5.673520088195801, 'станет,': 7.699578285217285, 'а': 3.897615432739258, 'вдруг': 4.733978271484375, '—': 4.8044538497924805, 'бездельником,': 10.828046798706055, 'иждивенцем,': 12.467201232910156, 'то': 1.317011833190918, 'ворюгой.': 7.5626373291015625}",а то да,"{'а': 0.0, 'то': 6.535887241363525, 'да': 7.641809463500977}","и неизвестно, кем станет, а вдруг — бездельником, иждивенцем, а то да ворюгой.","{'и': 0.0, 'неизвестно,': 11.928518295288086, 'кем': 5.673520088195801, 'станет,': 7.699578285217285, 'а': 3.897615432739258, 'вдруг': 4.733978271484375, '—': 4.8044538497924805, 'бездельником,': 10.828046798706055, 'иждивенцем,': 12.467201232910156, 'то': 1.317011833190918, 'да': 10.397085189819336, 'ворюгой.': 15.005769729614258}"
після того як,"{'після': 14.538489818572998, 'того': 2.950497627258301, 'як': 2.3062000274658203}","після того як опір групи бухаріна було зламано, перегляду цього рішення ніщо не перешкоджало.","{'після': 14.538490295410156, 'того': 2.950497627258301, 'як': 2.306194305419922, 'опір': 11.170573234558105, 'групи': 9.141658782958984, 'бухаріна': 28.879029273986816, 'було': 6.369725227355957, 'зламано,': 16.8042573928833, 'перегляду': 14.635852813720703, 'цього': 8.075024604797363, 'рішення': 4.974368095397949, 'ніщо': 12.032333374023438, 'не': 0.2726478576660156, 'перешкоджало.': 11.166206359863281}",после того как,"{'после': 0.0, 'того': 3.2788333892822266, 'как': 1.133946418762207}","после того, как сопротивление группы бухарина было сломано, пересмотру этого решения ничего не препятствовало.","{'после': 0.0, 'того,': 3.7241640090942383, 'как': 0.07042503356933594, 'сопротивление': 11.484460830688477, 'группы': 6.828525066375732, 'бухарина': 17.09564781188965, 'было': 1.7335710525512695, 'сломано,': 5.1874284744262695, 'пересмотру': 14.566919326782227, 'этого': 7.96394157409668, 'решения': 3.1486854553222656, 'ничего': 6.982714653015137, 'не': 0.12418365478515625, 'препятствовало.': 4.294797897338867}",после того кто,"{'после': 0.0, 'того': 3.2788333892822266, 'кто': 8.972391128540039}","после того кто сопротивление группы бухарина было сломано, пересмотру этого решения ничего не препятствовало.","{'после': 0.0, 'того': 3.278834342956543, 'кто': 8.97238826751709, 'сопротивление': 14.888568878173828, 'группы': 8.923974990844727, 'бухарина': 16.616154670715332, 'было': 7.086766242980957, 'сломано,': 9.14477252960205, 'пересмотру': 14.549293518066406, 'этого': 7.180614471435547, 'решения': 4.546117782592773, 'ничего': 5.951215744018555, 'не': 0.16861534118652344, 'препятствовало.': 9.029512405395508}"
чим більше,"{'чим': 0.0, 'більше': 18.82851791381836}","хоча, чим більше часу проходить, тим очевидніше те, що багато хто добре розумів ще в наповнені космічною романтикою шістдесяті.","{'хоча,': 7.225617408752441, 'чим': 13.576987743377686, 'більше': 15.12426471710205, 'часу': 5.797301292419434, 'проходить,': 10.160736083984375, 'тим': 4.7016801834106445, 'очевидніше': 10.746644020080566, 'те,': 8.194856643676758, 'що': 0.32853126525878906, 'багато': 6.301424980163574, 'хто': 3.852703094482422, 'добре': 6.499558448791504, 'розумів': 4.304171562194824, 'ще': 7.881031036376953, 'в': 1.8622398376464844, 'наповнені': 15.34594440460205, 'космічною': 18.995725631713867, 'романтикою': 10.285492897033691, 'шістдесяті.': 23.733166217803955}",чем больше,"{'чем': 0.0, 'больше': 7.0220184326171875}","хотя, чем больше времени проходит, тем очевиднее, что многие хорошо понимали еще в наполненные космической романтикой шестидесятые.","{'хотя,': 3.318429946899414, 'чем': 6.5726847648620605, 'больше': 2.7765684127807617, 'времени': 3.9956541061401367, 'проходит,': 2.7360525131225586, 'тем': 0.05112648010253906, 'очевиднее,': 6.6246538162231445, 'что': 0.060802459716796875, 'многие': 6.986267566680908, 'хорошо': 8.714627265930176, 'понимали': 5.262052536010742, 'еще': 8.5651273727417, 'в': 1.591623306274414, 'наполненные': 15.877485275268555, 'космической': 9.353593826293945, 'романтикой': 3.9232540130615234, 'шестидесятые.': 8.265035629272461}",чего больше,"{'чего': 0.0, 'больше': 7.514194488525391}","хотя, чего больше времени проходит, тем очевиднее, что многие хорошо понимали еще в наполненные космической романтикой шестидесятые.","{'хотя,': 3.318429946899414, 'чего': 5.953083038330078, 'больше': 7.691091537475586, 'времени': 7.835528373718262, 'проходит,': 7.253241539001465, 'тем': 2.031826972961426, 'очевиднее,': 8.60689926147461, 'что': 0.12089157104492188, 'многие': 7.521044731140137, 'хорошо': 8.457498550415039, 'понимали': 5.331608772277832, 'еще': 8.435203552246094, 'в': 1.5451898574829102, 'наполненные': 16.042336463928223, 'космической': 9.435656547546387, 'романтикой': 4.160525321960449, 'шестидесятые.': 7.56467342376709}"
хоча і,"{'хоча': 5.809872627258301, 'і': 10.860281944274902}","тигр, як всебічно розвинутий атлет, може дертися вгору (хоча і не дуже вміло).","{'тигр,': 12.021835327148438, 'як': 8.8734130859375, 'всебічно': 20.578413009643555, 'розвинутий': 18.906478881835938, 'атлет,': 12.44675350189209, 'може': 7.7751970291137695, 'дертися': 16.416173934936523, 'вгору': 9.370467185974121, '(хоча': 13.744012355804443, 'і': 2.466623306274414, 'не': 3.112974166870117, 'дуже': 6.340557098388672, 'вміло).': 16.979910850524902}",хотя и,"{'хотя': 0.0, 'и': 2.9051742553710938}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (хотя и не очень хорошо).","{'будучи': 8.382522583007812, 'всесторонне': 9.955730438232422, 'развитым': 1.3373489379882812, 'атлетом,': 8.294466018676758, 'тигр': 11.22147274017334, 'может': 3.358454704284668, 'взбираться': 7.863511085510254, 'на': 0.4841346740722656, 'деревья': 1.8427963256835938, '(хотя': 9.682209968566895, 'и': 1.8446369171142578, 'не': 1.1078252792358398, 'очень': 2.2220535278320312, 'хорошо).': 5.107734680175781}",хочет и,"{'хочет': 8.439163208007812, 'и': 4.822127342224121}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (хочет и не очень хорошо).","{'будучи': 8.382522583007812, 'всесторонне': 9.955730438232422, 'развитым': 1.3373489379882812, 'атлетом,': 8.294466018676758, 'тигр': 11.22147274017334, 'может': 3.358454704284668, 'взбираться': 7.863511085510254, 'на': 0.4841346740722656, 'деревья': 1.8427963256835938, '(хочет': 18.345267295837402, 'и': 5.403024673461914, 'не': 2.9745635986328125, 'очень': 5.967462539672852, 'хорошо).': 7.056012153625488}"
від того що,"{'від': 11.413947105407715, 'того': 6.968667984008789, 'що': 3.858671188354492}","дімка прокинувся від того, що хтось його шарпав і кричав.","{'дімка': 15.710968971252441, 'прокинувся': 13.393635749816895, 'від': 4.738480567932129, 'того,': 6.285361289978027, 'що': 0.8504104614257812, 'хтось': 6.637726783752441, 'його': 4.9274396896362305, 'шарпав': 20.40257740020752, 'і': 1.904031753540039, 'кричав.': 7.101319313049316}",оттого что,"{'оттого': 6.842520713806152, 'что': 2.297365188598633}","димка проснулся оттого, что кто-то его тормошил и кричал.","{'димка': 6.322676181793213, 'проснулся': 7.785996437072754, 'оттого,': 4.563234329223633, 'что': 0.0039463043212890625, 'кто-то': 1.3307723999023438, 'его': 3.167135238647461, 'тормошил': 2.874932289123535, 'и': 2.663881301879883, 'кричал.': 5.362060546875}",от того почему,"{'от': 0.0, 'того': 7.125677108764648, 'почему': 8.0167875289917}",димка проснулся от того почему кто-то его тормошил и кричал.,"{'димка': 6.322676181793213, 'проснулся': 7.785996437072754, 'от': 2.548501968383789, 'того': 2.215578079223633, 'почему': 11.405741691589355, 'кто-то': 6.432670593261719, 'его': 3.077773094177246, 'тормошил': 4.862698554992676, 'и': 2.2957515716552734, 'кричал.': 4.913613319396973}"
але ж,"{'але': 0.0, 'ж': 9.669618606567383}","але ж і справді як добре!, - сказав він зненацька, ніби осяяний новою ідеєю.","{'але': 0.0, 'ж': 9.669618606567383, 'і': 11.66602611541748, 'справді': 9.287365913391113, 'як': 5.1590681076049805, 'добре!,': 19.390387535095215, '-': 2.3844451904296875, 'сказав': 2.8999385833740234, 'він': 4.186022758483887, 'зненацька,': 21.531883239746094, 'ніби': 10.2384033203125, 'осяяний': 31.462226390838623, 'новою': 14.291499137878418, 'ідеєю.': 12.92325210571289}",да ведь,"{'да': 0.0, 'ведь': 8.807609558105469}","да ведь как хорошо-то!, - cказал он вдруг, словно озаренный новой идеей.","{'да': 0.0, 'ведь': 8.807609558105469, 'как': 4.878226280212402, 'хорошо-то!,': 19.669307708740234, '-': 1.7206592559814453, 'cказал': 12.279070854187012, 'он': 1.4927949905395508, 'вдруг,': 5.769054412841797, 'словно': 4.484716415405273, 'озаренный': 5.960141181945801, 'новой': 4.928641319274902, 'идеей.': 1.574106216430664}",но же,"{'но': 0.0, 'же': 6.542705059051514}","но же как хорошо-то!, - cказал он вдруг, словно озаренный новой идеей.","{'но': 0.0, 'же': 6.5427045822143555, 'как': 5.042385101318359, 'хорошо-то!,': 19.242335319519043, '-': 1.5670042037963867, 'cказал': 12.609949111938477, 'он': 1.594273567199707, 'вдруг,': 6.360098838806152, 'словно': 4.569681167602539, 'озаренный': 5.953995704650879, 'новой': 4.862879753112793, 'идеей.': 1.6369552612304688}"
хоча б,"{'хоча': 5.809872627258301, 'б': 7.34602689743042}","злочин визнається вчиненим на території україни, якщо його виконавець або хоча б один із співучасників діяв на території україни.","{'злочин': 12.773393630981445, 'визнається': 20.783443450927734, 'вчиненим': 13.588566303253174, 'на': 2.6129350662231445, 'території': 0.20818138122558594, 'україни,': 13.499932289123535, 'якщо': 4.339576721191406, 'його': 5.124987602233887, 'виконавець': 11.41702938079834, 'або': 5.882673263549805, 'хоча': 7.00784969329834, 'б': 2.2918834686279297, 'один': 4.812607765197754, 'із': 2.5715084075927734, 'співучасників': 13.688480377197266, 'діяв': 9.966395378112793, 'україни.': 3.702932357788086}",хотя бы,"{'хотя': 0.0, 'бы': 3.644430160522461}","преступление признается совершенным на территории украины, если его исполнитель или хотя бы один из соучастников действовал на территории украины.","{'преступление': 6.160443305969238, 'признается': 7.75880241394043, 'совершенным': 0.2295818328857422, 'на': 0.854522705078125, 'территории': 0.15395355224609375, 'украины,': 12.466293334960938, 'если': 0.7428455352783203, 'его': 3.3547239303588867, 'исполнитель': 8.676177024841309, 'или': 3.3039541244506836, 'хотя': 6.05106258392334, 'бы': 0.012945175170898438, 'один': 1.534677505493164, 'из': 0.021320343017578125, 'соучастников': 3.6611223220825195, 'действовал': 5.221452713012695, 'украины.': 1.5133686065673828}",хочет бы,"{'хочет': 8.439163208007812, 'бы': 8.129332542419434}","преступление признается совершенным на территории украины, если его исполнитель или хочет бы один из соучастников действовал на территории украины.","{'преступление': 6.160443305969238, 'признается': 7.75880241394043, 'совершенным': 0.2295818328857422, 'на': 0.9872322082519531, 'территории': 0.1585559844970703, 'украины,': 12.466293334960938, 'если': 0.7428455352783203, 'его': 3.3547239303588867, 'исполнитель': 8.676177024841309, 'или': 3.3039541244506836, 'хочет': 15.415637016296387, 'бы': 9.808130264282227, 'один': 8.403291702270508, 'из': 1.174163818359375, 'соучастников': 4.247106552124023, 'действовал': 10.616781234741211, 'украины.': 1.3405895233154297}"
тим більше,"{'тим': 0.0, 'більше': 16.380850791931152}","цікаво послухати, а тим більше дати і свою «безцінну» пораду сзр.","{'цікаво': 11.10686731338501, 'послухати,': 14.264097213745117, 'а': 2.9948654174804688, 'тим': 8.418656349182129, 'більше': 4.37589168548584, 'дати': 7.624057769775391, 'і': 4.2106428146362305, 'свою': 8.865942001342773, '«безцінну»': 20.298086166381836, 'пораду': 9.58790397644043, 'сзр.': 27.21547508239746}",тем более,"{'тем': 0.0, 'более': 6.097871780395508}","интересно послушать, а тем более дать и свой «бесценный» совет свр.","{'интересно': 0.0, 'послушать,': 11.114174842834473, 'а': 3.969911575317383, 'тем': 6.488762855529785, 'более': 0.11798667907714844, 'дать': 6.297167778015137, 'и': 6.960801124572754, 'свой': 6.210806846618652, '«бесценный»': 17.303723335266113, 'совет': 0.34397125244140625, 'свр.': 22.6427001953125}",тем больше,"{'тем': 0.0, 'больше': 6.670429229736328}","интересно послушать, а тем больше дать и свой «бесценный» совет свр.","{'интересно': 0.0, 'послушать,': 11.114174842834473, 'а': 3.969911575317383, 'тем': 6.488762855529785, 'больше': 8.114343643188477, 'дать': 5.9737043380737305, 'и': 5.8085784912109375, 'свой': 9.374792098999023, '«бесценный»': 17.143956184387207, 'совет': 0.7420177459716797, 'свр.': 22.491891860961914}"
перш ніж,"{'перш': 5.840073585510254, 'ніж': 15.172321796417236}","однак, цю проблему дуже важко вирішити, і пройде багато років, перш ніж ми станемо свідками будівництва придатних термоядерних реакторів.","{'однак,': 13.85549259185791, 'цю': 12.733017921447754, 'проблему': 11.736623764038086, 'дуже': 8.811357498168945, 'важко': 3.812244415283203, 'вирішити,': 9.375365257263184, 'і': 3.201390266418457, 'пройде': 11.597341537475586, 'багато': 5.85817813873291, 'років,': 4.406601905822754, 'перш': 9.055971145629883, 'ніж': 3.274972915649414, 'ми': 4.547820091247559, 'станемо': 6.259405136108398, 'свідками': 10.060495376586914, 'будівництва': 11.108040809631348, 'придатних': 17.35782814025879, 'термоядерних': 13.844097137451172, 'реакторів.': 1.2026615142822266}",прежде чем,"{'прежде': 3.3745765686035156, 'чем': 1.7339153289794922}","тем не менее, это серьезная проблема, и ее нужно решить. пройдет много времени, прежде чем будут построены полезные термоядерные реакторы.","{'тем': 0.0, 'не': 4.414050102233887, 'менее,': 0.5693578720092773, 'это': 4.039132118225098, 'серьезная': 8.0965576171875, 'проблема,': 2.065093994140625, 'и': 1.8626976013183594, 'ее': 2.9402341842651367, 'нужно': 1.6777143478393555, 'решить.': 3.5377960205078125, 'пройдет': 15.482707977294922, 'много': 3.910879135131836, 'времени,': 0.60455322265625, 'прежде': 0.43820953369140625, 'чем': 0.029069900512695312, 'будут': 5.559709548950195, 'построены': 5.109090805053711, 'полезные': 8.708671569824219, 'термоядерные': 7.3278045654296875, 'реакторы.': 1.8117637634277344}",прежде нежели,"{'прежде': 3.3745765686035156, 'нежели': 6.9241180419921875}","тем не менее, это серьезная проблема, и ее нужно решить. пройдет много времени, прежде нежели будут построены полезные термоядерные реакторы.","{'тем': 0.0, 'не': 4.414050102233887, 'менее,': 0.5693578720092773, 'это': 4.039132118225098, 'серьезная': 8.0965576171875, 'проблема,': 2.065093994140625, 'и': 1.8626976013183594, 'ее': 2.9402341842651367, 'нужно': 1.6777143478393555, 'решить.': 3.5377960205078125, 'пройдет': 15.482707977294922, 'много': 3.910879135131836, 'времени,': 0.60455322265625, 'прежде': 0.43820953369140625, 'нежели': 8.4725341796875, 'будут': 5.404264450073242, 'построены': 5.364274978637695, 'полезные': 8.588505744934082, 'термоядерные': 7.4163618087768555, 'реакторы.': 1.7799835205078125}"
за чутками,"{'за': 0.0, 'чутками': 19.837257385253906}","а те, що клуб, за чутками, кришує губернатор, теж особливого резонансу не викликало — нічого іншого від губернатора, в принципі, й не чекали.","{'а': 0.0, 'те,': 9.830062866210938, 'що': 9.046700477600098, 'клуб,': 15.82861614227295, 'за': 4.724493980407715, 'чутками,': 13.990212440490723, 'кришує': 17.189990043640137, 'губернатор,': 15.927364349365234, 'теж': 8.225579261779785, 'особливого': 12.270364761352539, 'резонансу': 7.508696556091309, 'не': 1.2762422561645508, 'викликало': 13.423022270202637, '—': 5.055215835571289, 'нічого': 5.585926055908203, 'іншого': 5.086611747741699, 'від': 4.56003475189209, 'губернатора,': 6.499080657958984, 'в': 3.6291637420654297, 'принципі,': 10.522623062133789, 'й': 5.60308837890625, 'чекали.': 13.58461856842041}",по слухам,"{'по': 0.0, 'слухам': 9.029349327087402}","а то, что клуб, по слухам, крышует губернатор, тоже особого резонанса не вызывало – ничего другого от губернатора, в принципе, и не ждали.","{'а': 0.0, 'то,': 8.88908338546753, 'что': 0.34121131896972656, 'клуб,': 14.525372505187988, 'по': 3.916142463684082, 'слухам,': 3.3985958099365234, 'крышует': 11.839729309082031, 'губернатор,': 8.121947288513184, 'тоже': 3.7545108795166016, 'особого': 8.343438148498535, 'резонанса': 7.279872894287109, 'не': 0.6376495361328125, 'вызывало': 3.9598922729492188, '–': 4.488643646240234, 'ничего': 6.661914825439453, 'другого': 5.178484916687012, 'от': 2.9499425888061523, 'губернатора,': 6.442087173461914, 'в': 3.666914939880371, 'принципе,': 1.9613370895385742, 'и': 1.8170967102050781, 'ждали.': 1.4920768737792969}",за слухами,"{'за': 0.0, 'слухами': 13.698243141174316}","а то, что клуб, за слухами, крышует губернатор, тоже особого резонанса не вызывало – ничего другого от губернатора, в принципе, и не ждали.","{'а': 0.0, 'то,': 8.88908338546753, 'что': 0.34121131896972656, 'клуб,': 14.525372505187988, 'за': 4.86060905456543, 'слухами,': 16.125618934631348, 'крышует': 11.543086051940918, 'губернатор,': 7.2078857421875, 'тоже': 4.046588897705078, 'особого': 8.604460716247559, 'резонанса': 7.685947418212891, 'не': 0.5355224609375, 'вызывало': 3.438945770263672, '–': 4.6497650146484375, 'ничего': 6.629923343658447, 'другого': 5.07485294342041, 'от': 2.7181711196899414, 'губернатора,': 6.270638465881348, 'в': 3.4903650283813477, 'принципе,': 1.842947006225586, 'и': 1.5682029724121094, 'ждали.': 1.6188888549804688}"
таким чином,"{'таким': 4.949761390686035, 'чином': 11.39706802368164}","таким чином, не треба було виходити з палацика у ті святочні дні, коли муситься трапезувати під відкритим небом.","{'таким': 4.949761390686035, 'чином,': 12.584888458251953, 'не': 5.230454444885254, 'треба': 10.995525360107422, 'було': 3.9699697494506836, 'виходити': 10.141792297363281, 'з': 2.9364891052246094, 'палацика': 21.781314373016357, 'у': 5.372321128845215, 'ті': 7.897873878479004, 'святочні': 13.847624778747559, 'дні,': 4.488286018371582, 'коли': 2.0083417892456055, 'муситься': 15.93629264831543, 'трапезувати': 22.144975662231445, 'під': 5.957202911376953, 'відкритим': 14.901663780212402, 'небом.': 0.9634714126586914}",таким образом,"{'таким': 4.949761390686035, 'образом': 0.5503902435302734}","таким образом, не нужно было выходить из особняка в те праздничные дни, когда требовалось трапезничать под открытым небом.","{'таким': 4.949761390686035, 'образом,': 1.359757423400879, 'не': 4.567999839782715, 'нужно': 4.315587043762207, 'было': 4.344443321228027, 'выходить': 5.403580665588379, 'из': 1.1420459747314453, 'особняка': 8.474187850952148, 'в': 3.353041648864746, 'те': 5.797418594360352, 'праздничные': 7.088014602661133, 'дни,': 0.8079738616943359, 'когда': 0.755427360534668, 'требовалось': 7.754980087280273, 'трапезничать': 13.333459854125977, 'под': 6.325268745422363, 'открытым': 1.900777816772461, 'небом.': 0.45621299743652344}",таким способом,"{'таким': 4.949761390686035, 'способом': 3.9093103408813477}","таким способом, не нужно было выходить из особняка в те праздничные дни, когда требовалось трапезничать под открытым небом.","{'таким': 4.949761390686035, 'способом,': 6.027735710144043, 'не': 4.771876335144043, 'нужно': 4.72353458404541, 'было': 4.509580612182617, 'выходить': 5.482117652893066, 'из': 1.165292739868164, 'особняка': 8.04321002960205, 'в': 3.9000120162963867, 'те': 5.795657157897949, 'праздничные': 7.449115753173828, 'дни,': 0.8591651916503906, 'когда': 0.9509983062744141, 'требовалось': 8.004966735839844, 'трапезничать': 13.60630989074707, 'под': 6.393604278564453, 'открытым': 1.7459039688110352, 'небом.': 0.4269256591796875}"
в будь-якому випадку,"{'в': 0.0, 'будь-якому': 26.37393856048584, 'випадку': 6.693659782409668}","що ж, доживемо до понеділка, хоча і він не обіцяє нам спокою, в будь-якому випадку, в телевізійному просторі.","{'що': 4.932156562805176, 'ж,': 7.26161003112793, 'доживемо': 17.205883026123047, 'до': 2.2046375274658203, 'понеділка,': 12.67401123046875, 'хоча': 6.969783782958984, 'і': 2.669379234313965, 'він': 5.177253723144531, 'не': 2.322892189025879, 'обіцяє': 9.632165908813477, 'нам': 2.4867382049560547, 'спокою,': 11.004014015197754, 'в': 3.2435340881347656, 'будь-якому': 8.612137794494629, 'випадку,': 3.3372678756713867, 'телевізійному': 14.123356819152832, 'просторі.': 10.430560111999512}",во всяком случае,"{'во': 0.0, 'всяком': 8.503047943115234, 'случае': 0.010145187377929688}","что ж, доживем до понедельника, хотя и он не сулит нам покоя, во всяком случае, в телевизионном пространстве.","{'что': 0.0, 'ж,': 8.015732765197754, 'доживем': 10.307446479797363, 'до': 0.7781085968017578, 'понедельника,': 3.2313613891601562, 'хотя': 5.863646507263184, 'и': 2.6271820068359375, 'он': 3.987278938293457, 'не': 1.721334457397461, 'сулит': 3.658501625061035, 'нам': 2.146531105041504, 'покоя,': 8.135626792907715, 'во': 7.14155912399292, 'всяком': 0.7011299133300781, 'случае,': 0.522430419921875, 'в': 2.4750852584838867, 'телевизионном': 11.763233184814453, 'пространстве.': 5.197786331176758}",в каком-либо случае,"{'в': 0.0, 'каком-либо': 15.843467712402344, 'случае': 4.286401748657227}","что ж, доживем до понедельника, хотя и он не сулит нам покоя, в каком-либо случае, в телевизионном пространстве.","{'что': 0.0, 'ж,': 8.015732765197754, 'доживем': 10.307446479797363, 'до': 0.7781085968017578, 'понедельника,': 3.2313613891601562, 'хотя': 5.863646507263184, 'и': 2.6271820068359375, 'он': 3.987278938293457, 'не': 1.721334457397461, 'сулит': 3.658501625061035, 'нам': 2.146531105041504, 'покоя,': 8.135626792907715, 'в': 3.5367727279663086, 'каком-либо': 11.74783992767334, 'случае,': 6.379796981811523, 'телевизионном': 11.985848426818848, 'пространстве.': 6.548181533813477}"
між іншим,"{'між': 4.628569602966309, 'іншим': 9.943583965301514}",були сказані наче між іншим дві чи одна фраза.,"{'були': 5.569461822509766, 'сказані': 20.610312461853027, 'наче': 11.643538475036621, 'між': 7.12081241607666, 'іншим': 7.86043643951416, 'дві': 8.960350036621094, 'чи': 9.299725532531738, 'одна': 4.974449157714844, 'фраза.': 8.615239143371582}",между прочим,"{'между': 0.0, 'прочим': 6.992068290710449}",были сказаны вроде бы между прочим две или одна фраза.,"{'были': 0.0, 'сказаны': 10.906224250793457, 'вроде': 9.134343147277832, 'бы': 0.5639066696166992, 'между': 6.629787445068359, 'прочим': 0.37486839294433594, 'две': 8.829410552978516, 'или': 4.495741844177246, 'одна': 8.848538398742676, 'фраза.': 2.9398746490478516}",между иными,"{'между': 0.0, 'иными': 10.428020477294922}",были сказаны вроде бы между иными две или одна фраза.,"{'были': 0.0, 'сказаны': 10.906224250793457, 'вроде': 9.134343147277832, 'бы': 0.5639066696166992, 'между': 6.629787445068359, 'иными': 13.518322944641113, 'две': 9.31503677368164, 'или': 4.94902229309082, 'одна': 6.250771522521973, 'фраза.': 4.551959991455078}"
можна сказати,"{'можна': 4.742104530334473, 'сказати': 10.746061325073242}","це, можна сказати, взірець ставлення до рідної мови.","{'це,': 2.8962249755859375, 'можна': 13.440017700195312, 'сказати,': 5.951128959655762, 'взірець': 22.498615264892578, 'ставлення': 13.517260551452637, 'до': 2.0613489151000977, 'рідної': 9.3341646194458, 'мови.': 2.6050243377685547}",можно сказать,"{'можно': 0.0, 'сказать': 4.402440071105957}","это, можно сказать, образец отношения к родному языку.","{'это,': 4.301115036010742, 'можно': 5.875729560852051, 'сказать,': 0.8178787231445312, 'образец': 8.03852653503418, 'отношения': 5.7630205154418945, 'к': 0.918914794921875, 'родному': 7.542718887329102, 'языку.': 2.3679065704345703}",возможно говорить,"{'возможно': 0.0, 'говорить': 8.236804008483887}","это, возможно говорить, образец отношения к родному языку.","{'это,': 4.301115036010742, 'возможно': 4.496344566345215, 'говорить,': 14.584927558898926, 'образец': 10.624557495117188, 'отношения': 6.231256484985352, 'к': 1.275294303894043, 'родному': 7.984265327453613, 'языку.': 2.720043182373047}"
