phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
у выніку,"{'у': 4.914861679077148, 'выніку': 17.721373558044434}",сікхізм уяўляе сабой рэлігію што паходзіць з індыйскага субкантынента. яна зявілася ў 15 стагоддзі ў рэгіене пенджаб у выніку ўзнікнення ў індуізме розных сектанцкіх груп.,"{'сікхізм': 12.765260696411133, 'уяўляе': 2.085714340209961, 'сабой': 0.7186622619628906, 'рэлігію': 3.723865509033203, 'што': 6.979108810424805, 'паходзіць': 0.4588146209716797, 'з': 0.3475799560546875, 'індыйскага': 1.692636489868164, 'субкантынента.': 23.916263580322266, 'яна': 2.6136341094970703, 'зявілася': 7.99183464050293, 'ў': 0.1660900115966797, '15': 5.037382125854492, 'стагоддзі': 0.09990882873535156, 'рэгіене': 6.787345886230469, 'пенджаб': 9.969918251037598, 'у': 0.5213871002197266, 'выніку': 0.03882408142089844, 'ўзнікнення': 0.1969146728515625, 'індуізме': 5.757198333740234, 'розных': 1.610879898071289, 'сектанцкіх': 10.718798637390137, 'груп.': 0.3583812713623047}",в результате,"{'в': 2.3526992797851562, 'результате': 9.408921241760254}",сикхизм — это религия зародившаяся на индийском субконтиненте в регионе пенджаб в xv веке в результате сектантского раскола внутри индуизма.,"{'сикхизм': 6.361351013183594, '—': 0.6999416351318359, 'это': 1.981527328491211, 'религия': 0.037410736083984375, 'зародившаяся': 1.5457935333251953, 'на': 0.00384521484375, 'индийском': 0.5021896362304688, 'субконтиненте': 0.004344940185546875, 'в': 0.0026397705078125, 'регионе': 2.598714828491211, 'пенджаб': 5.423330307006836, 'xv': 5.61569881439209, 'веке': 0.18687820434570312, 'результате': 0.09050941467285156, 'сектантского': 0.035369873046875, 'раскола': 0.000148773193359375, 'внутри': 0.6321907043457031, 'индуизма.': 0.15418052673339844}",в выводе,"{'в': 2.655038833618164, 'выводе': 13.202203750610352}",сикхизм — это религия зародившаяся на индийском субконтиненте в регионе пенджаб в xv веке в выводе сектантского раскола внутри индуизма.,"{'сикхизм': 5.928291320800781, '—': 0.8117713928222656, 'это': 1.9502410888671875, 'религия': 0.04542350769042969, 'зародившаяся': 1.4350566864013672, 'на': 0.00684356689453125, 'индийском': 0.44635009765625, 'субконтиненте': 0.007511138916015625, 'в': 0.750701904296875, 'регионе': 2.6252079010009766, 'пенджаб': 5.109222412109375, 'xv': 5.338212013244629, 'веке': 0.30175018310546875, 'выводе': 9.935691833496094, 'сектантского': 0.2443256378173828, 'раскола': 0.0006046295166015625, 'внутри': 1.5916004180908203, 'индуизма.': 0.1567668914794922}"
на свеце,"{'на': 3.205730438232422, 'свеце': 8.63834285736084}","ведаеш, наташанька, я самая шчаслівая жанчына на свеце, калі ў мяне есць такі муж.","{'ведаеш,': 8.444215774536133, 'наташанька,': 15.808525085449219, 'я': 0.016576766967773438, 'самая': 0.07705116271972656, 'шчаслівая': 0.16689109802246094, 'жанчына': 0.021585464477539062, 'на': 0.14432716369628906, 'свеце,': 0.6937885284423828, 'калі': 0.041652679443359375, 'ў': 0.6465473175048828, 'мяне': 0.012311935424804688, 'есць': 3.8469314575195312, 'такі': 0.9753437042236328, 'муж.': 1.7998600006103516}",на свете,"{'на': 3.7598114013671875, 'свете': 7.470281600952148}","знаешь, наташенька, я самая счастливая женщина на свете, раз у меня есть такой муж.","{'знаешь,': 2.83172607421875, 'наташенька,': 7.6805925369262695, 'я': 0.2013702392578125, 'самая': 0.00457763671875, 'счастливая': 0.08147621154785156, 'женщина': 0.1685924530029297, 'на': 0.003856658935546875, 'свете,': 0.4669666290283203, 'раз': 4.614788055419922, 'у': 0.0070133209228515625, 'меня': 0.023359298706054688, 'есть': 0.35616302490234375, 'такой': 0.18227195739746094, 'муж.': 2.2915353775024414}",на мире,"{'на': 8.88743782043457, 'мире': 12.873918533325195}","знаешь, наташенька, я самая счастливая женщина на мире, раз у меня есть такой муж.","{'знаешь,': 2.771373748779297, 'наташенька,': 7.678174018859863, 'я': 0.16637229919433594, 'самая': 0.0046062469482421875, 'счастливая': 0.15248680114746094, 'женщина': 0.175018310546875, 'на': 8.726203918457031, 'мире,': 10.301244735717773, 'раз': 4.54286003112793, 'у': 0.0080108642578125, 'меня': 0.02152252197265625, 'есть': 0.3234233856201172, 'такой': 0.18066024780273438, 'муж.': 2.344114303588867}"
хіба толькі,"{'хіба': 6.233255386352539, 'толькі': 1.1348915100097656}","хіба толькі хітрыць будзе, паказваючы, нібы яму тужліва","{'хіба': 2.2403602600097656, 'толькі': 0.05499267578125, 'хітрыць': 8.295208930969238, 'будзе,': 2.98757266998291, 'паказваючы,': 2.609790802001953, 'нібы': 2.004199981689453, 'яму': 3.2412452697753906, 'тужліва': 10.511032104492188}",разве что,"{'разве': 0.018297195434570312, 'что': 2.0862607955932617}","разве что хитрить будет, показывая, будто ему тоскливо","{'разве': 0.049922943115234375, 'что': 0.2466583251953125, 'хитрить': 5.927007675170898, 'будет,': 3.9989614486694336, 'показывая,': 4.02691650390625, 'будто': 8.427238464355469, 'ему': 0.7798318862915039, 'тоскливо': 9.453349113464355}",ошибка только,"{'ошибка': 5.842737197875977, 'только': 10.141775131225586}","ошибка только хитрить будет, показывая, будто ему тоскливо","{'ошибка': 9.413712501525879, 'только': 10.822444915771484, 'хитрить': 7.265307426452637, 'будет,': 5.395650863647461, 'показывая,': 4.57078742980957, 'будто': 7.924264907836914, 'ему': 2.5367469787597656, 'тоскливо': 10.09913444519043}"
у тым ліку,"{'у': 3.416839599609375, 'тым': 10.040273666381836, 'ліку': 9.72524356842041}","шмат млекакормячых з'явілася на галапагосах з моманту прыбыцця туды чалавека, у тым ліку коз, коней, кароў, катоў, сабак і пацукоў.","{'шмат': 8.073015213012695, 'млекакормячых': 27.03537082672119, ""з'явілася"": 0.4071483612060547, 'на': 1.4209480285644531, 'галапагосах': 17.880915641784668, 'з': 1.5473442077636719, 'моманту': 1.9333610534667969, 'прыбыцця': 1.3437690734863281, 'туды': 0.8964748382568359, 'чалавека,': 0.39635467529296875, 'у': 0.08317947387695312, 'тым': 0.5044174194335938, 'ліку': 0.5125083923339844, 'коз,': 3.443147659301758, 'коней,': 1.8141403198242188, 'кароў,': 4.2599029541015625, 'катоў,': 7.205695152282715, 'сабак': 2.9137401580810547, 'і': 0.6934165954589844, 'пацукоў.': 10.862661361694336}",в том числе,"{'в': 1.1173419952392578, 'том': 0.02591705322265625, 'числе': 0.019924163818359375}","с момента прибытия человека на галапагосские острова было завезено много млекопитающих, в том числе коз, лошадей, коров, крыс, кошек и собак.","{'с': 7.703653335571289, 'момента': 0.187225341796875, 'прибытия': 2.0883941650390625, 'человека': 3.2052345275878906, 'на': 0.0060634613037109375, 'галапагосские': 5.893943786621094, 'острова': 0.0008983612060546875, 'было': 0.04338836669921875, 'завезено': 0.016622543334960938, 'много': 1.5658130645751953, 'млекопитающих,': 0.13740921020507812, 'в': 0.017330169677734375, 'том': 0.0035419464111328125, 'числе': 0.000392913818359375, 'коз,': 2.988372802734375, 'лошадей,': 2.2052536010742188, 'коров,': 2.514171600341797, 'крыс,': 5.69340705871582, 'кошек': 1.90887451171875, 'и': 0.15686416625976562, 'собак.': 1.1610240936279297}",в том количестве,"{'в': 0.9733638763427734, 'том': 3.870199203491211, 'количестве': 8.19239330291748}","с момента прибытия человека на галапагосские острова было завезено много млекопитающих, в том количестве коз, лошадей, коров, крыс, кошек и собак.","{'с': 7.144235610961914, 'момента': 0.19182777404785156, 'прибытия': 2.154397964477539, 'человека': 3.355764389038086, 'на': 0.0075836181640625, 'галапагосские': 5.692106246948242, 'острова': 0.0012111663818359375, 'было': 0.04681396484375, 'завезено': 0.022380828857421875, 'много': 1.4623565673828125, 'млекопитающих,': 0.2051258087158203, 'в': 0.020277023315429688, 'том': 1.4560012817382812, 'количестве': 9.489374160766602, 'коз,': 2.7933425903320312, 'лошадей,': 2.0838584899902344, 'коров,': 2.371713638305664, 'крыс,': 5.43704891204834, 'кошек': 1.7561359405517578, 'и': 0.17218971252441406, 'собак.': 1.1788902282714844}"
як толькі,"{'як': 11.040464401245117, 'толькі': 6.976718902587891}","можаце быць упэўнены, што, як толькі вы трапіце на прыстань ці прычал, усе стане відавочна.","{'можаце': 1.5520858764648438, 'быць': 0.0029468536376953125, 'упэўнены,': 0.5225124359130859, 'што,': 0.09095573425292969, 'як': 0.0011386871337890625, 'толькі': 0.04240989685058594, 'вы': 0.08081817626953125, 'трапіце': 4.365701675415039, 'на': 0.3216133117675781, 'прыстань': 5.92509651184082, 'ці': 2.5098533630371094, 'прычал,': 13.346284866333008, 'усе': 0.73248291015625, 'стане': 0.9197254180908203, 'відавочна.': 0.6268863677978516}",как только,"{'как': 7.168948173522949, 'только': 8.901201248168945}","будьте уверены, как только вы доберетесь до причала, все станет вполне очевидно.","{'будьте': 3.8376121520996094, 'уверены,': 0.3818206787109375, 'как': 0.180389404296875, 'только': 0.0009670257568359375, 'вы': 0.06579780578613281, 'доберетесь': 0.005558013916015625, 'до': 0.0030078887939453125, 'причала,': 8.187904357910156, 'все': 2.510714530944824, 'станет': 0.7071647644042969, 'вполне': 3.129031181335449, 'очевидно.': 5.8669891357421875}",как просто,"{'как': 5.717548370361328, 'просто': 7.4016032218933105}","будьте уверены, как просто вы доберетесь до причала, все станет вполне очевидно.","{'будьте': 3.4965953826904297, 'уверены,': 0.5015430450439453, 'как': 0.08384895324707031, 'просто': 14.751470565795898, 'вы': 0.11584091186523438, 'доберетесь': 0.0074710845947265625, 'до': 0.012882232666015625, 'причала,': 8.651039123535156, 'все': 2.04827880859375, 'станет': 0.4931297302246094, 'вполне': 3.039361000061035, 'очевидно.': 5.6013031005859375}"
а то і,"{'а': 2.478713035583496, 'то': 5.410062789916992, 'і': 15.63544750213623}","яна не верыць мне і думае, што яе пакараюць не так, як мяне, а то і апраўдаюць: яна ж баранілася.","{'яна': 0.3388633728027344, 'не': 0.16161727905273438, 'верыць': 1.6936817169189453, 'мне': 5.408414840698242, 'і': 0.5765409469604492, 'думае,': 0.18152427673339844, 'што': 0.025037765502929688, 'яе': 0.06955146789550781, 'пакараюць': 3.1871681213378906, 'так,': 0.031890869140625, 'як': 0.002841949462890625, 'мяне,': 2.410724639892578, 'а': 0.01918792724609375, 'то': 1.9511680603027344, 'апраўдаюць:': 8.67921257019043, 'ж': 3.856184959411621, 'баранілася.': 8.216744422912598}",а то и,"{'а': 2.224214553833008, 'то': 4.2222137451171875, 'и': 8.523548126220703}","она не верит мне и думает, что ее покарают не так, как меня, а то и оправдают: ведь она защищалась.","{'она': 0.18315505981445312, 'не': 0.33141517639160156, 'верит': 0.26781654357910156, 'мне': 3.4129505157470703, 'и': 0.054668426513671875, 'думает,': 2.3931102752685547, 'что': 0.009618759155273438, 'ее': 0.968536376953125, 'покарают': 2.8971595764160156, 'так,': 0.04174613952636719, 'как': 0.0050067901611328125, 'меня,': 2.784547805786133, 'а': 0.1945362091064453, 'то': 5.737388610839844, 'оправдают:': 6.10272216796875, 'ведь': 1.211380958557129, 'защищалась.': 2.525796890258789}",а то да,"{'а': 2.30767822265625, 'то': 4.927574157714844, 'да': 8.431463241577148}","она не верит мне и думает, что ее покарают не так, как меня, а то да оправдают: ведь она защищалась.","{'она': 0.1847400665283203, 'не': 0.3822784423828125, 'верит': 0.258148193359375, 'мне': 3.5558738708496094, 'и': 1.6113929748535156, 'думает,': 2.341461181640625, 'что': 0.017580032348632812, 'ее': 0.965611457824707, 'покарают': 3.1857852935791016, 'так,': 0.07237625122070312, 'как': 0.0081939697265625, 'меня,': 2.6435298919677734, 'а': 0.7260036468505859, 'то': 6.571763038635254, 'да': 12.29239559173584, 'оправдают:': 6.338762283325195, 'ведь': 1.7065935134887695, 'защищалась.': 2.717153549194336}"
пасля таго як,"{'пасля': 15.429604530334473, 'таго': 2.683046340942383, 'як': 8.107454299926758}","згодна з паведамленнем ўладаў штата агая, супраць лекара дзіцячай бальніцы горада пітсбурга, штат пенсільванія, будуць выстаўлены абвінавачванні ў забойстве пры абцяжваючых абставінах, пасля таго, як у сераду яе маці знайшлі мертвай у яе машыне.","{'згодна': 7.047893524169922, 'з': 0.0016117095947265625, 'паведамленнем': 0.37102317810058594, 'ўладаў': 8.334978103637695, 'штата': 5.554250717163086, 'агая,': 20.503979682922363, 'супраць': 0.0252685546875, 'лекара': 0.42327308654785156, 'дзіцячай': 0.03528022766113281, 'бальніцы': 2.889153480529785, 'горада': 1.5068178176879883, 'пітсбурга,': 11.799091339111328, 'штат': 4.995989799499512, 'пенсільванія,': 8.732542037963867, 'будуць': 0.9672908782958984, 'выстаўлены': 6.386335372924805, 'абвінавачванні': 10.623580932617188, 'ў': 0.07329940795898438, 'забойстве': 1.7501106262207031, 'пры': 4.43740177154541, 'абцяжваючых': 12.699437141418457, 'абставінах,': 0.838897705078125, 'пасля': 0.006046295166015625, 'таго,': 0.0045642852783203125, 'як': 0.00154876708984375, 'у': 1.6402015686035156, 'сераду': 6.462325096130371, 'яе': 2.756861686706543, 'маці': 0.2227001190185547, 'знайшлі': 0.17930984497070312, 'мертвай': 10.727413177490234, 'машыне.': 1.8200111389160156}",после того как,"{'после': 1.1275863647460938, 'того': 0.0070037841796875, 'как': 0.5283823013305664}","обвинение в убийстве при отягчающих обстоятельствах будет предъявлено врачу, которая работала в детской больнице питтсбурга, пенсильвания, после того как в среду ее мать нашли мертвой в багажнике ее автомобиля.","{'обвинение': 4.963922500610352, 'в': 0.014892578125, 'убийстве': 0.01800537109375, 'при': 0.003753662109375, 'отягчающих': 0.0002956390380859375, 'обстоятельствах': 0.014894485473632812, 'будет': 6.405696868896484, 'предъявлено': 0.0028400421142578125, 'врачу,': 8.118627548217773, 'которая': 0.08432769775390625, 'работала': 0.2366161346435547, 'детской': 1.068415641784668, 'больнице': 0.0792999267578125, 'питтсбурга,': 7.021873474121094, 'пенсильвания,': 6.355602264404297, 'после': 1.9216976165771484, 'того': 0.0005588531494140625, 'как': 0.007925033569335938, 'среду': 2.1133480072021484, 'ее': 0.2864704132080078, 'мать': 2.5412254333496094, 'нашли': 0.25246620178222656, 'мертвой': 0.0551300048828125, 'багажнике': 0.0006847381591796875, 'автомобиля.': 1.3961906433105469}",после того кто,"{'после': 5.26725959777832, 'того': 2.9357223510742188, 'кто': 8.358960151672363}","обвинение в убийстве при отягчающих обстоятельствах будет предъявлено врачу, которая работала в детской больнице питтсбурга, пенсильвания, после того кто в среду ее мать нашли мертвой в багажнике ее автомобиля.","{'обвинение': 4.631219863891602, 'в': 0.0120849609375, 'убийстве': 0.024724960327148438, 'при': 0.0036640167236328125, 'отягчающих': 0.0003795623779296875, 'обстоятельствах': 0.015451431274414062, 'будет': 6.10771369934082, 'предъявлено': 0.00351715087890625, 'врачу,': 7.844538688659668, 'которая': 0.10040664672851562, 'работала': 0.38071441650390625, 'детской': 1.0092363357543945, 'больнице': 0.08660697937011719, 'питтсбурга,': 7.021923065185547, 'пенсильвания,': 6.252817153930664, 'после': 2.4898624420166016, 'того': 0.0072002410888671875, 'кто': 12.604951858520508, 'среду': 2.1281347274780273, 'ее': 0.3301525115966797, 'мать': 2.269120216369629, 'нашли': 0.2527351379394531, 'мертвой': 0.05729866027832031, 'багажнике': 0.0006923675537109375, 'автомобиля.': 1.5057754516601562}"
чым больш,"{'чым': 24.400238037109375, 'больш': 11.623637199401855}","ды й думаў я не так, як крабіч, а наадварот: чым больш нармальных людзей ва ўладзе, тым лепш — яны павінны там быць.","{'ды': 10.219115257263184, 'й': 4.979687690734863, 'думаў': 2.7514400482177734, 'я': 0.1765270233154297, 'не': 0.014863967895507812, 'так,': 0.029144287109375, 'як': 0.047733306884765625, 'крабіч,': 23.003117561340332, 'а': 0.08222389221191406, 'наадварот:': 1.2866477966308594, 'чым': 0.04947662353515625, 'больш': 1.3976821899414062, 'нармальных': 0.40913963317871094, 'людзей': 0.016490936279296875, 'ва': 1.6971912384033203, 'ўладзе,': 3.65399169921875, 'тым': 0.004657745361328125, 'лепш': 0.3391456604003906, '—': 6.6736860275268555, 'яны': 0.07125473022460938, 'павінны': 1.2693557739257812, 'там': 0.24682044982910156, 'быць.': 0.7094917297363281}",чем больше,"{'чем': 7.283638954162598, 'больше': 5.240226745605469}","да и думал я не так, как крабич, а наоборот: чем больше нормальных людей во власти, тем лучше ― они обязаны там быть.","{'да': 2.8082504272460938, 'и': 0.6714763641357422, 'думал': 5.022976875305176, 'я': 0.3629751205444336, 'не': 0.003406524658203125, 'так,': 0.12720298767089844, 'как': 0.08705997467041016, 'крабич,': 22.48844337463379, 'а': 0.16773414611816406, 'наоборот:': 4.818376541137695, 'чем': 0.03213691711425781, 'больше': 0.06741905212402344, 'нормальных': 2.5937681198120117, 'людей': 0.058307647705078125, 'во': 0.8286361694335938, 'власти,': 0.31475830078125, 'тем': 0.008270263671875, 'лучше': 2.579660415649414, '―': 13.93760871887207, 'они': 0.3969554901123047, 'обязаны': 5.154596328735352, 'там': 0.13999557495117188, 'быть.': 0.8150272369384766}",чего больше,"{'чего': 8.338233947753906, 'больше': 9.719368934631348}","да и думал я не так, как крабич, а наоборот: чего больше нормальных людей во власти, тем лучше ― они обязаны там быть.","{'да': 2.735595703125, 'и': 0.6650199890136719, 'думал': 5.086370468139648, 'я': 0.3669290542602539, 'не': 0.0035495758056640625, 'так,': 0.13344955444335938, 'как': 0.07148933410644531, 'крабич,': 22.53566551208496, 'а': 0.15447425842285156, 'наоборот:': 4.205532073974609, 'чего': 12.646596908569336, 'больше': 0.3360710144042969, 'нормальных': 3.3098936080932617, 'людей': 0.05909156799316406, 'во': 1.0140323638916016, 'власти,': 0.23847579956054688, 'тем': 0.009534835815429688, 'лучше': 1.6654109954833984, '―': 13.84243392944336, 'они': 0.405029296875, 'обязаны': 4.832637786865234, 'там': 0.17911529541015625, 'быть.': 0.8286972045898438}"
але не,"{'але': 11.34284782409668, 'не': 9.599763870239258}",тыгр здольны лазіць (але не так добра).,"{'тыгр': 19.06612777709961, 'здольны': 3.7224693298339844, 'лазіць': 9.306979179382324, '(але': 7.6780924797058105, 'не': 0.8890581130981445, 'так': 0.6610527038574219, 'добра).': 4.892592430114746}",хотя и,"{'хотя': 7.3433661460876465, 'и': 6.409010410308838}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (хотя и не очень хорошо).","{'будучи': 6.066673278808594, 'всесторонне': 0.14214324951171875, 'развитым': 0.0040836334228515625, 'атлетом,': 3.3770008087158203, 'тигр': 9.461118698120117, 'может': 1.5022773742675781, 'взбираться': 0.9504718780517578, 'на': 0.0010852813720703125, 'деревья': 0.5362758636474609, '(хотя': 0.07288169860839844, 'и': 0.1929168701171875, 'не': 0.0024127960205078125, 'очень': 0.3485240936279297, 'хорошо).': 4.410948753356934}",алло не,"{'алло': 9.106900215148926, 'не': 10.932535171508789}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (алло не не очень хорошо).","{'будучи': 4.5570068359375, 'всесторонне': 0.19063377380371094, 'развитым': 0.009103775024414062, 'атлетом,': 4.162802696228027, 'тигр': 9.586320877075195, 'может': 1.3780441284179688, 'взбираться': 0.9606666564941406, 'на': 0.0021209716796875, 'деревья': 0.8737449645996094, '(алло': 12.04323959350586, 'не': 5.470098495483398, 'очень': 1.0498228073120117, 'хорошо).': 4.565823554992676}"
ад таго што,"{'ад': 7.338530540466309, 'таго': 10.545384407043457, 'што': 11.725366592407227}","прачнуўшыся ад таго, што мяне тармасіла лі-лі, я не мог зразумець, як яна тут, на трыбуне, мяне знайшла.","{'прачнуўшыся': 14.153246879577637, 'ад': 0.5986957550048828, 'таго,': 0.0016422271728515625, 'што': 0.1119537353515625, 'мяне': 0.01287078857421875, 'тармасіла': 19.06805992126465, 'лі-лі,': 12.580770492553711, 'я': 0.6442604064941406, 'не': 0.017553329467773438, 'мог': 0.20203781127929688, 'зразумець,': 0.07632064819335938, 'як': 0.08187484741210938, 'яна': 0.016599655151367188, 'тут,': 1.6017417907714844, 'на': 1.229013442993164, 'трыбуне,': 5.65544319152832, 'знайшла.': 0.5061092376708984}",оттого что,"{'оттого': 4.790770530700684, 'что': 0.6047239303588867}","проснувшись оттого, что меня тормошила ли-ли, я не мог понять, как она меня здесь, на трибуне, нашла.","{'проснувшись': 6.026422500610352, 'оттого,': 0.08610916137695312, 'что': 0.04624748229980469, 'меня': 0.0390167236328125, 'тормошила': 5.101993560791016, 'ли-ли,': 18.933815002441406, 'я': 1.9000072479248047, 'не': 0.03417205810546875, 'мог': 0.6235332489013672, 'понять,': 0.6795101165771484, 'как': 0.7378368377685547, 'она': 0.1450042724609375, 'здесь,': 1.9128837585449219, 'на': 0.11503028869628906, 'трибуне,': 3.834885597229004, 'нашла.': 0.6991424560546875}",от того почему,"{'от': 1.5207195281982422, 'того': 6.860511779785156, 'почему': 10.569398880004883}","проснувшись от того почему меня тормошила ли-ли, я не мог понять, как она меня здесь, на трибуне, нашла.","{'проснувшись': 4.4168548583984375, 'от': 0.4538078308105469, 'того': 1.4782142639160156, 'почему': 8.640101432800293, 'меня': 0.04419708251953125, 'тормошила': 5.761710166931152, 'ли-ли,': 19.16460609436035, 'я': 2.17806339263916, 'не': 0.030698776245117188, 'мог': 0.8586807250976562, 'понять,': 0.7102642059326172, 'как': 0.6865692138671875, 'она': 0.15233612060546875, 'здесь,': 2.0263309478759766, 'на': 0.12116432189941406, 'трибуне,': 3.649301528930664, 'нашла.': 0.6126613616943359}"
ды зусім,"{'ды': 12.648571014404297, 'зусім': 13.24638557434082}","ах, радзівон парфіравіч, ды зусім жа ён немаўля, яшчэ і сіротка!","{'ах,': 4.627708435058594, 'радзівон': 10.611365795135498, 'парфіравіч,': 28.357669830322266, 'ды': 4.062787055969238, 'зусім': 0.7812728881835938, 'жа': 0.5990333557128906, 'ён': 4.339466094970703, 'немаўля,': 13.151366233825684, 'яшчэ': 0.07564353942871094, 'і': 0.4921073913574219, 'сіротка!': 13.811548233032227}",да ведь,"{'да': 4.443419456481934, 'ведь': 8.961565971374512}","ах, родион порфирьевич, да ведь он младенец еще и сиротка!","{'ах,': 4.25894832611084, 'родион': 5.4434051513671875, 'порфирьевич,': 2.7505435943603516, 'да': 0.9583015441894531, 'ведь': 0.5091218948364258, 'он': 1.7352313995361328, 'младенец': 10.129995346069336, 'еще': 2.6160316467285156, 'и': 3.6106624603271484, 'сиротка!': 4.76823616027832}",да совсем,"{'да': 6.997471809387207, 'совсем': 11.097352981567383}","ах, родион порфирьевич, да совсем он младенец еще и сиротка!","{'ах,': 4.453024864196777, 'родион': 5.529384613037109, 'порфирьевич,': 2.6805505752563477, 'да': 1.063690185546875, 'совсем': 9.441221237182617, 'он': 2.2285213470458984, 'младенец': 5.401228904724121, 'еще': 3.3400306701660156, 'и': 4.271274566650391, 'сиротка!': 5.787631034851074}"
як мінімум,"{'як': 5.702186584472656, 'мінімум': 4.233460426330566}",у асобных краінах ці тыпах крам есць як мінімум адзін рэстаран з даступнымі цэнамі і без аніякіх фармальных патрабаванняў.,"{'у': 6.858797073364258, 'асобных': 0.6752529144287109, 'краінах': 2.066312789916992, 'ці': 1.2300834655761719, 'тыпах': 4.941654205322266, 'крам': 13.801762580871582, 'есць': 4.299676895141602, 'як': 0.019330978393554688, 'мінімум': 0.04699134826660156, 'адзін': 0.009855270385742188, 'рэстаран': 3.5714950561523438, 'з': 0.12373924255371094, 'даступнымі': 1.8316020965576172, 'цэнамі': 6.900983810424805, 'і': 0.47802162170410156, 'без': 0.015850067138671875, 'аніякіх': 3.1860084533691406, 'фармальных': 5.089681625366211, 'патрабаванняў.': 0.7823524475097656}",хотя бы,"{'хотя': 3.694448471069336, 'бы': 1.366776466369629}","в некоторых странах или внутри магазинов определенных форматов есть хотя бы один, зачастую довольно простой, ресторан с доступными ценами.","{'в': 4.005964279174805, 'некоторых': 0.96673583984375, 'странах': 2.536470413208008, 'или': 6.497188568115234, 'внутри': 3.216510772705078, 'магазинов': 3.878173828125, 'определенных': 3.810042381286621, 'форматов': 0.05360221862792969, 'есть': 0.212127685546875, 'хотя': 0.0065898895263671875, 'бы': 0.0012149810791015625, 'один,': 0.4422931671142578, 'зачастую': 3.461724281311035, 'довольно': 1.7587966918945312, 'простой,': 6.124829292297363, 'ресторан': 6.75732421875, 'с': 0.011920928955078125, 'доступными': 1.0171127319335938, 'ценами.': 0.2776374816894531}",тот минимум,"{'тот': 11.48432445526123, 'минимум': 13.358080863952637}","в некоторых странах или внутри магазинов определенных форматов есть тот минимум один, зачастую довольно простой, ресторан с доступными ценами.","{'в': 3.8769054412841797, 'некоторых': 0.9053211212158203, 'странах': 2.641636848449707, 'или': 6.683950424194336, 'внутри': 3.084540367126465, 'магазинов': 3.9397811889648438, 'определенных': 3.532975196838379, 'форматов': 0.052703857421875, 'есть': 0.49797534942626953, 'тот': 13.29073715209961, 'минимум': 5.977313995361328, 'один,': 2.132905960083008, 'зачастую': 3.300373077392578, 'довольно': 1.7966480255126953, 'простой,': 6.335116386413574, 'ресторан': 7.440959930419922, 'с': 0.012371063232421875, 'доступными': 1.072824478149414, 'ценами.': 0.26897239685058594}"
тым больш,"{'тым': 15.402609825134277, 'больш': 10.429201126098633}","пакуль яна была маленькая, мне таксама здавалася, што мы падобныя, тым больш пры такім знешнім падабенстве…","{'пакуль': 13.723852157592773, 'яна': 3.9956188201904297, 'была': 0.03906822204589844, 'маленькая,': 2.1428470611572266, 'мне': 1.6936988830566406, 'таксама': 1.8153152465820312, 'здавалася,': 2.4737281799316406, 'што': 3.2868452072143555, 'мы': 2.35897159576416, 'падобныя,': 5.939772605895996, 'тым': 1.131082534790039, 'больш': 5.61170768737793, 'пры': 8.146894454956055, 'такім': 5.094198226928711, 'знешнім': 4.239829063415527, 'падабенстве…': 27.236815452575684}",тем более,"{'тем': 4.175041198730469, 'более': 1.2729511260986328}","пока она была маленькой, мне и самому казалось, что мы похожи, тем более при таком внешнем сходстве.","{'пока': 6.19788932800293, 'она': 1.1347789764404297, 'была': 0.0052814483642578125, 'маленькой,': 3.238330841064453, 'мне': 0.029047012329101562, 'и': 0.07578277587890625, 'самому': 2.4075794219970703, 'казалось,': 0.10621452331542969, 'что': 0.026643753051757812, 'мы': 0.5511054992675781, 'похожи,': 4.32084846496582, 'тем': 0.0222625732421875, 'более': 0.008396148681640625, 'при': 0.011800765991210938, 'таком': 0.4150123596191406, 'внешнем': 0.10750198364257812, 'сходстве.': 0.2559165954589844}",тем больше,"{'тем': 6.54286003112793, 'больше': 4.987709999084473}","пока она была маленькой, мне и самому казалось, что мы похожи, тем больше при таком внешнем сходстве.","{'пока': 6.262784957885742, 'она': 1.1350231170654297, 'была': 0.0062313079833984375, 'маленькой,': 3.863933563232422, 'мне': 0.08419418334960938, 'и': 0.10240745544433594, 'самому': 2.67801570892334, 'казалось,': 0.20287322998046875, 'что': 0.19899368286132812, 'мы': 0.752532958984375, 'похожи,': 5.747425079345703, 'тем': 2.3127803802490234, 'больше': 8.51750659942627, 'при': 0.4606151580810547, 'таком': 0.8347530364990234, 'внешнем': 0.29003334045410156, 'сходстве.': 0.3111743927001953}"
