phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
в результаті,"{'в': 12.193912506103516, 'результаті': 19.70255470275879}","у 16 столітті в результаті зіткнень іспанських завойовників з групами корінних народів був створений парагвай, який раніше називався гігантською провінцією індійців.","{'у': 16.125158309936523, '16': 8.058979034423828, 'столітті': 32.14434766769409, 'в': 11.364236831665039, 'результаті': 18.70575189590454, 'зіткнень': 46.19923496246338, 'іспанських': 35.023338317871094, 'завойовників': 49.894102573394775, 'з': 11.42499828338623, 'групами': 26.45143222808838, 'корінних': 37.20773696899414, 'народів': 24.795578956604004, 'був': 21.660890579223633, 'створений': 35.885849475860596, 'парагвай,': 43.47377681732178, 'який': 22.215456008911133, 'раніше': 29.513131618499756, 'називався': 33.485896587371826, 'гігантською': 44.364423751831055}",в результате,"{'в': 11.927168846130371, 'результате': 13.139400482177734}","в xvi веке парагвай, который до этого называли огромной провинцией ост-индии, возник в результате столкновения испанских завоевателей с местными группами коренного населения.","{'в': 7.728693008422852, 'xvi': 18.677780151367188, 'веке': 9.46701717376709, 'парагвай,': 46.065635681152344, 'который': 22.33972930908203, 'до': 12.12954044342041, 'этого': 12.572677612304688, 'называли': 16.329448699951172, 'огромной': 12.560102462768555, 'провинцией': 26.836795806884766, 'ост-индии,': 66.11313247680664, 'возник': 21.76750946044922, 'результате': 21.55772590637207, 'столкновения': 16.049745559692383, 'испанских': 24.007112503051758, 'завоевателей': 28.08590030670166, 'с': 13.16619873046875, 'местными': 16.1038761138916, 'группами': 9.832701683044434, 'коренного': 32.10725784301758, 'населения.': 26.467400550842285}",в выводе,"{'в': 13.963500022888184, 'выводе': 29.293968200683594}","в xvi веке парагвай, который до этого называли огромной провинцией ост-индии, возник в выводе столкновения испанских завоевателей с местными группами коренного населения.","{'в': 8.518693923950195, 'xvi': 18.827844619750977, 'веке': 9.54845142364502, 'парагвай,': 46.26159143447876, 'который': 22.242517471313477, 'до': 12.203012466430664, 'этого': 12.836577415466309, 'называли': 16.54063606262207, 'огромной': 12.645587921142578, 'провинцией': 27.393383979797363, 'ост-индии,': 66.60912704467773, 'возник': 21.416772842407227, 'выводе': 32.43132972717285, 'столкновения': 12.781292915344238, 'испанских': 25.50405216217041, 'завоевателей': 28.825942993164062, 'с': 13.175783157348633, 'местными': 16.323793411254883, 'группами': 10.292790412902832, 'коренного': 32.47169303894043, 'населения.': 26.61839771270752}"
на світі,"{'на': 11.622499465942383, 'світі': 32.1950044631958}","перед сном вона обов'язково читала йому вголос, потім вони розмовляли про все на світі, поки останні слова не поринали в сон.","{'перед': 19.88224220275879, 'сном': 10.993855476379395, 'вона': 8.79178237915039, ""обов'язково"": 49.67897987365723, 'читала': 12.937431335449219, 'йому': 16.63876485824585, 'вголос,': 40.58708190917969, 'потім': 31.529863357543945, 'вони': 16.522905349731445, 'розмовляли': 30.728941917419434, 'про': 9.86783218383789, 'все': 7.96133279800415, 'на': 7.646499156951904, 'світі,': 50.79493570327759, 'поки': 14.868413925170898, 'останні': 26.054245948791504, 'слова': 11.522991180419922, 'не': 7.740159034729004, 'поринали': 34.28595161437988, 'в': 12.948111534118652, 'сон.': 26.785146713256836}",на свете,"{'на': 12.40104866027832, 'свете': 9.500141143798828}","перед сном она обязательно читала ему вслух, потом они разговаривали обо всем на свете, пока последние слова не ныряли в сон.","{'перед': 22.692068099975586, 'сном': 9.380788803100586, 'она': 6.166524887084961, 'обязательно': 16.100318908691406, 'читала': 14.850735664367676, 'ему': 10.698113441467285, 'вслух,': 20.39862060546875, 'потом': 17.766878128051758, 'они': 9.766376495361328, 'разговаривали': 17.39100456237793, 'обо': 12.714941024780273, 'всем': 13.694620132446289, 'на': 13.322015762329102, 'свете,': 28.07170009613037, 'пока': 16.18293571472168, 'последние': 12.702695846557617, 'слова': 12.212090492248535, 'не': 12.44727897644043, 'ныряли': 34.215763092041016, 'в': 13.467741966247559, 'сон.': 25.924097061157227}",на мире,"{'на': 11.371957778930664, 'мире': 6.683777809143066}","перед сном она обязательно читала ему вслух, потом они разговаривали обо всем на мире, пока последние слова не ныряли в сон.","{'перед': 22.722959518432617, 'сном': 9.474462509155273, 'она': 6.207145690917969, 'обязательно': 15.934057235717773, 'читала': 14.758234977722168, 'ему': 10.595854759216309, 'вслух,': 20.123677253723145, 'потом': 17.882646560668945, 'они': 9.55213451385498, 'разговаривали': 17.445877075195312, 'обо': 12.505305290222168, 'всем': 13.46668815612793, 'на': 14.010766983032227, 'мире,': 20.671201705932617, 'пока': 16.362018585205078, 'последние': 12.643523216247559, 'слова': 12.29245662689209, 'не': 12.433345794677734, 'ныряли': 34.3447265625, 'в': 13.204019546508789, 'сон.': 25.951542854309082}"
хіба що,"{'хіба': 32.63636589050293, 'що': 10.470818519592285}","хіба що «варену» (цей давній напій українців називали ще варенухою, варьохою).","{'хіба': 32.30906105041504, 'що': 11.180018424987793, '«варену»': 47.42757797241211, '(цей': 25.463915824890137, 'давній': 36.40016269683838, 'напій': 30.24594211578369, 'українців': 48.700589656829834, 'називали': 27.418564796447754, 'ще': 11.027883529663086, 'варенухою,': 44.9119930267334}",разве что,"{'разве': 17.692781448364258, 'что': 7.460960388183594}","разве что вареную (этот давний напиток украинцев называли еще варенухой, варехой).","{'разве': 20.68520164489746, 'что': 8.669198989868164, 'вареную': 30.598773956298828, '(этот': 35.68990516662598, 'давний': 11.390349388122559, 'напиток': 10.576714515686035, 'украинцев': 12.789682388305664, 'называли': 12.117417335510254, 'еще': 8.974103927612305, 'варенухой,': 46.2733154296875, 'варехой).': 49.94331741333008}",ошибка что,"{'ошибка': 30.764625549316406, 'что': 8.195673942565918}","ошибка что вареную (этот давний напиток украинцев называли еще варенухой, варехой).","{'ошибка': 34.1286563873291, 'что': 8.967517852783203, 'вареную': 27.100812911987305, '(этот': 35.605276107788086, 'давний': 11.177587509155273, 'напиток': 10.934198379516602, 'украинцев': 12.764981269836426, 'называли': 12.1383056640625, 'еще': 9.296308517456055, 'варенухой,': 47.201151847839355, 'варехой).': 50.06161308288574}"
в тому числі,"{'в': 12.366503715515137, 'тому': 11.655726432800293, 'числі': 30.82619571685791}","у результаті два види риб вимерли, а два інших виявилися під загрозою зникнення, в тому числі - горбатий головень.","{'у': 16.637554168701172, 'результаті': 19.986541271209717, 'два': 10.6861572265625, 'види': 14.310267448425293, 'риб': 16.12505578994751, 'вимерли,': 45.50562858581543}",в том числе,"{'в': 13.5700044631958, 'том': 10.391182899475098, 'числе': 15.556750297546387}","это привело к тому, что два вида рыб вымерли, а два других, в том числе горбатый голавль, попали под угрозу исчезновения.","{'это': 22.46289825439453, 'привело': 12.046890258789062, 'к': 9.802461624145508, 'тому,': 30.44093608856201, 'что': 18.25034523010254, 'два': 18.050373077392578, 'вида': 14.662384033203125, 'рыб': 13.08486557006836, 'вымерли,': 38.30020332336426}",в то число,"{'в': 12.80626106262207, 'то': 8.52788257598877, 'число': 11.857084274291992}","это привело к тому, что два вида рыб вымерли, а два других, в то число горбатый голавль, попали под угрозу исчезновения.","{'это': 22.27203369140625, 'привело': 11.85136604309082, 'к': 9.68281364440918, 'тому,': 30.237781524658203, 'что': 17.45604133605957, 'два': 17.81893539428711, 'вида': 14.404629707336426, 'рыб': 13.205574989318848, 'вымерли,': 38.46578502655029}"
як тільки,"{'як': 15.719815254211426, 'тільки': 31.811630249023438}","будьте певні, що як тільки ви дістанетесь марини, все буде достатньо очевидним. ви зустрінете інших човнових попутників і вони поділяться з вами своєю інформацією.","{'будьте': 19.167339324951172, 'певні,': 37.488861083984375, 'що': 8.568230628967285, 'як': 3.2565460205078125, 'тільки': 29.8156156539917, 'ви': 9.94061279296875, 'дістанетесь': 32.626914501190186, 'марини,': 30.575043201446533, 'все': 10.078243255615234, 'буде': 9.694154739379883, 'достатньо': 32.03025436401367, 'очевидним.': 32.947396755218506, 'зустрінете': 41.36719560623169, 'інших': 28.86915683746338, 'човнових': 39.27329874038696, 'попутників': 39.47177696228027, 'і': 15.322437286376953, 'вони': 10.212483406066895, 'поділяться': 33.08035182952881, 'з': 6.082584857940674, 'вами': 13.022876739501953}",как только,"{'как': 15.24917984008789, 'только': 5.157507419586182}","будьте уверены, как только вы доберетесь до причала, все станет вполне очевидно. вы встретите других лодочных автостопщиков, и они поделятся информацией с вам.","{'будьте': 22.49864959716797, 'уверены,': 19.44801092147827, 'как': 14.765777587890625, 'только': 12.384897232055664, 'вы': 16.092477798461914, 'доберетесь': 39.44532108306885, 'до': 15.1680326461792, 'причала,': 32.24851989746094, 'все': 17.010011672973633, 'станет': 16.15296173095703, 'вполне': 7.95573616027832, 'очевидно.': 27.720855712890625, 'встретите': 27.97171688079834, 'других': 15.249090194702148, 'лодочных': 24.8551025390625, 'автостопщиков,': 45.66950702667236, 'и': 14.445756912231445, 'они': 12.711845397949219, 'поделятся': 31.809664726257324, 'информацией': 13.650337219238281, 'с': 11.242488861083984, 'вам.': 22.673766136169434}",как просто,"{'как': 15.363170623779297, 'просто': 6.353593349456787}","будьте уверены, как просто вы доберетесь до причала, все станет вполне очевидно. вы встретите других лодочных автостопщиков, и они поделятся информацией с вам.","{'будьте': 22.44477653503418, 'уверены,': 19.296785354614258, 'как': 14.767648696899414, 'просто': 11.898685455322266, 'вы': 15.74820327758789, 'доберетесь': 38.92306995391846, 'до': 15.521553039550781, 'причала,': 32.19081401824951, 'все': 16.6350154876709, 'станет': 16.157699584960938, 'вполне': 7.8827667236328125, 'очевидно.': 27.523993492126465, 'встретите': 27.759572982788086, 'других': 15.254895210266113, 'лодочных': 24.788105964660645, 'автостопщиков,': 45.52496814727783, 'и': 14.358519554138184, 'они': 12.534838676452637, 'поделятся': 31.542573928833008, 'информацией': 13.641934394836426, 'с': 11.259429931640625, 'вам.': 22.630741119384766}"
а то й,{},"виросте й стане ледацюгою, сутяжником, а то й бандюгою.","{'виросте': 34.95069122314453, 'й': 13.04206657409668, 'стане': 19.755739212036133, 'ледацюгою,': 56.63382148742676, 'сутяжником,': 67.15286636352539}",а то и,{},"и неизвестно, кем станет, а вдруг — бездельником, иждивенцем, а то и ворюгой.","{'и': 21.27168083190918, 'неизвестно,': 19.94471549987793, 'кем': 18.909473419189453, 'станет,': 25.045090675354004}",а то да,{},"и неизвестно, кем станет, а вдруг — бездельником, иждивенцем, а то да ворюгой.","{'и': 21.269454956054688, 'неизвестно,': 19.964797973632812, 'кем': 18.59572982788086, 'станет,': 25.089454650878906}"
після того як,"{'після': 38.65804386138916, 'того': 8.09117317199707, 'як': 6.523439884185791}","після того як опір групи бухаріна було зламано, перегляду цього рішення ніщо не перешкоджало.","{'після': 37.66512966156006, 'того': 7.863729000091553, 'як': 6.4566216468811035, 'опір': 27.600764274597168, 'групи': 24.841350555419922, 'бухаріна': 36.361870765686035, 'було': 14.568076133728027, 'зламано,': 34.64458990097046, 'перегляду': 27.0786190032959, 'цього': 28.551462650299072, 'рішення': 39.739545822143555, 'ніщо': 28.105907440185547, 'не': 9.322114944458008, 'перешкоджало.': 57.09220027923584}",после того как,"{'после': 20.269067764282227, 'того': 5.280106067657471, 'как': 13.637388229370117}","после того, как сопротивление группы бухарина было сломано, пересмотру этого решения ничего не препятствовало.","{'после': 22.873653411865234, 'того,': 15.999899864196777, 'как': 15.574560165405273, 'сопротивление': 17.978321075439453, 'группы': 8.473775863647461, 'бухарина': 27.193157196044922, 'было': 6.3179731369018555, 'сломано,': 50.34963798522949, 'пересмотру': 50.44418144226074, 'этого': 14.954367637634277, 'решения': 13.472631454467773, 'ничего': 7.198731899261475, 'не': 11.226881980895996, 'препятствовало.': 50.07911491394043}",после того кто,"{'после': 20.645002365112305, 'того': 5.546624660491943, 'кто': 15.482088088989258}","после того кто сопротивление группы бухарина было сломано, пересмотру этого решения ничего не препятствовало.","{'после': 22.387386322021484, 'того': 4.560459613800049, 'кто': 15.842008590698242, 'сопротивление': 14.895803451538086, 'группы': 8.067286491394043, 'бухарина': 26.838908195495605, 'было': 6.118998050689697, 'сломано,': 50.39662742614746, 'пересмотру': 49.68499279022217, 'этого': 15.161636352539062, 'решения': 13.814847946166992, 'ничего': 7.13657283782959, 'не': 11.035636901855469, 'препятствовало.': 49.1445198059082}"
чим більше,"{'чим': 19.647897720336914, 'більше': 36.63208627700806}","хоча, чим більше часу проходить, тим очевидніше те, що багато хто добре розумів ще в наповнені космічною романтикою шістдесяті.","{'хоча,': 32.28404998779297, 'чим': 22.049697875976562, 'більше': 41.17252254486084, 'часу': 12.47632884979248, 'проходить,': 19.3434419631958, 'тим': 15.735437393188477, 'очевидніше': 41.137325286865234, 'те,': 14.755736351013184, 'що': 10.403560638427734, 'багато': 19.68632984161377, 'хто': 10.602773666381836, 'добре': 11.92770767211914, 'розумів': 33.023619174957275, 'ще': 13.861481666564941, 'в': 6.966970443725586, 'наповнені': 40.67644786834717, 'космічною': 40.63181686401367, 'романтикою': 27.326812744140625, 'шістдесяті.': 52.690579414367676}",чем больше,"{'чем': 17.135583877563477, 'больше': 5.937105655670166}","хотя, чем больше времени проходит, тем очевиднее, что многие хорошо понимали еще в наполненные космической романтикой шестидесятые.","{'хотя,': 30.656858444213867, 'чем': 18.04381561279297, 'больше': 15.922554016113281, 'времени': 13.02105712890625, 'проходит,': 21.529523849487305, 'тем': 16.290128707885742, 'очевиднее,': 41.64110088348389, 'что': 16.799922943115234, 'многие': 13.623862266540527, 'хорошо': 12.01176643371582, 'понимали': 13.302183151245117, 'еще': 7.772466659545898, 'в': 12.76652717590332, 'наполненные': 28.001561164855957, 'космической': 12.228215217590332, 'романтикой': 24.91200351715088, 'шестидесятые.': 39.195180892944336}",чего больше,"{'чего': 17.370346069335938, 'больше': 8.222766876220703}","хотя, чего больше времени проходит, тем очевиднее, что многие хорошо понимали еще в наполненные космической романтикой шестидесятые.","{'хотя,': 30.52752685546875, 'чего': 20.807863235473633, 'больше': 12.563258171081543, 'времени': 12.574520111083984, 'проходит,': 22.255473136901855, 'тем': 16.83788299560547, 'очевиднее,': 41.574769020080566, 'что': 17.100704193115234, 'многие': 13.725672721862793, 'хорошо': 12.13720989227295, 'понимали': 13.337813377380371, 'еще': 7.836803913116455, 'в': 12.737248420715332, 'наполненные': 28.307931900024414, 'космической': 12.189382553100586, 'романтикой': 24.9024600982666, 'шестидесятые.': 39.41562366485596}"
хоча і,"{'хоча': 21.37687397003174, 'і': 13.329729080200195}","тигр, як всебічно розвинутий атлет, може дертися вгору (хоча і не дуже вміло).","{'тигр,': 36.06158447265625, 'як': 12.621532440185547, 'всебічно': 44.699432373046875, 'розвинутий': 32.25821399688721, 'атлет,': 30.026037216186523, 'може': 15.099451065063477, 'дертися': 26.617607593536377, 'вгору': 34.34354877471924, '(хоча': 32.72565746307373, 'і': 13.0888032913208, 'не': 6.773189067840576, 'дуже': 20.280712127685547, 'вміло).': 57.15099906921387}",хотя и,"{'хотя': 15.918664932250977, 'и': 6.642208099365234}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (хотя и не очень хорошо).","{'будучи': 22.36250877380371, 'всесторонне': 24.736356735229492, 'развитым': 33.805487632751465, 'атлетом,': 42.058536529541016, 'тигр': 23.727079391479492, 'может': 7.776040077209473, 'взбираться': 26.361286163330078, 'на': 15.888313293457031, 'деревья': 18.669645309448242, '(хотя': 31.18310546875, 'и': 9.431480407714844, 'не': 13.745010375976562, 'очень': 11.421284675598145, 'хорошо).': 27.312313079833984}",хочет и,"{'хочет': 19.626794815063477, 'и': 8.196512222290039}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (хочет и не очень хорошо).","{'будучи': 22.391172409057617, 'всесторонне': 24.747502326965332, 'развитым': 33.89169883728027, 'атлетом,': 41.979336738586426, 'тигр': 23.507469177246094, 'может': 7.622147560119629, 'взбираться': 26.66148090362549, 'на': 15.993541717529297, 'деревья': 18.6501407623291, '(хочет': 31.885245323181152, 'и': 8.069879531860352, 'не': 15.382586479187012, 'очень': 11.2855806350708, 'хорошо).': 27.361370086669922}"
від того що,"{'від': 34.82853889465332, 'того': 13.471187591552734, 'що': 5.739584922790527}","дімка прокинувся від того, що хтось його шарпав і кричав.","{'дімка': 48.57686138153076, 'прокинувся': 45.17817783355713, 'від': 34.58811092376709, 'того,': 19.074795722961426, 'що': 12.789802551269531, 'хтось': 15.823594093322754, 'його': 13.210647583007812, 'шарпав': 25.385579109191895, 'і': 9.906037330627441, 'кричав.': 30.096773147583008}",оттого что,"{'оттого': 20.525278091430664, 'что': 7.402257442474365}","димка проснулся оттого, что кто-то его тормошил и кричал.","{'димка': 29.579035758972168, 'проснулся': 15.007513046264648, 'оттого,': 18.290595054626465, 'что': 14.088238716125488, 'кто-то': 33.94366931915283, 'его': 15.178413391113281, 'тормошил': 45.38663578033447, 'и': 10.331573486328125, 'кричал.': 31.775516510009766}",от того почему,"{'от': 17.351932525634766, 'того': 5.829220771789551, 'почему': 9.041900634765625}",димка проснулся от того почему кто-то его тормошил и кричал.,"{'димка': 29.299083709716797, 'проснулся': 13.814399719238281, 'от': 7.300625324249268, 'того': 12.815191268920898, 'почему': 17.449312210083008, 'кто-то': 30.360746383666992, 'его': 15.28844165802002, 'тормошил': 44.47788429260254, 'и': 10.42225456237793, 'кричал.': 31.57425594329834}"
але ж,"{'але': 17.52484130859375, 'ж': 7.093295097351074}","але ж і справді як добре!, - сказав він зненацька, ніби осяяний новою ідеєю.","{'але': 19.129375457763672, 'ж': 7.2133378982543945, 'і': 9.87588882446289, 'справді': 29.790063858032227, 'як': 8.111285209655762, 'добре!,': 21.179316520690918, '-': 8.638656616210938, 'сказав': 16.119712829589844, 'він': 24.541107654571533, 'зненацька,': 54.525047302246094, 'ніби': 34.20765781402588, 'осяяний': 31.281013011932373, 'новою': 22.205456256866455}",да ведь,"{'да': 14.770692825317383, 'ведь': 7.09964656829834}","да ведь как хорошо-то!, - cказал он вдруг, словно озаренный новой идеей.","{'да': 19.642295837402344, 'ведь': 5.625302791595459, 'как': 9.706113815307617, 'хорошо-то!,': 53.58360052108765, '-': 8.811250686645508, 'cказал': 44.36325931549072, 'он': 13.07726764678955, 'вдруг,': 20.18599796295166, 'словно': 17.66579246520996, 'озаренный': 30.859262466430664, 'новой': 12.722240447998047, 'идеей.': 21.328838348388672}",но же,"{'но': 14.68529987335205, 'же': 9.972959518432617}","но же как хорошо-то!, - cказал он вдруг, словно озаренный новой идеей.","{'но': 19.635717391967773, 'же': 7.4776201248168945, 'как': 11.605730056762695, 'хорошо-то!,': 52.746909618377686, '-': 8.735076904296875, 'cказал': 44.08852291107178, 'он': 13.256144523620605, 'вдруг,': 20.071115970611572, 'словно': 17.593353271484375, 'озаренный': 31.103055953979492, 'новой': 12.626036643981934, 'идеей.': 21.524813652038574}"
хоча б,"{'хоча': 21.05013656616211, 'б': 10.734468460083008}","злочин визнається вчиненим на території україни, якщо його виконавець або хоча б один із співучасників діяв на території україни.",{'злочин': 27.536494255065918},хотя бы,"{'хотя': 16.041473388671875, 'бы': 3.3224687576293945}","преступление признается совершенным на территории украины, если его исполнитель или хотя бы один из соучастников действовал на территории украины.","{'преступление': 32.08981513977051, 'признается': 13.435129165649414, 'совершенным': 28.99977207183838, 'на': 8.994415283203125, 'территории': 18.720977783203125, 'украины,': 23.129549980163574, 'если': 15.658584594726562, 'его': 12.344783782958984, 'исполнитель': 17.221969604492188, 'или': 10.787668228149414, 'хотя': 13.516363143920898, 'бы': 10.990032196044922, 'один': 13.646894454956055, 'из': 11.230640411376953, 'соучастников': 33.59370136260986, 'действовал': 17.57779312133789, 'украины.': 26.85321617126465}",хочет бы,"{'хочет': 19.566783905029297, 'бы': 4.400845050811768}","преступление признается совершенным на территории украины, если его исполнитель или хочет бы один из соучастников действовал на территории украины.","{'преступление': 32.36519432067871, 'признается': 13.401725769042969, 'совершенным': 29.519805908203125, 'на': 7.947004318237305, 'территории': 19.28349494934082, 'украины,': 22.895204067230225, 'если': 15.58813190460205, 'его': 12.431730270385742, 'исполнитель': 17.976694107055664, 'или': 10.680511474609375, 'хочет': 14.617401123046875, 'бы': 7.014122009277344, 'один': 13.774097442626953, 'из': 10.113916397094727, 'соучастников': 33.11710834503174, 'действовал': 18.133281707763672, 'украины.': 26.327495574951172}"
тим більше,"{'тим': 18.087953567504883, 'більше': 36.52342414855957}","цікаво послухати, а тим більше дати і свою «безцінну» пораду сзр.","{'цікаво': 50.39176368713379, 'послухати,': 44.36560297012329}",тем более,"{'тем': 16.326351165771484, 'более': 4.109603404998779}","интересно послушать, а тем более дать и свой «бесценный» совет свр.","{'интересно': 23.32149314880371, 'послушать,': 17.92199420928955}",тем больше,"{'тем': 16.566574096679688, 'больше': 5.600728988647461}","интересно послушать, а тем больше дать и свой «бесценный» совет свр.","{'интересно': 23.414966583251953, 'послушать,': 18.40751075744629}"
перш ніж,"{'перш': 20.97734260559082, 'ніж': 25.33235263824463}","однак, цю проблему дуже важко вирішити, і пройде багато років, перш ніж ми станемо свідками будівництва придатних термоядерних реакторів.","{'однак,': 37.53045845031738, 'цю': 19.92349147796631, 'проблему': 18.92751693725586, 'дуже': 17.899832725524902, 'важко': 24.611266136169434, 'вирішити,': 50.02726888656616, 'і': 12.392422676086426, 'пройде': 20.507644653320312, 'багато': 23.99844455718994, 'років,': 41.19468307495117, 'перш': 22.68909740447998, 'ніж': 26.549936771392822, 'ми': 12.986489295959473, 'станемо': 28.12166929244995, 'свідками': 36.99805784225464, 'будівництва': 61.47959661483765, 'придатних': 34.874643325805664, 'термоядерних': 45.75582408905029, 'реакторів.': 56.645766258239746}",прежде чем,"{'прежде': 18.265226364135742, 'чем': 8.372329711914062}","тем не менее, это серьезная проблема, и ее нужно решить. пройдет много времени, прежде чем будут построены полезные термоядерные реакторы.","{'тем': 20.138227462768555, 'не': 5.241360664367676, 'менее,': 30.10457706451416, 'это': 14.072879791259766, 'серьезная': 17.45074462890625, 'проблема,': 17.829354286193848, 'и': 14.047811508178711, 'ее': 13.510045051574707, 'нужно': 10.528600692749023, 'решить.': 25.08728790283203, 'пройдет': 13.877386093139648, 'много': 7.026447296142578, 'времени,': 24.03734016418457, 'прежде': 16.607769012451172, 'чем': 14.387761116027832, 'будут': 15.717090606689453, 'построены': 14.176989555358887, 'полезные': 9.444375991821289, 'термоядерные': 46.015902519226074, 'реакторы.': 44.287620544433594}",прежде нежели,"{'прежде': 17.540098190307617, 'нежели': 10.004971504211426}","тем не менее, это серьезная проблема, и ее нужно решить. пройдет много времени, прежде нежели будут построены полезные термоядерные реакторы.","{'тем': 20.13018798828125, 'не': 5.199420928955078, 'менее,': 29.937935829162598, 'это': 14.130273818969727, 'серьезная': 17.395912170410156, 'проблема,': 17.783696174621582, 'и': 14.013215065002441, 'ее': 13.482154846191406, 'нужно': 10.64382266998291, 'решить.': 25.047158241271973, 'пройдет': 13.948040008544922, 'много': 7.048887252807617, 'времени,': 23.915030479431152, 'прежде': 18.208572387695312, 'нежели': 13.467761993408203, 'будут': 12.273660659790039, 'построены': 14.286608695983887, 'полезные': 9.376157760620117, 'термоядерные': 45.58370018005371, 'реакторы.': 43.94829559326172}"
за чутками,"{'за': 15.188602447509766, 'чутками': 22.41099739074707}","а те, що клуб, за чутками, кришує губернатор, теж особливого резонансу не викликало — нічого іншого від губернатора, в принципі, й не чекали.",{},по слухам,"{'по': 14.010026931762695, 'слухам': 12.364026069641113}","а то, что клуб, по слухам, крышует губернатор, тоже особого резонанса не вызывало – ничего другого от губернатора, в принципе, и не ждали.",{},за слухами,"{'за': 13.573246002197266, 'слухами': 26.89019775390625}","а то, что клуб, за слухами, крышует губернатор, тоже особого резонанса не вызывало – ничего другого от губернатора, в принципе, и не ждали.",{}
таким чином,"{'таким': 19.381269454956055, 'чином': 22.992526054382324}","таким чином, не треба було виходити з палацика у ті святочні дні, коли муситься трапезувати під відкритим небом.","{'таким': 19.693592071533203, 'чином,': 29.704915046691895, 'не': 9.184563636779785, 'треба': 19.783273696899414, 'було': 12.354280471801758, 'виходити': 23.136037826538086, 'з': 7.879569053649902, 'палацика': 28.59726858139038, 'у': 9.529029846191406, 'ті': 20.166377067565918, 'святочні': 29.55403184890747, 'дні,': 32.715392112731934, 'коли': 11.062418937683105, 'муситься': 24.407296180725098, 'трапезувати': 34.45740795135498, 'під': 26.35201358795166, 'відкритим': 51.953246116638184, 'небом.': 18.406283378601074}",таким образом,"{'таким': 18.9197998046875, 'образом': 7.038293361663818}","таким образом, не нужно было выходить из особняка в те праздничные дни, когда требовалось трапезничать под открытым небом.","{'таким': 23.67264175415039, 'образом,': 19.241069793701172, 'не': 15.544870376586914, 'нужно': 11.87405776977539, 'было': 7.81123161315918, 'выходить': 16.105512619018555, 'из': 12.221835136413574, 'особняка': 20.176864624023438, 'в': 9.479686737060547, 'те': 14.015124320983887, 'праздничные': 24.682771682739258, 'дни,': 21.72197151184082, 'когда': 17.57793426513672, 'требовалось': 16.78940773010254, 'трапезничать': 37.24419021606445, 'под': 13.031967163085938, 'открытым': 14.428817749023438, 'небом.': 19.069963455200195}",таким способом,"{'таким': 18.930675506591797, 'способом': 8.082084655761719}","таким способом, не нужно было выходить из особняка в те праздничные дни, когда требовалось трапезничать под открытым небом.","{'таким': 23.621313095092773, 'способом,': 15.082769393920898, 'не': 14.865439414978027, 'нужно': 11.682758331298828, 'было': 7.774384498596191, 'выходить': 15.851408958435059, 'из': 12.295365333557129, 'особняка': 20.21407127380371, 'в': 9.570028305053711, 'те': 14.007730484008789, 'праздничные': 24.835588455200195, 'дни,': 21.763893127441406, 'когда': 17.601821899414062, 'требовалось': 16.72797203063965, 'трапезничать': 36.98909950256348, 'под': 13.028167724609375, 'открытым': 14.363133430480957, 'небом.': 18.934090614318848}"
в будь-якому випадку,"{'в': 12.673852920532227, 'будь-якому': 50.89652919769287, 'випадку': 36.8073673248291}","що ж, доживемо до понеділка, хоча і він не обіцяє нам спокою, в будь-якому випадку, в телевізійному просторі.","{'що': 18.557025909423828, 'ж,': 15.881882667541504, 'доживемо': 37.22959232330322, 'до': 9.879361152648926, 'понеділка,': 54.24119806289673, 'хоча': 24.82621669769287, 'і': 10.914183616638184, 'він': 23.026538848876953, 'не': 13.018508911132812}",во всяком случае,"{'во': 17.337289810180664, 'всяком': 8.492134094238281, 'случае': 10.18502140045166}","что ж, доживем до понедельника, хотя и он не сулит нам покоя, во всяком случае, в телевизионном пространстве.","{'что': 19.95439910888672, 'ж,': 15.89139175415039, 'доживем': 31.798919677734375, 'до': 10.880210876464844, 'понедельника,': 28.581079483032227, 'хотя': 21.413558959960938, 'и': 10.365821838378906, 'он': 13.492774963378906, 'не': 10.375690460205078, 'сулит': 35.886277198791504, 'нам': 12.680727005004883, 'покоя,': 24.8624324798584, 'во': 19.596803665161133, 'всяком': 15.219337463378906, 'случае,': 25.353485107421875, 'в': 18.7618408203125, 'телевизионном': 34.9283390045166, 'пространстве.': 31.48165988922119}",в каком-либо случае,"{'в': 14.630841255187988, 'каком-либо': 38.905625343322754, 'случае': 10.638089179992676}","что ж, доживем до понедельника, хотя и он не сулит нам покоя, в каком-либо случае, в телевизионном пространстве.","{'что': 19.954322814941406, 'ж,': 16.310714721679688, 'доживем': 31.951821327209473, 'до': 11.158135414123535, 'понедельника,': 28.756757736206055, 'хотя': 21.250308990478516, 'и': 10.658149719238281, 'он': 13.369386672973633, 'не': 10.414873123168945, 'сулит': 36.31963062286377, 'нам': 12.99797248840332, 'покоя,': 24.57724094390869, 'в': 18.083253860473633, 'каком-либо': 44.76095008850098, 'случае,': 22.1884822845459, 'телевизионном': 35.2384090423584, 'пространстве.': 31.39411163330078}"
