phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
у выніку,"{'у': 0.0, 'выніку': 25.532305240631104}",сікхізм уяўляе сабой рэлігію што паходзіць з індыйскага субкантынента. яна зявілася ў 15 стагоддзі ў рэгіене пенджаб у выніку ўзнікнення ў індуізме розных сектанцкіх груп.,"{'сікхізм': 29.73279094696045, 'уяўляе': 19.598039627075195, 'сабой': 9.62777328491211, 'рэлігію': 21.075063705444336, 'што': 7.917985916137695, 'паходзіць': 10.260941505432129, 'з': 2.6574039459228516, 'індыйскага': 29.043219566345215, 'субкантынента.': 36.804609298706055, 'яна': 11.160945892333984, 'зявілася': 10.862733840942383, 'ў': 2.581605911254883, '15': 9.520084381103516, 'стагоддзі': 15.124062538146973, 'рэгіене': 19.610889434814453, 'пенджаб': 17.906777381896973, 'у': 7.213780403137207, 'выніку': 13.06024169921875, 'ўзнікнення': 19.75165557861328, 'індуізме': 23.85359811782837, 'розных': 10.217587947845459, 'сектанцкіх': 21.215330123901367, 'груп.': 6.857053756713867}",в результате,"{'в': 0.0, 'результате': 6.368995666503906}",сикхизм — это религия зародившаяся на индийском субконтиненте в регионе пенджаб в xv веке в результате сектантского раскола внутри индуизма.,"{'сикхизм': 14.890397548675537, '—': 3.550368309020996, 'это': 1.242116928100586, 'религия': 6.209931373596191, 'зародившаяся': 10.636078834533691, 'на': 2.218454360961914, 'индийском': 7.723539352416992, 'субконтиненте': 8.482540130615234, 'в': 4.156288146972656, 'регионе': 6.908860206604004, 'пенджаб': 11.662958145141602, 'xv': 15.082448959350586, 'веке': 3.988750457763672, 'результате': 1.7512245178222656, 'сектантского': 8.943126678466797, 'раскола': 4.335350036621094, 'внутри': 5.805591583251953, 'индуизма.': 4.753952980041504}",в выводе,"{'в': 0.0, 'выводе': 12.207422256469727}",сикхизм — это религия зародившаяся на индийском субконтиненте в регионе пенджаб в xv веке в выводе сектантского раскола внутри индуизма.,"{'сикхизм': 14.890397548675537, '—': 3.550368309020996, 'это': 1.242116928100586, 'религия': 6.209931373596191, 'зародившаяся': 10.636078834533691, 'на': 2.218454360961914, 'индийском': 7.723539352416992, 'субконтиненте': 8.482540130615234, 'в': 4.156288146972656, 'регионе': 6.908860206604004, 'пенджаб': 11.662958145141602, 'xv': 15.082448959350586, 'веке': 3.988750457763672, 'выводе': 17.509843826293945, 'сектантского': 12.693248748779297, 'раскола': 9.167945861816406, 'внутри': 6.304656028747559, 'индуизма.': 4.038558006286621}"
на свеце,"{'на': 0.0, 'свеце': 15.478034973144531}","ведаеш, наташанька, я самая шчаслівая жанчына на свеце, калі ў мяне есць такі муж.","{'ведаеш,': 16.081886768341064, 'наташанька,': 25.903531074523926, 'я': 3.8796510696411133, 'самая': 9.561477661132812, 'шчаслівая': 28.60029172897339, 'жанчына': 11.45621109008789, 'на': 3.5184497833251953, 'свеце,': 10.23452377319336, 'калі': 5.434449195861816, 'ў': 3.091970443725586, 'мяне': 5.088884353637695, 'есць': 7.721195220947266, 'такі': 6.502337455749512, 'муж.': 14.205520629882812}",на свете,"{'на': 0.0, 'свете': 8.567519187927246}","знаешь, наташенька, я самая счастливая женщина на свете, раз у меня есть такой муж.","{'знаешь,': 4.284205436706543, 'наташенька,': 17.655153274536133, 'я': 2.2592430114746094, 'самая': 9.359992027282715, 'счастливая': 2.7418975830078125, 'женщина': 1.034658432006836, 'на': 0.7229652404785156, 'свете,': 1.68701171875, 'раз': 7.372661590576172, 'у': 2.4158248901367188, 'меня': 0.32543182373046875, 'есть': 1.4767589569091797, 'такой': 2.577688217163086, 'муж.': 2.724752426147461}",на мире,"{'на': 0.0, 'мире': 9.927130699157715}","знаешь, наташенька, я самая счастливая женщина на мире, раз у меня есть такой муж.","{'знаешь,': 4.284205436706543, 'наташенька,': 17.655153274536133, 'я': 2.2592430114746094, 'самая': 9.359992027282715, 'счастливая': 2.7418975830078125, 'женщина': 1.034658432006836, 'на': 0.7229652404785156, 'мире,': 10.823135375976562, 'раз': 7.445326805114746, 'у': 2.3550519943237305, 'меня': 0.3592662811279297, 'есть': 1.5314388275146484, 'такой': 2.4982547760009766, 'муж.': 2.818391799926758}"
хіба толькі,"{'хіба': 16.01607322692871, 'толькі': 10.504088878631592}","хіба толькі хітрыць будзе, паказваючы, нібы яму тужліва","{'хіба': 16.016075134277344, 'толькі': 10.50408935546875, 'хітрыць': 18.135380744934082, 'будзе,': 9.31545639038086, 'паказваючы,': 18.217429161071777, 'нібы': 6.812658309936523, 'яму': 7.365973472595215, 'тужліва': 18.471757888793945}",разве что,"{'разве': 5.091723442077637, 'что': 2.5607805252075195}","разве что хитрить будет, показывая, будто ему тоскливо","{'разве': 5.091723442077637, 'что': 2.560779571533203, 'хитрить': 15.796992301940918, 'будет,': 7.611103057861328, 'показывая,': 11.220192909240723, 'будто': 5.432867050170898, 'ему': 3.9744033813476562, 'тоскливо': 10.516275405883789}",ошибка только,"{'ошибка': 10.227865219116211, 'только': 7.514081954956055}","ошибка только хитрить будет, показывая, будто ему тоскливо","{'ошибка': 10.227865219116211, 'только': 7.514081954956055, 'хитрить': 16.28364658355713, 'будет,': 5.724534034729004, 'показывая,': 11.260826110839844, 'будто': 5.62908935546875, 'ему': 4.126980781555176, 'тоскливо': 10.898294448852539}"
у тым ліку,"{'у': 0.0, 'тым': 16.736981868743896, 'ліку': 16.569897651672363}","шмат млекакормячых з'явілася на галапагосах з моманту прыбыцця туды чалавека, у тым ліку коз, коней, кароў, катоў, сабак і пацукоў.","{'шмат': 8.473858833312988, 'млекакормячых': 48.50023889541626, ""з'явілася"": 21.35460376739502, 'на': 3.5081615447998047, 'галапагосах': 27.137889862060547, 'з': 3.67828369140625, 'моманту': 14.48135757446289, 'прыбыцця': 21.04326343536377, 'туды': 9.895609855651855, 'чалавека,': 11.999246597290039, 'у': 3.977118492126465, 'тым': 7.162936210632324, 'ліку': 8.906754493713379, 'коз,': 18.320594787597656, 'коней,': 11.119325637817383, 'кароў,': 14.509419441223145, 'катоў,': 9.837050437927246, 'сабак': 10.372610092163086, 'і': 2.238964080810547, 'пацукоў.': 19.39655113220215}",в том числе,"{'в': 0.0, 'том': 5.117299556732178, 'числе': 1.214756965637207}","с момента прибытия человека на галапагосские острова было завезено много млекопитающих, в том числе коз, лошадей, коров, крыс, кошек и собак.","{'с': 0.0, 'момента': 9.416666030883789, 'прибытия': 5.532367706298828, 'человека': 6.161749839782715, 'на': 1.7708244323730469, 'галапагосские': 19.283143043518066, 'острова': 0.1592578887939453, 'было': 5.61918830871582, 'завезено': 9.78172492980957, 'много': 4.2963972091674805, 'млекопитающих,': 11.353574752807617, 'в': 1.9537582397460938, 'том': 0.1963672637939453, 'числе': 0.0001220703125, 'коз,': 7.879886627197266, 'лошадей,': 3.4714393615722656, 'коров,': 3.8191299438476562, 'крыс,': 6.993640899658203, 'кошек': 4.580465316772461, 'и': 1.1291656494140625, 'собак.': 1.6576147079467773}",в том количестве,"{'в': 0.0, 'том': 5.117299556732178, 'количестве': 7.287493705749512}","с момента прибытия человека на галапагосские острова было завезено много млекопитающих, в том количестве коз, лошадей, коров, крыс, кошек и собак.","{'с': 0.0, 'момента': 9.416666030883789, 'прибытия': 5.532367706298828, 'человека': 6.161749839782715, 'на': 1.7708244323730469, 'галапагосские': 19.283143043518066, 'острова': 0.1592578887939453, 'было': 5.61918830871582, 'завезено': 9.78172492980957, 'много': 4.2963972091674805, 'млекопитающих,': 11.353574752807617, 'в': 1.9537582397460938, 'том': 0.1963672637939453, 'количестве': 11.794013977050781, 'коз,': 13.721484184265137, 'лошадей,': 3.2777843475341797, 'коров,': 3.6034908294677734, 'крыс,': 7.07872200012207, 'кошек': 4.6125640869140625, 'и': 1.10894775390625, 'собак.': 2.0298328399658203}"
як толькі,"{'як': 0.0, 'толькі': 14.436432838439941}","можаце быць упэўнены, што, як толькі вы трапіце на прыстань ці прычал, усе стане відавочна.","{'можаце': 17.19539165496826, 'быць': 12.421412467956543, 'упэўнены,': 14.24473762512207, 'што,': 8.145953178405762, 'як': 2.25620174407959, 'толькі': 4.522981643676758, 'вы': 5.698683738708496, 'трапіце': 11.783945083618164, 'на': 4.134906768798828, 'прыстань': 14.161742687225342, 'ці': 6.420044898986816, 'прычал,': 20.04390811920166, 'усе': 6.481459617614746, 'стане': 9.886509895324707, 'відавочна.': 21.008573532104492}",как только,"{'как': 0.0, 'только': 5.33924674987793}","будьте уверены, как только вы доберетесь до причала, все станет вполне очевидно.","{'будьте': 2.3506641387939453, 'уверены,': 4.243504524230957, 'как': 5.581067085266113, 'только': 2.8028364181518555, 'вы': 1.737417221069336, 'доберетесь': 5.842881202697754, 'до': 0.1919879913330078, 'причала,': 8.823375701904297, 'все': 4.192197799682617, 'станет': 4.282769203186035, 'вполне': 6.672578811645508, 'очевидно.': 3.54962158203125}",как просто,"{'как': 0.0, 'просто': 7.013625621795654}","будьте уверены, как просто вы доберетесь до причала, все станет вполне очевидно.","{'будьте': 2.3506641387939453, 'уверены,': 4.243504524230957, 'как': 5.581067085266113, 'просто': 7.269748687744141, 'вы': 3.0359106063842773, 'доберетесь': 9.07948923110962, 'до': 0.489593505859375, 'причала,': 10.755477905273438, 'все': 5.957101821899414, 'станет': 5.881288528442383, 'вполне': 7.05645751953125, 'очевидно.': 3.704340934753418}"
а то і,"{'а': 0.0, 'то': 5.763572692871094, 'і': 12.412822723388672}","яна не верыць мне і думае, што яе пакараюць не так, як мяне, а то і апраўдаюць: яна ж баранілася.","{'яна': 5.707156181335449, 'не': 4.472406387329102, 'верыць': 24.705583572387695, 'мне': 5.766671180725098, 'і': 1.1923084259033203, 'думае,': 11.47270679473877, 'што': 0.7136135101318359, 'яе': 6.822831153869629, 'пакараюць': 18.631205558776855, 'так,': 5.94699764251709, 'як': 0.4677238464355469, 'мяне,': 7.570435523986816, 'а': 1.5294198989868164, 'то': 3.979140281677246, 'апраўдаюць:': 23.206753730773926, 'ж': 4.512458801269531, 'баранілася.': 25.213189125061035}",а то и,"{'а': 0.0, 'то': 5.763572692871094, 'и': 3.093158721923828}","она не верит мне и думает, что ее покарают не так, как меня, а то и оправдают: ведь она защищалась.","{'она': 1.8603553771972656, 'не': 6.111842155456543, 'верит': 7.398548603057861, 'мне': 5.223533630371094, 'и': 1.1192150115966797, 'думает,': 5.527580261230469, 'что': 0.08633995056152344, 'ее': 5.850693702697754, 'покарают': 11.53493595123291, 'так,': 5.453665733337402, 'как': 0.07648468017578125, 'меня,': 4.414104461669922, 'а': 1.9795293807983398, 'то': 3.911670684814453, 'оправдают:': 15.240884780883789, 'ведь': 3.112429618835449, 'защищалась.': 13.627677917480469}",а то да,"{'а': 0.0, 'то': 5.763572692871094, 'да': 5.320529937744141}","она не верит мне и думает, что ее покарают не так, как меня, а то да оправдают: ведь она защищалась.","{'она': 2.015467643737793, 'не': 6.111842155456543, 'верит': 7.398548603057861, 'мне': 5.223533630371094, 'и': 2.908329963684082, 'думает,': 5.527580261230469, 'что': 0.08633995056152344, 'ее': 5.850693702697754, 'покарают': 11.53493595123291, 'так,': 5.453665733337402, 'как': 0.07648468017578125, 'меня,': 4.414104461669922, 'а': 1.9795293807983398, 'то': 3.911670684814453, 'да': 9.060066223144531, 'оправдают:': 16.297123908996582, 'ведь': 3.2414846420288086, 'защищалась.': 13.367166519165039}"
пасля таго як,"{'пасля': 6.321929931640625, 'таго': 15.585077285766602, 'як': 6.024959564208984}","згодна з паведамленнем ўладаў штата агая, супраць лекара дзіцячай бальніцы горада пітсбурга, штат пенсільванія, будуць выстаўлены абвінавачванні ў забойстве пры абцяжваючых абставінах, пасля таго, як у сераду яе маці знайшлі мертвай у яе машыне.","{'згодна': 12.956756591796875, 'з': 5.062216758728027, 'паведамленнем': 26.51041030883789, 'ўладаў': 16.08897829055786, 'штата': 13.432738304138184, 'агая,': 20.85258674621582, 'супраць': 10.474403381347656, 'лекара': 19.184417724609375, 'дзіцячай': 18.956488609313965, 'бальніцы': 14.533559799194336, 'горада': 13.709305763244629, 'пітсбурга,': 32.121724128723145, 'штат': 10.186025619506836, 'пенсільванія,': 30.18578052520752, 'будуць': 10.259296417236328, 'выстаўлены': 12.923521041870117, 'абвінавачванні': 30.486434936523438, 'ў': 3.343273162841797, 'забойстве': 17.76156997680664, 'пры': 6.11729621887207, 'абцяжваючых': 25.485487937927246, 'абставінах,': 17.810940742492676, 'пасля': 7.061389923095703, 'таго,': 6.211555480957031, 'як': 0.5371627807617188, 'у': 4.971807479858398, 'сераду': 15.209077835083008, 'яе': 5.956887245178223, 'маці': 9.163171768188477, 'знайшлі': 9.517531394958496, 'мертвай': 18.904571533203125, 'машыне.': 12.166742324829102}",после того как,"{'после': 0.0, 'того': 2.466825485229492, 'как': 1.051839828491211}","обвинение в убийстве при отягчающих обстоятельствах будет предъявлено врачу, которая работала в детской больнице питтсбурга, пенсильвания, после того как в среду ее мать нашли мертвой в багажнике ее автомобиля.","{'обвинение': 8.967999458312988, 'в': 0.7610569000244141, 'убийстве': 3.212489128112793, 'при': 5.7756571769714355, 'отягчающих': 5.925772666931152, 'обстоятельствах': 0.09586143493652344, 'будет': 5.7931413650512695, 'предъявлено': 2.814427375793457, 'врачу,': 10.205269813537598, 'которая': 5.257932662963867, 'работала': 5.416508674621582, 'детской': 6.1103105545043945, 'больнице': 0.5809478759765625, 'питтсбурга,': 19.015487670898438, 'пенсильвания,': 21.963278770446777, 'после': 5.649472236633301, 'того': 1.282181739807129, 'как': 0.3607330322265625, 'среду': 5.5275421142578125, 'ее': 3.6613235473632812, 'мать': 5.167001724243164, 'нашли': 8.758255958557129, 'мертвой': 0.41219139099121094, 'багажнике': 5.394725799560547, 'автомобиля.': 1.2611751556396484}",после того кто,"{'после': 0.0, 'того': 2.466825485229492, 'кто': 9.232780456542969}","обвинение в убийстве при отягчающих обстоятельствах будет предъявлено врачу, которая работала в детской больнице питтсбурга, пенсильвания, после того кто в среду ее мать нашли мертвой в багажнике ее автомобиля.","{'обвинение': 8.967999458312988, 'в': 1.3225898742675781, 'убийстве': 3.212489128112793, 'при': 5.7756571769714355, 'отягчающих': 5.925772666931152, 'обстоятельствах': 0.09586143493652344, 'будет': 5.7931413650512695, 'предъявлено': 2.814427375793457, 'врачу,': 10.205269813537598, 'которая': 5.257932662963867, 'работала': 5.416508674621582, 'детской': 6.1103105545043945, 'больнице': 0.5809478759765625, 'питтсбурга,': 19.015487670898438, 'пенсильвания,': 21.963278770446777, 'после': 5.649472236633301, 'того': 1.282181739807129, 'кто': 11.251734733581543, 'среду': 7.414665222167969, 'ее': 3.223876953125, 'мать': 9.265249252319336, 'нашли': 8.399909973144531, 'мертвой': 0.5830974578857422, 'багажнике': 4.967020034790039, 'автомобиля.': 1.2803802490234375}"
чым больш,"{'чым': 7.2878241539001465, 'больш': 11.108016967773438}","ды й думаў я не так, як крабіч, а наадварот: чым больш нармальных людзей ва ўладзе, тым лепш — яны павінны там быць.","{'ды': 0.0, 'й': 11.007476806640625, 'думаў': 18.744627952575684, 'я': 4.205573081970215, 'не': 6.607793807983398, 'так,': 4.501709938049316, 'як': 1.0906448364257812, 'крабіч,': 21.461214065551758, 'а': 1.3605318069458008, 'наадварот:': 20.869580268859863, 'чым': 7.506467819213867, 'больш': 6.239707946777344, 'нармальных': 17.60137176513672, 'людзей': 5.889270782470703, 'ва': 6.378852844238281, 'ўладзе,': 11.533007621765137, 'тым': 9.70349407196045, 'лепш': 9.7529296875, '—': 4.938178062438965, 'яны': 6.029687881469727, 'павінны': 10.08642292022705, 'там': 7.036388397216797, 'быць.': 8.716981887817383}",чем больше,"{'чем': 0.0, 'больше': 6.1804656982421875}","да и думал я не так, как крабич, а наоборот: чем больше нормальных людей во власти, тем лучше ― они обязаны там быть.","{'да': 0.0, 'и': 3.2351322174072266, 'думал': 9.267619132995605, 'я': 4.899296760559082, 'не': 4.268088340759277, 'так,': 5.343164443969727, 'как': 0.7233715057373047, 'крабич,': 28.86584758758545, 'а': 2.348236083984375, 'наоборот:': 7.570676803588867, 'чем': 6.193310737609863, 'больше': 1.1873931884765625, 'нормальных': 10.659112930297852, 'людей': 1.0015287399291992, 'во': 5.605341911315918, 'власти,': 3.0210838317871094, 'тем': 0.03174781799316406, 'лучше': 1.798171043395996, '―': 12.883142471313477, 'они': 4.48130989074707, 'обязаны': 7.759278297424316, 'там': 7.189115524291992, 'быть.': 1.9796600341796875}",чего больше,"{'чего': 0.0, 'больше': 7.2640228271484375}","да и думал я не так, как крабич, а наоборот: чего больше нормальных людей во власти, тем лучше ― они обязаны там быть.","{'да': 0.0, 'и': 3.2351322174072266, 'думал': 9.267619132995605, 'я': 4.899296760559082, 'не': 4.268088340759277, 'так,': 5.343164443969727, 'как': 0.7233715057373047, 'крабич,': 28.86584758758545, 'а': 2.348236083984375, 'наоборот:': 7.570676803588867, 'чего': 7.523146152496338, 'больше': 4.098967552185059, 'нормальных': 11.748029708862305, 'людей': 1.146315574645996, 'во': 5.510174751281738, 'власти,': 4.403995513916016, 'тем': 1.657231330871582, 'лучше': 2.199542999267578, '―': 12.54755973815918, 'они': 4.611275672912598, 'обязаны': 8.928107261657715, 'там': 6.969618797302246, 'быть.': 2.0511045455932617}"
але не,"{'але': 0.0, 'не': 4.967148780822754}",тыгр здольны лазіць (але не так добра).,"{'тыгр': 11.413166046142578, 'здольны': 22.097801208496094, 'лазіць': 15.869586944580078, '(але': 16.795952796936035, 'не': 5.418107032775879, 'так': 4.813187599182129, 'добра).': 10.763026237487793}",хотя и,"{'хотя': 0.0, 'и': 3.2921504974365234}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (хотя и не очень хорошо).","{'будучи': 9.19355583190918, 'всесторонне': 11.183353424072266, 'развитым': 1.3548469543457031, 'атлетом,': 9.87934398651123, 'тигр': 13.278773307800293, 'может': 3.339143753051758, 'взбираться': 9.599903106689453, 'на': 0.43496131896972656, 'деревья': 2.380128860473633, '(хотя': 10.35009479522705, 'и': 2.0324153900146484, 'не': 1.3227338790893555, 'очень': 2.9068870544433594, 'хорошо).': 6.18782901763916}",алло не,"{'алло': 6.740045547485352, 'не': 4.490063667297363}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (алло не не очень хорошо).","{'будучи': 9.19355583190918, 'всесторонне': 11.183353424072266, 'развитым': 1.3548469543457031, 'атлетом,': 9.87934398651123, 'тигр': 13.278773307800293, 'может': 3.339143753051758, 'взбираться': 9.599903106689453, 'на': 0.43496131896972656, 'деревья': 2.380128860473633, '(алло': 22.174890518188477, 'не': 6.506468296051025, 'очень': 6.1509809494018555, 'хорошо).': 6.117702484130859}"
ад таго што,"{'ад': 0.0, 'таго': 18.132654666900635, 'што': 5.846188545227051}","прачнуўшыся ад таго, што мяне тармасіла лі-лі, я не мог зразумець, як яна тут, на трыбуне, мяне знайшла.","{'прачнуўшыся': 27.354448318481445, 'ад': 3.9150257110595703, 'таго,': 5.937111854553223, 'што': 0.7253570556640625, 'мяне': 6.042038917541504, 'тармасіла': 23.127613067626953, 'лі-лі,': 19.888221740722656, 'я': 2.697298049926758, 'не': 4.989328384399414, 'мог': 4.254701614379883, 'зразумець,': 12.599617958068848, 'як': 2.2790908813476562, 'яна': 5.63134765625, 'тут,': 9.166586875915527, 'на': 2.9165897369384766, 'трыбуне,': 19.242919445037842, 'знайшла.': 8.85162353515625}",оттого что,"{'оттого': 6.98393440246582, 'что': 2.14984130859375}","проснувшись оттого, что меня тормошила ли-ли, я не мог понять, как она меня здесь, на трибуне, нашла.","{'проснувшись': 5.909036636352539, 'оттого,': 8.371254920959473, 'что': 0.03249168395996094, 'меня': 3.401517868041992, 'тормошила': 10.306116104125977, 'ли-ли,': 22.606294631958008, 'я': 0.9429035186767578, 'не': 3.526352882385254, 'мог': 2.9525623321533203, 'понять,': 3.2502851486206055, 'как': 2.375473976135254, 'она': 2.831493377685547, 'здесь,': 12.098190307617188, 'на': 2.166707992553711, 'трибуне,': 9.858695983886719, 'нашла.': 2.9287261962890625}",от того почему,"{'от': 0.0, 'того': 6.534159183502197, 'почему': 8.035041809082031}","проснувшись от того почему меня тормошила ли-ли, я не мог понять, как она меня здесь, на трибуне, нашла.","{'проснувшись': 5.909036636352539, 'от': 3.464252471923828, 'того': 4.0966339111328125, 'почему': 9.236742973327637, 'меня': 3.2380619049072266, 'тормошила': 12.862711906433105, 'ли-ли,': 21.052047729492188, 'я': 1.4857397079467773, 'не': 3.3716297149658203, 'мог': 2.7466373443603516, 'понять,': 3.9981298446655273, 'как': 2.640623092651367, 'она': 2.990414619445801, 'здесь,': 12.144439697265625, 'на': 2.403347969055176, 'трибуне,': 9.853931427001953, 'нашла.': 3.382779121398926}"
ды зусім,"{'ды': 0.0, 'зусім': 16.903729915618896}","ах, радзівон парфіравіч, ды зусім жа ён немаўля, яшчэ і сіротка!","{'ах,': 1.9081792831420898, 'радзівон': 32.88236331939697, 'парфіравіч,': 35.985257148742676, 'ды': 9.232275009155273, 'зусім': 8.987692832946777, 'жа': 7.066864967346191, 'ён': 11.239991188049316, 'немаўля,': 23.34162712097168, 'яшчэ': 5.712886810302734, 'і': 2.938566207885742, 'сіротка!': 21.044475555419922}",да ведь,"{'да': 0.0, 'ведь': 8.586395263671875}","ах, родион порфирьевич, да ведь он младенец еще и сиротка!","{'ах,': 1.9081792831420898, 'родион': 15.948762893676758, 'порфирьевич,': 27.36312484741211, 'да': 4.904500961303711, 'ведь': 5.076693534851074, 'он': 2.8423500061035156, 'младенец': 9.48939323425293, 'еще': 5.215449333190918, 'и': 3.5976715087890625, 'сиротка!': 10.583622932434082}",да совсем,"{'да': 0.0, 'совсем': 9.165064811706543}","ах, родион порфирьевич, да совсем он младенец еще и сиротка!","{'ах,': 1.9081792831420898, 'родион': 15.948762893676758, 'порфирьевич,': 27.36312484741211, 'да': 4.904500961303711, 'совсем': 9.25221061706543, 'он': 4.6616058349609375, 'младенец': 10.068684577941895, 'еще': 5.767051696777344, 'и': 4.148835182189941, 'сиротка!': 11.420093536376953}"
як мінімум,"{'як': 0.0, 'мінімум': 19.66757106781006}",у асобных краінах ці тыпах крам есць як мінімум адзін рэстаран з даступнымі цэнамі і без аніякіх фармальных патрабаванняў.,"{'у': 0.0, 'асобных': 23.650378227233887, 'краінах': 19.451255798339844, 'ці': 7.689707279205322, 'тыпах': 26.533279418945312, 'крам': 12.902472496032715, 'есць': 13.629841804504395, 'як': 5.552031517028809, 'мінімум': 10.303421020507812, 'адзін': 9.316431999206543, 'рэстаран': 16.864489555358887, 'з': 5.797740936279297, 'даступнымі': 18.23479652404785, 'цэнамі': 18.65531063079834, 'і': 3.4253807067871094, 'без': 5.657359600067139, 'аніякіх': 19.552130699157715, 'фармальных': 16.658248901367188, 'патрабаванняў.': 26.104424953460693}",хотя бы,"{'хотя': 0.0, 'бы': 2.4869699478149414}","в некоторых странах или внутри магазинов определенных форматов есть хотя бы один, зачастую довольно простой, ресторан с доступными ценами.","{'в': 0.0, 'некоторых': 8.013257026672363, 'странах': 3.1067419052124023, 'или': 7.589954853057861, 'внутри': 7.084564208984375, 'магазинов': 10.282562255859375, 'определенных': 9.309192657470703, 'форматов': 5.945615768432617, 'есть': 6.627228260040283, 'хотя': 9.074380874633789, 'бы': 0.03759574890136719, 'один,': 4.852752685546875, 'зачастую': 9.666899681091309, 'довольно': 4.58333683013916, 'простой,': 5.625406265258789, 'ресторан': 9.792230606079102, 'с': 2.9527063369750977, 'доступными': 7.2171630859375, 'ценами.': 0.9026088714599609}",тот минимум,"{'тот': 0.0, 'минимум': 10.96794319152832}","в некоторых странах или внутри магазинов определенных форматов есть тот минимум один, зачастую довольно простой, ресторан с доступными ценами.","{'в': 0.0, 'некоторых': 8.013257026672363, 'странах': 3.1067419052124023, 'или': 7.589954853057861, 'внутри': 7.084564208984375, 'магазинов': 10.282562255859375, 'определенных': 9.309192657470703, 'форматов': 5.945615768432617, 'есть': 6.627228260040283, 'тот': 8.627570152282715, 'минимум': 5.867183685302734, 'один,': 9.455952644348145, 'зачастую': 11.537317276000977, 'довольно': 5.357635498046875, 'простой,': 5.711942672729492, 'ресторан': 12.373968124389648, 'с': 3.7860774993896484, 'доступными': 7.511566162109375, 'ценами.': 1.2708845138549805}"
тым больш,"{'тым': 0.0, 'больш': 11.490494728088379}","пакуль яна была маленькая, мне таксама здавалася, што мы падобныя, тым больш пры такім знешнім падабенстве…","{'пакуль': 7.722011566162109, 'яна': 15.272098541259766, 'была': 5.954730987548828, 'маленькая,': 8.949633598327637, 'мне': 6.012724876403809, 'таксама': 18.775702476501465, 'здавалася,': 18.303497791290283, 'што': 6.171300411224365, 'мы': 5.190303802490234, 'падобныя,': 17.217883110046387, 'тым': 9.859869003295898, 'больш': 4.645081520080566, 'пры': 8.307485580444336, 'такім': 11.627132415771484, 'знешнім': 17.50982427597046, 'падабенстве…': 33.079993724823}",тем более,"{'тем': 0.0, 'более': 5.150486946105957}","пока она была маленькой, мне и самому казалось, что мы похожи, тем более при таком внешнем сходстве.","{'пока': 0.0, 'она': 4.830707550048828, 'была': 3.317196846008301, 'маленькой,': 6.541955947875977, 'мне': 5.236614227294922, 'и': 4.320398330688477, 'самому': 4.461709022521973, 'казалось,': 3.714599609375, 'что': 0.08521842956542969, 'мы': 3.915938377380371, 'похожи,': 7.027133941650391, 'тем': 6.841954231262207, 'более': 0.48576927185058594, 'при': 7.1997528076171875, 'таком': 2.168450355529785, 'внешнем': 5.7498626708984375, 'сходстве.': 2.321841239929199}",тем больше,"{'тем': 0.0, 'больше': 5.776460647583008}","пока она была маленькой, мне и самому казалось, что мы похожи, тем больше при таком внешнем сходстве.","{'пока': 0.0, 'она': 4.830707550048828, 'была': 3.317196846008301, 'маленькой,': 6.541955947875977, 'мне': 5.236614227294922, 'и': 4.320398330688477, 'самому': 4.461709022521973, 'казалось,': 3.714599609375, 'что': 0.08521842956542969, 'мы': 3.915938377380371, 'похожи,': 7.027133941650391, 'тем': 6.841954231262207, 'больше': 3.190153121948242, 'при': 7.278199195861816, 'таком': 6.877474784851074, 'внешнем': 5.616920471191406, 'сходстве.': 2.844270706176758}"
