phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
v důsledku,"{'v': 0.0, 'dusledku': 35.35045051574707}",artemidin chrám v efesu byl zničen 21. července 356 př.n.l. v důsledku žhářství spáchaného herostratem.,"{'artemidin': 18.98788356781006, 'chram': 17.433669090270996, 'v': 4.317566871643066, 'efesu': 20.084736824035645, 'byl': 11.83366870880127, 'znicen': 20.82790756225586, '21.': 13.0084867477417, 'cervence': 23.254403591156006, '356': 10.853754043579102, 'pr.n.l.': 27.278326511383057, 'dusledku': 27.235377311706543, 'zharstvi': 22.854470252990723, 'spachaneho': 29.962862014770508, 'herostratem.': 30.14791965484619}",в результате,"{'в': 0.0, 'результате': 6.368995666503906}","храм артемиды в эфесе был разрушен 21 июля 356 года до н. э. в результате акта поджога, совершенного геростратом.","{'храм': 3.388193130493164, 'артемиды': 21.145527839660645, 'в': 3.037989616394043, 'эфесе': 10.489330291748047, 'был': 6.164134979248047, 'разрушен': 4.039790153503418, '21': 9.66758918762207, 'июля': 2.9260787963867188, '356': 7.786744117736816, 'года': 0.5749263763427734, 'до': 0.7256298065185547, 'н.': 0.2716255187988281, 'э.': 0.6851692199707031, 'результате': 0.6769847869873047, 'акта': 6.906974792480469, 'поджога,': 12.346479415893555, 'совершенного': 2.941495895385742, 'геростратом.': 16.868749618530273}",в последствии,"{'в': 0.0, 'последствии': 11.428101539611816}","храм артемиды в эфесе был разрушен 21 июля 356 года до н. э. в последствии акта поджога, совершенного геростратом.","{'храм': 3.388193130493164, 'артемиды': 21.145527839660645, 'в': 3.037989616394043, 'эфесе': 10.489330291748047, 'был': 6.164134979248047, 'разрушен': 4.039790153503418, '21': 9.66758918762207, 'июля': 2.9260787963867188, '356': 7.786744117736816, 'года': 0.5749263763427734, 'до': 0.7256298065185547, 'н.': 0.2716255187988281, 'э.': 0.6851692199707031, 'последствии': 12.901851654052734, 'акта': 9.406091690063477, 'поджога,': 11.824335098266602, 'совершенного': 4.991115570068359, 'геростратом.': 16.730632781982422}"
na světě,"{'na': 0.0, 'svete': 15.511923789978027}","neexistuje na světě hrdina, jenž by nebyl někomu ukraden, a není země, která by původně nebyla někoho jiného.","{'neexistuje': 23.56261157989502, 'na': 6.097107887268066, 'svete': 11.166813850402832, 'hrdina,': 25.658663749694824, 'jenz': 16.518587112426758, 'by': 5.784699440002441, 'nebyl': 16.158414840698242, 'nekomu': 18.067251205444336, 'ukraden,': 22.141590118408203, 'a': 3.792631149291992, 'neni': 11.221782684326172, 'zeme,': 14.605705261230469, 'ktera': 14.307764053344727, 'puvodne': 25.089564323425293, 'nebyla': 10.746206283569336, 'nekoho': 17.144657135009766, 'jineho.': 22.963603973388672}",на свете,"{'на': 0.0, 'свете': 8.567519187927246}","нет на свете героя, которого бы кто-нибудь у кого-нибудь да не украл, и нет страны, которая прежде не принадлежала бы кому-то другому.","{'нет': 5.983889579772949, 'на': 4.064949989318848, 'свете': 6.239436149597168, 'героя,': 9.692179679870605, 'которого': 3.1114416122436523, 'бы': 0.3784980773925781, 'кто-нибудь': 7.71651554107666, 'у': 6.8884782791137695, 'кого-нибудь': 5.635705947875977, 'да': 6.668787002563477, 'не': 1.2081031799316406, 'украл,': 5.402431488037109, 'и': 2.173539161682129, 'страны,': 9.255840301513672, 'которая': 1.9894390106201172, 'прежде': 9.415595054626465, 'принадлежала': 5.10645866394043, 'кому-то': 8.105237007141113, 'другому.': 2.3102455139160156}",на свет,"{'на': 0.0, 'свет': 8.070737838745117}","нет на свет героя, которого бы кто-нибудь у кого-нибудь да не украл, и нет страны, которая прежде не принадлежала бы кому-то другому.","{'нет': 6.423051834106445, 'на': 4.064949989318848, 'свет': 6.184305191040039, 'героя,': 11.57738208770752, 'которого': 3.6974830627441406, 'бы': 0.4539299011230469, 'кто-нибудь': 8.277325630187988, 'у': 7.074324607849121, 'кого-нибудь': 5.694599151611328, 'да': 6.763490676879883, 'не': 1.3863706588745117, 'украл,': 5.566667556762695, 'и': 2.1919097900390625, 'страны,': 10.105432510375977, 'которая': 1.9834442138671875, 'прежде': 9.742258071899414, 'принадлежала': 5.460498809814453, 'кому-то': 7.678302764892578, 'другому.': 2.465118408203125}"
snad jen,"{'snad': 10.482039451599121, 'jen': 17.024391174316406}",kdo tohle ví? řekl nakladatel. snad jen vítr.,"{'kdo': 10.073823928833008, 'tohle': 22.5056095123291, 'vi?': 15.382786750793457, 'rekl': 13.48486328125, 'nakladatel.': 34.248698234558105, 'snad': 14.343010902404785, 'jen': 11.557317733764648, 'vitr.': 18.308731079101562}",разве что,"{'разве': 5.091723442077637, 'что': 2.5607805252075195}",кто знает? разве что ветер…,"{'кто': 0.0, 'знает?': 7.615793228149414, 'разве': 9.983732223510742, 'что': 2.519534111022949, 'ветер…': 13.399045944213867}",может просто,"{'может': 0.0, 'просто': 6.092761993408203}",кто знает? может просто ветер…,"{'кто': 0.0, 'знает?': 7.615793228149414, 'может': 7.501434326171875, 'просто': 5.064383506774902, 'ветер…': 14.821735382080078}"
z toho,"{'z': 0.0, 'toho': 22.74643087387085}","chlapec ukryl více než 600 poštovních dokumentů, z toho 429 novoročních přání,","{'chlapec': 16.643455505371094, 'ukryl': 21.79505443572998, 'vice': 14.597994804382324, 'nez': 14.569472312927246, '600': 13.64864730834961, 'postovnich': 25.530916213989258, 'dokumentu,': 16.113776206970215, 'z': 4.355655670166016, 'toho': 18.426488876342773, '429': 14.218684196472168, 'novorocnich': 28.081852436065674, 'prani,': 16.150299072265625}",в том числе,"{'в': 0.0, 'том': 5.117299556732178, 'числе': 1.214756965637207}","этот мальчик спрятал более 600 почтовых документов, в том числе 429 новогодние открытки, которые не были доставлены получателям, для которых они предназначались.","{'этот': 4.8408379554748535, 'мальчик': 5.912263870239258, 'спрятал': 9.637975692749023, 'более': 9.623172760009766, '600': 5.579734802246094, 'почтовых': 8.734179496765137, 'документов,': 9.295138359069824, 'в': 2.6855573654174805, 'том': 0.43900299072265625, 'числе': 0.0007190704345703125, '429': 12.688568115234375, 'новогодние': 12.766768455505371, 'открытки,': 2.3288660049438477, 'которые': 3.6893529891967773, 'не': 4.122589111328125, 'были': 2.093954086303711, 'доставлены': 2.967291831970215, 'получателям,': 9.759087562561035, 'для': 6.599330902099609, 'которых': 3.666712760925293, 'они': 2.010106086730957, 'предназначались.': 4.3209028244018555}",с того,"{'с': 0.0, 'того': 7.043889999389648}","этот мальчик спрятал более 600 почтовых документов, с того 429 новогодние открытки, которые не были доставлены получателям, для которых они предназначались.","{'этот': 4.8408379554748535, 'мальчик': 5.912263870239258, 'спрятал': 9.637975692749023, 'более': 9.623172760009766, '600': 5.579734802246094, 'почтовых': 8.734179496765137, 'документов,': 9.295138359069824, 'с': 5.290928840637207, 'того': 6.332013130187988, '429': 19.35431671142578, 'новогодние': 13.744537353515625, 'открытки,': 3.219233512878418, 'которые': 3.079376220703125, 'не': 4.123538970947266, 'были': 2.4958953857421875, 'доставлены': 3.117452621459961, 'получателям,': 9.627859115600586, 'для': 6.70018196105957, 'которых': 4.065130233764648, 'они': 2.0484752655029297, 'предназначались.': 4.67436408996582}"
co nejrychleji,"{'co': 0.0, 'nejrychleji': 46.4237003326416}",co nejrychleji přijdeme.,"{'co': 0.0, 'nejrychleji': 46.4237003326416, 'prijdeme.': 24.067197799682617}",как только,"{'как': 0.0, 'только': 5.33924674987793}","придем, как только сможем.","{'придем,': 10.895087242126465, 'как': 4.0149736404418945, 'только': 2.573789596557617, 'сможем.': 4.52964973449707}",что рыхлый,"{'что': 0.0, 'рыхлый': 14.137324333190918}","придем, что рыхлый сможем.","{'придем,': 10.895087242126465, 'что': 4.111581802368164, 'рыхлый': 15.985501289367676, 'сможем.': 18.215210914611816}"
dokonce i,"{'dokonce': 21.431129455566406, 'i': 10.545914649963379}","ještě před půl stoletím bylo na takové dobývání třeba věnovat mnoho času (i týdny, dokonce i měsíce!).","{'jeste': 10.157316207885742, 'pred': 9.643218994140625, 'pul': 15.46925163269043, 'stoletim': 28.33644199371338, 'bylo': 18.37775707244873, 'na': 5.404134750366211, 'takove': 24.694190979003906, 'dobyvani': 27.203246116638184, 'treba': 19.686561584472656, 'venovat': 18.303611755371094, 'mnoho': 22.165242195129395, 'casu': 12.203376770019531, '(i': 9.130367279052734, 'tydny,': 27.637993812561035, 'dokonce': 17.94533061981201, 'i': 4.633210182189941, 'mesice!).': 26.58776569366455}",а то и,"{'а': 0.0, 'то': 5.763572692871094, 'и': 3.093158721923828}","еще полвека назад для такого завоевания требовалась уйма времени (недели, а то и месяцы! ).","{'еще': 0.0, 'полвека': 10.999475002288818, 'назад': 0.7662324905395508, 'для': 6.064979076385498, 'такого': 6.114469528198242, 'завоевания': 9.634916305541992, 'требовалась': 7.576776504516602, 'уйма': 6.884084701538086, 'времени': 0.9581947326660156, '(недели,': 16.74578285217285, 'а': 2.6788501739501953, 'то': 0.22209930419921875, 'и': 0.004817962646484375, 'месяцы!': 7.119411468505859, ').': 5.265300750732422}",до конца и ,"{'до': 0.0, 'конца': 5.447835922241211, 'и': 4.27492618560791}","еще полвека назад для такого завоевания требовалась уйма времени (недели, до конца и  месяцы! ).","{'еще': 0.0, 'полвека': 10.999475002288818, 'назад': 0.7662324905395508, 'для': 6.064979076385498, 'такого': 6.114469528198242, 'завоевания': 9.634916305541992, 'требовалась': 7.576776504516602, 'уйма': 6.884084701538086, 'времени': 0.9581947326660156, '(недели,': 16.74578285217285, 'до': 8.198444366455078, 'конца': 4.720266342163086, 'и': 5.791159629821777, 'месяцы!': 18.207951545715332, ').': 4.816210746765137}"
potom co,"{'potom': 8.376022338867188, 'co': 11.285333633422852}","zaslechl vrzání pantů asi přes čtyři střechy nedlouho potom, co jeho přítel odešel.","{'zaslechl': 26.04127025604248, 'vrzani': 23.27362632751465, 'pantu': 17.600764274597168, 'asi': 9.020590782165527, 'pres': 10.177778244018555, 'ctyri': 19.87209129333496, 'strechy': 18.990418434143066, 'nedlouho': 26.420639991760254, 'potom,': 14.185193061828613, 'co': 5.759099960327148, 'jeho': 16.949280738830566, 'pritel': 15.330851554870605, 'odesel.': 23.624004364013672}",после того как,"{'после': 0.0, 'того': 2.466825485229492, 'как': 1.051839828491211}","чердачник услышал скрип оконных петель на одной из соседних крыш ― было это вскоре после того, как друг его удалился.","{'чердачник': 11.449888229370117, 'услышал': 11.60461139678955, 'скрип': 4.425292015075684, 'оконных': 9.623720169067383, 'петель': 3.752239227294922, 'на': 4.873996734619141, 'одной': 5.825483322143555, 'из': 0.059284210205078125, 'соседних': 4.798456192016602, 'крыш': 5.294895172119141, '―': 13.297414779663086, 'было': 6.494098663330078, 'это': 5.372769355773926, 'вскоре': 6.1335954666137695, 'после': 0.023227691650390625, 'того,': 1.2900400161743164, 'как': 0.00498199462890625, 'друг': 10.221301078796387, 'его': 2.9121551513671875, 'удалился.': 8.991753578186035}",потом что,"{'потом': 0.0, 'что': 4.865699768066406}",чердачник услышал скрип оконных петель на одной из соседних крыш ― было это вскоре потом что друг его удалился.,"{'чердачник': 11.449888229370117, 'услышал': 11.60461139678955, 'скрип': 4.425292015075684, 'оконных': 9.623720169067383, 'петель': 3.752239227294922, 'на': 4.873996734619141, 'одной': 5.825483322143555, 'из': 0.059284210205078125, 'соседних': 4.798456192016602, 'крыш': 5.294895172119141, '―': 13.297414779663086, 'было': 6.494098663330078, 'это': 5.372769355773926, 'вскоре': 6.1335954666137695, 'потом': 10.143457412719727, 'что': 10.821548461914062, 'друг': 11.852445602416992, 'его': 3.7984466552734375, 'удалился.': 11.600404739379883}"
čím více,"{'cim': 6.072458267211914, 'vice': 15.00985336303711}","čím více a rychleji se nato bude rozšiřovat, tím rychleji zmizí v archivu","{'cim': 6.0724592208862305, 'vice': 15.009858131408691, 'a': 7.537832260131836, 'rychleji': 9.03581714630127, 'se': 5.68433952331543, 'nato': 12.263813018798828, 'bude': 9.901702880859375, 'rozsirovat,': 29.460104942321777, 'tim': 9.284186363220215, 'zmizi': 16.788113594055176, 'v': 3.708165168762207, 'archivu': 16.361900329589844}",чем больше,"{'чем': 0.0, 'больше': 6.1804656982421875}","чем больше и быстрее нато будет расширяться, тем быстрее исчезнет в архивах, и тогда многие из нас будут спать спокойнее.","{'чем': 0.0, 'больше': 6.180464744567871, 'и': 2.2190628051757812, 'быстрее': 2.0194454193115234, 'нато': 12.085694313049316, 'будет': 9.893326759338379, 'расширяться,': 10.205069541931152, 'тем': 2.6474361419677734, 'исчезнет': 6.061287879943848, 'в': 5.2567853927612305, 'архивах,': 14.251416206359863, 'тогда': 3.2649660110473633, 'многие': 6.370296001434326, 'из': 3.297856330871582, 'нас': 1.8012504577636719, 'будут': 2.036524772644043, 'спать': 7.406684875488281, 'спокойнее.': 4.918924331665039}",чем выше,"{'чем': 0.0, 'выше': 7.911713123321533}","чем выше и быстрее нато будет расширяться, тем быстрее исчезнет в архивах, и тогда многие из нас будут спать спокойнее.","{'чем': 0.0, 'выше': 7.911712646484375, 'и': 2.283712387084961, 'быстрее': 1.8293733596801758, 'нато': 13.138567924499512, 'будет': 9.91325569152832, 'расширяться,': 10.376306533813477, 'тем': 3.3922252655029297, 'исчезнет': 6.238620758056641, 'в': 5.311107635498047, 'архивах,': 14.67996883392334, 'тогда': 3.377896308898926, 'многие': 6.599411964416504, 'из': 3.4151134490966797, 'нас': 1.856689453125, 'будут': 1.9899520874023438, 'спать': 7.339469909667969, 'спокойнее.': 5.0544586181640625}"
i když,"{'i': 0.0, 'kdyz': 22.44669246673584}","tygr dokáže šplhat (i když ne dobře), plavat, skákat na velké vzdálenosti.","{'tygr': 8.359384536743164, 'dokaze': 27.589552879333496, 'splhat': 21.850300788879395, '(i': 10.394442558288574, 'kdyz': 19.986580848693848, 'ne': 6.537633895874023, 'dobre),': 16.795101165771484, 'plavat,': 19.157828330993652, 'skakat': 14.82913875579834, 'na': 4.9855241775512695, 'velke': 13.64046573638916, 'vzdalenosti.': 29.409591674804688}",хотя и,"{'хотя': 0.0, 'и': 3.2921504974365234}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (хотя и не очень хорошо), плавать, прыгать на большие расстояния и тянуть с силой пяти крепких человек.","{'будучи': 9.19355583190918, 'всесторонне': 11.183353424072266, 'развитым': 1.3548469543457031, 'атлетом,': 9.87934398651123, 'тигр': 13.278773307800293, 'может': 3.339143753051758, 'взбираться': 9.599903106689453, 'на': 2.8020172119140625, 'деревья': 2.380128860473633, '(хотя': 10.35009479522705, 'и': 1.6945819854736328, 'не': 1.3227338790893555, 'очень': 2.9068870544433594, 'хорошо),': 5.344969749450684, 'плавать,': 6.207392692565918, 'прыгать': 1.6340045928955078, 'большие': 5.144016265869141, 'расстояния': 0.7187538146972656, 'тянуть': 8.941734313964844, 'с': 5.239469528198242, 'силой': 7.145153045654297, 'пяти': 9.03280258178711, 'крепких': 10.785375595092773, 'человек.': 6.438169479370117}",и где же,"{'и': 0.0, 'где': 7.330374240875244, 'же': 3.752516746520996}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (и где же не очень хорошо), плавать, прыгать на большие расстояния и тянуть с силой пяти крепких человек.","{'будучи': 9.19355583190918, 'всесторонне': 11.183353424072266, 'развитым': 1.3548469543457031, 'атлетом,': 9.87934398651123, 'тигр': 13.278773307800293, 'может': 3.339143753051758, 'взбираться': 9.599903106689453, 'на': 2.7745361328125, 'деревья': 2.380128860473633, '(и': 9.156591415405273, 'где': 6.786699295043945, 'же': 5.383318901062012, 'не': 6.756361961364746, 'очень': 5.58460807800293, 'хорошо),': 7.146421432495117, 'плавать,': 6.296093940734863, 'прыгать': 1.6363372802734375, 'большие': 5.253108024597168, 'расстояния': 0.8516750335693359, 'и': 1.6862564086914062, 'тянуть': 9.082489013671875, 'с': 5.178506851196289, 'силой': 6.831416130065918, 'пяти': 8.91972827911377, 'крепких': 10.721504211425781, 'человек.': 6.5336151123046875}"
proto že,"{'proto': 6.408852577209473, 'ze': 10.658126831054688}","já, musím se přiznat, jsem ji nechala u chatfieldů také proto, že bych s ní zrovna teď nerada zůstala o samotě.","{'ja,': 3.0119972229003906, 'musim': 17.199813842773438, 'se': 9.47804069519043, 'priznat,': 21.451074600219727, 'jsem': 12.97818660736084, 'ji': 7.488156318664551, 'nechala': 17.827754974365234, 'u': 6.394505500793457, 'chatfieldu': 33.06625270843506, 'take': 11.597755432128906, 'proto,': 14.08185863494873, 'ze': 6.862886428833008, 'bych': 12.431824684143066, 's': 4.319646835327148, 'ni': 8.331525802612305, 'zrovna': 18.633706092834473, 'ted': 9.787022590637207, 'nerada': 19.219114303588867, 'zustala': 17.899840354919434, 'o': 4.028176307678223, 'samote.': 19.564191818237305}",оттого что,"{'оттого': 6.98393440246582, 'что': 2.14984130859375}","она сперва решительно отказалась ехать, и, признаюсь, я оставила ее у чатфильдов, оттого, что боюсь с ней оставаться с глазу на глаз, пока она в таком настроении.","{'она': 1.2153501510620117, 'сперва': 11.574675559997559, 'решительно': 8.76872730255127, 'отказалась': 2.096691131591797, 'ехать,': 5.403725624084473, 'и,': 6.363680839538574, 'признаюсь,': 8.537240028381348, 'я': 1.8425369262695312, 'оставила': 9.18287181854248, 'ее': 0.8587770462036133, 'у': 2.9052581787109375, 'чатфильдов,': 33.94854164123535, 'оттого,': 12.811240196228027, 'что': 0.14885520935058594, 'боюсь': 6.330143928527832, 'с': 7.25153923034668, 'ней': 1.669734001159668, 'оставаться': 5.308487892150879, 'глазу': 0.9387855529785156, 'на': 0.0010395050048828125, 'глаз,': 1.716444969177246, 'пока': 4.574694633483887, 'в': 4.489745140075684, 'таком': 3.6865882873535156, 'настроении.': 5.355907440185547}",про то же,"{'про': 0.0, 'то': 9.842613220214844, 'же': 3.7664308547973633}","она сперва решительно отказалась ехать, и, признаюсь, я оставила ее у чатфильдов, про то же боюсь с ней оставаться с глазу на глаз, пока она в таком настроении.","{'она': 1.3430366516113281, 'сперва': 11.574675559997559, 'решительно': 8.76872730255127, 'отказалась': 2.096691131591797, 'ехать,': 5.403725624084473, 'и,': 6.363680839538574, 'признаюсь,': 8.537240028381348, 'я': 1.8425369262695312, 'оставила': 9.18287181854248, 'ее': 0.8587770462036133, 'у': 2.9052581787109375, 'чатфильдов,': 33.94854164123535, 'про': 7.745054244995117, 'то': 6.9788360595703125, 'же': 4.621800422668457, 'боюсь': 10.742647171020508, 'с': 7.923312187194824, 'ней': 1.7450504302978516, 'оставаться': 8.082456588745117, 'глазу': 0.8563547134399414, 'на': 0.0011577606201171875, 'глаз,': 1.8032150268554688, 'пока': 4.037036895751953, 'в': 4.199692726135254, 'таком': 3.820402145385742, 'настроении.': 5.71136474609375}"
ale vždyť,"{'ale': 0.0, 'vzdyt': 25.335872650146484}","máš pravdu, je nešťastná, ale vždyť to je jen knížka.","{'mas': 0.0, 'pravdu,': 20.99458885192871, 'je': 6.603801727294922, 'nestastna,': 35.7569580078125, 'ale': 7.5711870193481445, 'vzdyt': 23.935543060302734, 'to': 7.465332984924316, 'jen': 8.414566993713379, 'knizka.': 24.105690956115723}",да ведь,"{'да': 0.0, 'ведь': 8.586395263671875}","конечно, она несчастная, да ведь это книжка.","{'конечно,': 8.682464122772217, 'она': 4.73240852355957, 'несчастная,': 12.111551284790039, 'да': 4.7828874588012695, 'ведь': 5.809388160705566, 'это': 2.6531620025634766, 'книжка.': 15.190289497375488}",а ведь,"{'а': 0.0, 'ведь': 6.70056676864624}","конечно, она несчастная, а ведь это книжка.","{'конечно,': 8.682464122772217, 'она': 4.73240852355957, 'несчастная,': 12.111551284790039, 'а': 3.79097843170166, 'ведь': 4.32679557800293, 'это': 3.308990478515625, 'книжка.': 14.762937545776367}"
ne méně než,"{'ne': 0.0, 'mene': 15.466389656066895, 'nez': 10.012246131896973}","jistě ne méně než pět set měsíčně, ne-li plných šest set.","{'jiste': 10.238265991210938, 'ne': 8.911386489868164, 'mene': 11.559713363647461, 'nez': 9.381025314331055, 'pet': 10.11418342590332, 'set': 13.408283233642578, 'mesicne,': 32.14743709564209, 'ne-li': 19.21195697784424, 'plnych': 20.50369358062744, 'sest': 11.319693565368652, 'set.': 13.705666542053223}",хотя бы,"{'хотя': 0.0, 'бы': 2.4869699478149414}","наверно хотя бы пятисот в месяц, если не все шестьсот.","{'наверно': 8.573563575744629, 'хотя': 9.634739875793457, 'бы': 0.21737194061279297, 'пятисот': 12.572493553161621, 'в': 7.744876861572266, 'месяц,': 4.448611259460449, 'если': 4.018964767456055, 'не': 1.8130903244018555, 'все': 5.120978355407715, 'шестьсот.': 8.111091613769531}",не мне нежели,"{'не': 0.0, 'мне': 7.0802435874938965, 'нежели': 12.96077823638916}","наверно не мне нежели пятисот в месяц, если не все шестьсот.","{'наверно': 8.573563575744629, 'не': 2.2684860229492188, 'мне': 8.112663269042969, 'нежели': 13.133771896362305, 'пятисот': 14.023472785949707, 'в': 8.337112426757812, 'месяц,': 5.124875068664551, 'если': 4.344078063964844, 'все': 5.552067756652832, 'шестьсот.': 9.62686824798584}"
už vůbec,"{'uz': 0.0, 'vubec': 28.00371551513672}","a už vůbec není jisté, zdali případné změny režimů budou k lepšímu.","{'a': 0.0, 'uz': 11.165229797363281, 'vubec': 26.84075164794922, 'neni': 13.29500961303711, 'jiste,': 15.882627487182617, 'zdali': 14.653046607971191, 'pripadne': 19.286211013793945, 'zmeny': 14.280707359313965, 'rezimu': 18.661574363708496, 'budou': 15.28223991394043, 'k': 5.046470642089844, 'lepsimu.': 28.482864379882812}",тем более,"{'тем': 0.0, 'более': 5.150486946105957}","и тем более нет уверенности в том, что возможные изменения пойдут на пользу.","{'и': 0.0, 'тем': 7.763797283172607, 'более': 2.26370906829834, 'нет': 5.3983588218688965, 'уверенности': 5.567514419555664, 'в': 1.1482276916503906, 'том,': 0.636775016784668, 'что': 0.09592056274414062, 'возможные': 10.67064094543457, 'изменения': 3.800663948059082, 'пойдут': 6.006834983825684, 'на': 2.062312126159668, 'пользу.': 2.0550689697265625}",уж вообще,"{'уж': 0.0, 'вообще': 11.55218505859375}","и уж вообще нет уверенности в том, что возможные изменения пойдут на пользу.","{'и': 0.0, 'уж': 8.367380142211914, 'вообще': 7.221253395080566, 'нет': 4.858716011047363, 'уверенности': 8.006982803344727, 'в': 1.3699350357055664, 'том,': 0.7065448760986328, 'что': 0.13411712646484375, 'возможные': 11.614582061767578, 'изменения': 3.9484195709228516, 'пойдут': 5.76397705078125, 'на': 2.059037208557129, 'пользу.': 1.7850112915039062}"
než dojde,"{'nez': 5.489631652832031, 'dojde': 22.4521541595459}","potrvá mnoho let, než dojde ke stavbě použitelných fúzních reaktorů.","{'potrva': 21.610119819641113, 'mnoho': 19.688573837280273, 'let,': 16.81001091003418, 'nez': 8.84929084777832, 'dojde': 19.036258697509766, 'ke': 9.873614311218262, 'stavbe': 20.886035919189453, 'pouzitelnych': 28.379863739013672, 'fuznich': 21.47973346710205, 'reaktoru.': 21.263582229614258}",прежде чем,"{'прежде': 2.6750669479370117, 'чем': 0.6909046173095703}","пройдет много времени, прежде чем будут построены полезные термоядерные реакторы.","{'пройдет': 9.354072570800781, 'много': 5.104140281677246, 'времени,': 1.1568479537963867, 'прежде': 1.5150890350341797, 'чем': 0.019361495971679688, 'будут': 5.882133483886719, 'построены': 4.429551124572754, 'полезные': 9.073223114013672, 'термоядерные': 10.268628120422363, 'реакторы.': 1.520223617553711}",не дойдет,"{'не': 0.0, 'дойдет': 11.163846015930176}","пройдет много времени, не дойдет будут построены полезные термоядерные реакторы.","{'пройдет': 9.354072570800781, 'много': 5.104140281677246, 'времени,': 1.1568479537963867, 'не': 5.026320457458496, 'дойдет': 9.221151351928711, 'будут': 16.03010368347168, 'построены': 8.754640579223633, 'полезные': 9.218428611755371, 'термоядерные': 10.474016189575195, 'реакторы.': 2.013082504272461}"
povídalo se,"{'povidalo': 21.037550926208496, 'se': 9.312854766845703}","povídalo se, že předseda byl bílý jako stěna, opile vrávoral a něco blekotal. ","{'povidalo': 21.037549018859863, 'se,': 14.599804878234863, 'ze': 9.483845710754395, 'predseda': 21.946093559265137, 'byl': 12.201591491699219, 'bily': 14.762833595275879, 'jako': 13.180792808532715, 'stena,': 14.591801643371582, 'opile': 16.28964614868164, 'vravoral': 25.226197242736816, 'a': 4.436824798583984, 'neco': 13.190378189086914, 'blekotal.': 25.922958374023438}",по слухам,"{'по': 0.0, 'слухам': 8.841740608215332}","по слухам, на никаноре ивановиче лица не было, что он пошатывался, проходя, как пьяный, и что-то бормотал.","{'по': 0.0, 'слухам,': 9.062529563903809, 'на': 4.050936698913574, 'никаноре': 29.303305625915527, 'ивановиче': 21.275019645690918, 'лица': 9.588947296142578, 'не': 2.840731620788574, 'было,': 2.65903377532959, 'что': 4.43519401550293, 'он': 5.144898414611816, 'пошатывался,': 17.35323143005371, 'проходя,': 12.99946403503418, 'как': 2.932286262512207, 'пьяный,': 5.1612443923950195, 'и': 3.790557861328125, 'что-то': 8.040764808654785, 'бормотал.': 3.0255203247070312}",поведали что,"{'поведали': 5.557406425476074, 'что': 5.22341251373291}","поведали что, на никаноре ивановиче лица не было, что он пошатывался, проходя, как пьяный, и что-то бормотал.","{'поведали': 5.557403564453125, 'что,': 9.798908233642578, 'на': 4.270214080810547, 'никаноре': 26.32652473449707, 'ивановиче': 18.438851356506348, 'лица': 9.681533813476562, 'не': 2.416332244873047, 'было,': 3.6493301391601562, 'что': 4.054533958435059, 'он': 3.5217390060424805, 'пошатывался,': 17.296567916870117, 'проходя,': 12.598234176635742, 'как': 3.1644535064697266, 'пьяный,': 5.341037750244141, 'и': 2.877655029296875, 'что-то': 6.84346866607666, 'бормотал.': 3.45157527923584}"
tímto způsobem,"{'timto': 14.74710464477539, 'zpusobem': 33.49690580368042}",tímto způsobem se tam pro rusy otevírá obrovský obchodní potenciál.,"{'timto': 14.74710464477539, 'zpusobem': 33.49690914154053, 'se': 7.922276973724365, 'tam': 8.116098403930664, 'pro': 7.750713348388672, 'rusy': 17.004798889160156, 'otevira': 25.57130527496338, 'obrovsky': 20.562536239624023, 'obchodni': 20.96092987060547, 'potencial.': 18.742897033691406}",таким образом,"{'таким': 5.713441371917725, 'образом': 1.3183479309082031}","таким образом, перед русскими там открываются огромные коммерческие возможности.","{'таким': 5.713441371917725, 'образом,': 1.881760597229004, 'перед': 7.506289005279541, 'русскими': 7.996062278747559, 'там': 7.969723701477051, 'открываются': 7.142653465270996, 'огромные': 3.525149345397949, 'коммерческие': 9.5606689453125, 'возможности.': 2.0698633193969727}",тем способом,"{'тем': 0.0, 'способом': 8.535999298095703}","тем способом, перед русскими там открываются огромные коммерческие возможности.","{'тем': 0.0, 'способом,': 10.084732055664062, 'перед': 8.47602653503418, 'русскими': 10.282896995544434, 'там': 7.949276924133301, 'открываются': 8.117894172668457, 'огромные': 3.53414249420166, 'коммерческие': 8.688215255737305, 'возможности.': 2.073486328125}"
