phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
в резултат,"{'в': 12.91781234741211, 'резултат': 45.5311164855957}","парагвай, преди наричан „гигантската провинция на индия“, е роден през 16-ти век в резултат на срещата на испанските завоеватели с местните групи.","{'парагвай,': 51.2576961517334, 'преди': 25.89185333251953, 'наричан': 35.478251457214355}",в результате,"{'в': 11.927169799804688, 'результате': 13.139398574829102}","в xvi веке парагвай, который до этого называли ""огромной провинцией ост-индии"", возник в результате столкновения испанских завоевателей с местными группами коренного населения.","{'в': 6.769807815551758, 'xvi': 19.210289001464844, 'веке': 9.630818367004395, 'парагвай,': 47.020344257354736, 'который': 22.488964080810547, 'до': 11.134330749511719, 'этого': 11.856021881103516, 'называли': 16.260663986206055, '""огромной': 44.54327964782715, 'провинцией': 32.0458402633667, 'ост-индии"",': 68.64344215393066, 'возник': 21.74661636352539, 'результате': 21.37757682800293, 'столкновения': 15.589021682739258, 'испанских': 23.934391021728516, 'завоевателей': 28.439556121826172, 'с': 13.468854904174805, 'местными': 16.399415969848633, 'группами': 9.92737865447998, 'коренного': 32.48818778991699, 'населения.': 26.766605377197266}",в выводе,"{'в': 13.963504791259766, 'выводе': 29.293971061706543}","в xvi веке парагвай, который до этого называли ""огромной провинцией ост-индии"", возник в выводе столкновения испанских завоевателей с местными группами коренного населения.","{'в': 7.056802749633789, 'xvi': 19.31290054321289, 'веке': 9.666687965393066, 'парагвай,': 47.01980400085449, 'который': 22.424264907836914, 'до': 11.028770446777344, 'этого': 12.006022453308105, 'называли': 16.393436431884766, '""огромной': 44.36947250366211, 'провинцией': 32.2545108795166, 'ост-индии"",': 69.15485858917236, 'возник': 21.53307342529297, 'выводе': 31.917341232299805, 'столкновения': 12.493526458740234, 'испанских': 24.72244358062744, 'завоевателей': 29.48392391204834, 'с': 13.116830825805664, 'местными': 16.512771606445312, 'группами': 10.185766220092773, 'коренного': 32.23343276977539, 'населения.': 26.872337341308594}"
на света,"{'на': 12.022590637207031, 'света': 9.610189437866211}","няма вече такива девойки на света, помисли си той.","{'няма': 28.757930755615234, 'вече': 13.182414054870605, 'такива': 16.920311450958252, 'девойки': 32.36841297149658, 'на': 10.465851783752441, 'света,': 23.372611045837402, 'помисли': 38.55269432067871, 'си': 14.453595161437988, 'той.': 19.040807723999023}",на свете,"{'на': 12.40104866027832, 'свете': 9.500139236450195}","таких девушек на свете больше нет, думал он, глядя ей вслед.","{'таких': 22.329355239868164, 'девушек': 9.588197708129883, 'на': 7.504160404205322, 'свете': 15.794435501098633, 'больше': 10.050064086914062, 'нет,': 20.03227186203003, 'думал': 19.220823287963867, 'он,': 20.5394287109375, 'глядя': 18.254695892333984, 'ей': 13.049317359924316, 'вслед.': 22.372960090637207}",на мире,"{'на': 11.371959686279297, 'мире': 6.683778285980225}","таких девушек на мире больше нет, думал он, глядя ей вслед.","{'таких': 22.441852569580078, 'девушек': 9.594961166381836, 'на': 8.593477249145508, 'мире': 11.99648666381836, 'больше': 9.974111557006836, 'нет,': 20.58571720123291, 'думал': 19.568342208862305, 'он,': 20.29311180114746, 'глядя': 18.687788009643555, 'ей': 12.54738998413086, 'вслед.': 22.264416694641113}"
освен да,"{'освен': 31.895190238952637, 'да': 10.406148910522461}",освен да… – взе синята папка от масата. дръжте.,"{'освен': 33.421016693115234, 'да…': 24.19215202331543, '–': 8.798187255859375, 'взе': 27.13875102996826, 'синята': 24.84171962738037, 'папка': 12.51524543762207, 'от': 6.972893714904785, 'масата.': 44.85827827453613, 'дръжте.': 58.05261707305908}",разве что,"{'разве': 17.69278335571289, 'что': 7.460959434509277}",разве что… – он взял со стола синюю папку. держите.,"{'разве': 20.524858474731445, 'что…': 14.70203161239624, '–': 7.670090675354004, 'он': 13.055222511291504, 'взял': 12.568428993225098, 'со': 10.97297191619873, 'стола': 17.429443359375, 'синюю': 14.277743339538574, 'папку.': 18.29919719696045, 'держите.': 30.20613956451416}",кроме да,"{'кроме': 17.47283172607422, 'да': 3.5898971557617188}",кроме да… – он взял со стола синюю папку. держите.,"{'кроме': 21.145225524902344, 'да…': 17.56867790222168, '–': 7.7599592208862305, 'он': 12.811477661132812, 'взял': 11.695201873779297, 'со': 10.90380859375, 'стола': 17.143779754638672, 'синюю': 14.356572151184082, 'папку.': 17.66318988800049, 'держите.': 29.765997886657715}"
в това число,"{'в': 13.429484367370605, 'това': 16.42151641845703, 'число': 6.78124475479126}","задържани са от вас наши кораби, в това число и „малака“, наета за рейс до япония.","{'задържани': 45.88014888763428, 'са': 14.78823184967041, 'от': 7.468104362487793, 'вас': 10.428741455078125, 'наши': 12.616867065429688, 'кораби,': 32.269150733947754, 'в': 10.732348442077637, 'това': 17.354450225830078, 'число': 7.596900939941406, 'и': 8.189974784851074}",в том числе,"{'в': 13.570002555847168, 'том': 10.391183853149414, 'числе': 15.556753158569336}","вами задержаны наши корабли, в том числе и ""малакка"", зафрахтованная для рейса в японию.","{'вами': 22.794225692749023, 'задержаны': 23.359824180603027, 'наши': 13.694841384887695, 'корабли,': 20.65497589111328, 'в': 9.933504104614258, 'том': 13.566566467285156, 'числе': 15.540510177612305, 'и': 12.825117111206055, '""малакка"",': 58.02680015563965, 'зафрахтованная': 69.59066390991211, 'для': 14.018447875976562, 'рейса': 17.424991607666016, 'японию.': 45.05934476852417}",в то число,"{'в': 12.806265830993652, 'то': 8.52788257598877, 'число': 11.857085227966309}","вами задержаны наши корабли, в то число и ""малакка"", зафрахтованная для рейса в японию.","{'вами': 22.52716636657715, 'задержаны': 24.317113876342773, 'наши': 13.542274475097656, 'корабли,': 21.03866195678711, 'в': 9.391559600830078, 'то': 9.23305892944336, 'число': 12.580057144165039, 'и': 6.681899070739746, '""малакка"",': 54.72077751159668, 'зафрахтованная': 69.3199634552002, 'для': 13.584005355834961, 'рейса': 17.518457412719727, 'японию.': 45.67195510864258}"
още щом,{},това стана ясно още щом минахме през портала.,"{'това': 21.379608154296875, 'стана': 13.88003158569336, 'ясно': 18.22937774658203}",как только,"{'как': 15.249176979064941, 'только': 5.15750789642334}","это стало ясно, как только мы въехали в ворота.","{'это': 21.981739044189453, 'стало': 7.8148579597473145, 'ясно,': 21.275808334350586, 'как': 15.318260192871094, 'только': 11.999361991882324, 'мы': 14.93857192993164, 'въехали': 35.40447235107422, 'в': 15.729325294494629, 'ворота.': 26.534323692321777}",еще тотчас,"{'еще': 16.768291473388672, 'тотчас': 9.272790908813477}","это стало ясно, еще тотчас мы въехали в ворота.","{'это': 21.86164665222168, 'стало': 7.952000141143799, 'ясно,': 21.548349380493164, 'еще': 15.025104522705078, 'тотчас': 10.779590606689453, 'мы': 7.668490409851074, 'въехали': 34.9286003112793, 'в': 16.022064208984375, 'ворота.': 26.645679473876953}"
че даже и,"{'че': 15.070863723754883, 'даже': 5.220048904418945, 'и': 8.854205131530762}","салов съобщи на панафидин, че в района на шикотан мъглата се задържа понякога месец, че даже и повече…","{'салов': 26.767247200012207, 'съобщи': 36.70967483520508, 'на': 7.217800140380859, 'панафидин,': 47.929001808166504, 'че': 12.64555549621582, 'в': 8.55064582824707, 'района': 13.476119995117188, 'шикотан': 34.66128349304199, 'мъглата': 40.47273540496826, 'се': 13.458612442016602, 'задържа': 27.33949375152588, 'понякога': 35.52764177322388, 'месец,': 38.23570251464844, 'даже': 8.364156723022461, 'и': 5.8726725578308105, 'повече…': 38.755309104919434}",а то и,{},"салов сообщил панафидину, что в районе шикотана туман держится иногда по месяцу, а то и больше…","{'салов': 30.959280967712402, 'сообщил': 13.678061485290527, 'панафидину,': 50.591763496398926, 'что': 15.057003021240234, 'в': 12.963316917419434, 'районе': 20.703550338745117, 'шикотана': 45.084402084350586, 'туман': 13.283138275146484, 'держится': 12.344742774963379, 'иногда': 8.557043075561523, 'по': 10.277387619018555, 'месяцу,': 46.16457939147949}",что даже и,"{'что': 16.33151626586914, 'даже': 6.149926662445068, 'и': 7.173007011413574}","салов сообщил панафидину, что в районе шикотана туман держится иногда по месяцу, что даже и больше…","{'салов': 31.345382690429688, 'сообщил': 13.299015998840332, 'панафидину,': 47.70893669128418, 'что': 16.260000228881836, 'в': 12.946170806884766, 'районе': 20.688587188720703, 'шикотана': 42.73239707946777, 'туман': 12.4219331741333, 'держится': 11.561907768249512, 'иногда': 8.049272537231445, 'по': 10.460222244262695, 'месяцу,': 42.91606903076172, 'даже': 12.930902481079102, 'и': 7.909761428833008, 'больше…': 22.590575218200684}"
след като,"{'след': 18.247102737426758, 'като': 11.542312622070312}","след като информацията, оповестена от журналиста макис триантафилопулос в популярното му телевизионно предаване „zoungla“ по алфа тв, депутатът и адвокат, петрос мантувалос, се отказа от поста си.","{'след': 21.1838321685791, 'като': 10.6597261428833, 'информацията,': 27.686244010925293, 'оповестена': 43.54846382141113, 'от': 14.801172256469727, 'журналиста': 16.178991317749023, 'макис': 22.821977615356445, 'триантафилопулос': 63.93108892440796, 'в': 8.975910186767578, 'популярното': 36.20205020904541, 'му': 12.72249984741211, 'телевизионно': 22.457958221435547, 'предаване': 29.89358615875244}",после того как,"{'после': 20.26906967163086, 'того': 5.28010368347168, 'как': 13.63739013671875}","после того как журналист макис триантафилопулос обнародовал информацию в своем популярном тв-шоу zoungla на канале alpha tv, член парламента и юрист петрос мантувалос сложил полномочия.","{'после': 22.40496253967285, 'того': 5.086484909057617, 'как': 12.894981384277344, 'журналист': 15.941675186157227, 'макис': 25.095426559448242, 'триантафилопулос': 63.32698440551758, 'обнародовал': 22.818917274475098, 'информацию': 12.698387145996094, 'в': 10.472397804260254, 'своем': 16.084163665771484, 'популярном': 31.932519912719727, 'тв-шоу': 52.72776985168457, 'zoungla': 42.23880958557129, 'на': 10.498661041259766, 'канале': 17.139799118041992, 'alpha': 27.158061981201172, 'tv,': 25.07395362854004, 'член': 19.287607192993164, 'парламента': 12.027743339538574, 'и': 11.498717308044434, 'юрист': 18.57732582092285, 'петрос': 20.591447830200195, 'мантувалос': 46.40644645690918, 'сложил': 15.62393569946289, 'полномочия.': 23.416927337646484}",след как,"{'след': 19.134687423706055, 'как': 6.481545925140381}","след как журналист макис триантафилопулос обнародовал информацию в своем популярном тв-шоу zoungla на канале alpha tv, член парламента и юрист петрос мантувалос сложил полномочия.","{'след': 22.195539474487305, 'как': 8.223453521728516, 'журналист': 10.998279571533203, 'макис': 22.970455169677734, 'триантафилопулос': 62.389187812805176, 'обнародовал': 22.574548721313477, 'информацию': 12.723793029785156, 'в': 9.807269096374512, 'своем': 16.073747634887695, 'популярном': 32.18842124938965, 'тв-шоу': 53.78289222717285, 'zoungla': 40.99029064178467, 'на': 11.10734748840332, 'канале': 17.053110122680664, 'alpha': 26.578391551971436, 'tv,': 24.764853477478027, 'член': 18.957529067993164, 'парламента': 12.153803825378418, 'и': 11.02384090423584, 'юрист': 18.96503257751465, 'петрос': 19.86766529083252, 'мантувалос': 44.00627517700195, 'сложил': 15.696419715881348, 'полномочия.': 22.61396884918213}"
колкото повече,"{'колкото': 36.27519512176514, 'повече': 20.991650581359863}","колкото повече мислех по този въпрос, толкова повече се убеждавах, че познавам младежа.","{'колкото': 34.8548526763916, 'повече': 15.25112533569336, 'мислех': 35.26442623138428, 'по': 12.748246192932129, 'този': 26.32000732421875, 'въпрос,': 35.873586654663086, 'толкова': 16.08538818359375, 'се': 13.944034576416016, 'убеждавах,': 28.083855628967285, 'че': 15.959061622619629, 'познавам': 22.558265686035156, 'младежа.': 37.00129222869873}",чем больше,"{'чем': 17.13558578491211, 'больше': 5.937105178833008}","чем больше я об этом думала, тем больше убеждалась, что была знакома с парнем.","{'чем': 19.113128662109375, 'больше': 11.470094680786133, 'я': 9.34699535369873, 'об': 13.264565467834473, 'этом': 14.135940551757812, 'думала,': 24.252775192260742, 'тем': 18.634592056274414, 'убеждалась,': 36.03596496582031, 'что': 14.745288848876953, 'была': 11.424419403076172, 'знакома': 16.17300033569336, 'с': 9.192220687866211, 'парнем.': 28.368057250976562}",сколько повесток,"{'сколько': 16.857641220092773, 'повесток': 23.830636978149414}","сколько повесток я об этом думала, тем больше убеждалась, что была знакома с парнем.","{'сколько': 19.146692276000977, 'повесток': 24.192923545837402, 'я': 9.99875259399414, 'об': 15.143559455871582, 'этом': 15.002882957458496, 'думала,': 24.579526901245117, 'тем': 19.41572380065918, 'больше': 11.737833023071289, 'убеждалась,': 35.95160961151123, 'что': 15.189666748046875, 'была': 11.812028884887695, 'знакома': 16.092002868652344, 'с': 9.01460075378418, 'парнем.': 28.688888549804688}"
макар и,"{'макар': 26.253273963928223, 'и': 9.381448745727539}","тигърът, като добре закръглен атлет, може да се катери (макар и не добре), да плува, да прави огромни скокове и да дърпа със силата на петима здрави човека.","{'тигърът,': 61.911495208740234, 'като': 15.536566734313965, 'добре': 10.378303527832031, 'закръглен': 51.83398628234863, 'атлет,': 29.527613162994385, 'може': 14.150925636291504, 'да': 5.481502532958984, 'се': 12.419374465942383, 'катери': 16.212543487548828, '(макар': 32.564443588256836, 'и': 8.293534278869629, 'не': 7.6864705085754395, 'добре),': 25.793272972106934, 'плува,': 35.02374839782715, 'прави': 14.89262580871582, 'огромни': 18.63140106201172, 'скокове': 39.75381374359131, 'дърпа': 41.24738025665283, 'със': 21.400236129760742, 'силата': 20.925048828125, 'на': 11.97199535369873, 'петима': 24.886874675750732, 'здрави': 29.61821174621582, 'човека.': 44.08218193054199}",хотя и,"{'хотя': 15.91866683959961, 'и': 6.642208576202393}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (хотя и не очень хорошо), плавать, прыгать на большие расстояния и тянуть с силой пяти крепких человек.","{'будучи': 22.535078048706055, 'всесторонне': 25.278541564941406, 'развитым': 33.39105033874512, 'атлетом,': 42.785555839538574, 'тигр': 23.35869789123535, 'может': 8.156023979187012, 'взбираться': 25.624605178833008, 'на': 12.598505973815918, 'деревья': 18.613651275634766, '(хотя': 32.329039573669434, 'и': 9.069960594177246, 'не': 13.637273788452148, 'очень': 11.73916244506836, 'хорошо),': 28.21340560913086, 'плавать,': 24.10121250152588, 'прыгать': 17.121492385864258, 'большие': 15.83708667755127, 'расстояния': 13.371928215026855, 'тянуть': 20.79949951171875, 'с': 10.989116668701172, 'силой': 17.849916458129883, 'пяти': 9.006601333618164, 'крепких': 12.683385848999023, 'человек.': 18.16165256500244}",конечно и,"{'конечно': 18.372159957885742, 'и': 8.237310409545898}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (конечно и не очень хорошо), плавать, прыгать на большие расстояния и тянуть с силой пяти крепких человек.","{'будучи': 22.477861404418945, 'всесторонне': 25.264636039733887, 'развитым': 33.59183406829834, 'атлетом,': 42.922837257385254, 'тигр': 23.40407943725586, 'может': 8.18313217163086, 'взбираться': 25.939343452453613, 'на': 12.774771690368652, 'деревья': 18.474143981933594, '(конечно': 33.457815170288086, 'и': 9.170300483703613, 'не': 14.35515022277832, 'очень': 11.522613525390625, 'хорошо),': 28.42544174194336, 'плавать,': 24.135436058044434, 'прыгать': 17.232833862304688, 'большие': 15.795839309692383, 'расстояния': 13.385915756225586, 'тянуть': 20.868309020996094, 'с': 11.040243148803711, 'силой': 17.81931495666504, 'пяти': 9.09067153930664, 'крепких': 12.745415687561035, 'человек.': 18.30376434326172}"
от това че,"{'от': 16.91399574279785, 'това': 13.401180267333984, 'че': 6.759000778198242}","да не би да ми стане по-леко от това, че е машина.","{'да': 5.798806190490723, 'не': 10.461042404174805, 'би': 5.855175495147705, 'ми': 11.777521133422852, 'стане': 13.872912883758545, 'по-леко': 43.9283447265625, 'от': 12.72269058227539, 'това,': 25.707056999206543, 'че': 12.230875015258789}",оттого что,"{'оттого': 20.525278091430664, 'что': 7.402256488800049}","легче мне стало оттого, что это машина, как же.","{'легче': 32.17643356323242, 'мне': 9.191122055053711, 'стало': 12.81856632232666, 'оттого,': 23.312623023986816, 'что': 14.794637680053711, 'это': 13.712387084960938, 'машина,': 23.59572458267212, 'как': 14.418272018432617, 'же.': 26.509713172912598}",однако что,"{'однако': 20.145030975341797, 'что': 7.008448123931885}","легче мне стало однако что это машина, как же.","{'легче': 32.43575191497803, 'мне': 9.287309646606445, 'стало': 12.155105590820312, 'однако': 13.092741012573242, 'что': 6.536166667938232, 'это': 10.250471115112305, 'машина,': 24.061880588531494, 'как': 14.128129959106445, 'же.': 26.628735542297363}"
та нали,"{'та': 12.5521240234375, 'нали': 13.582695007324219}","та нали те нямаха нищо, освен него!","{'та': 16.130325317382812, 'нали': 14.059243202209473, 'те': 6.9280571937561035, 'нямаха': 25.343521118164062, 'нищо,': 39.9026575088501, 'освен': 29.51585865020752, 'него!': 17.787424564361572}",да ведь,"{'да': 14.7706937789917, 'ведь': 7.099647521972656}","да ведь у них же ничего не было, кроме него!","{'да': 18.185523986816406, 'ведь': 5.439272880554199, 'у': 8.85427474975586, 'них': 17.514074325561523, 'же': 11.533449172973633, 'ничего': 7.450858116149902, 'не': 11.133577346801758, 'было,': 26.696571350097656, 'кроме': 16.618236541748047, 'него!': 29.191418647766113}",та ли,"{'та': 12.295482635498047, 'ли': 6.119976997375488}","та ли у них же ничего не было, кроме него!","{'та': 16.879655838012695, 'ли': 6.041987419128418, 'у': 15.225025177001953, 'них': 18.11239242553711, 'же': 12.329631805419922, 'ничего': 8.925559043884277, 'не': 11.123631477355957, 'было,': 28.123469352722168, 'кроме': 17.930776596069336, 'него!': 29.93339729309082}"
най-малкото,{'най-малкото': 57.37859487533569},"и което беше най-лошото, да бъде съучастник или най-малкото свидетел на бандитското спиране на един от товарните влакове по този участък.","{'и': 16.716093063354492, 'което': 21.307337284088135, 'беше': 16.84054946899414, 'най-лошото,': 55.468369007110596, 'да': 10.78300666809082, 'бъде': 35.84958839416504, 'съучастник': 30.51765537261963, 'или': 10.579293251037598, 'най-малкото': 53.18594837188721, 'свидетел': 25.226902961730957, 'на': 13.354557037353516, 'бандитското': 40.59198570251465, 'спиране': 21.36423397064209, 'един': 18.069263458251953, 'от': 10.970129013061523, 'товарните': 22.745551109313965, 'влакове': 22.252469062805176, 'по': 9.823159217834473, 'този': 25.11359405517578, 'участък.': 36.487510204315186}",хотя бы,"{'хотя': 16.041471481323242, 'бы': 3.3224687576293945}",а что хуже того – ему предстояло быть соучастником или хотя бы очевидцем бандитской остановки одного из товарных поездов на этом участке.,{},наименьший,{'наименьший': 41.978081703186035},а что хуже того – ему предстояло быть соучастником или наименьший очевидцем бандитской остановки одного из товарных поездов на этом участке.,{}
още повече,{},"още повече че карл не е роден в мадрид, нито изобщо в испания.",{},тем более,"{'тем': 16.326351165771484, 'более': 4.109601974487305}",тем более что карл родился не в мадриде и вообще не в испании.,"{'тем': 20.875137329101562, 'более': 7.433755874633789, 'что': 9.77188491821289, 'карл': 21.76630973815918, 'родился': 7.799129962921143, 'не': 11.575146675109863, 'в': 13.973325729370117, 'мадриде': 33.19940185546875, 'и': 11.537164688110352, 'вообще': 13.869948387145996, 'испании.': 36.237815856933594}",еще повестка,"{'еще': 18.216968536376953, 'повестка': 21.61771297454834}",еще повестка что карл родился не в мадриде и вообще не в испании.,"{'еще': 20.973712921142578, 'повестка': 22.69200611114502, 'что': 7.374220848083496, 'карл': 17.693531036376953, 'родился': 7.452378749847412, 'не': 11.151069641113281, 'в': 13.157125473022461, 'мадриде': 33.4537296295166, 'и': 10.879973411560059, 'вообще': 13.349888801574707, 'испании.': 35.74131774902344}"
преди да,"{'преди': 22.6628155708313, 'да': 14.314078330993652}","това обаче е много трудна задача за решаване и ще са нужни много години, преди да видим изграждането на полезни реактори за синтез.","{'това': 22.0318660736084, 'обаче': 17.56753444671631}",прежде чем,"{'прежде': 18.265226364135742, 'чем': 8.372328758239746}","тем не менее это серьезная проблема, и ее нужно решить. пройдет много времени, прежде чем будут построены полезные термоядерные реакторы.","{'тем': 19.694358825683594, 'не': 6.073808670043945, 'менее': 13.939971923828125, 'это': 11.063151359558105, 'серьезная': 18.07643699645996, 'проблема,': 17.287181854248047, 'и': 13.196332931518555, 'ее': 13.397627830505371, 'нужно': 10.199624061584473, 'решить.': 24.77176856994629, 'пройдет': 14.090121269226074, 'много': 7.30116081237793, 'времени,': 24.21614933013916, 'прежде': 16.05040740966797, 'чем': 13.832559585571289, 'будут': 15.479366302490234, 'построены': 14.139402389526367, 'полезные': 9.562934875488281, 'термоядерные': 46.173664569854736, 'реакторы.': 44.25712203979492}",приди да,"{'приди': 22.30304193496704, 'да': 14.868175506591797}","тем не менее это серьезная проблема, и ее нужно решить. пройдет много времени, приди да будут построены полезные термоядерные реакторы.","{'тем': 19.891090393066406, 'не': 6.052834987640381, 'менее': 14.137136459350586, 'это': 11.000272750854492, 'серьезная': 18.059463500976562, 'проблема,': 17.59902000427246, 'и': 13.223913192749023, 'ее': 13.787736892700195, 'нужно': 9.876415252685547, 'решить.': 24.74142837524414, 'пройдет': 14.439111709594727, 'много': 7.3277153968811035, 'времени,': 25.72873020172119, 'приди': 22.329654693603516, 'да': 2.828780174255371, 'будут': 9.575223922729492, 'построены': 13.738247871398926, 'полезные': 9.524145126342773, 'термоядерные': 46.60892391204834, 'реакторы.': 44.29910469055176}"
според слухове,"{'според': 36.56928730010986, 'слухове': 22.89781093597412}",според слухове граничните ни земи с баязид били размирни и той не смеел да изтегли оттам най-добрата си войска.,"{'според': 38.1171817779541, 'слухове': 26.453670501708984, 'граничните': 34.09711503982544, 'ни': 11.693117141723633, 'земи': 23.55419158935547, 'с': 13.811925888061523, 'баязид': 34.857147216796875, 'били': 14.789239883422852, 'размирни': 35.12620735168457, 'и': 14.155792236328125, 'той': 14.847408294677734, 'не': 10.97491455078125, 'смеел': 31.99209213256836, 'да': 7.917629241943359, 'изтегли': 36.04341983795166, 'оттам': 22.983013153076172, 'най-добрата': 53.5962290763855, 'си': 12.538345336914062, 'войска.': 22.546279907226562}",по слухам,"{'по': 14.010026931762695, 'слухам': 12.364025115966797}","по слухам, в пограничных с нашими землях баязида было неспокойно, и он не решался отвести оттуда свои отборные войска.","{'по': 19.158227920532227, 'слухам,': 21.430442810058594, 'в': 18.701635360717773, 'пограничных': 30.90518093109131, 'с': 12.315740585327148, 'нашими': 15.659388542175293, 'землях': 10.846078872680664, 'баязида': 29.101397037506104, 'было': 12.654409408569336, 'неспокойно,': 45.84109687805176, 'и': 15.175557136535645, 'он': 11.468582153320312, 'не': 11.882978439331055, 'решался': 19.972314834594727, 'отвести': 11.742293357849121, 'оттуда': 10.177563667297363, 'свои': 6.055607795715332, 'отборные': 29.81493854522705, 'войска.': 28.580327033996582}",согласно слухам,"{'согласно': 19.139446258544922, 'слухам': 10.850238800048828}","согласно слухам, в пограничных с нашими землях баязида было неспокойно, и он не решался отвести оттуда свои отборные войска.","{'согласно': 22.60616683959961, 'слухам,': 21.393470764160156, 'в': 18.86038589477539, 'пограничных': 30.639601707458496, 'с': 12.35440444946289, 'нашими': 15.840502738952637, 'землях': 10.847177505493164, 'баязида': 28.975915908813477, 'было': 12.593347549438477, 'неспокойно,': 45.73413372039795, 'и': 15.101447105407715, 'он': 11.310317993164062, 'не': 11.85696029663086, 'решался': 19.93027687072754, 'отвести': 11.81959342956543, 'оттуда': 10.08457088470459, 'свои': 6.1231913566589355, 'отборные': 29.752622604370117, 'войска.': 28.527793884277344}"
по такъв начин,"{'по': 11.862424850463867, 'такъв': 24.70156764984131, 'начин': 22.934654235839844}",по такъв начин този проблем с военните превози е решен.,"{'по': 15.068564414978027, 'такъв': 27.910557746887207, 'начин': 25.39029598236084, 'този': 28.96781826019287, 'проблем': 13.71274471282959, 'с': 8.076231002807617, 'военните': 28.36362075805664, 'превози': 19.559640884399414}",таким образом,"{'таким': 18.919801712036133, 'образом': 7.038293361663818}","таким образом, эта проблема военных перевозок была разрешена.","{'таким': 22.5751895904541, 'образом,': 18.431227684020996, 'эта': 18.851768493652344, 'проблема': 13.395374298095703, 'военных': 12.768430709838867, 'перевозок': 25.895442962646484, 'была': 13.814931869506836, 'разрешена.': 46.805341720581055}",по такому способу,"{'по': 13.6412353515625, 'такому': 8.694649696350098, 'способу': 19.94202423095703}","по такому способу, эта проблема военных перевозок была разрешена.","{'по': 16.34442138671875, 'такому': 8.8721923828125, 'способу,': 29.950758457183838, 'эта': 19.490800857543945, 'проблема': 12.847869873046875, 'военных': 12.816961288452148, 'перевозок': 25.874186515808105, 'была': 14.19758415222168, 'разрешена.': 46.740458488464355}"
във всеки случай,"{'във': 32.72718620300293, 'всеки': 21.437151432037354, 'случай': 10.359524726867676}",във всеки случай сега съм сам и изоставен.,"{'във': 34.94049644470215, 'всеки': 21.364087104797363, 'случай': 11.313325881958008, 'сега': 16.14582347869873, 'съм': 17.35918140411377, 'сам': 9.38363265991211, 'и': 7.391003608703613}",во всяком случае,"{'во': 17.33729362487793, 'всяком': 8.492134094238281, 'случае': 10.18502140045166}","во всяком случае, сижу один.","{'во': 19.94070816040039, 'всяком': 7.531742572784424, 'случае,': 22.307239532470703, 'сижу': 18.962793350219727, 'один.': 17.674392223358154}",во всякий случай,"{'во': 16.745922088623047, 'всякий': 6.219645977020264, 'случай': 13.401037216186523}","во всякий случай, сижу один.","{'во': 19.633119583129883, 'всякий': 7.384100914001465, 'случай,': 23.321702003479004, 'сижу': 19.401247024536133, 'один.': 18.279793739318848}"
между другото,"{'между': 18.516603469848633, 'другото': 26.430087089538574}",и между другото въпросният „един час време отдавна беше минал.,"{'и': 18.32958221435547, 'между': 15.941330909729004, 'другото': 29.71129322052002, 'въпросният': 45.200138092041016}",между прочим,"{'между': 19.029850006103516, 'прочим': 10.61495304107666}","между прочим, и «часок» давно уже миновал.","{'между': 22.499347686767578, 'прочим,': 21.032201766967773, 'и': 14.75185489654541, '«часок»': 56.403199195861816, 'давно': 15.98087215423584, 'уже': 8.812630653381348, 'миновал.': 42.89190101623535}",между другим,"{'между': 19.129459381103516, 'другим': 5.946226596832275}","между другим, и «часок» давно уже миновал.","{'между': 22.312986373901367, 'другим,': 16.01848840713501, 'и': 13.118321418762207, '«часок»': 55.03081274032593, 'давно': 16.32676887512207, 'уже': 8.755733489990234, 'миновал.': 42.78990459442139}"
