phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
v důsledku,"{'v': 4.936302185058594, 'dusledku': 29.527953147888184}",artemidin chrám v efesu byl zničen 21. července 356 př.n.l. v důsledku žhářství spáchaného herostratem.,"{'artemidin': 20.959848403930664, 'chram': 15.813759803771973, 'v': 2.2223129272460938, 'efesu': 12.01645278930664, 'byl': 4.673469543457031, 'znicen': 15.48050594329834, '21.': 8.376558303833008, 'cervence': 24.69881820678711, '356': 8.374252319335938, 'pr.n.l.': 16.743194580078125, 'dusledku': 19.709514617919922, 'zharstvi': 14.561941146850586, 'spachaneho': 13.512771606445312, 'herostratem.': 22.752344131469727}",в результате,"{'в': 2.3526992797851562, 'результате': 9.408921241760254}","храм артемиды в эфесе был разрушен 21 июля 356 года до н. э. в результате акта поджога, совершенного геростратом.","{'храм': 4.533159255981445, 'артемиды': 17.142090797424316, 'в': 0.009532928466796875, 'эфесе': 9.508435249328613, 'был': 0.1469745635986328, 'разрушен': 0.19516944885253906, '21': 3.5574684143066406, 'июля': 2.348438262939453, '356': 4.1381683349609375, 'года': 0.0377960205078125, 'до': 0.0002536773681640625, 'н.': 0.00018310546875, 'э.': 0.16777801513671875, 'результате': 0.08587265014648438, 'акта': 3.907865524291992, 'поджога,': 0.0062236785888671875, 'совершенного': 0.08111000061035156, 'геростратом.': 4.304655075073242}",в последствии,"{'в': 0.8241825103759766, 'последствии': 2.453704833984375}","храм артемиды в эфесе был разрушен 21 июля 356 года до н. э. в последствии акта поджога, совершенного геростратом.","{'храм': 4.14177131652832, 'артемиды': 17.00913143157959, 'в': 0.033779144287109375, 'эфесе': 9.425688743591309, 'был': 0.1495952606201172, 'разрушен': 0.15208816528320312, '21': 3.621133804321289, 'июля': 2.345022201538086, '356': 4.206304550170898, 'года': 0.04724884033203125, 'до': 0.000362396240234375, 'н.': 0.000232696533203125, 'э.': 0.3947772979736328, 'последствии': 3.17413330078125, 'акта': 5.73603630065918, 'поджога,': 0.0155487060546875, 'совершенного': 0.0762176513671875, 'геростратом.': 4.312416076660156}"
na světě,"{'na': 5.621701240539551, 'svete': 5.163516998291016}","neexistuje na světě hrdina, jenž by nebyl někomu ukraden, a není země, která by původně nebyla někoho jiného.","{'neexistuje': 23.672574043273926, 'na': 0.3935279846191406, 'svete': 4.07257080078125, 'hrdina,': 17.801416397094727, 'jenz': 19.48008918762207, 'by': 4.119645118713379, 'nebyl': 2.101001739501953, 'nekomu': 9.24195671081543, 'ukraden,': 14.047375679016113, 'a': 1.0298118591308594, 'neni': 11.928228378295898, 'zeme,': 9.873305320739746, 'ktera': 13.73468017578125, 'puvodne': 18.76432228088379, 'nebyla': 3.407773971557617, 'nekoho': 9.901165008544922, 'jineho.': 13.443711280822754}",на свете,"{'на': 3.7598114013671875, 'свете': 7.470281600952148}","нет на свете героя, которого бы кто-нибудь у кого-нибудь да не украл, и нет страны, которая прежде не принадлежала бы кому-то другому.","{'нет': 0.04170799255371094, 'на': 0.001384735107421875, 'свете': 0.12286376953125, 'героя,': 8.888847351074219, 'которого': 0.07767105102539062, 'бы': 0.0042972564697265625, 'кто-нибудь': 0.034358978271484375, 'у': 0.003963470458984375, 'кого-нибудь': 0.027177810668945312, 'да': 3.7672204971313477, 'не': 0.06176948547363281, 'украл,': 3.2452239990234375, 'и': 2.659557342529297, 'страны,': 3.553030014038086, 'которая': 0.028980255126953125, 'прежде': 7.323150634765625, 'принадлежала': 0.23436927795410156, 'кому-то': 2.0057754516601562, 'другому.': 0.35648536682128906}",на свет,"{'на': 7.425037384033203, 'свет': 8.854717254638672}","нет на свет героя, которого бы кто-нибудь у кого-нибудь да не украл, и нет страны, которая прежде не принадлежала бы кому-то другому.","{'нет': 0.0339202880859375, 'на': 0.11804389953613281, 'свет': 8.352710723876953, 'героя,': 7.725262641906738, 'которого': 0.07312965393066406, 'бы': 0.0059528350830078125, 'кто-нибудь': 0.03198051452636719, 'у': 0.0047473907470703125, 'кого-нибудь': 0.027669906616210938, 'да': 3.681300163269043, 'не': 0.0918731689453125, 'украл,': 3.248180389404297, 'и': 2.6387290954589844, 'страны,': 3.694965362548828, 'которая': 0.031076431274414062, 'прежде': 7.537539482116699, 'принадлежала': 0.14359092712402344, 'кому-то': 2.071474075317383, 'другому.': 0.3921337127685547}"
snad jen,"{'snad': 18.676817893981934, 'jen': 16.75766944885254}",kdo tohle ví? řekl nakladatel. snad jen vítr.,"{'kdo': 7.367074966430664, 'tohle': 14.57298469543457, 'vi?': 11.984710693359375, 'rekl': 13.487264633178711, 'nakladatel.': 19.43227481842041, 'snad': 10.13940143585205, 'jen': 9.182225227355957, 'vitr.': 14.90866470336914}",разве что,"{'разве': 0.018297195434570312, 'что': 2.0862607955932617}",кто знает? разве что ветер…,"{'кто': 0.9976234436035156, 'знает?': 1.570878028869629, 'разве': 1.0730466842651367, 'что': 0.11246871948242188, 'ветер…': 12.994398593902588}",может просто,"{'может': 9.885062217712402, 'просто': 9.328971862792969}",кто знает? может просто ветер…,"{'кто': 0.4987945556640625, 'знает?': 0.7303676605224609, 'может': 1.1341419219970703, 'просто': 1.6273670196533203, 'ветер…': 11.991594791412354}"
z toho,"{'z': 7.819310188293457, 'toho': 20.66591167449951}","chlapec ukryl více než 600 poštovních dokumentů, z toho 429 novoročních přání,","{'chlapec': 20.612187385559082, 'ukryl': 7.956335067749023, 'vice': 11.052653312683105, 'nez': 8.870348930358887, '600': 6.396757125854492, 'postovnich': 13.275047302246094, 'dokumentu,': 3.942291259765625, 'z': 0.6209621429443359, 'toho': 6.089816093444824, '429': 7.406421661376953, 'novorocnich': 13.46662712097168, 'prani,': 19.262343406677246}",в том числе,"{'в': 1.1173419952392578, 'том': 0.02591705322265625, 'числе': 0.019924163818359375}","этот мальчик спрятал более 600 почтовых документов, в том числе 429 новогодние открытки, которые не были доставлены получателям, для которых они предназначались.","{'этот': 0.030473709106445312, 'мальчик': 5.471952438354492, 'спрятал': 7.239692687988281, 'более': 0.8926029205322266, '600': 3.3502140045166016, 'почтовых': 0.0056324005126953125, 'документов,': 6.282076835632324, 'в': 0.03417205810546875, 'том': 0.009471893310546875, 'числе': 0.000385284423828125, '429': 8.586505889892578, 'новогодние': 0.8602619171142578, 'открытки,': 0.2893486022949219, 'которые': 0.0466461181640625, 'не': 0.07729148864746094, 'были': 0.053165435791015625, 'доставлены': 1.707254409790039, 'получателям,': 0.2989654541015625, 'для': 0.004283905029296875, 'которых': 0.017930984497070312, 'они': 0.15958023071289062, 'предназначались.': 0.19646072387695312}",с того,"{'с': 6.527782440185547, 'того': 12.292791366577148}","этот мальчик спрятал более 600 почтовых документов, с того 429 новогодние открытки, которые не были доставлены получателям, для которых они предназначались.","{'этот': 0.022214889526367188, 'мальчик': 5.067170143127441, 'спрятал': 7.390314102172852, 'более': 1.2150917053222656, '600': 3.687258720397949, 'почтовых': 0.010812759399414062, 'документов,': 10.662256240844727, 'с': 7.0447797775268555, 'того': 9.203397750854492, '429': 17.97811985015869, 'новогодние': 0.9589786529541016, 'открытки,': 0.6050872802734375, 'которые': 0.17786026000976562, 'не': 0.061153411865234375, 'были': 0.06601905822753906, 'доставлены': 1.575063705444336, 'получателям,': 0.4386425018310547, 'для': 0.005828857421875, 'которых': 0.030179977416992188, 'они': 0.14068603515625, 'предназначались.': 0.19783592224121094}"
co nejrychleji,"{'co': 10.444132804870605, 'nejrychleji': 38.54406452178955}",co nejrychleji přijdeme.,"{'co': 9.267492294311523, 'nejrychleji': 39.00019359588623, 'prijdeme.': 17.743069648742676}",как только,"{'как': 7.168948173522949, 'только': 8.901201248168945}","придем, как только сможем.","{'придем,': 3.2299365997314453, 'как': 0.010335922241210938, 'только': 0.0010204315185546875, 'сможем.': 0.4241504669189453}",что рыхлый,"{'что': 8.744386672973633, 'рыхлый': 12.692434310913086}","придем, что рыхлый сможем.","{'придем,': 13.951888084411621, 'что': 7.352166175842285, 'рыхлый': 30.052810668945312, 'сможем.': 13.73751163482666}"
dokonce i,"{'dokonce': 19.200157642364502, 'i': 9.425416946411133}","ještě před půl stoletím bylo na takové dobývání třeba věnovat mnoho času (i týdny, dokonce i měsíce!).","{'jeste': 8.200662612915039, 'pred': 5.779472351074219, 'pul': 12.625957489013672, 'stoletim': 17.151321411132812, 'bylo': 1.681772232055664, 'na': 0.3681507110595703, 'takove': 11.446487426757812, 'dobyvani': 14.708484649658203, 'treba': 7.974632263183594, 'venovat': 16.194893836975098, 'mnoho': 16.175132751464844, 'casu': 6.283435821533203, '(i': 3.379157066345215, 'tydny,': 20.973336219787598, 'dokonce': 12.459772109985352, 'i': 2.864816665649414, 'mesice!).': 20.882572174072266}",а то и,"{'а': 2.224214553833008, 'то': 4.2222137451171875, 'и': 8.523548126220703}","еще полвека назад для такого завоевания требовалась уйма времени (недели, а то и месяцы! ).","{'еще': 3.0009326934814453, 'полвека': 0.038059234619140625, 'назад': 0.032901763916015625, 'для': 0.01247406005859375, 'такого': 1.8489532470703125, 'завоевания': 8.950387001037598, 'требовалась': 0.2607288360595703, 'уйма': 0.0012226104736328125, 'времени': 0.025074005126953125, '(недели,': 0.1531810760498047, 'а': 0.008941650390625, 'то': 0.056396484375, 'и': 0.002109527587890625, 'месяцы!': 1.5462121963500977, ').': 2.2673463821411133}",до конца и ,"{'до': 4.668918609619141, 'конца': 7.059643268585205, 'и': 7.097893714904785}","еще полвека назад для такого завоевания требовалась уйма времени (недели, до конца и  месяцы! ).","{'еще': 2.3025360107421875, 'полвека': 0.07937812805175781, 'назад': 0.0339508056640625, 'для': 0.01866912841796875, 'такого': 1.876896858215332, 'завоевания': 9.112960815429688, 'требовалась': 0.38507843017578125, 'уйма': 0.0020771026611328125, 'времени': 0.024076461791992188, '(недели,': 4.6398162841796875, 'до': 4.924722671508789, 'конца': 7.453184127807617, 'и': 5.288027763366699, 'месяцы!': 21.757726669311523, ').': 2.30718994140625}"
potom co,"{'potom': 15.028772354125977, 'co': 14.376395225524902}","zaslechl vrzání pantů asi přes čtyři střechy nedlouho potom, co jeho přítel odešel.","{'zaslechl': 25.922837257385254, 'vrzani': 23.618826866149902, 'pantu': 13.78038215637207, 'asi': 9.900045394897461, 'pres': 7.459264755249023, 'ctyri': 18.728325843811035, 'strechy': 14.224656105041504, 'nedlouho': 16.48360824584961, 'potom,': 10.369707107543945, 'co': 3.7802867889404297, 'jeho': 1.1271610260009766, 'pritel': 14.456335067749023, 'odesel.': 15.332033157348633}",после того как,"{'после': 1.1275863647460938, 'того': 0.0070037841796875, 'как': 0.5283823013305664}","чердачник услышал скрип оконных петель на одной из соседних крыш ― было это вскоре после того, как друг его удалился.","{'чердачник': 9.252720832824707, 'услышал': 0.2538013458251953, 'скрип': 0.08111953735351562, 'оконных': 3.1227283477783203, 'петель': 0.037502288818359375, 'на': 0.18092918395996094, 'одной': 0.0038738250732421875, 'из': 0.005870819091796875, 'соседних': 0.7259654998779297, 'крыш': 2.674985885620117, '―': 16.90119171142578, 'было': 3.4445133209228516, 'это': 0.022092819213867188, 'вскоре': 2.7617740631103516, 'после': 0.000942230224609375, 'того,': 0.0056304931640625, 'как': 0.0016880035400390625, 'друг': 4.053150177001953, 'его': 1.697275161743164, 'удалился.': 8.90627384185791}",потом что,"{'потом': 3.463191032409668, 'что': 6.762094497680664}",чердачник услышал скрип оконных петель на одной из соседних крыш ― было это вскоре потом что друг его удалился.,"{'чердачник': 7.747583389282227, 'услышал': 0.2446308135986328, 'скрип': 0.112396240234375, 'оконных': 3.1273670196533203, 'петель': 0.030885696411132812, 'на': 0.2451953887939453, 'одной': 0.006984710693359375, 'из': 0.011150360107421875, 'соседних': 0.6151905059814453, 'крыш': 2.822911262512207, '―': 16.879724502563477, 'было': 8.333919525146484, 'это': 4.545587539672852, 'вскоре': 7.498895645141602, 'потом': 8.565248489379883, 'что': 5.299881935119629, 'друг': 5.1663665771484375, 'его': 2.204336166381836, 'удалился.': 10.28950309753418}"
čím více,"{'cim': 15.177531242370605, 'vice': 9.900527000427246}","čím více a rychleji se nato bude rozšiřovat, tím rychleji zmizí v archivu","{'cim': 15.127140998840332, 'vice': 11.148478507995605, 'a': 4.558357238769531, 'rychleji': 0.5563259124755859, 'se': 5.258432388305664, 'nato': 10.910820007324219, 'bude': 4.441738128662109, 'rozsirovat,': 22.85971450805664, 'tim': 10.66213321685791, 'zmizi': 18.42409896850586, 'v': 4.846434593200684, 'archivu': 8.47390365600586}",чем больше,"{'чем': 7.283638954162598, 'больше': 5.240226745605469}","чем больше и быстрее нато будет расширяться, тем быстрее исчезнет в архивах, и тогда многие из нас будут спать спокойнее.","{'чем': 3.4483070373535156, 'больше': 0.6852531433105469, 'и': 0.36110687255859375, 'быстрее': 0.7295913696289062, 'нато': 9.778907775878906, 'будет': 0.11608505249023438, 'расширяться,': 2.4072189331054688, 'тем': 0.18756675720214844, 'исчезнет': 4.638699531555176, 'в': 0.02874755859375, 'архивах,': 8.835660934448242, 'тогда': 0.5753097534179688, 'многие': 0.6016902923583984, 'из': 0.0049152374267578125, 'нас': 0.3846168518066406, 'будут': 0.3492717742919922, 'спать': 0.04468345642089844, 'спокойнее.': 4.160205841064453}",чем выше,"{'чем': 5.495949745178223, 'выше': 5.319215297698975}","чем выше и быстрее нато будет расширяться, тем быстрее исчезнет в архивах, и тогда многие из нас будут спать спокойнее.","{'чем': 2.8653106689453125, 'выше': 5.531017303466797, 'и': 0.3618278503417969, 'быстрее': 0.3909587860107422, 'нато': 10.910272598266602, 'будет': 0.1532421112060547, 'расширяться,': 3.6391677856445312, 'тем': 0.09071922302246094, 'исчезнет': 5.0943145751953125, 'в': 0.023561477661132812, 'архивах,': 9.0391206741333, 'тогда': 0.7227954864501953, 'многие': 0.6144065856933594, 'из': 0.0077838897705078125, 'нас': 0.40748023986816406, 'будут': 0.2820625305175781, 'спать': 0.04294395446777344, 'спокойнее.': 4.087644577026367}"
i když,"{'i': 4.904468536376953, 'kdyz': 22.72456645965576}","tygr dokáže šplhat (i když ne dobře), plavat, skákat na velké vzdálenosti.","{'tygr': 14.755495071411133, 'dokaze': 17.136178970336914, 'splhat': 24.76734161376953, '(i': 3.551168441772461, 'kdyz': 14.644163131713867, 'ne': 6.165789604187012, 'dobre),': 8.371496200561523, 'plavat,': 17.557390213012695, 'skakat': 13.001033782958984, 'na': 0.3710956573486328, 'velke': 8.838545799255371, 'vzdalenosti.': 21.302949905395508}",хотя и,"{'хотя': 7.3433661460876465, 'и': 6.409010410308838}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (хотя и не очень хорошо), плавать, прыгать на большие расстояния и тянуть с силой пяти крепких человек.","{'будучи': 6.509162902832031, 'всесторонне': 0.0250244140625, 'развитым': 0.004364013671875, 'атлетом,': 3.049459457397461, 'тигр': 8.399776458740234, 'может': 0.8777732849121094, 'взбираться': 1.030843734741211, 'на': 0.00078582763671875, 'деревья': 0.30135154724121094, '(хотя': 0.06605911254882812, 'и': 0.22221946716308594, 'не': 0.0014629364013671875, 'очень': 0.39794349670410156, 'хорошо),': 3.4095001220703125, 'плавать,': 1.4756031036376953, 'прыгать': 1.8399410247802734, 'большие': 0.6156806945800781, 'расстояния': 0.7309303283691406, 'тянуть': 11.191841125488281, 'с': 4.7603759765625, 'силой': 5.305490493774414, 'пяти': 4.513319969177246, 'крепких': 4.229482650756836, 'человек.': 2.7018508911132812}",и где же,"{'и': 2.244152069091797, 'где': 5.656322479248047, 'же': 6.6255598068237305}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (и где же не очень хорошо), плавать, прыгать на большие расстояния и тянуть с силой пяти крепких человек.","{'будучи': 5.402177810668945, 'всесторонне': 0.12410354614257812, 'развитым': 0.006656646728515625, 'атлетом,': 3.703706741333008, 'тигр': 8.62077522277832, 'может': 0.9438934326171875, 'взбираться': 1.1692943572998047, 'на': 0.001102447509765625, 'деревья': 0.3836402893066406, '(и': 2.916196823120117, 'где': 9.68678092956543, 'же': 6.694305419921875, 'не': 3.5946054458618164, 'очень': 2.2454261779785156, 'хорошо),': 7.112506866455078, 'плавать,': 1.6784706115722656, 'прыгать': 1.7746086120605469, 'большие': 0.6506557464599609, 'расстояния': 0.9695663452148438, 'и': 0.26973915100097656, 'тянуть': 10.531234741210938, 'с': 5.093070030212402, 'силой': 5.070282936096191, 'пяти': 4.299901962280273, 'крепких': 4.0190887451171875, 'человек.': 3.1171798706054688}"
proto že,"{'proto': 9.228557586669922, 'ze': 12.044709205627441}","já, musím se přiznat, jsem ji nechala u chatfieldů také proto, že bych s ní zrovna teď nerada zůstala o samotě.","{'ja,': 8.04585075378418, 'musim': 10.97541332244873, 'se': 5.947012901306152, 'priznat,': 12.689668655395508, 'jsem': 4.867824554443359, 'ji': 7.805673599243164, 'nechala': 11.96322250366211, 'u': 1.367898941040039, 'chatfieldu': 24.19780158996582, 'take': 5.896858215332031, 'proto,': 7.409763336181641, 'ze': 7.693798065185547, 'bych': 8.71924114227295, 's': 7.614747047424316, 'ni': 10.269627571105957, 'zrovna': 18.897000312805176, 'ted': 10.832225799560547, 'nerada': 13.286109924316406, 'zustala': 13.790607452392578, 'o': 4.875624656677246, 'samote.': 16.110525131225586}",оттого что,"{'оттого': 4.790770530700684, 'что': 0.6047239303588867}","она сперва решительно отказалась ехать, и, признаюсь, я оставила ее у чатфильдов, оттого, что боюсь с ней оставаться с глазу на глаз, пока она в таком настроении.","{'она': 0.02099609375, 'сперва': 4.959383010864258, 'решительно': 4.794031143188477, 'отказалась': 0.7796039581298828, 'ехать,': 4.023135185241699, 'и,': 0.8723564147949219, 'признаюсь,': 3.5169973373413086, 'я': 0.01778411865234375, 'оставила': 1.682046890258789, 'ее': 0.5059680938720703, 'у': 1.1791620254516602, 'чатфильдов,': 21.137242317199707, 'оттого,': 5.804802894592285, 'что': 0.050251007080078125, 'боюсь': 2.7749996185302734, 'с': 0.010248184204101562, 'ней': 0.05299568176269531, 'оставаться': 1.7042598724365234, 'глазу': 0.00084686279296875, 'на': 0.0003604888916015625, 'глаз,': 0.05646514892578125, 'пока': 4.910032272338867, 'в': 0.0008029937744140625, 'таком': 0.2390422821044922, 'настроении.': 3.732076644897461}",про то же,"{'про': 6.420533180236816, 'то': 2.8392505645751953, 'же': 1.967214584350586}","она сперва решительно отказалась ехать, и, признаюсь, я оставила ее у чатфильдов, про то же боюсь с ней оставаться с глазу на глаз, пока она в таком настроении.","{'она': 0.0304718017578125, 'сперва': 5.022505760192871, 'решительно': 5.120184898376465, 'отказалась': 0.7468528747558594, 'ехать,': 4.454741477966309, 'и,': 1.2793703079223633, 'признаюсь,': 5.384354591369629, 'я': 0.11980819702148438, 'оставила': 3.342008590698242, 'ее': 0.6547660827636719, 'у': 2.850107192993164, 'чатфильдов,': 20.27345085144043, 'про': 9.778254508972168, 'то': 2.755730628967285, 'же': 6.869942665100098, 'боюсь': 2.1881370544433594, 'с': 0.0017375946044921875, 'ней': 0.04877281188964844, 'оставаться': 5.43507194519043, 'глазу': 0.0015659332275390625, 'на': 0.0008945465087890625, 'глаз,': 0.09263229370117188, 'пока': 4.571538925170898, 'в': 0.002838134765625, 'таком': 0.2440204620361328, 'настроении.': 3.5814590454101562}"
ale vždyť,"{'ale': 11.761033058166504, 'vzdyt': 19.641658782958984}","máš pravdu, je nešťastná, ale vždyť to je jen knížka.","{'mas': 11.574216842651367, 'pravdu,': 11.220561027526855, 'je': 1.019968032836914, 'nestastna,': 26.089147567749023, 'ale': 5.424379348754883, 'vzdyt': 15.795721054077148, 'to': 6.926461219787598, 'jen': 6.323083877563477, 'knizka.': 15.10655689239502}",да ведь,"{'да': 4.443419456481934, 'ведь': 8.961565971374512}","конечно, она несчастная, да ведь это книжка.","{'конечно,': 0.37731170654296875, 'она': 2.3290491104125977, 'несчастная,': 12.944799423217773, 'да': 7.408054351806641, 'ведь': 5.5135393142700195, 'это': 2.2687854766845703, 'книжка.': 13.06035327911377}",а ведь,"{'а': 2.559968948364258, 'ведь': 6.928786754608154}","конечно, она несчастная, а ведь это книжка.","{'конечно,': 0.4866943359375, 'она': 2.033339500427246, 'несчастная,': 11.592008590698242, 'а': 3.674149513244629, 'ведь': 1.6002130508422852, 'это': 3.4292984008789062, 'книжка.': 13.258153915405273}"
ne méně než,"{'ne': 5.017413139343262, 'mene': 11.28126049041748, 'nez': 11.662786483764648}","jistě ne méně než pět set měsíčně, ne-li plných šest set.","{'jiste': 14.656293869018555, 'ne': 3.817615509033203, 'mene': 7.261013031005859, 'nez': 6.318342208862305, 'pet': 9.659798622131348, 'set': 2.622584342956543, 'mesicne,': 25.73543071746826, 'ne-li': 13.619745254516602, 'plnych': 23.454301834106445, 'sest': 6.853853225708008, 'set.': 2.526172637939453}",хотя бы,"{'хотя': 3.694448471069336, 'бы': 1.366776466369629}","наверно хотя бы пятисот в месяц, если не все шестьсот.","{'наверно': 5.043891906738281, 'хотя': 4.295010566711426, 'бы': 0.065948486328125, 'пятисот': 7.218212127685547, 'в': 0.19633102416992188, 'месяц,': 3.9276657104492188, 'если': 0.4811859130859375, 'не': 0.018833160400390625, 'все': 0.34990882873535156, 'шестьсот.': 6.706374168395996}",не мне нежели,"{'не': 4.7005414962768555, 'мне': 7.746952533721924, 'нежели': 18.83823013305664}","наверно не мне нежели пятисот в месяц, если не все шестьсот.","{'наверно': 1.8363685607910156, 'не': 0.02460479736328125, 'мне': 12.520041465759277, 'нежели': 16.450420379638672, 'пятисот': 5.15737247467041, 'в': 0.12006187438964844, 'месяц,': 3.6183977127075195, 'если': 0.5972976684570312, 'все': 0.15407371520996094, 'шестьсот.': 8.185570240020752}"
už vůbec,"{'uz': 8.545746803283691, 'vubec': 27.120227813720703}","a už vůbec není jisté, zdali případné změny režimů budou k lepšímu.","{'a': 2.706056594848633, 'uz': 3.6808109283447266, 'vubec': 23.800864219665527, 'neni': 10.89625358581543, 'jiste,': 13.088935852050781, 'zdali': 10.08276081085205, 'pripadne': 16.667479515075684, 'zmeny': 13.425590515136719, 'rezimu': 11.805009841918945, 'budou': 9.18716812133789, 'k': 4.7346601486206055, 'lepsimu.': 17.64797019958496}",тем более,"{'тем': 4.175041198730469, 'более': 1.2729511260986328}","и тем более нет уверенности в том, что возможные изменения пойдут на пользу.","{'и': 2.077817916870117, 'тем': 0.014797210693359375, 'более': 0.09192085266113281, 'нет': 0.1696186065673828, 'уверенности': 0.23101806640625, 'в': 0.0030841827392578125, 'том,': 0.05268096923828125, 'что': 0.027051925659179688, 'возможные': 7.4236955642700195, 'изменения': 2.4728517532348633, 'пойдут': 0.2585639953613281, 'на': 0.009021759033203125, 'пользу.': 1.1030597686767578}",уж вообще,"{'уж': 8.934414863586426, 'вообще': 10.598405838012695}","и уж вообще нет уверенности в том, что возможные изменения пойдут на пользу.","{'и': 6.010034561157227, 'уж': 5.637665748596191, 'вообще': 6.7130537033081055, 'нет': 0.4622516632080078, 'уверенности': 0.6180629730224609, 'в': 0.00421142578125, 'том,': 0.031093597412109375, 'что': 0.011810302734375, 'возможные': 7.498664855957031, 'изменения': 2.398900032043457, 'пойдут': 0.26481056213378906, 'на': 0.009443283081054688, 'пользу.': 0.873478889465332}"
než dojde,"{'nez': 9.976346969604492, 'dojde': 17.01238441467285}","potrvá mnoho let, než dojde ke stavbě použitelných fúzních reaktorů.","{'potrva': 13.479920387268066, 'mnoho': 8.011676788330078, 'let,': 8.7139310836792, 'nez': 9.472657203674316, 'dojde': 16.979631423950195, 'ke': 9.307445526123047, 'stavbe': 22.647871017456055, 'pouzitelnych': 21.39736557006836, 'fuznich': 18.549304008483887, 'reaktoru.': 12.882301330566406}",прежде чем,"{'прежде': 0.1746997833251953, 'чем': 2.87368106842041}","пройдет много времени, прежде чем будут построены полезные термоядерные реакторы.","{'пройдет': 1.4747428894042969, 'много': 0.35970115661621094, 'времени,': 1.4876251220703125, 'прежде': 0.0012607574462890625, 'чем': 0.0011844635009765625, 'будут': 0.007266998291015625, 'построены': 1.8073883056640625, 'полезные': 8.685052871704102, 'термоядерные': 0.0058765411376953125, 'реакторы.': 0.06895065307617188}",не дойдет,"{'не': 3.8866701126098633, 'дойдет': 10.099202156066895}","пройдет много времени, не дойдет будут построены полезные термоядерные реакторы.","{'пройдет': 0.8529167175292969, 'много': 0.2365570068359375, 'времени,': 3.538907051086426, 'не': 8.276741027832031, 'дойдет': 13.127480506896973, 'будут': 3.849390983581543, 'построены': 4.572172164916992, 'полезные': 9.38711929321289, 'термоядерные': 0.007701873779296875, 'реакторы.': 0.1863861083984375}"
povídalo se,"{'povidalo': 24.717174530029297, 'se': 10.13505744934082}","povídalo se, že předseda byl bílý jako stěna, opile vrávoral a něco blekotal. ","{'povidalo': 15.060263633728027, 'se,': 5.017515182495117, 'ze': 6.778459548950195, 'predseda': 10.53256893157959, 'byl': 4.533677101135254, 'bily': 12.445128440856934, 'jako': 4.504121780395508, 'stena,': 13.311034202575684, 'opile': 17.208419799804688, 'vravoral': 19.296768188476562, 'a': 3.9241533279418945, 'neco': 11.50295639038086, 'blekotal.': 18.599266052246094}",по слухам,"{'по': 1.532236099243164, 'слухам': 7.897059440612793}","по слухам, на никаноре ивановиче лица не было, что он пошатывался, проходя, как пьяный, и что-то бормотал.","{'по': 0.9558582305908203, 'слухам,': 4.993719100952148, 'на': 0.0065288543701171875, 'никаноре': 4.700726509094238, 'ивановиче': 0.17796707153320312, 'лица': 1.1026639938354492, 'не': 0.015506744384765625, 'было,': 0.8907852172851562, 'что': 4.723224639892578, 'он': 0.41927623748779297, 'пошатывался,': 0.2737770080566406, 'проходя,': 10.350000381469727, 'как': 0.1913166046142578, 'пьяный,': 2.428034782409668, 'и': 0.06490325927734375, 'что-то': 0.2464580535888672, 'бормотал.': 0.7764968872070312}",поведали что,"{'поведали': 8.271027565002441, 'что': 7.0150604248046875}","поведали что, на никаноре ивановиче лица не было, что он пошатывался, проходя, как пьяный, и что-то бормотал.","{'поведали': 2.974132537841797, 'что,': 4.87940788269043, 'на': 0.013887405395507812, 'никаноре': 5.167823791503906, 'ивановиче': 0.13301658630371094, 'лица': 0.9170875549316406, 'не': 0.0053806304931640625, 'было,': 0.9638233184814453, 'что': 2.5213699340820312, 'он': 0.05150413513183594, 'пошатывался,': 0.18648910522460938, 'проходя,': 11.085474967956543, 'как': 0.19260406494140625, 'пьяный,': 2.276259422302246, 'и': 0.08658409118652344, 'что-то': 0.2336597442626953, 'бормотал.': 0.88299560546875}"
