phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
в результаті,"{'в': 3.0350046157836914, 'результаті': 17.95803689956665}","у 16 столітті в результаті зіткнень іспанських завойовників з групами корінних народів був створений парагвай, який раніше називався гігантською провінцією індійців.","{'у': 8.274066925048828, '16': 5.03455924987793, 'столітті': 0.06644439697265625, 'в': 0.13622283935546875, 'результаті': 0.5561447143554688, 'зіткнень': 1.1272335052490234, 'іспанських': 0.43299102783203125, 'завойовників': 20.28398323059082, 'з': 0.014398574829101562, 'групами': 2.5581130981445312, 'корінних': 0.993927001953125, 'народів': 1.2155685424804688, 'був': 0.0012607574462890625, 'створений': 0.2040729522705078, 'парагвай,': 5.39640998840332, 'який': 0.00086212158203125, 'раніше': 0.0004596710205078125, 'називався': 0.022884368896484375, 'гігантською': 10.279955863952637, 'провінцією': 0.7364482879638672, 'індійців.': 1.5936050415039062}",в результате,"{'в': 2.3526992797851562, 'результате': 9.408921241760254}","в xvi веке парагвай, который до этого называли огромной провинцией ост-индии, возник в результате столкновения испанских завоевателей с местными группами коренного населения.","{'в': 0.0033550262451171875, 'xvi': 3.639512062072754, 'веке': 4.692413330078125, 'парагвай,': 1.1682004928588867, 'который': 0.020404815673828125, 'до': 0.010540008544921875, 'этого': 0.5108013153076172, 'называли': 8.53935432434082, 'огромной': 7.323663711547852, 'провинцией': 0.04356575012207031, 'ост-индии,': 10.115219116210938, 'возник': 1.0360393524169922, 'результате': 0.03178596496582031, 'столкновения': 2.9830799102783203, 'испанских': 1.1370353698730469, 'завоевателей': 0.005672454833984375, 'с': 0.011182785034179688, 'местными': 2.263324737548828, 'группами': 1.0480518341064453, 'коренного': 0.044952392578125, 'населения.': 0.10262489318847656}",в выводе,"{'в': 2.655038833618164, 'выводе': 13.202203750610352}","в xvi веке парагвай, который до этого называли огромной провинцией ост-индии, возник в выводе столкновения испанских завоевателей с местными группами коренного населения.","{'в': 0.43248558044433594, 'xvi': 3.479764938354492, 'веке': 4.052645683288574, 'парагвай,': 1.2525968551635742, 'который': 0.0233306884765625, 'до': 0.011310577392578125, 'этого': 0.5191631317138672, 'называли': 8.567949295043945, 'огромной': 7.299489974975586, 'провинцией': 0.03904533386230469, 'ост-индии,': 9.94472599029541, 'возник': 3.812479019165039, 'выводе': 10.431403160095215, 'столкновения': 4.094038009643555, 'испанских': 1.1427650451660156, 'завоевателей': 0.008495330810546875, 'с': 0.013622283935546875, 'местными': 2.0351028442382812, 'группами': 0.9759979248046875, 'коренного': 0.054901123046875, 'населения.': 0.10574722290039062}"
на світі,"{'на': 5.207071304321289, 'світі': 2.3930416107177734}","перед сном вона обов'язково читала йому вголос, потім вони розмовляли про все на світі, поки останні слова не поринали в сон.","{'перед': 2.03802490234375, 'сном': 1.1333656311035156, 'вона': 0.17406654357910156, ""обов'язково"": 0.53607177734375, 'читала': 1.9260501861572266, 'йому': 0.9492664337158203, 'вголос,': 10.334327697753906, 'потім': 0.013284683227539062, 'вони': 0.0066089630126953125, 'розмовляли': 0.2926673889160156, 'про': 0.06767082214355469, 'все': 0.5246505737304688, 'на': 0.13603591918945312, 'світі,': 1.4038753509521484, 'поки': 0.05574607849121094, 'останні': 4.215446472167969, 'слова': 4.064155578613281, 'не': 0.0084381103515625, 'поринали': 18.77474308013916, 'в': 3.122751235961914, 'сон.': 0.5826530456542969}",на свете,"{'на': 3.7598114013671875, 'свете': 7.470281600952148}","перед сном она обязательно читала ему вслух, потом они разговаривали обо всем на свете, пока последние слова не ныряли в сон.","{'перед': 3.965595245361328, 'сном': 0.06518936157226562, 'она': 0.8115482330322266, 'обязательно': 3.8525781631469727, 'читала': 0.02446746826171875, 'ему': 1.1320257186889648, 'вслух,': 5.372865676879883, 'потом': 2.5355358123779297, 'они': 0.11186599731445312, 'разговаривали': 1.3154792785644531, 'обо': 0.018863677978515625, 'всем': 0.23272323608398438, 'на': 0.002201080322265625, 'свете,': 0.35037803649902344, 'пока': 0.0780181884765625, 'последние': 0.7678642272949219, 'слова': 3.205721855163574, 'не': 0.04038810729980469, 'ныряли': 7.888749122619629, 'в': 0.00588226318359375, 'сон.': 1.1783952713012695}",на мире,"{'на': 8.88743782043457, 'мире': 12.873918533325195}","перед сном она обязательно читала ему вслух, потом они разговаривали обо всем на мире, пока последние слова не ныряли в сон.","{'перед': 3.6970462799072266, 'сном': 0.06676864624023438, 'она': 0.8206596374511719, 'обязательно': 3.985759735107422, 'читала': 0.02977752685546875, 'ему': 1.1041526794433594, 'вслух,': 5.212368011474609, 'потом': 2.6402111053466797, 'они': 0.12348365783691406, 'разговаривали': 1.1727313995361328, 'обо': 0.030256271362304688, 'всем': 0.4175453186035156, 'на': 2.960519790649414, 'мире,': 13.423844337463379, 'пока': 0.07471275329589844, 'последние': 1.0638675689697266, 'слова': 3.3193702697753906, 'не': 0.040752410888671875, 'ныряли': 7.715868949890137, 'в': 0.0076122283935546875, 'сон.': 1.1840190887451172}"
хіба що,"{'хіба': 5.42189884185791, 'що': 7.542182445526123}","хіба що «варену» (цей давній напій українців називали ще варенухою, варьохою).","{'хіба': 5.144998550415039, 'що': 3.6710891723632812, '«варену»': 4.7096099853515625, '(цей': 11.365286827087402, 'давній': 7.95728874206543, 'напій': 11.048891067504883, 'українців': 0.0355072021484375, 'називали': 2.4196300506591797, 'ще': 0.03912162780761719, 'варенухою,': 2.9864864349365234, 'варьохою).': 21.866379737854004}",разве что,"{'разве': 0.018297195434570312, 'что': 2.0862607955932617}","разве что вареную (этот давний напиток украинцев называли еще варенухой, варехой).","{'разве': 0.013948440551757812, 'что': 0.10804367065429688, 'вареную': 5.04549503326416, '(этот': 0.04012489318847656, 'давний': 2.5139942169189453, 'напиток': 3.596074104309082, 'украинцев': 7.772788047790527, 'называли': 2.328927993774414, 'еще': 0.9236431121826172, 'варенухой,': 1.9681625366210938, 'варехой).': 7.5088043212890625}",ошибка что,"{'ошибка': 7.302288055419922, 'что': 11.669502258300781}","ошибка что вареную (этот давний напиток украинцев называли еще варенухой, варехой).","{'ошибка': 4.587911605834961, 'что': 10.534745216369629, 'вареную': 6.554228782653809, '(этот': 0.0555877685546875, 'давний': 2.5852508544921875, 'напиток': 3.610546112060547, 'украинцев': 7.673102378845215, 'называли': 2.0980968475341797, 'еще': 0.9490594863891602, 'варенухой,': 2.1307334899902344, 'варехой).': 7.58232307434082}"
в тому числі,"{'в': 3.206045150756836, 'тому': 1.1742076873779297, 'числі': 6.431424140930176}","у результаті два види риб вимерли, а два інших виявилися під загрозою зникнення, в тому числі - горбатий головень.","{'у': 6.333826065063477, 'результаті': 3.3441314697265625, 'два': 0.4484539031982422, 'види': 5.252252578735352, 'риб': 8.766762733459473, 'вимерли,': 19.949471473693848, 'а': 0.06773567199707031, 'інших': 0.03912925720214844, 'виявилися': 0.0705413818359375, 'під': 0.67626953125, 'загрозою': 0.014814376831054688, 'зникнення,': 2.6729354858398438, 'в': 0.9046707153320312, 'тому': 0.0049762725830078125, 'числі': 0.0002994537353515625, '-': 4.122208595275879, 'горбатий': 7.033208847045898, 'головень.': 9.262734413146973}",в том числе,"{'в': 1.1173419952392578, 'том': 0.02591705322265625, 'числе': 0.019924163818359375}","это привело к тому, что два вида рыб вымерли, а два других, в том числе горбатый голавль, попали под угрозу исчезновения.","{'это': 4.802356719970703, 'привело': 3.2979583740234375, 'к': 0.0018901824951171875, 'тому,': 0.0040493011474609375, 'что': 0.001613616943359375, 'два': 1.2282276153564453, 'вида': 0.014324188232421875, 'рыб': 1.396108627319336, 'вымерли,': 0.4990501403808594, 'а': 0.05300712585449219, 'других,': 2.373401641845703, 'в': 0.005428314208984375, 'том': 0.020416259765625, 'числе': 0.0001087188720703125, 'горбатый': 2.325693130493164, 'голавль,': 0.04251861572265625, 'попали': 0.4049663543701172, 'под': 0.019041061401367188, 'угрозу': 0.10792160034179688, 'исчезновения.': 0.06794929504394531}",в то число,"{'в': 5.5016069412231445, 'то': 3.6688919067382812, 'число': 9.304573059082031}","это привело к тому, что два вида рыб вымерли, а два других, в то число горбатый голавль, попали под угрозу исчезновения.","{'это': 4.542726516723633, 'привело': 3.8054943084716797, 'к': 0.0024127960205078125, 'тому,': 0.005603790283203125, 'что': 0.0024356842041015625, 'два': 1.1919212341308594, 'вида': 0.017274856567382812, 'рыб': 1.4141292572021484, 'вымерли,': 0.5436038970947266, 'а': 0.06458473205566406, 'других,': 1.7026405334472656, 'в': 0.0219573974609375, 'то': 6.285528182983398, 'число': 7.08344841003418, 'горбатый': 2.4364986419677734, 'голавль,': 0.05651283264160156, 'попали': 0.3166961669921875, 'под': 0.02143096923828125, 'угрозу': 0.11958694458007812, 'исчезновения.': 0.07167816162109375}"
як тільки,"{'як': 10.713201522827148, 'тільки': 2.6891517639160156}","будьте певні, що як тільки ви дістанетесь марини, все буде достатньо очевидним. ви зустрінете інших човнових попутників і вони поділяться з вами своєю інформацією.","{'будьте': 1.3490333557128906, 'певні,': 5.140468597412109, 'що': 0.13611793518066406, 'як': 0.01599884033203125, 'тільки': 0.03373908996582031, 'ви': 0.09280776977539062, 'дістанетесь': 7.423776626586914, 'марини,': 9.936827659606934, 'все': 2.6023216247558594, 'буде': 1.7257518768310547, 'достатньо': 0.039691925048828125, 'очевидним.': 4.514900207519531, 'зустрінете': 4.810708045959473, 'інших': 0.6737556457519531, 'човнових': 7.527929306030273, 'попутників': 14.648433685302734, 'і': 0.5903358459472656, 'вони': 0.001922607421875, 'поділяться': 0.43692588806152344, 'з': 0.0926055908203125, 'вами': 0.20989227294921875, 'своєю': 0.04747200012207031, 'інформацією.': 0.10242652893066406}",как только,"{'как': 7.168948173522949, 'только': 8.901201248168945}","будьте уверены, как только вы доберетесь до причала, все станет вполне очевидно. вы встретите других лодочных автостопщиков, и они поделятся информацией с вам.","{'будьте': 1.321237564086914, 'уверены,': 0.19439125061035156, 'как': 0.05019569396972656, 'только': 0.0008068084716796875, 'вы': 6.008670806884766, 'доберетесь': 0.0052471160888671875, 'до': 0.0037593841552734375, 'причала,': 5.50728702545166, 'все': 1.2844390869140625, 'станет': 0.5036983489990234, 'вполне': 3.5325965881347656, 'очевидно.': 4.0885009765625, 'встретите': 0.2408466339111328, 'других': 3.011106491088867, 'лодочных': 2.271371841430664, 'автостопщиков,': 0.1337566375732422, 'и': 0.44434547424316406, 'они': 0.039661407470703125, 'поделятся': 0.007572174072265625, 'информацией': 0.2709541320800781, 'с': 9.571831703186035, 'вам.': 8.118423461914062}",как просто,"{'как': 5.717548370361328, 'просто': 7.4016032218933105}","будьте уверены, как просто вы доберетесь до причала, все станет вполне очевидно. вы встретите других лодочных автостопщиков, и они поделятся информацией с вам.","{'будьте': 1.2026653289794922, 'уверены,': 0.220611572265625, 'как': 0.028728485107421875, 'просто': 15.035553932189941, 'вы': 5.778617858886719, 'доберетесь': 0.00736236572265625, 'до': 0.01071929931640625, 'причала,': 5.52296257019043, 'все': 1.1659202575683594, 'станет': 0.4757118225097656, 'вполне': 3.4340667724609375, 'очевидно.': 4.1297454833984375, 'встретите': 0.24358177185058594, 'других': 2.8961925506591797, 'лодочных': 2.179501533508301, 'автостопщиков,': 0.13151168823242188, 'и': 0.3768444061279297, 'они': 0.047149658203125, 'поделятся': 0.010162353515625, 'информацией': 0.27984046936035156, 'с': 9.961043357849121, 'вам.': 7.868036270141602}"
а то й,"{'а': 1.279414176940918, 'то': 3.7088260650634766, 'й': 13.75220012664795}","виросте й стане ледацюгою, сутяжником, а то й бандюгою.","{'виросте': 16.03110980987549, 'й': 3.221170425415039, 'стане': 4.12545108795166, 'ледацюгою,': 28.13074779510498, 'сутяжником,': 2.427755355834961, 'а': 0.006175994873046875, 'то': 1.9859123229980469, 'бандюгою.': 4.067234039306641}",а то и,"{'а': 2.224214553833008, 'то': 4.2222137451171875, 'и': 8.523548126220703}","и неизвестно, кем станет, а вдруг — бездельником, иждивенцем, а то и ворюгой.","{'и': 0.008562088012695312, 'неизвестно,': 1.9838485717773438, 'кем': 0.056549072265625, 'станет,': 4.819097518920898, 'а': 0.0025310516357421875, 'вдруг': 2.546405792236328, '—': 3.410964012145996, 'бездельником,': 2.677328109741211, 'иждивенцем,': 0.3017711639404297, 'то': 0.11410331726074219, 'ворюгой.': 0.9466457366943359}",а то да,"{'а': 2.30767822265625, 'то': 4.927574157714844, 'да': 8.431463241577148}","и неизвестно, кем станет, а вдруг — бездельником, иждивенцем, а то да ворюгой.","{'и': 4.577020645141602, 'неизвестно,': 2.3691368103027344, 'кем': 0.06716346740722656, 'станет,': 4.633731842041016, 'а': 0.26479339599609375, 'вдруг': 1.9770221710205078, '—': 3.295320510864258, 'бездельником,': 3.2438278198242188, 'иждивенцем,': 0.36551856994628906, 'то': 0.3997802734375, 'да': 13.43649673461914, 'ворюгой.': 0.8579940795898438}"
після того як,"{'після': 4.710012435913086, 'того': 0.026189804077148438, 'як': 5.535000801086426}","після того як опір групи бухаріна було зламано, перегляду цього рішення ніщо не перешкоджало.","{'після': 6.010610580444336, 'того': 0.002063751220703125, 'як': 0.005397796630859375, 'опір': 4.87718391418457, 'групи': 0.062335968017578125, 'бухаріна': 10.619903564453125, 'було': 0.000423431396484375, 'зламано,': 5.455206871032715, 'перегляду': 3.7384462356567383, 'цього': 0.026281356811523438, 'рішення': 0.003627777099609375, 'ніщо': 0.13487815856933594, 'не': 0.0010776519775390625, 'перешкоджало.': 0.43361854553222656}",после того как,"{'после': 1.1275863647460938, 'того': 0.0070037841796875, 'как': 0.5283823013305664}","после того, как сопротивление группы бухарина было сломано, пересмотру этого решения ничего не препятствовало.","{'после': 3.5341625213623047, 'того,': 0.0158843994140625, 'как': 0.0027618408203125, 'сопротивление': 4.549749374389648, 'группы': 5.245500564575195, 'бухарина': 16.487159729003906, 'было': 0.021511077880859375, 'сломано,': 5.200708389282227, 'пересмотру': 0.01317596435546875, 'этого': 0.6445865631103516, 'решения': 1.4874048233032227, 'ничего': 1.6990947723388672, 'не': 0.000919342041015625, 'препятствовало.': 1.3974990844726562}",после того кто,"{'после': 5.26725959777832, 'того': 2.9357223510742188, 'кто': 8.358960151672363}","после того кто сопротивление группы бухарина было сломано, пересмотру этого решения ничего не препятствовало.","{'после': 2.0214900970458984, 'того': 0.016759872436523438, 'кто': 14.08244800567627, 'сопротивление': 9.666237831115723, 'группы': 5.077243804931641, 'бухарина': 14.531965255737305, 'было': 0.04004859924316406, 'сломано,': 4.239397048950195, 'пересмотру': 0.014562606811523438, 'этого': 0.6707820892333984, 'решения': 1.674180030822754, 'ничего': 1.7581233978271484, 'не': 0.0012054443359375, 'препятствовало.': 1.9200859069824219}"
чим більше,"{'чим': 10.627196311950684, 'більше': 1.3025932312011719}","хоча, чим більше часу проходить, тим очевидніше те, що багато хто добре розумів ще в наповнені космічною романтикою шістдесяті.","{'хоча,': 6.87371826171875, 'чим': 0.05336761474609375, 'більше': 0.010833740234375, 'часу': 0.932403564453125, 'проходить,': 4.212604522705078, 'тим': 0.05841636657714844, 'очевидніше': 0.7178077697753906, 'те,': 1.5488967895507812, 'що': 0.0118408203125, 'багато': 0.0032176971435546875, 'хто': 0.055217742919921875, 'добре': 2.3661556243896484, 'розумів': 0.6399765014648438, 'ще': 0.06566619873046875, 'в': 4.071465492248535, 'наповнені': 1.4425945281982422, 'космічною': 4.307979583740234, 'романтикою': 2.4466304779052734, 'шістдесяті.': 21.66511631011963}",чем больше,"{'чем': 7.283638954162598, 'больше': 5.240226745605469}","хотя, чем больше времени проходит, тем очевиднее, что многие хорошо понимали еще в наполненные космической романтикой шестидесятые.","{'хотя,': 5.377338409423828, 'чем': 0.0017604827880859375, 'больше': 0.016574859619140625, 'времени': 0.3259239196777344, 'проходит,': 0.9440879821777344, 'тем': 0.00920867919921875, 'очевиднее,': 1.3433513641357422, 'что': 0.23447227478027344, 'многие': 7.098973274230957, 'хорошо': 7.660497665405273, 'понимали': 4.610769271850586, 'еще': 6.611691474914551, 'в': 4.708441734313965, 'наполненные': 1.1408634185791016, 'космической': 6.092805862426758, 'романтикой': 1.116128921508789, 'шестидесятые.': 1.4496936798095703}",чего больше,"{'чего': 8.338233947753906, 'больше': 9.719368934631348}","хотя, чего больше времени проходит, тем очевиднее, что многие хорошо понимали еще в наполненные космической романтикой шестидесятые.","{'хотя,': 5.465461730957031, 'чего': 11.847627639770508, 'больше': 0.5820903778076172, 'времени': 0.18320465087890625, 'проходит,': 1.5102577209472656, 'тем': 0.009519577026367188, 'очевиднее,': 1.5961380004882812, 'что': 0.6351299285888672, 'многие': 7.18756103515625, 'хорошо': 7.765721321105957, 'понимали': 4.701120376586914, 'еще': 6.38765811920166, 'в': 4.43961238861084, 'наполненные': 1.129119873046875, 'космической': 6.083839416503906, 'романтикой': 1.0888900756835938, 'шестидесятые.': 1.4416007995605469}"
хоча і,"{'хоча': 12.268227577209473, 'і': 15.279874801635742}","тигр, як всебічно розвинутий атлет, може дертися вгору (хоча і не дуже вміло).","{'тигр,': 4.832904815673828, 'як': 0.07787513732910156, 'всебічно': 9.767066955566406, 'розвинутий': 9.461462020874023, 'атлет,': 7.047945022583008, 'може': 0.760284423828125, 'дертися': 9.583793640136719, 'вгору': 5.114957809448242, '(хоча': 0.551849365234375, 'і': 0.5345478057861328, 'не': 0.016210556030273438, 'дуже': 0.007894515991210938, 'вміло).': 12.324346542358398}",хотя и,"{'хотя': 7.3433661460876465, 'и': 6.409010410308838}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (хотя и не очень хорошо).","{'будучи': 6.066673278808594, 'всесторонне': 0.14214324951171875, 'развитым': 0.0040836334228515625, 'атлетом,': 3.3770008087158203, 'тигр': 9.461118698120117, 'может': 1.5022773742675781, 'взбираться': 0.9504718780517578, 'на': 0.0010852813720703125, 'деревья': 0.5362758636474609, '(хотя': 0.07288169860839844, 'и': 0.1929168701171875, 'не': 0.0024127960205078125, 'очень': 0.3485240936279297, 'хорошо).': 4.410948753356934}",хочет и,"{'хочет': 11.079569339752197, 'и': 9.402545928955078}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (хочет и не очень хорошо).","{'будучи': 5.091981887817383, 'всесторонне': 0.2690773010253906, 'развитым': 0.0053539276123046875, 'атлетом,': 4.10557746887207, 'тигр': 9.359823226928711, 'может': 1.4401969909667969, 'взбираться': 1.2405757904052734, 'на': 0.00133514404296875, 'деревья': 0.7022266387939453, '(хочет': 6.321125030517578, 'и': 2.4210615158081055, 'не': 3.1974267959594727, 'очень': 0.3110790252685547, 'хорошо).': 6.843506813049316}"
від того що,"{'від': 5.330095291137695, 'того': 2.7356300354003906, 'що': 5.367864608764648}","дімка прокинувся від того, що хтось його шарпав і кричав.","{'дімка': 14.864436149597168, 'прокинувся': 5.928688049316406, 'від': 0.26538848876953125, 'того,': 0.09176826477050781, 'що': 0.01702880859375, 'хтось': 0.0039081573486328125, 'його': 0.01627349853515625, 'шарпав': 9.551346778869629, 'і': 0.7857017517089844, 'кричав.': 7.840121269226074}",оттого что,"{'оттого': 4.790770530700684, 'что': 0.6047239303588867}","димка проснулся оттого, что кто-то его тормошил и кричал.","{'димка': 10.687814712524414, 'проснулся': 0.3780670166015625, 'оттого,': 0.2890167236328125, 'что': 0.009233474731445312, 'кто-то': 0.7200279235839844, 'его': 0.023006439208984375, 'тормошил': 0.00527191162109375, 'и': 0.2174224853515625, 'кричал.': 4.380626678466797}",от того почему,"{'от': 1.5207195281982422, 'того': 6.860511779785156, 'почему': 10.569398880004883}",димка проснулся от того почему кто-то его тормошил и кричал.,"{'димка': 9.029979705810547, 'проснулся': 0.8412609100341797, 'от': 0.04539680480957031, 'того': 0.3535614013671875, 'почему': 11.036685943603516, 'кто-то': 0.2944965362548828, 'его': 0.026102066040039062, 'тормошил': 0.03430747985839844, 'и': 0.26674461364746094, 'кричал.': 3.9917964935302734}"
але ж,"{'але': 10.605964660644531, 'ж': 9.844697952270508}","але ж і справді як добре!, - сказав він зненацька, ніби осяяний новою ідеєю.","{'але': 9.91086196899414, 'ж': 4.492362022399902, 'і': 3.40826416015625, 'справді': 0.2255878448486328, 'як': 4.808905601501465, 'добре!,': 4.474376678466797, '-': 0.5378017425537109, 'сказав': 1.9357595443725586, 'він': 0.14574432373046875, 'зненацька,': 24.703584671020508, 'ніби': 0.3118705749511719, 'осяяний': 20.077295303344727, 'новою': 0.6142177581787109, 'ідеєю.': 0.301055908203125}",да ведь,"{'да': 4.443419456481934, 'ведь': 8.961565971374512}","да ведь как хорошо-то!, - cказал он вдруг, словно озаренный новой идеей.","{'да': 7.962192535400391, 'ведь': 1.4155473709106445, 'как': 0.18149566650390625, 'хорошо-то!,': 6.015915870666504, '-': 0.2724475860595703, 'cказал': 0.09704399108886719, 'он': 0.23058319091796875, 'вдруг,': 0.43828773498535156, 'словно': 0.3715801239013672, 'озаренный': 1.3375301361083984, 'новой': 0.7407493591308594, 'идеей.': 1.400045394897461}",но же,"{'но': 8.158238410949707, 'же': 7.7413330078125}","но же как хорошо-то!, - cказал он вдруг, словно озаренный новой идеей.","{'но': 5.753267288208008, 'же': 8.323190689086914, 'как': 0.07108879089355469, 'хорошо-то!,': 5.181604385375977, '-': 0.36417388916015625, 'cказал': 0.10746383666992188, 'он': 0.2018280029296875, 'вдруг,': 0.8165483474731445, 'словно': 0.3520240783691406, 'озаренный': 1.4126033782958984, 'новой': 0.6371498107910156, 'идеей.': 1.6016101837158203}"
хоча б,"{'хоча': 9.826008319854736, 'б': 9.568845748901367}","злочин визнається вчиненим на території україни, якщо його виконавець або хоча б один із співучасників діяв на території україни.","{'злочин': 3.376047134399414, 'визнається': 0.09061050415039062, 'вчиненим': 0.16535186767578125, 'на': 0.00550079345703125, 'території': 0.0025539398193359375, 'україни,': 2.0596847534179688, 'якщо': 0.00081634521484375, 'його': 0.022264480590820312, 'виконавець': 0.03318977355957031, 'або': 0.0007343292236328125, 'хоча': 0.004444122314453125, 'б': 0.03574371337890625, 'один': 0.0120391845703125, 'із': 0.000606536865234375, 'співучасників': 8.700042724609375, 'діяв': 2.366931915283203, 'україни.': 2.174144744873047}",хотя бы,"{'хотя': 3.694448471069336, 'бы': 1.366776466369629}","преступление признается совершенным на территории украины, если его исполнитель или хотя бы один из соучастников действовал на территории украины.","{'преступление': 2.0153846740722656, 'признается': 3.065990447998047, 'совершенным': 0.2005615234375, 'на': 0.1339893341064453, 'территории': 0.005855560302734375, 'украины,': 0.49211692810058594, 'если': 0.034923553466796875, 'его': 0.6877288818359375, 'исполнитель': 3.0676345825195312, 'или': 0.08005714416503906, 'хотя': 0.0003261566162109375, 'бы': 0.0032901763916015625, 'один': 0.002307891845703125, 'из': 0.002147674560546875, 'соучастников': 0.6019058227539062, 'действовал': 5.562021255493164, 'украины.': 0.11706352233886719}",хочет бы,"{'хочет': 8.964592933654785, 'бы': 9.95189094543457}","преступление признается совершенным на территории украины, если его исполнитель или хочет бы один из соучастников действовал на территории украины.","{'преступление': 2.012897491455078, 'признается': 2.9977970123291016, 'совершенным': 0.23112106323242188, 'на': 0.11884880065917969, 'территории': 0.0062160491943359375, 'украины,': 0.5136318206787109, 'если': 0.35717010498046875, 'его': 0.991032600402832, 'исполнитель': 3.2688941955566406, 'или': 0.1680278778076172, 'хочет': 23.13842010498047, 'бы': 1.4097480773925781, 'один': 0.059566497802734375, 'из': 0.0024547576904296875, 'соучастников': 0.4556999206542969, 'действовал': 5.958382606506348, 'украины.': 0.13016510009765625}"
тим більше,"{'тим': 8.896652221679688, 'більше': 1.5821361541748047}","цікаво послухати, а тим більше дати і свою «безцінну» пораду сзр.","{'цікаво': 1.467371940612793, 'послухати,': 1.988290786743164, 'а': 0.5218505859375, 'тим': 0.5510921478271484, 'більше': 0.4424285888671875, 'дати': 6.7866315841674805, 'і': 3.733125686645508, 'свою': 4.546124458312988, '«безцінну»': 10.64382553100586, 'пораду': 3.378477096557617, 'сзр.': 23.06236457824707}",тем более,"{'тем': 4.175041198730469, 'более': 1.2729511260986328}","интересно послушать, а тем более дать и свой «бесценный» совет свр.","{'интересно': 0.8086833953857422, 'послушать,': 2.706836700439453, 'а': 0.09689140319824219, 'тем': 0.0070095062255859375, 'более': 0.30357933044433594, 'дать': 1.2487411499023438, 'и': 4.237527847290039, 'свой': 4.156698226928711, '«бесценный»': 0.0902862548828125, 'совет': 3.2221946716308594, 'свр.': 16.349067211151123}",тем больше,"{'тем': 6.54286003112793, 'больше': 4.987709999084473}","интересно послушать, а тем больше дать и свой «бесценный» совет свр.","{'интересно': 0.8194446563720703, 'послушать,': 2.7226037979125977, 'а': 0.3567037582397461, 'тем': 2.7167701721191406, 'больше': 8.030744552612305, 'дать': 3.390766143798828, 'и': 4.421065330505371, 'свой': 3.7098913192749023, '«бесценный»': 0.09387397766113281, 'совет': 3.236927032470703, 'свр.': 16.521363258361816}"
перш ніж,"{'перш': 9.478256225585938, 'ніж': 9.855352401733398}","однак, цю проблему дуже важко вирішити, і пройде багато років, перш ніж ми станемо свідками будівництва придатних термоядерних реакторів.","{'однак,': 6.223388671875, 'цю': 0.003406524658203125, 'проблему': 0.025911331176757812, 'дуже': 0.00037384033203125, 'важко': 0.0073680877685546875, 'вирішити,': 0.9776439666748047, 'і': 0.3842754364013672, 'пройде': 0.0143890380859375, 'багато': 0.0004215240478515625, 'років,': 0.026182174682617188, 'перш': 0.45303916931152344, 'ніж': 0.03786277770996094, 'ми': 0.009647369384765625, 'станемо': 0.8820438385009766, 'свідками': 2.2919139862060547, 'будівництва': 0.3440208435058594, 'придатних': 3.425321578979492, 'термоядерних': 0.03416633605957031, 'реакторів.': 0.35103607177734375}",прежде чем,"{'прежде': 0.1746997833251953, 'чем': 2.87368106842041}","тем не менее, это серьезная проблема, и ее нужно решить. пройдет много времени, прежде чем будут построены полезные термоядерные реакторы.","{'тем': 2.6691017150878906, 'не': 0.001415252685546875, 'менее,': 0.07769584655761719, 'это': 0.028781890869140625, 'серьезная': 0.8953113555908203, 'проблема,': 0.279327392578125, 'и': 0.043415069580078125, 'ее': 0.3753852844238281, 'нужно': 1.375091552734375, 'решить.': 2.097766876220703, 'пройдет': 0.5845165252685547, 'много': 0.3058147430419922, 'времени,': 0.4849872589111328, 'прежде': 0.000377655029296875, 'чем': 0.00080108642578125, 'будут': 0.006595611572265625, 'построены': 1.6783638000488281, 'полезные': 8.488080978393555, 'термоядерные': 0.00585174560546875, 'реакторы.': 0.07885169982910156}",прежде нежели,"{'прежде': 2.5461902618408203, 'нежели': 9.13449478149414}","тем не менее, это серьезная проблема, и ее нужно решить. пройдет много времени, прежде нежели будут построены полезные термоядерные реакторы.","{'тем': 2.592496871948242, 'не': 0.00150299072265625, 'менее,': 0.11566162109375, 'это': 0.030071258544921875, 'серьезная': 0.9878311157226562, 'проблема,': 0.3059120178222656, 'и': 0.03237342834472656, 'ее': 0.43349266052246094, 'нужно': 1.4803829193115234, 'решить.': 2.514446258544922, 'пройдет': 0.3198204040527344, 'много': 0.4404888153076172, 'времени,': 0.48184967041015625, 'прежде': 0.0021820068359375, 'нежели': 8.065155982971191, 'будут': 0.0070037841796875, 'построены': 1.678750991821289, 'полезные': 8.251672744750977, 'термоядерные': 0.0062427520751953125, 'реакторы.': 0.08187294006347656}"
