phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
snad jen,"{'snad': 31.668185234069824, 'jen': 16.839807987213135}",kdo tohle ví? řekl nakladatel. snad jen vítr.,"{'kdo': 21.704520225524902, 'tohle': 21.49479389190674, 'vi?': 19.793912887573242, 'rekl': 24.177896976470947, 'nakladatel.': 50.6182165145874, 'snad': 26.994457244873047, 'jen': 17.13254165649414, 'vitr.': 36.243680000305176}",разве что,"{'разве': 17.692781448364258, 'что': 7.460960388183594}",кто знает? разве что ветер…,"{'кто': 13.476062774658203, 'знает?': 19.425216674804688, 'разве': 10.502727508544922, 'что': 7.167182445526123, 'ветер…': 18.12943410873413}",может просто,"{'может': 18.517026901245117, 'просто': 5.369943141937256}",кто знает? может просто ветер…,"{'кто': 13.140656471252441, 'знает?': 20.391103744506836, 'может': 10.358413696289062, 'просто': 10.02932357788086, 'ветер…': 16.349387645721436}"
z toho,"{'z': 15.812397003173828, 'toho': 15.282426834106445}","chlapec ukryl více než 600 poštovních dokumentů, z toho 429 novoročních přání,","{'chlapec': 32.4648756980896, 'ukryl': 31.684632301330566, 'vice': 22.000895500183105, 'nez': 16.14589786529541, '600': 13.134472846984863, 'postovnich': 40.58943223953247, 'dokumentu,': 46.45263862609863, 'z': 14.285661697387695, 'toho': 15.089376449584961, '429': 21.07408332824707, 'novorocnich': 45.27984666824341, 'prani,': 36.99408006668091}",в том числе,"{'в': 13.5700044631958, 'том': 10.391182899475098, 'числе': 15.556750297546387}","этот мальчик спрятал более 600 почтовых документов, в том числе 429 новогодние открытки, которые не были доставлены получателям, для которых они предназначались.","{'этот': 22.36123275756836, 'мальчик': 8.79437255859375, 'спрятал': 11.324481010437012, 'более': 6.1915740966796875, '600': 14.799422264099121, 'почтовых': 24.760350227355957, 'документов,': 21.239721298217773, 'в': 16.51038360595703, 'том': 13.54129409790039, 'числе': 16.37860679626465, '429': 30.077653884887695, 'новогодние': 25.742839813232422, 'открытки,': 45.61381816864014, 'которые': 19.417861938476562, 'не': 14.801767349243164, 'были': 9.567453384399414, 'доставлены': 29.68285369873047, 'получателям,': 38.470468521118164, 'для': 17.52649688720703, 'которых': 15.76198673248291, 'они': 13.877900123596191, 'предназначались.': 44.12834930419922}",с того,"{'с': 12.42688274383545, 'того': 8.678194999694824}","этот мальчик спрятал более 600 почтовых документов, с того 429 новогодние открытки, которые не были доставлены получателям, для которых они предназначались.","{'этот': 22.34937286376953, 'мальчик': 9.0300874710083, 'спрятал': 11.305642127990723, 'более': 5.776303291320801, '600': 14.80252456665039, 'почтовых': 24.449525833129883, 'документов,': 21.223228454589844, 'с': 17.589797973632812, 'того': 12.625767707824707, '429': 24.2072811126709, 'новогодние': 25.239066123962402, 'открытки,': 46.12333106994629, 'которые': 19.495044708251953, 'не': 14.474724769592285, 'были': 9.960760116577148, 'доставлены': 28.803926467895508, 'получателям,': 37.901384353637695, 'для': 17.471567153930664, 'которых': 15.79185676574707, 'они': 14.029997825622559, 'предназначались.': 43.83362865447998}"
co nejrychleji,"{'co': 14.364775657653809, 'nejrychleji': 47.08470058441162}",co nejrychleji přijdeme.,"{'co': 14.106430053710938, 'nejrychleji': 47.6861047744751, 'prijdeme.': 59.819912910461426}",как только,"{'как': 15.24917984008789, 'только': 5.157507419586182}","придем, как только сможем.","{'придем,': 39.41092586517334, 'как': 14.190946578979492, 'только': 10.484822273254395, 'сможем.': 23.837393760681152}",что рыхлый,"{'что': 17.74471092224121, 'рыхлый': 24.573960304260254}","придем, что рыхлый сможем.","{'придем,': 43.08437442779541, 'что': 15.343015670776367, 'рыхлый': 30.982914924621582, 'сможем.': 23.059377670288086}"
dokonce i,"{'dokonce': 39.75429344177246, 'i': 8.767302513122559}","ještě před půl stoletím bylo na takové dobývání třeba věnovat mnoho času (i týdny, dokonce i měsíce!).","{'jeste': 25.319734573364258, 'pred': 19.11140727996826, 'pul': 18.420562267303467, 'stoletim': 35.549214363098145, 'bylo': 19.288352966308594, 'na': 8.025444030761719, 'takove': 25.9749755859375, 'dobyvani': 51.02666711807251, 'treba': 32.26305103302002, 'venovat': 31.838650703430176, 'mnoho': 34.190186500549316, 'casu': 28.356616020202637, '(i': 22.015649795532227, 'tydny,': 52.1335973739624, 'dokonce': 38.565940380096436, 'i': 8.062531471252441, 'mesice!).': 38.2340784072876}",а то и,{},"еще полвека назад для такого завоевания требовалась уйма времени (недели, а то и месяцы! ).","{'еще': 22.167362213134766, 'полвека': 11.960107803344727, 'назад': 5.984566688537598, 'для': 13.788625717163086, 'такого': 14.86746597290039, 'завоевания': 17.107627868652344, 'требовалась': 25.86131191253662, 'уйма': 33.100037574768066, 'времени': 18.4942684173584, '(недели,': 57.72492790222168}",до конца и ,"{'до': 17.561132431030273, 'конца': 8.985034942626953, 'и': 8.62149429321289}","еще полвека назад для такого завоевания требовалась уйма времени (недели, до конца и  месяцы! ).","{'еще': 21.79216957092285, 'полвека': 11.460975646972656, 'назад': 5.664321422576904, 'для': 13.146125793457031, 'такого': 13.606351852416992, 'завоевания': 14.297389030456543, 'требовалась': 22.667967796325684, 'уйма': 29.04081439971924, 'времени': 16.37250518798828, '(недели,': 51.0020809173584, 'до': 13.73294734954834, 'конца': 14.338408470153809, 'и': 9.526363372802734, 'месяцы!': 32.599613189697266, ').': 16.451326370239258}"
potom co,"{'potom': 26.07452964782715, 'co': 9.861366271972656}","zaslechl vrzání pantů asi přes čtyři střechy nedlouho potom, co jeho přítel odešel.","{'zaslechl': 39.61935758590698, 'vrzani': 36.30507183074951, 'pantu': 24.255088806152344, 'asi': 16.766234397888184, 'pres': 15.07774829864502, 'ctyri': 29.28939723968506, 'strechy': 24.46655559539795, 'nedlouho': 43.15792179107666, 'potom,': 32.584938049316406, 'co': 13.897726058959961, 'jeho': 15.350712776184082, 'pritel': 24.98828935623169, 'odesel.': 35.80505180358887}",после того как,"{'после': 20.269067764282227, 'того': 5.280106067657471, 'как': 13.637388229370117}","чердачник услышал скрип оконных петель на одной из соседних крыш ― было это вскоре после того, как друг его удалился.","{'чердачник': 41.00685977935791, 'услышал': 11.33797836303711, 'скрип': 9.741227149963379, 'оконных': 20.902365684509277, 'петель': 16.554285049438477, 'на': 10.680445671081543, 'одной': 13.219278335571289, 'из': 11.608121871948242, 'соседних': 18.609241485595703, 'крыш': 10.300745010375977}",потом что,"{'потом': 17.57499885559082, 'что': 7.267821788787842}",чердачник услышал скрип оконных петель на одной из соседних крыш ― было это вскоре потом что друг его удалился.,"{'чердачник': 41.052781105041504, 'услышал': 11.229507446289062, 'скрип': 9.772563934326172, 'оконных': 20.55556869506836, 'петель': 16.6028995513916, 'на': 10.450774192810059, 'одной': 13.474150657653809, 'из': 10.958643913269043, 'соседних': 18.63273811340332, 'крыш': 10.142223358154297}"
čím více,"{'cim': 30.499176025390625, 'vice': 20.82419729232788}","čím více a rychleji se nato bude rozšiřovat, tím rychleji zmizí v archivu","{'cim': 25.687374114990234, 'vice': 20.81057834625244, 'a': 7.152707099914551, 'rychleji': 51.19302701950073, 'se': 14.546942710876465, 'nato': 16.144765853881836, 'bude': 29.56642246246338, 'rozsirovat,': 54.603508949279785, 'tim': 24.302799224853516, 'zmizi': 35.494999408721924, 'v': 11.282127380371094, 'archivu': 25.02158260345459}",чем больше,"{'чем': 17.135583877563477, 'больше': 5.937105655670166}","чем больше и быстрее нато будет расширяться, тем быстрее исчезнет в архивах, и тогда многие из нас будут спать спокойнее.","{'чем': 19.715124130249023, 'больше': 5.217761993408203, 'и': 13.008596420288086, 'быстрее': 15.225202560424805, 'нато': 17.64202880859375, 'будет': 5.810592174530029, 'расширяться,': 35.64102745056152, 'тем': 18.05242156982422, 'исчезнет': 13.23313045501709, 'в': 9.469216346740723, 'архивах,': 34.51360511779785, 'тогда': 12.336614608764648, 'многие': 9.798792839050293, 'из': 11.860499382019043, 'нас': 13.880353927612305, 'будут': 12.60885238647461, 'спать': 13.158334732055664, 'спокойнее.': 18.639527320861816}",чем выше,"{'чем': 17.02054214477539, 'выше': 6.614975929260254}","чем выше и быстрее нато будет расширяться, тем быстрее исчезнет в архивах, и тогда многие из нас будут спать спокойнее.","{'чем': 19.643606185913086, 'выше': 7.333582878112793, 'и': 13.0206880569458, 'быстрее': 14.956035614013672, 'нато': 17.554840087890625, 'будет': 5.536253929138184, 'расширяться,': 35.696250915527344, 'тем': 17.748456954956055, 'исчезнет': 13.123395919799805, 'в': 9.338251113891602, 'архивах,': 34.490031242370605, 'тогда': 12.273529052734375, 'многие': 9.868303298950195, 'из': 11.542057991027832, 'нас': 13.914532661437988, 'будут': 12.531482696533203, 'спать': 13.0885648727417, 'спокойнее.': 18.506590843200684}"
i když,"{'i': 12.790098190307617, 'kdyz': 27.128653526306152}","tygr dokáže šplhat (i když ne dobře), plavat, skákat na velké vzdálenosti.","{'tygr': 27.78781223297119, 'dokaze': 26.554859161376953, 'splhat': 32.79505252838135, '(i': 19.992188453674316, 'kdyz': 27.67185401916504, 'ne': 8.695459365844727, 'dobre),': 37.00842571258545, 'plavat,': 41.08014917373657, 'skakat': 28.43720817565918, 'na': 12.43122386932373, 'velke': 25.0938081741333, 'vzdalenosti.': 71.42980098724365}",хотя и,"{'хотя': 15.918664932250977, 'и': 6.642208099365234}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (хотя и не очень хорошо), плавать, прыгать на большие расстояния и тянуть с силой пяти крепких человек.","{'будучи': 22.535078048706055, 'всесторонне': 25.278536796569824, 'развитым': 33.39105033874512, 'атлетом,': 42.78555488586426, 'тигр': 23.358692169189453, 'может': 8.156023025512695, 'взбираться': 25.624608993530273, 'на': 12.59850788116455, 'деревья': 18.613649368286133, '(хотя': 32.3290376663208, 'и': 9.06995964050293, 'не': 13.637271881103516, 'очень': 11.739158630371094, 'хорошо),': 28.21340274810791, 'плавать,': 24.101218223571777, 'прыгать': 17.12150001525879, 'большие': 15.837089538574219, 'расстояния': 13.371930122375488, 'тянуть': 20.799503326416016, 'с': 10.989114761352539, 'силой': 17.849918365478516, 'пяти': 9.006600379943848, 'крепких': 12.683388710021973, 'человек.': 18.161649703979492}",и где же,"{'и': 17.042390823364258, 'где': 6.133267402648926, 'же': 10.435264587402344}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (и где же не очень хорошо), плавать, прыгать на большие расстояния и тянуть с силой пяти крепких человек.","{'будучи': 22.476877212524414, 'всесторонне': 25.519227981567383, 'развитым': 33.46200752258301, 'атлетом,': 42.83424091339111, 'тигр': 23.352731704711914, 'может': 8.370315551757812, 'взбираться': 25.797855377197266, 'на': 13.160335540771484, 'деревья': 18.108596801757812, '(и': 26.277064323425293, 'где': 13.83683967590332, 'же': 10.62166976928711, 'не': 12.614336967468262, 'очень': 11.700860977172852, 'хорошо),': 29.391621589660645, 'плавать,': 24.772279739379883, 'прыгать': 16.47002601623535, 'большие': 15.365245819091797, 'расстояния': 13.267664909362793, 'и': 9.95171070098877, 'тянуть': 21.61778450012207, 'с': 10.839552879333496, 'силой': 17.229040145874023, 'пяти': 8.534469604492188, 'крепких': 12.500595092773438, 'человек.': 18.548362731933594}"
proto že,"{'proto': 23.801132678985596, 'ze': 13.248545169830322}","já, musím se přiznat, jsem ji nechala u chatfieldů také proto, že bych s ní zrovna teď nerada zůstala o samotě.","{'ja,': 25.343467712402344, 'musim': 30.110116958618164, 'se': 7.247496604919434, 'priznat,': 38.66572284698486, 'jsem': 29.09296226501465, 'ji': 17.815110206604004, 'nechala': 26.2811279296875, 'u': 6.6234893798828125, 'chatfieldu': 43.434372901916504, 'take': 20.00282335281372, 'proto,': 29.960514068603516, 'ze': 20.959805965423584, 'bych': 18.677047729492188, 's': 7.690539360046387, 'ni': 11.687559127807617, 'zrovna': 28.258605003356934, 'ted': 16.884316444396973, 'nerada': 29.442665100097656, 'zustala': 22.713022708892822, 'o': 7.160627365112305, 'samote.': 40.43868112564087}",оттого что,"{'оттого': 20.525278091430664, 'что': 7.402257442474365}","она сперва решительно отказалась ехать, и, признаюсь, я оставила ее у чатфильдов, оттого, что боюсь с ней оставаться с глазу на глаз, пока она в таком настроении.","{'она': 8.347782135009766, 'сперва': 11.115619659423828, 'решительно': 8.761577606201172, 'отказалась': 11.952796936035156, 'ехать,': 17.008559226989746, 'и,': 27.927197456359863, 'признаюсь,': 33.75791072845459, 'я': 16.48402214050293, 'оставила': 16.95770263671875, 'ее': 9.680190086364746, 'у': 14.173904418945312, 'чатфильдов,': 63.54523468017578, 'оттого,': 29.86919403076172, 'что': 14.565849304199219, 'боюсь': 18.394031524658203, 'с': 9.528858184814453, 'ней': 17.514270782470703, 'оставаться': 19.05622673034668, 'глазу': 19.281982421875, 'на': 11.155619621276855, 'глаз,': 21.899897575378418, 'пока': 18.055816650390625, 'в': 11.229663848876953, 'таком': 14.405073165893555, 'настроении.': 26.412723541259766}",про то же,"{'про': 19.02634048461914, 'то': 6.166840076446533, 'же': 11.98940658569336}","она сперва решительно отказалась ехать, и, признаюсь, я оставила ее у чатфильдов, про то же боюсь с ней оставаться с глазу на глаз, пока она в таком настроении.","{'она': 8.234540939331055, 'сперва': 11.045089721679688, 'решительно': 8.610535621643066, 'отказалась': 11.920737266540527, 'ехать,': 17.11425495147705, 'и,': 27.78580379486084, 'признаюсь,': 33.599321365356445, 'я': 15.912776947021484, 'оставила': 16.893651962280273, 'ее': 9.194400787353516, 'у': 14.132556915283203, 'чатфильдов,': 63.72322940826416, 'про': 19.623441696166992, 'то': 7.877837657928467, 'же': 12.591716766357422, 'боюсь': 15.317397117614746, 'с': 9.01312255859375, 'ней': 17.269166946411133, 'оставаться': 19.166582107543945, 'глазу': 19.204710006713867, 'на': 10.81292724609375, 'глаз,': 21.938204765319824, 'пока': 17.850208282470703, 'в': 11.27750015258789, 'таком': 14.259723663330078, 'настроении.': 26.485405921936035}"
ale vždyť,"{'ale': 18.43088150024414, 'vzdyt': 34.06961679458618}","máš pravdu, je nešťastná, ale vždyť to je jen knížka.","{'mas': 22.744200706481934, 'pravdu,': 32.308589458465576, 'je': 10.184135437011719, 'nestastna,': 36.009042739868164, 'ale': 19.291953086853027, 'vzdyt': 34.88402557373047, 'to': 9.805238723754883, 'jen': 14.86255931854248, 'knizka.': 36.15049648284912}",да ведь,"{'да': 14.770692825317383, 'ведь': 7.09964656829834}","конечно, она несчастная, да ведь это книжка.","{'конечно,': 31.45924472808838, 'она': 14.86657428741455, 'несчастная,': 24.35413360595703, 'да': 14.141721725463867, 'ведь': 10.392253875732422, 'это': 10.279243469238281, 'книжка.': 25.148633003234863}",а ведь,{},"конечно, она несчастная, а ведь это книжка.","{'конечно,': 33.54882049560547, 'она': 15.563896179199219, 'несчастная,': 27.155311584472656}"
ne méně než,"{'ne': 17.761011123657227, 'mene': 19.359318733215332, 'nez': 15.678730964660645}","jistě ne méně než pět set měsíčně, ne-li plných šest set.","{'jiste': 25.06038761138916, 'ne': 9.621964454650879, 'mene': 16.71291446685791, 'nez': 15.995593070983887, 'pet': 11.65083122253418, 'set': 14.5150785446167, 'mesicne,': 39.998722076416016, 'ne-li': 33.163652420043945, 'plnych': 22.932140827178955, 'sest': 14.806483268737793, 'set.': 29.8681697845459}",хотя бы,"{'хотя': 16.041473388671875, 'бы': 3.3224687576293945}","наверно хотя бы пятисот в месяц, если не все шестьсот.","{'наверно': 21.926841735839844, 'хотя': 6.813497543334961, 'бы': 11.576017379760742, 'пятисот': 20.301508903503418, 'в': 10.789497375488281, 'месяц,': 20.059362411499023, 'если': 16.331226348876953, 'не': 10.359743118286133, 'все': 10.461576461791992, 'шестьсот.': 28.015313148498535}",не мне нежели,"{'не': 10.997234344482422, 'мне': 7.344558238983154, 'нежели': 16.232254028320312}","наверно не мне нежели пятисот в месяц, если не все шестьсот.","{'наверно': 22.10894203186035, 'не': 10.395036697387695, 'мне': 11.396236419677734, 'нежели': 16.781667709350586, 'пятисот': 14.168107509613037, 'в': 10.860055923461914, 'месяц,': 20.181772232055664, 'если': 16.67261505126953, 'все': 10.565845489501953, 'шестьсот.': 28.988394737243652}"
už vůbec,"{'uz': 23.368660926818848, 'vubec': 24.28558349609375}","a už vůbec není jisté, zdali případné změny režimů budou k lepšímu.","{'a': 10.695457458496094, 'uz': 16.989251136779785, 'vubec': 26.74172878265381, 'neni': 22.666076183319092, 'jiste,': 36.75802135467529, 'zdali': 36.20695924758911, 'pripadne': 38.70438003540039, 'zmeny': 23.352301597595215, 'rezimu': 30.892200469970703, 'budou': 28.40303897857666, 'k': 9.389317512512207, 'lepsimu.': 37.10730504989624}",тем более,"{'тем': 16.326351165771484, 'более': 4.109603404998779}","и тем более нет уверенности в том, что возможные изменения пойдут на пользу.","{'и': 20.03834342956543, 'тем': 10.7172269821167, 'более': 12.77000617980957, 'нет': 12.687549591064453, 'уверенности': 19.372072219848633, 'в': 10.319928169250488, 'том,': 31.486408233642578, 'что': 16.613128662109375, 'возможные': 19.609325408935547, 'изменения': 9.005863189697266, 'пойдут': 12.974417686462402, 'на': 8.758014678955078, 'пользу.': 31.125590324401855}",уж вообще,"{'уж': 14.491979598999023, 'вообще': 6.421811103820801}","и уж вообще нет уверенности в том, что возможные изменения пойдут на пользу.","{'и': 20.091629028320312, 'уж': 7.885802268981934, 'вообще': 8.116352081298828, 'нет': 10.773313522338867, 'уверенности': 21.049718856811523, 'в': 9.649345397949219, 'том,': 31.51328182220459, 'что': 16.60353660583496, 'возможные': 19.764501571655273, 'изменения': 9.065524101257324, 'пойдут': 13.13675308227539, 'на': 8.60452651977539, 'пользу.': 31.642406463623047}"
než dojde,"{'nez': 23.37158441543579, 'dojde': 25.0095157623291}","potrvá mnoho let, než dojde ke stavbě použitelných fúzních reaktorů.","{'potrva': 36.361637115478516, 'mnoho': 32.879920959472656, 'let,': 32.713419914245605, 'nez': 19.64863872528076, 'dojde': 25.082557678222656, 'ke': 9.163524627685547, 'stavbe': 23.25031852722168, 'pouzitelnych': 52.665719985961914, 'fuznich': 41.54631567001343, 'reaktoru.': 40.693745613098145}",прежде чем,"{'прежде': 18.265226364135742, 'чем': 8.372329711914062}","пройдет много времени, прежде чем будут построены полезные термоядерные реакторы.","{'пройдет': 35.77480602264404, 'много': 12.511569023132324, 'времени,': 23.11508846282959, 'прежде': 17.263614654541016, 'чем': 14.186010360717773, 'будут': 15.287111282348633, 'построены': 13.745686531066895, 'полезные': 9.446538925170898, 'термоядерные': 46.11026668548584, 'реакторы.': 44.825876235961914}",не дойдет,"{'не': 12.608739852905273, 'дойдет': 14.443617820739746}","пройдет много времени, не дойдет будут построены полезные термоядерные реакторы.","{'пройдет': 35.13241004943848, 'много': 12.496944427490234, 'времени,': 24.695234298706055, 'не': 15.086219787597656, 'дойдет': 19.368480682373047, 'будут': 4.986567974090576, 'построены': 12.199446678161621, 'полезные': 9.304997444152832, 'термоядерные': 45.91316318511963, 'реакторы.': 44.01257133483887}"
povídalo se,"{'povidalo': 44.64761686325073, 'se': 13.868993759155273}","povídalo se, že předseda byl bílý jako stěna, opile vrávoral a něco blekotal. ","{'povidalo': 44.626805782318115, 'se,': 20.608592987060547, 'ze': 19.17925262451172, 'predseda': 39.4577841758728, 'byl': 18.21217632293701, 'bily': 19.77042579650879, 'jako': 22.8051700592041, 'stena,': 38.24051904678345, 'opile': 30.28226375579834, 'vravoral': 41.17311382293701, 'a': 8.747933387756348, 'neco': 16.848565101623535, 'blekotal.': 50.42190074920654}",по слухам,"{'по': 14.010026931762695, 'слухам': 12.364026069641113}","по слухам, на никаноре ивановиче лица не было, что он пошатывался, проходя, как пьяный, и что-то бормотал.","{'по': 17.465303421020508, 'слухам,': 20.315153121948242, 'на': 16.600711822509766, 'никаноре': 41.26701545715332, 'ивановиче': 40.2666072845459, 'лица': 10.790565490722656, 'не': 10.102779388427734, 'было,': 26.846723556518555, 'что': 15.474773406982422, 'он': 14.265850067138672, 'пошатывался,': 52.63859558105469, 'проходя,': 33.55167579650879, 'как': 14.30462646484375, 'пьяный,': 27.262126922607422, 'и': 11.592084884643555, 'что-то': 40.01670551300049, 'бормотал.': 28.865049362182617}",поведали что,"{'поведали': 29.319557189941406, 'что': 10.26705551147461}","поведали что, на никаноре ивановиче лица не было, что он пошатывался, проходя, как пьяный, и что-то бормотал.","{'поведали': 32.521324157714844, 'что,': 16.596031665802002, 'на': 13.91357421875, 'никаноре': 41.51808452606201, 'ивановиче': 41.34909725189209, 'лица': 10.629938125610352, 'не': 10.410978317260742, 'было,': 26.65205192565918, 'что': 15.31331729888916, 'он': 14.149859428405762, 'пошатывался,': 51.679466247558594, 'проходя,': 31.896939277648926, 'как': 14.012458801269531, 'пьяный,': 26.928497314453125, 'и': 11.61279296875, 'что-то': 38.537004470825195, 'бормотал.': 28.561028480529785}"
tímto způsobem,"{'timto': 29.74889898300171, 'zpusobem': 36.06602764129639}",tímto způsobem se tam pro rusy otevírá obrovský obchodní potenciál.,"{'timto': 26.435152053833008, 'zpusobem': 36.58173990249634, 'se': 11.808069229125977, 'tam': 14.636722087860107, 'pro': 9.973257064819336, 'rusy': 14.607416152954102, 'otevira': 43.171706199645996, 'obrovsky': 24.091941833496094, 'obchodni': 33.73347568511963, 'potencial.': 38.583073139190674}",таким образом,"{'таким': 18.9197998046875, 'образом': 7.038293361663818}","таким образом, перед русскими там открываются огромные коммерческие возможности.","{'таким': 22.09347915649414, 'образом,': 19.92845058441162, 'перед': 20.19375228881836, 'русскими': 13.27379322052002, 'там': 8.173322677612305, 'открываются': 13.846046447753906, 'огромные': 7.138880252838135, 'коммерческие': 26.68170166015625, 'возможности.': 28.47153949737549}",тем способом,"{'тем': 16.737796783447266, 'способом': 8.619256019592285}","тем способом, перед русскими там открываются огромные коммерческие возможности.","{'тем': 19.584436416625977, 'способом,': 16.344900608062744, 'перед': 19.734363555908203, 'русскими': 12.675704956054688, 'там': 8.37869644165039, 'открываются': 13.36097526550293, 'огромные': 6.9141459465026855, 'коммерческие': 25.8348445892334, 'возможности.': 28.11713218688965}"
v každém případě,"{'v': 16.043949127197266, 'kazdem': 31.775472164154053, 'pripade': 33.066555976867676}",v každém případě odneste kotě i misku.,"{'v': 14.061120986938477, 'kazdem': 30.53508996963501, 'pripade': 32.460723876953125, 'odneste': 38.8510365486145, 'kote': 21.94912624359131, 'i': 10.610227584838867, 'misku.': 39.170207023620605}",во всяком случае,"{'во': 17.337289810180664, 'всяком': 8.492134094238281, 'случае': 10.18502140045166}","во всяком случае, уберите и котенка и блюдечко.","{'во': 20.53329086303711, 'всяком': 7.774925708770752, 'случае,': 23.144121170043945, 'уберите': 35.27553081512451, 'и': 12.237523078918457, 'котенка': 20.35862159729004, 'блюдечко.': 47.033535957336426}",в каждом припадке,"{'в': 15.471728324890137, 'каждом': 11.514748573303223, 'припадке': 23.638867378234863}","в каждом припадке, уберите и котенка и блюдечко.","{'в': 19.352773666381836, 'каждом': 12.132494926452637, 'припадке,': 36.59178352355957, 'уберите': 35.925333976745605, 'и': 11.843207359313965, 'котенка': 21.24657440185547, 'блюдечко.': 45.75709342956543}"
mezi jiným,"{'mezi': 25.21183490753174, 'jinym': 34.132981300354004}","mezi jiným jsem pozoroval, že dr kramář bude mít potíže.","{'mezi': 23.881118774414062, 'jinym': 32.65377616882324, 'jsem': 21.155752182006836, 'pozoroval,': 49.439576625823975, 'ze': 20.680665969848633, 'dr': 17.21092987060547, 'kramar': 26.84427833557129, 'bude': 24.052008628845215, 'mit': 18.835126876831055, 'potize.': 36.20172309875488}",между прочим,"{'между': 19.029850006103516, 'прочим': 10.61495304107666}","между прочим, для меня выяснилось, что у д-ра крамаржа будут неприятности.","{'между': 22.254730224609375, 'прочим,': 24.209805488586426, 'для': 20.210617065429688, 'меня': 15.75420093536377, 'выяснилось,': 29.13784122467041, 'что': 16.401287078857422, 'у': 15.312833786010742, 'д-ра': 36.56777095794678, 'крамаржа': 41.897043228149414, 'будут': 6.729557037353516, 'неприятности.': 24.175859451293945}",меж иными,"{'меж': 19.161924362182617, 'иными': 8.521190643310547}","меж иными, для меня выяснилось, что у д-ра крамаржа будут неприятности.","{'меж': 23.44025993347168, 'иными,': 17.640727996826172, 'для': 17.34417724609375, 'меня': 15.739105224609375, 'выяснилось,': 29.46836757659912, 'что': 16.755735397338867, 'у': 14.654727935791016, 'д-ра': 36.53910446166992, 'крамаржа': 42.13469696044922, 'будут': 6.431701183319092, 'неприятности.': 24.383678436279297}"
lze říci,"{'lze': 25.96433162689209, 'rici': 16.12296199798584}","lze říci, že trasu letu lze měnit pouze z důvodu zajištění bezpečnosti a ochrany zdraví.","{'lze': 16.891082763671875, 'rici,': 26.369121551513672, 'ze': 19.00992441177368, 'trasu': 22.043675422668457, 'letu': 16.1341552734375, 'menit': 23.081998825073242, 'pouze': 24.092312812805176, 'z': 6.483128070831299, 'duvodu': 27.570457935333252, 'zajisteni': 39.61420917510986, 'bezpecnosti': 48.60670232772827, 'a': 6.255827903747559, 'ochrany': 35.73071002960205, 'zdravi.': 49.095540046691895}",можно сказать,"{'можно': 16.792320251464844, 'сказать': 6.633101463317871}","можно сказать, что трассу полета можно менять только в интересах безопасности и защиты здоровья.","{'можно': 6.543886184692383, 'сказать,': 16.342722415924072, 'что': 16.731050491333008, 'трассу': 19.06201171875, 'полета': 11.371508598327637, 'менять': 16.086599349975586, 'только': 7.040412902832031, 'в': 13.766807556152344, 'интересах': 21.833364486694336, 'безопасности': 10.810264587402344, 'и': 9.620024681091309, 'защиты': 17.84581756591797, 'здоровья.': 19.936641693115234}",возможно речь,"{'возможно': 18.89048957824707, 'речь': 9.64944076538086}","возможно речь, что трассу полета можно менять только в интересах безопасности и защиты здоровья.","{'возможно': 21.399824142456055, 'речь,': 18.44019317626953, 'что': 15.645164489746094, 'трассу': 18.587268829345703, 'полета': 11.89621353149414, 'можно': 5.938841342926025, 'менять': 15.255805015563965, 'только': 6.669631004333496, 'в': 14.063968658447266, 'интересах': 21.865825653076172, 'безопасности': 10.248905181884766, 'и': 8.996492385864258, 'защиты': 17.687969207763672, 'здоровья.': 19.48643684387207}"
v podstatě,"{'v': 16.88602066040039, 'podstate': 31.223183155059814}","jediné, co udělám ― jediné, co si troufnu udělat ― bude v podstatě taková hloupost…","{'jedine,': 38.477102279663086, 'co': 13.585988998413086, 'udelam': 31.531456470489502, '--': 9.526199340820312, 'si': 13.674942970275879, 'troufnu': 41.59791278839111, 'udelat': 34.467082023620605, 'bude': 29.627063751220703, 'v': 12.061514854431152, 'podstate': 31.724841117858887, 'takova': 28.450210571289062, 'hloupost...': 47.00891637802124}",в сущности,"{'в': 13.380268096923828, 'сущности': 10.757331848144531}","все, что сделаю, все, что посмею сделать, будет, в сущности, такая малость…","{'все,': 24.061466217041016, 'что': 15.826399803161621, 'сделаю,': 28.91431427001953, 'посмею': 32.31342315673828, 'сделать,': 19.397972106933594, 'будет,': 25.38040828704834, 'в': 17.724529266357422, 'сущности,': 28.715906143188477, 'такая': 16.472774505615234, 'малость…': 24.227481842041016}",под стать,"{'под': 15.56208610534668, 'стать': 8.021954536437988}","все, что сделаю, все, что посмею сделать, будет, под стать, такая малость…","{'все,': 24.712841033935547, 'что': 15.711270332336426, 'сделаю,': 28.611331939697266, 'посмею': 32.01857566833496, 'сделать,': 18.129840850830078, 'будет,': 25.57074737548828, 'под': 18.10108184814453, 'стать,': 16.902480125427246, 'такая': 16.367324829101562, 'малость…': 23.421157836914062}"
