phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
у выніку,"{'у': 0.0, 'выніку': 21.194047927856445}",сікхізм уяўляе сабой рэлігію што паходзіць з індыйскага субкантынента. яна зявілася ў 15 стагоддзі ў рэгіене пенджаб у выніку ўзнікнення ў індуізме розных сектанцкіх груп.,"{'сікхізм': 30.498269081115723, 'уяўляе': 14.004692077636719, 'сабой': 4.753716468811035, 'рэлігію': 10.453522682189941, 'што': 7.072859764099121, 'паходзіць': 9.176946640014648, 'з': 2.7731895446777344, 'індыйскага': 20.27040958404541, 'субкантынента.': 38.85295391082764, 'яна': 10.581377983093262, 'зявілася': 10.204577445983887, 'ў': 3.3513917922973633, '15': 5.794994354248047, 'стагоддзі': 9.620843887329102, 'рэгіене': 17.350462913513184, 'пенджаб': 14.213296890258789, 'у': 4.144871711730957, 'выніку': 7.543928146362305, 'ўзнікнення': 13.06586742401123, 'індуізме': 16.32977867126465, 'розных': 7.1588335037231445, 'сектанцкіх': 22.766437530517578, 'груп.': 3.0303945541381836}",в результате,"{'в': 0.0, 'результате': 7.627569198608398}",сикхизм — это религия зародившаяся на индийском субконтиненте в регионе пенджаб в xv веке в результате сектантского раскола внутри индуизма.,"{'сикхизм': 12.099112033843994, '—': 3.461559295654297, 'это': 1.7143478393554688, 'религия': 2.8822689056396484, 'зародившаяся': 8.957280158996582, 'на': 1.8038711547851562, 'индийском': 6.177487373352051, 'субконтиненте': 0.2582054138183594, 'в': 4.512480735778809, 'регионе': 5.107448577880859, 'пенджаб': 10.386380195617676, 'xv': 11.871190071105957, 'веке': 2.238067626953125, 'результате': 1.2312641143798828, 'сектантского': 10.856782913208008, 'раскола': 3.301264762878418, 'внутри': 4.5782365798950195, 'индуизма.': 2.1170740127563477}",в выводе,"{'в': 0.0, 'выводе': 10.69412899017334}",сикхизм — это религия зародившаяся на индийском субконтиненте в регионе пенджаб в xv веке в выводе сектантского раскола внутри индуизма.,"{'сикхизм': 12.099112033843994, '—': 3.461559295654297, 'это': 1.7143478393554688, 'религия': 2.8822689056396484, 'зародившаяся': 8.957280158996582, 'на': 1.8038711547851562, 'индийском': 6.177487373352051, 'субконтиненте': 0.2582054138183594, 'в': 4.512480735778809, 'регионе': 5.107448577880859, 'пенджаб': 10.386380195617676, 'xv': 11.871190071105957, 'веке': 2.238067626953125, 'выводе': 15.692285537719727, 'сектантского': 13.144041061401367, 'раскола': 8.17190933227539, 'внутри': 5.19110107421875, 'индуизма.': 1.8663177490234375}"
на свеце,"{'на': 0.0, 'свеце': 19.160576820373535}","ведаеш, наташанька, я самая шчаслівая жанчына на свеце, калі ў мяне есць такі муж.","{'ведаеш,': 17.043022632598877, 'наташанька,': 21.874850749969482, 'я': 3.8974008560180664, 'самая': 8.569186210632324, 'шчаслівая': 20.37654399871826, 'жанчына': 8.98586654663086, 'на': 1.1804513931274414, 'свеце,': 5.254586219787598, 'калі': 4.873630523681641, 'ў': 2.8299455642700195, 'мяне': 2.3715381622314453, 'есць': 6.206508636474609, 'такі': 6.0543012619018555, 'муж.': 10.011982917785645}",на свете,"{'на': 0.0, 'свете': 10.170262336730957}","знаешь, наташенька, я самая счастливая женщина на свете, раз у меня есть такой муж.","{'знаешь,': 6.4007768630981445, 'наташенька,': 17.17192840576172, 'я': 2.33968448638916, 'самая': 9.936070442199707, 'счастливая': 1.4018182754516602, 'женщина': 1.5433673858642578, 'на': 0.5927944183349609, 'свете,': 2.439180374145508, 'раз': 6.507288932800293, 'у': 1.5972652435302734, 'меня': 0.05192756652832031, 'есть': 0.4905109405517578, 'такой': 2.581634521484375, 'муж.': 3.132491111755371}",на мире,"{'на': 0.0, 'мире': 11.13608169555664}","знаешь, наташенька, я самая счастливая женщина на мире, раз у меня есть такой муж.","{'знаешь,': 6.4007768630981445, 'наташенька,': 17.17192840576172, 'я': 2.33968448638916, 'самая': 9.936070442199707, 'счастливая': 1.4018182754516602, 'женщина': 1.5433673858642578, 'на': 0.5927944183349609, 'мире,': 11.946686744689941, 'раз': 6.553987503051758, 'у': 1.5453462600708008, 'меня': 0.0523223876953125, 'есть': 0.5231208801269531, 'такой': 2.6314964294433594, 'муж.': 3.0871505737304688}"
хіба толькі,"{'хіба': 15.78789234161377, 'толькі': 9.124415397644043}","хіба толькі хітрыць будзе, паказваючы, нібы яму тужліва","{'хіба': 15.787890434265137, 'толькі': 9.124414443969727, 'хітрыць': 16.30948257446289, 'будзе,': 11.098477363586426, 'паказваючы,': 13.695348739624023, 'нібы': 7.378754615783691, 'яму': 5.764760971069336, 'тужліва': 12.332751274108887}",разве что,"{'разве': 5.351574897766113, 'что': 2.0829334259033203}","разве что хитрить будет, показывая, будто ему тоскливо","{'разве': 5.351574897766113, 'что': 2.0829334259033203, 'хитрить': 15.65797233581543, 'будет,': 5.824993133544922, 'показывая,': 9.368987560272217, 'будто': 4.458056449890137, 'ему': 3.5803070068359375, 'тоскливо': 9.62942886352539}",ошибка только,"{'ошибка': 10.611000061035156, 'только': 7.243396759033203}","ошибка только хитрить будет, показывая, будто ему тоскливо","{'ошибка': 10.611000061035156, 'только': 7.243396282196045, 'хитрить': 17.5218563079834, 'будет,': 5.1717529296875, 'показывая,': 10.502182006835938, 'будто': 4.199855804443359, 'ему': 5.766274452209473, 'тоскливо': 10.583305358886719}"
у тым ліку,"{'у': 0.0, 'тым': 16.954298973083496, 'ліку': 13.976552963256836}","шмат млекакормячых з'явілася на галапагосах з моманту прыбыцця туды чалавека, у тым ліку коз, коней, кароў, катоў, сабак і пацукоў.","{'шмат': 8.273310661315918, 'млекакормячых': 46.68894290924072, ""з'явілася"": 16.649282455444336, 'на': 3.235464096069336, 'галапагосах': 21.21437358856201, 'з': 4.089983940124512, 'моманту': 13.043951034545898, 'прыбыцця': 21.520256996154785, 'туды': 9.024910926818848, 'чалавека,': 10.093868255615234, 'у': 3.220648765563965, 'тым': 5.434429168701172, 'ліку': 3.768857955932617, 'коз,': 14.880115509033203, 'коней,': 9.771337509155273, 'кароў,': 10.722482681274414, 'катоў,': 11.719301223754883, 'сабак': 6.71223258972168, 'і': 1.9281902313232422, 'пацукоў.': 12.062385559082031}",в том числе,"{'в': 0.0, 'том': 6.044155597686768, 'числе': 0.1317615509033203}","с момента прибытия человека на галапагосские острова было завезено много млекопитающих, в том числе коз, лошадей, коров, крыс, кошек и собак.","{'с': 0.0, 'момента': 9.95256519317627, 'прибытия': 4.461472511291504, 'человека': 6.185563087463379, 'на': 1.6501646041870117, 'галапагосские': 13.866286277770996, 'острова': 0.07463455200195312, 'было': 5.509464263916016, 'завезено': 7.426357269287109, 'много': 4.218610763549805, 'млекопитающих,': 7.946560859680176, 'в': 1.6168766021728516, 'том': 0.23104095458984375, 'числе': 0.001575469970703125, 'коз,': 8.329540252685547, 'лошадей,': 3.8898162841796875, 'коров,': 3.9287662506103516, 'крыс,': 7.004551887512207, 'кошек': 4.593107223510742, 'и': 1.0750789642333984, 'собак.': 2.5675830841064453}",в том количестве,"{'в': 0.0, 'том': 6.044155597686768, 'количестве': 9.146409034729004}","с момента прибытия человека на галапагосские острова было завезено много млекопитающих, в том количестве коз, лошадей, коров, крыс, кошек и собак.","{'с': 0.0, 'момента': 9.95256519317627, 'прибытия': 4.461472511291504, 'человека': 6.185563087463379, 'на': 1.6501646041870117, 'галапагосские': 13.866286277770996, 'острова': 0.07463455200195312, 'было': 5.509464263916016, 'завезено': 7.426357269287109, 'много': 4.218610763549805, 'млекопитающих,': 7.946560859680176, 'в': 1.6168766021728516, 'том': 0.23104095458984375, 'количестве': 10.940312385559082, 'коз,': 12.018335342407227, 'лошадей,': 3.3496665954589844, 'коров,': 3.5290279388427734, 'крыс,': 7.380487442016602, 'кошек': 4.609004974365234, 'и': 1.1366653442382812, 'собак.': 2.944852828979492}"
як толькі,"{'як': 0.0, 'толькі': 17.560139656066895}","можаце быць упэўнены, што, як толькі вы трапіце на прыстань ці прычал, усе стане відавочна.","{'можаце': 16.690927505493164, 'быць': 10.708969116210938, 'упэўнены,': 10.300210952758789, 'што,': 4.257298469543457, 'як': 1.6177597045898438, 'толькі': 3.938243865966797, 'вы': 3.4329662322998047, 'трапіце': 10.840486526489258, 'на': 1.9913911819458008, 'прыстань': 9.724658966064453, 'ці': 7.052978515625, 'прычал,': 13.85033130645752, 'усе': 6.798673629760742, 'стане': 8.045001983642578, 'відавочна.': 11.36439037322998}",как только,"{'как': 0.0, 'только': 5.052468299865723}","будьте уверены, как только вы доберетесь до причала, все станет вполне очевидно.","{'будьте': 5.084839820861816, 'уверены,': 3.7762632369995117, 'как': 5.917346000671387, 'только': 0.7713146209716797, 'вы': 1.6989030838012695, 'доберетесь': 6.166234016418457, 'до': 0.16081619262695312, 'причала,': 10.056890487670898, 'все': 3.7545995712280273, 'станет': 4.526266098022461, 'вполне': 6.778294563293457, 'очевидно.': 6.073461532592773}",как просто,"{'как': 0.0, 'просто': 7.0496134757995605}","будьте уверены, как просто вы доберетесь до причала, все станет вполне очевидно.","{'будьте': 5.084839820861816, 'уверены,': 3.7762632369995117, 'как': 5.917346000671387, 'просто': 9.089075088500977, 'вы': 3.4580459594726562, 'доберетесь': 7.530365943908691, 'до': 0.42774200439453125, 'причала,': 12.714012145996094, 'все': 6.063312530517578, 'станет': 6.999747276306152, 'вполне': 6.411340713500977, 'очевидно.': 5.739546775817871}"
а то і,"{'а': 0.0, 'то': 6.535887241363525, 'і': 12.269079208374023}","яна не верыць мне і думае, што яе пакараюць не так, як мяне, а то і апраўдаюць: яна ж баранілася.","{'яна': 5.989264488220215, 'не': 6.221341133117676, 'верыць': 21.567007064819336, 'мне': 5.56696891784668, 'і': 3.5371341705322266, 'думае,': 8.273645401000977, 'што': 0.09469223022460938, 'яе': 8.375956535339355, 'пакараюць': 13.462634086608887, 'так,': 4.0320234298706055, 'як': 0.030366897583007812, 'мяне,': 7.430403709411621, 'а': 1.4292078018188477, 'то': 4.717426300048828, 'апраўдаюць:': 21.277491569519043, 'ж': 3.210451126098633, 'баранілася.': 17.163637161254883}",а то и,"{'а': 0.0, 'то': 6.535887241363525, 'и': 2.533196449279785}","она не верит мне и думает, что ее покарают не так, как меня, а то и оправдают: ведь она защищалась.","{'она': 1.8023481369018555, 'не': 6.931718826293945, 'верит': 7.293820858001709, 'мне': 4.879295349121094, 'и': 0.7740592956542969, 'думает,': 3.8115997314453125, 'что': 0.03392982482910156, 'ее': 5.235599517822266, 'покарают': 12.67756175994873, 'так,': 2.8045387268066406, 'как': 0.07153892517089844, 'меня,': 4.5275115966796875, 'а': 2.465489387512207, 'то': 5.236600875854492, 'оправдают:': 15.134479522705078, 'ведь': 2.174384117126465, 'защищалась.': 11.918971061706543}",а то да,"{'а': 0.0, 'то': 6.535887241363525, 'да': 7.641809463500977}","она не верит мне и думает, что ее покарают не так, как меня, а то да оправдают: ведь она защищалась.","{'она': 2.0231809616088867, 'не': 6.931718826293945, 'верит': 7.293820858001709, 'мне': 4.879295349121094, 'и': 2.544583320617676, 'думает,': 3.8115997314453125, 'что': 0.03392982482910156, 'ее': 5.235599517822266, 'покарают': 12.67756175994873, 'так,': 2.8045387268066406, 'как': 0.07153892517089844, 'меня,': 4.5275115966796875, 'а': 2.465489387512207, 'то': 5.236600875854492, 'да': 9.579686164855957, 'оправдают:': 18.016404151916504, 'ведь': 2.9405269622802734, 'защищалась.': 12.189149856567383}"
пасля таго як,"{'пасля': 8.331888198852539, 'таго': 11.245342254638672, 'як': 4.948963165283203}","згодна з паведамленнем ўладаў штата агая, супраць лекара дзіцячай бальніцы горада пітсбурга, штат пенсільванія, будуць выстаўлены абвінавачванні ў забойстве пры абцяжваючых абставінах, пасля таго, як у сераду яе маці знайшлі мертвай у яе машыне.","{'згодна': 14.278112411499023, 'з': 6.567012786865234, 'паведамленнем': 18.798270225524902, 'ўладаў': 16.189037322998047, 'штата': 14.57935619354248, 'агая,': 23.03898811340332, 'супраць': 9.101042747497559, 'лекара': 12.376729011535645, 'дзіцячай': 15.886338233947754, 'бальніцы': 9.329924583435059, 'горада': 10.13637924194336, 'пітсбурга,': 31.470942497253418, 'штат': 9.35112190246582, 'пенсільванія,': 27.7528018951416, 'будуць': 8.69498062133789, 'выстаўлены': 9.064277648925781, 'абвінавачванні': 19.98738670349121, 'ў': 2.3215560913085938, 'забойстве': 10.819191455841064, 'пры': 5.880136489868164, 'абцяжваючых': 28.95850658416748, 'абставінах,': 12.36007308959961, 'пасля': 5.23155403137207, 'таго,': 6.350119590759277, 'як': 0.028690338134765625, 'у': 3.8434066772460938, 'сераду': 13.17863655090332, 'яе': 3.7116165161132812, 'маці': 7.799369812011719, 'знайшлі': 8.697093963623047, 'мертвай': 12.782459259033203, 'машыне.': 6.106462478637695}",после того как,"{'после': 0.0, 'того': 3.2788333892822266, 'как': 1.133946418762207}","обвинение в убийстве при отягчающих обстоятельствах будет предъявлено врачу, которая работала в детской больнице питтсбурга, пенсильвания, после того как в среду ее мать нашли мертвой в багажнике ее автомобиля.","{'обвинение': 9.91185188293457, 'в': 0.6564922332763672, 'убийстве': 1.793045997619629, 'при': 5.665338516235352, 'отягчающих': 0.4353485107421875, 'обстоятельствах': 0.1131134033203125, 'будет': 4.5138044357299805, 'предъявлено': 0.8785133361816406, 'врачу,': 9.344733238220215, 'которая': 4.530906677246094, 'работала': 5.028411865234375, 'детской': 5.522391319274902, 'больнице': 0.6239376068115234, 'питтсбурга,': 20.99905490875244, 'пенсильвания,': 16.85752582550049, 'после': 4.335158348083496, 'того': 0.8373165130615234, 'как': 0.6136283874511719, 'среду': 4.484706878662109, 'ее': 1.3260688781738281, 'мать': 5.569091796875, 'нашли': 5.347414970397949, 'мертвой': 0.6478786468505859, 'багажнике': 7.428866386413574, 'автомобиля.': 1.7763385772705078}",после того кто,"{'после': 0.0, 'того': 3.2788333892822266, 'кто': 8.972391128540039}","обвинение в убийстве при отягчающих обстоятельствах будет предъявлено врачу, которая работала в детской больнице питтсбурга, пенсильвания, после того кто в среду ее мать нашли мертвой в багажнике ее автомобиля.","{'обвинение': 9.91185188293457, 'в': 0.6800155639648438, 'убийстве': 1.793045997619629, 'при': 5.665338516235352, 'отягчающих': 0.4353485107421875, 'обстоятельствах': 0.1131134033203125, 'будет': 4.5138044357299805, 'предъявлено': 0.8785133361816406, 'врачу,': 9.344733238220215, 'которая': 4.530906677246094, 'работала': 5.028411865234375, 'детской': 5.522391319274902, 'больнице': 0.6239376068115234, 'питтсбурга,': 20.99905490875244, 'пенсильвания,': 16.85752582550049, 'после': 4.335158348083496, 'того': 0.8373165130615234, 'кто': 11.290962219238281, 'среду': 5.016476631164551, 'ее': 1.5925722122192383, 'мать': 9.561690330505371, 'нашли': 6.438967704772949, 'мертвой': 0.9215850830078125, 'багажнике': 7.29850959777832, 'автомобиля.': 1.8796043395996094}"
чым больш,"{'чым': 7.151792049407959, 'больш': 9.410623550415039}","ды й думаў я не так, як крабіч, а наадварот: чым больш нармальных людзей ва ўладзе, тым лепш — яны павінны там быць.","{'ды': 0.0, 'й': 11.054734230041504, 'думаў': 17.228376388549805, 'я': 3.9996347427368164, 'не': 7.248223304748535, 'так,': 5.502983093261719, 'як': 0.38884735107421875, 'крабіч,': 24.398056030273438, 'а': 1.7549991607666016, 'наадварот:': 13.573854446411133, 'чым': 6.867698669433594, 'больш': 2.7395591735839844, 'нармальных': 18.203063011169434, 'людзей': 2.913638114929199, 'ва': 8.11167049407959, 'ўладзе,': 8.298563003540039, 'тым': 5.089532852172852, 'лепш': 7.229094505310059, '—': 6.203121185302734, 'яны': 6.176313400268555, 'павінны': 6.773046493530273, 'там': 7.171076774597168, 'быць.': 3.742891311645508}",чем больше,"{'чем': 0.0, 'больше': 7.0220184326171875}","да и думал я не так, как крабич, а наоборот: чем больше нормальных людей во власти, тем лучше ― они обязаны там быть.","{'да': 0.0, 'и': 3.6962385177612305, 'думал': 9.546161651611328, 'я': 5.160405158996582, 'не': 4.547460556030273, 'так,': 4.764841079711914, 'как': 0.7485666275024414, 'крабич,': 25.554176330566406, 'а': 1.8044509887695312, 'наоборот:': 6.071475028991699, 'чем': 4.783229827880859, 'больше': 1.3891143798828125, 'нормальных': 11.060302734375, 'людей': 1.2875499725341797, 'во': 5.084092140197754, 'власти,': 1.5885944366455078, 'тем': 0.11454963684082031, 'лучше': 1.9121952056884766, '―': 12.797481536865234, 'они': 3.5503787994384766, 'обязаны': 7.050787925720215, 'там': 7.062768936157227, 'быть.': 2.702516555786133}",чего больше,"{'чего': 0.0, 'больше': 7.514194488525391}","да и думал я не так, как крабич, а наоборот: чего больше нормальных людей во власти, тем лучше ― они обязаны там быть.","{'да': 0.0, 'и': 3.6962385177612305, 'думал': 9.546161651611328, 'я': 5.160405158996582, 'не': 4.547460556030273, 'так,': 4.764841079711914, 'как': 0.7485666275024414, 'крабич,': 25.554176330566406, 'а': 1.8044509887695312, 'наоборот:': 6.071475028991699, 'чего': 6.214899063110352, 'больше': 5.438136100769043, 'нормальных': 12.347123146057129, 'людей': 1.5345840454101562, 'во': 4.875321388244629, 'власти,': 4.478063583374023, 'тем': 4.429840087890625, 'лучше': 2.2582626342773438, '―': 12.02247428894043, 'они': 4.086081504821777, 'обязаны': 7.322134971618652, 'там': 6.708900451660156, 'быть.': 2.4837913513183594}"
але не,"{'але': 0.0, 'не': 5.724847793579102}",тыгр здольны лазіць (але не так добра).,"{'тыгр': 11.547225952148438, 'здольны': 21.755141258239746, 'лазіць': 16.456026077270508, '(але': 15.859840393066406, 'не': 4.599687576293945, 'так': 4.278936386108398, 'добра).': 8.905302047729492}",хотя и,"{'хотя': 0.0, 'и': 2.9051742553710938}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (хотя и не очень хорошо).","{'будучи': 8.382522583007812, 'всесторонне': 9.955730438232422, 'развитым': 1.3373489379882812, 'атлетом,': 8.294466018676758, 'тигр': 11.22147274017334, 'может': 3.358454704284668, 'взбираться': 7.863511085510254, 'на': 0.4841346740722656, 'деревья': 1.8427963256835938, '(хотя': 9.682209968566895, 'и': 1.8446369171142578, 'не': 1.1078252792358398, 'очень': 2.2220535278320312, 'хорошо).': 5.107734680175781}",алло не,"{'алло': 6.709126949310303, 'не': 4.630815505981445}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (алло не не очень хорошо).","{'будучи': 8.382522583007812, 'всесторонне': 9.955730438232422, 'развитым': 1.3373489379882812, 'атлетом,': 8.294466018676758, 'тигр': 11.22147274017334, 'может': 3.358454704284668, 'взбираться': 7.863511085510254, 'на': 0.4841346740722656, 'деревья': 1.8427963256835938, '(алло': 20.68392276763916, 'не': 6.356033802032471, 'очень': 5.551077842712402, 'хорошо).': 6.762509346008301}"
ад таго што,"{'ад': 0.0, 'таго': 18.17857837677002, 'што': 6.615175247192383}","прачнуўшыся ад таго, што мяне тармасіла лі-лі, я не мог зразумець, як яна тут, на трыбуне, мяне знайшла.","{'прачнуўшыся': 26.869015216827393, 'ад': 3.2490158081054688, 'таго,': 5.395454406738281, 'што': 0.2677631378173828, 'мяне': 7.458333969116211, 'тармасіла': 20.302834510803223, 'лі-лі,': 23.732186317443848, 'я': 1.255746841430664, 'не': 3.919055938720703, 'мог': 3.3919029235839844, 'зразумець,': 4.941903114318848, 'як': 2.426433563232422, 'яна': 5.156227111816406, 'тут,': 8.409582138061523, 'на': 1.5737838745117188, 'трыбуне,': 12.13917064666748, 'знайшла.': 6.809802055358887}",оттого что,"{'оттого': 6.842520713806152, 'что': 2.297365188598633}","проснувшись оттого, что меня тормошила ли-ли, я не мог понять, как она меня здесь, на трибуне, нашла.","{'проснувшись': 7.884250640869141, 'оттого,': 8.206995964050293, 'что': 0.0143280029296875, 'меня': 3.0282859802246094, 'тормошила': 8.469914436340332, 'ли-ли,': 24.84172534942627, 'я': 0.9982900619506836, 'не': 3.3340816497802734, 'мог': 3.4672203063964844, 'понять,': 1.3009586334228516, 'как': 3.5888404846191406, 'она': 1.6261606216430664, 'здесь,': 10.154648780822754, 'на': 2.1241397857666016, 'трибуне,': 10.900075912475586, 'нашла.': 1.3500709533691406}",от того почему,"{'от': 0.0, 'того': 7.125677108764648, 'почему': 8.0167875289917}","проснувшись от того почему меня тормошила ли-ли, я не мог понять, как она меня здесь, на трибуне, нашла.","{'проснувшись': 7.884250640869141, 'от': 4.317927360534668, 'того': 4.514199256896973, 'почему': 10.699084281921387, 'меня': 2.718019485473633, 'тормошила': 10.951866149902344, 'ли-ли,': 24.327213287353516, 'я': 1.2260169982910156, 'не': 3.745123863220215, 'мог': 3.425893783569336, 'понять,': 1.7130546569824219, 'как': 3.162708282470703, 'она': 1.8079814910888672, 'здесь,': 10.312722206115723, 'на': 2.530567169189453, 'трибуне,': 11.402053833007812, 'нашла.': 1.7923078536987305}"
ды зусім,"{'ды': 0.0, 'зусім': 17.57303476333618}","ах, радзівон парфіравіч, ды зусім жа ён немаўля, яшчэ і сіротка!","{'ах,': 2.7070093154907227, 'радзівон': 32.28397750854492, 'парфіравіч,': 34.26474094390869, 'ды': 7.505405426025391, 'зусім': 9.895354270935059, 'жа': 7.471033096313477, 'ён': 8.282073974609375, 'немаўля,': 23.392142295837402, 'яшчэ': 6.137477874755859, 'і': 3.7449731826782227, 'сіротка!': 21.459270477294922}",да ведь,"{'да': 0.0, 'ведь': 8.807609558105469}","ах, родион порфирьевич, да ведь он младенец еще и сиротка!","{'ах,': 2.7070093154907227, 'родион': 15.312225341796875, 'порфирьевич,': 14.736647605895996, 'да': 4.672525405883789, 'ведь': 3.914462089538574, 'он': 3.1478872299194336, 'младенец': 9.954115867614746, 'еще': 2.0797672271728516, 'и': 4.349366188049316, 'сиротка!': 14.245938301086426}",да совсем,"{'да': 0.0, 'совсем': 9.569038391113281}","ах, родион порфирьевич, да совсем он младенец еще и сиротка!","{'ах,': 2.7070093154907227, 'родион': 15.312225341796875, 'порфирьевич,': 14.736647605895996, 'да': 4.672525405883789, 'совсем': 9.907450675964355, 'он': 3.8984241485595703, 'младенец': 10.9208345413208, 'еще': 3.63814640045166, 'и': 4.8505964279174805, 'сиротка!': 14.447980880737305}"
як мінімум,"{'як': 0.0, 'мінімум': 20.03428554534912}",у асобных краінах ці тыпах крам есць як мінімум адзін рэстаран з даступнымі цэнамі і без аніякіх фармальных патрабаванняў.,"{'у': 0.0, 'асобных': 24.99196767807007, 'краінах': 12.33067798614502, 'ці': 5.626670837402344, 'тыпах': 22.566919326782227, 'крам': 12.407915592193604, 'есць': 13.816629409790039, 'як': 5.340224266052246, 'мінімум': 8.187461853027344, 'адзін': 8.948995590209961, 'рэстаран': 13.937296867370605, 'з': 4.025459289550781, 'даступнымі': 21.91321563720703, 'цэнамі': 12.621678352355957, 'і': 3.19136905670166, 'без': 5.328221321105957, 'аніякіх': 13.967551231384277, 'фармальных': 11.564764499664307, 'патрабаванняў.': 14.056207656860352}",хотя бы,"{'хотя': 0.0, 'бы': 3.644430160522461}","в некоторых странах или внутри магазинов определенных форматов есть хотя бы один, зачастую довольно простой, ресторан с доступными ценами.","{'в': 0.0, 'некоторых': 7.4667463302612305, 'странах': 2.9308319091796875, 'или': 6.388044834136963, 'внутри': 6.491793632507324, 'магазинов': 9.967041015625, 'определенных': 7.698636054992676, 'форматов': 5.342940330505371, 'есть': 4.859875679016113, 'хотя': 9.05049991607666, 'бы': 0.04548454284667969, 'один,': 5.996013641357422, 'зачастую': 7.723738193511963, 'довольно': 5.001976013183594, 'простой,': 5.5369462966918945, 'ресторан': 8.063426971435547, 'с': 2.0756282806396484, 'доступными': 6.07600212097168, 'ценами.': 1.3672409057617188}",тот минимум,"{'тот': 0.0, 'минимум': 10.46221923828125}","в некоторых странах или внутри магазинов определенных форматов есть тот минимум один, зачастую довольно простой, ресторан с доступными ценами.","{'в': 0.0, 'некоторых': 7.4667463302612305, 'странах': 2.9308319091796875, 'или': 6.388044834136963, 'внутри': 6.491793632507324, 'магазинов': 9.967041015625, 'определенных': 7.698636054992676, 'форматов': 5.342940330505371, 'есть': 4.859875679016113, 'тот': 9.097862243652344, 'минимум': 7.196626663208008, 'один,': 12.709415435791016, 'зачастую': 8.727721214294434, 'довольно': 4.461006164550781, 'простой,': 6.101879119873047, 'ресторан': 8.346306800842285, 'с': 2.6754703521728516, 'доступными': 5.825462341308594, 'ценами.': 1.3582172393798828}"
тым больш,"{'тым': 0.0, 'больш': 11.430143356323242}","пакуль яна была маленькая, мне таксама здавалася, што мы падобныя, тым больш пры такім знешнім падабенстве…","{'пакуль': 7.425734996795654, 'яна': 15.61372184753418, 'была': 5.380289077758789, 'маленькая,': 8.009812355041504, 'мне': 7.818248748779297, 'таксама': 16.549400329589844, 'здавалася,': 10.790727615356445, 'што': 3.4034910202026367, 'мы': 4.805596351623535, 'падобныя,': 12.085016250610352, 'тым': 7.337355613708496, 'больш': 2.155522346496582, 'пры': 3.958054542541504, 'такім': 11.738038063049316, 'знешнім': 17.264066696166992, 'падабенстве…': 21.180428504943848}",тем более,"{'тем': 0.0, 'более': 6.097871780395508}","пока она была маленькой, мне и самому казалось, что мы похожи, тем более при таком внешнем сходстве.","{'пока': 0.0, 'она': 4.551257133483887, 'была': 2.829648971557617, 'маленькой,': 4.90865421295166, 'мне': 4.837613105773926, 'и': 5.132755279541016, 'самому': 4.305383682250977, 'казалось,': 3.442584991455078, 'что': 0.04714012145996094, 'мы': 3.7760000228881836, 'похожи,': 6.911267280578613, 'тем': 6.151481628417969, 'более': 0.2142162322998047, 'при': 7.220926284790039, 'таком': 2.718663215637207, 'внешнем': 4.877032279968262, 'сходстве.': 0.9541015625}",тем больше,"{'тем': 0.0, 'больше': 6.670429229736328}","пока она была маленькой, мне и самому казалось, что мы похожи, тем больше при таком внешнем сходстве.","{'пока': 0.0, 'она': 4.551257133483887, 'была': 2.829648971557617, 'маленькой,': 4.90865421295166, 'мне': 4.837613105773926, 'и': 5.132755279541016, 'самому': 4.305383682250977, 'казалось,': 3.442584991455078, 'что': 0.04714012145996094, 'мы': 3.7760000228881836, 'похожи,': 6.911267280578613, 'тем': 6.151481628417969, 'больше': 4.588788986206055, 'при': 7.49556827545166, 'таком': 5.603513717651367, 'внешнем': 4.679670333862305, 'сходстве.': 3.191847801208496}"
