phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
в резултат,"{'в': 0.0, 'резултат': 14.95417308807373}","парагвай, преди наричан „гигантската провинция на индия“, е роден през 16-ти век в резултат на срещата на испанските завоеватели с местните групи.","{'парагвай,': 12.222297668457031, 'преди': 12.659244537353516, 'наричан': 16.677947998046875, '„гигантската': 27.86023712158203, 'провинция': 5.935059547424316, 'на': 0.42179298400878906, 'индия“,': 13.348782539367676, 'е': 4.722665786743164, 'роден': 9.59605598449707, 'през': 4.566633224487305, '16-ти': 9.95849609375, 'век': 2.8001880645751953, 'в': 3.069408416748047, 'резултат': 8.066400527954102, 'срещата': 10.070962905883789, 'испанските': 8.718369483947754, 'завоеватели': 6.53373908996582, 'с': 4.700439453125, 'местните': 9.708503723144531, 'групи.': 8.067997932434082}",в результате,"{'в': 0.0, 'результате': 6.368991851806641}","в xvi веке парагвай, который до этого называли ""огромной провинцией ост-индии"", возник в результате столкновения испанских завоевателей с местными группами коренного населения.","{'в': 1.2375755310058594, 'xvi': 17.818506240844727, 'веке': 7.164154052734375, 'парагвай,': 21.42141628265381, 'который': 4.015010833740234, 'до': 3.859689712524414, 'этого': 1.9025068283081055, 'называли': 6.761946678161621, '""огромной': 11.805021286010742, 'провинцией': 3.695974349975586, 'ост-индии"",': 26.838133811950684, 'возник': 6.949106693267822, 'результате': 1.2614850997924805, 'столкновения': 4.69392204284668, 'испанских': 4.646692276000977, 'завоевателей': 3.6413965225219727, 'с': 0.37984657287597656, 'местными': 4.193813323974609, 'группами': 8.583486557006836, 'коренного': 6.79666805267334, 'населения.': 0.8659420013427734}",в выводе,"{'в': 0.0, 'выводе': 12.207426071166992}","в xvi веке парагвай, который до этого называли ""огромной провинцией ост-индии"", возник в выводе столкновения испанских завоевателей с местными группами коренного населения.","{'в': 1.2375755310058594, 'xvi': 17.818506240844727, 'веке': 7.164154052734375, 'парагвай,': 21.42141628265381, 'который': 4.015010833740234, 'до': 3.859689712524414, 'этого': 1.9025068283081055, 'называли': 6.761946678161621, '""огромной': 11.805021286010742, 'провинцией': 3.695974349975586, 'ост-индии"",': 26.838133811950684, 'возник': 6.949106693267822, 'выводе': 14.908806800842285, 'столкновения': 12.970931053161621, 'испанских': 4.304065704345703, 'завоевателей': 4.089170455932617, 'с': 0.34280967712402344, 'местными': 4.530927658081055, 'группами': 8.709815979003906, 'коренного': 6.840788841247559, 'населения.': 1.1752395629882812}"
на света,"{'на': 0.0, 'света': 9.569628715515137}","няма вече такива девойки на света, помисли си той.","{'няма': 7.2715959548950195, 'вече': 11.658879280090332, 'такива': 14.273886680603027, 'девойки': 20.550905227661133, 'на': 3.531320571899414, 'света,': 7.218923091888428, 'помисли': 11.863014221191406, 'си': 6.335521697998047, 'той.': 9.230122566223145}",на свете,"{'на': 0.0, 'свете': 8.567519187927246}","таких девушек на свете больше нет, думал он, глядя ей вслед.","{'таких': 5.035031318664551, 'девушек': 7.3532209396362305, 'на': 4.244367599487305, 'свете': 3.011861801147461, 'больше': 2.9563941955566406, 'нет,': 2.4146366119384766, 'думал': 8.763921737670898, 'он,': 2.0774221420288086, 'глядя': 2.5625972747802734, 'ей': 3.9163389205932617, 'вслед.': 1.678079605102539}",на мире,"{'на': 0.0, 'мире': 9.927131652832031}","таких девушек на мире больше нет, думал он, глядя ей вслед.","{'таких': 5.035031318664551, 'девушек': 7.3532209396362305, 'на': 4.244367599487305, 'мире': 11.548608779907227, 'больше': 3.5655555725097656, 'нет,': 2.554257392883301, 'думал': 9.302031517028809, 'он,': 2.0770463943481445, 'глядя': 2.718667984008789, 'ей': 4.098987579345703, 'вслед.': 1.9103717803955078}"
освен да,"{'освен': 7.166562557220459, 'да': 11.940232276916504}",освен да… – взе синята папка от масата. дръжте.,"{'освен': 7.166562080383301, 'да…': 19.86185073852539, '–': 4.925527572631836, 'взе': 18.017210960388184, 'синята': 23.9370756149292, 'папка': 11.766301155090332, 'от': 5.556827545166016, 'масата.': 15.81517219543457, 'дръжте.': 29.283198356628418}",разве что,"{'разве': 5.091726303100586, 'что': 2.5607786178588867}",разве что… – он взял со стола синюю папку. держите.,"{'разве': 5.091726303100586, 'что…': 9.437335968017578, '–': 5.540797710418701, 'он': 3.8278160095214844, 'взял': 5.253103256225586, 'со': 2.931790351867676, 'стола': 0.2302837371826172, 'синюю': 8.44430923461914, 'папку.': 2.359752655029297, 'держите.': 23.324936866760254}",кроме да,"{'кроме': 0.0, 'да': 8.682231903076172}",кроме да… – он взял со стола синюю папку. держите.,"{'кроме': 0.0, 'да…': 16.549283027648926, '–': 4.680135726928711, 'он': 3.8125648498535156, 'взял': 5.227560997009277, 'со': 2.9832210540771484, 'стола': 0.21888351440429688, 'синюю': 8.976984024047852, 'папку.': 2.661214828491211, 'держите.': 23.095192909240723}"
в това число,"{'в': 0.0, 'това': 11.317066192626953, 'число': 9.79554557800293}","задържани са от вас наши кораби, в това число и „малака“, наета за рейс до япония.","{'задържани': 15.468478202819824, 'са': 6.232988357543945, 'от': 2.743927001953125, 'вас': 6.442739486694336, 'наши': 10.281964302062988, 'кораби,': 14.328836441040039, 'в': 4.034235954284668, 'това': 5.792923927307129, 'число': 3.5303592681884766, 'и': 2.7983217239379883, '„малака“,': 32.80134105682373, 'наета': 14.89294719696045, 'за': 3.887495994567871, 'рейс': 12.746984481811523, 'до': 4.272673606872559, 'япония.': 14.547028541564941}",в том числе,"{'в': 0.0, 'том': 5.117297649383545, 'числе': 1.2147579193115234}","вами задержаны наши корабли, в том числе и ""малакка"", зафрахтованная для рейса в японию.","{'вами': 0.0, 'задержаны': 12.454302787780762, 'наши': 6.7967376708984375, 'корабли,': 9.434414863586426, 'в': 1.458033561706543, 'том': 0.939305305480957, 'числе': 0.003871917724609375, 'и': 1.6831989288330078, '""малакка"",': 23.189838409423828, 'зафрахтованная': 11.997614860534668, 'для': 2.5823287963867188, 'рейса': 7.312411308288574, 'японию.': 12.031981468200684}",в то число,"{'в': 0.0, 'то': 6.034702301025391, 'число': 7.302016258239746}","вами задержаны наши корабли, в то число и ""малакка"", зафрахтованная для рейса в японию.","{'вами': 0.0, 'задержаны': 12.454302787780762, 'наши': 6.7967376708984375, 'корабли,': 9.434414863586426, 'в': 1.3654117584228516, 'то': 3.9802122116088867, 'число': 8.593225479125977, 'и': 4.1358232498168945, '""малакка"",': 23.29549789428711, 'зафрахтованная': 11.499311447143555, 'для': 2.516291618347168, 'рейса': 7.256718635559082, 'японию.': 11.97797966003418}"
още щом,"{'още': 6.288577079772949, 'щом': 17.44509792327881}",това стана ясно още щом минахме през портала.,"{'това': 0.0, 'стана': 16.057076454162598, 'ясно': 8.298959732055664, 'още': 14.818522453308105, 'щом': 12.686202049255371, 'минахме': 24.998070240020752, 'през': 7.274765491485596, 'портала.': 10.577412605285645}",как только,"{'как': 0.0, 'только': 5.3392486572265625}","это стало ясно, как только мы въехали в ворота.","{'это': 0.0, 'стало': 7.263103485107422, 'ясно,': 5.157062530517578, 'как': 3.049074172973633, 'только': 0.7531309127807617, 'мы': 2.9858884811401367, 'въехали': 5.132267951965332, 'в': 0.4517383575439453, 'ворота.': 4.531500816345215}",еще тотчас,"{'еще': 0.0, 'тотчас': 12.395590782165527}","это стало ясно, еще тотчас мы въехали в ворота.","{'это': 0.0, 'стало': 7.263103485107422, 'ясно,': 5.157062530517578, 'еще': 7.150520324707031, 'тотчас': 13.807975769042969, 'мы': 6.557905197143555, 'въехали': 7.32707405090332, 'в': 0.46077728271484375, 'ворота.': 5.384732246398926}"
че даже и,"{'че': 0.0, 'даже': 8.854299545288086, 'и': 3.481719970703125}","салов съобщи на панафидин, че в района на шикотан мъглата се задържа понякога месец, че даже и повече…","{'салов': 8.390843391418457, 'съобщи': 14.24488639831543, 'на': 0.9768247604370117, 'панафидин,': 26.148143768310547, 'че': 3.7793397903442383, 'в': 3.059701919555664, 'района': 7.115772247314453, 'шикотан': 22.570032119750977, 'мъглата': 13.514085292816162, 'се': 2.7542009353637695, 'задържа': 7.142250061035156, 'понякога': 12.488968849182129, 'месец,': 12.067649841308594, 'даже': 10.005237579345703, 'и': 4.176006317138672, 'повече…': 16.99988603591919}",а то и,"{'а': 0.0, 'то': 5.763571739196777, 'и': 3.0931596755981445}","салов сообщил панафидину, что в районе шикотана туман держится иногда по месяцу, а то и больше…","{'салов': 8.390843391418457, 'сообщил': 8.460819244384766, 'панафидину,': 27.381766319274902, 'что': 0.10037803649902344, 'в': 2.282184600830078, 'районе': 5.194522857666016, 'шикотана': 18.180749893188477, 'туман': 11.276244163513184, 'держится': 7.607831001281738, 'иногда': 9.426298141479492, 'по': 3.373849868774414, 'месяцу,': 6.536350250244141, 'а': 1.1639127731323242, 'то': 2.6643314361572266, 'и': 0.016107559204101562, 'больше…': 7.61431884765625}",что даже и,"{'что': 0.0, 'даже': 6.134677886962891, 'и': 3.6973390579223633}","салов сообщил панафидину, что в районе шикотана туман держится иногда по месяцу, что даже и больше…","{'салов': 8.390843391418457, 'сообщил': 8.460819244384766, 'панафидину,': 27.381766319274902, 'что': 3.606053352355957, 'в': 2.282184600830078, 'районе': 5.194522857666016, 'шикотана': 18.180749893188477, 'туман': 11.276244163513184, 'держится': 7.607831001281738, 'иногда': 9.426298141479492, 'по': 3.373849868774414, 'месяцу,': 6.536350250244141, 'даже': 6.284440040588379, 'и': 4.950303077697754, 'больше…': 12.535798072814941}"
след като,"{'след': 0.0, 'като': 17.476511001586914}","след като информацията, оповестена от журналиста макис триантафилопулос в популярното му телевизионно предаване „zoungla“ по алфа тв, депутатът и адвокат, петрос мантувалос, се отказа от поста си.","{'след': 0.0, 'като': 17.47650718688965, 'информацията,': 12.691701889038086, 'оповестена': 15.796639442443848, 'от': 0.8834657669067383, 'журналиста': 8.431729316711426, 'макис': 19.49922275543213, 'триантафилопулос': 38.369622230529785, 'в': 4.056678771972656, 'популярното': 11.180730819702148, 'му': 7.3523149490356445, 'телевизионно': 6.730169296264648, 'предаване': 7.4360761642456055, '„zoungla“': 39.50310802459717, 'по': 4.4297637939453125, 'алфа': 12.38850736618042, 'тв,': 15.32111406326294, 'депутатът': 10.92457389831543, 'и': 4.274139404296875, 'адвокат,': 11.120987892150879, 'петрос': 20.632798194885254, 'мантувалос,': 28.41582679748535, 'се': 4.375, 'отказа': 8.8021879196167, 'поста': 9.666383743286133, 'си.': 8.21639633178711}",после того как,"{'после': 0.0, 'того': 2.4668235778808594, 'как': 1.0518379211425781}","после того как журналист макис триантафилопулос обнародовал информацию в своем популярном тв-шоу zoungla на канале alpha tv, член парламента и юрист петрос мантувалос сложил полномочия.","{'после': 0.0, 'того': 2.46682071685791, 'как': 1.0518436431884766, 'журналист': 9.477495193481445, 'макис': 18.615140914916992, 'триантафилопулос': 41.06956958770752, 'обнародовал': 7.371823787689209, 'информацию': 3.08852481842041, 'в': 4.927507400512695, 'своем': 3.4660444259643555, 'популярном': 7.578039169311523, 'тв-шоу': 13.254491806030273, 'zoungla': 29.03961706161499, 'на': 5.315070152282715, 'канале': 2.351255416870117, 'alpha': 11.25757122039795, 'tv,': 8.318934440612793, 'член': 7.975142478942871, 'парламента': 2.876607894897461, 'и': 4.422811508178711, 'юрист': 6.7870635986328125, 'петрос': 16.05728054046631, 'мантувалос': 26.736456871032715, 'сложил': 8.571273803710938, 'полномочия.': 3.5160465240478516}",след как,"{'след': 0.0, 'как': 9.785831451416016}","след как журналист макис триантафилопулос обнародовал информацию в своем популярном тв-шоу zoungla на канале alpha tv, член парламента и юрист петрос мантувалос сложил полномочия.","{'след': 0.0, 'как': 9.785831451416016, 'журналист': 9.020073890686035, 'макис': 20.336796760559082, 'триантафилопулос': 38.276188373565674, 'обнародовал': 9.376421928405762, 'информацию': 3.294158935546875, 'в': 4.815282821655273, 'своем': 3.4513330459594727, 'популярном': 7.587404251098633, 'тв-шоу': 13.576313018798828, 'zoungla': 28.729684352874756, 'на': 5.242574691772461, 'канале': 1.7177009582519531, 'alpha': 11.854438781738281, 'tv,': 9.090824127197266, 'член': 10.972153663635254, 'парламента': 4.085379600524902, 'и': 4.026291847229004, 'юрист': 6.914084434509277, 'петрос': 16.344968795776367, 'мантувалос': 24.03523063659668, 'сложил': 10.04883861541748, 'полномочия.': 3.854328155517578}"
колкото повече,"{'колкото': 12.626077651977539, 'повече': 8.224287033081055}","колкото повече мислех по този въпрос, толкова повече се убеждавах, че познавам младежа.","{'колкото': 12.626075744628906, 'повече': 5.885259628295898, 'мислех': 15.520099639892578, 'по': 5.403232574462891, 'този': 5.228187561035156, 'въпрос,': 5.439155578613281, 'толкова': 6.381646156311035, 'се': 4.444149971008301, 'убеждавах,': 16.262184143066406, 'че': 0.3537406921386719, 'познавам': 11.660573959350586, 'младежа.': 15.182249069213867}",чем больше,"{'чем': 0.0, 'больше': 6.180466651916504}","чем больше я об этом думала, тем больше убеждалась, что была знакома с парнем.","{'чем': 0.0, 'больше': 0.9827156066894531, 'я': 4.677051544189453, 'об': 5.207019805908203, 'этом': 0.4585418701171875, 'думала,': 2.8176727294921875, 'тем': 1.997685432434082, 'убеждалась,': 3.4213523864746094, 'что': 0.029277801513671875, 'была': 7.226507663726807, 'знакома': 7.49085807800293, 'с': 0.16562843322753906, 'парнем.': 7.537569046020508}",сколько повесток,"{'сколько': 0.0, 'повесток': 13.276389122009277}","сколько повесток я об этом думала, тем больше убеждалась, что была знакома с парнем.","{'сколько': 0.0, 'повесток': 13.276391983032227, 'я': 5.973114967346191, 'об': 7.723836421966553, 'этом': 0.7082786560058594, 'думала,': 6.8995208740234375, 'тем': 5.937891006469727, 'больше': 1.6231012344360352, 'убеждалась,': 3.7561912536621094, 'что': 0.032123565673828125, 'была': 8.038544654846191, 'знакома': 7.6108293533325195, 'с': 0.15920066833496094, 'парнем.': 6.77022647857666}"
макар и,"{'макар': 5.570096492767334, 'и': 4.497981071472168}","тигърът, като добре закръглен атлет, може да се катери (макар и не добре), да плува, да прави огромни скокове и да дърпа със силата на петима здрави човека.","{'тигърът,': 21.502355575561523, 'като': 4.502470016479492, 'добре': 7.06387996673584, 'закръглен': 27.61057758331299, 'атлет,': 16.243611335754395, 'може': 5.579829216003418, 'да': 1.7557458877563477, 'се': 1.2553815841674805, 'катери': 17.57604217529297, '(макар': 15.557269096374512, 'и': 1.5585556030273438, 'не': 5.42978572845459, 'добре),': 10.550074577331543, 'плува,': 19.97543239593506, 'прави': 6.756471633911133, 'огромни': 11.055328369140625, 'скокове': 14.3158597946167, 'дърпа': 12.429253578186035, 'със': 6.728947639465332, 'силата': 6.646302223205566, 'на': 1.080575942993164, 'петима': 14.74799633026123, 'здрави': 9.783132553100586, 'човека.': 11.844154357910156}",хотя и,"{'хотя': 0.0, 'и': 3.2921524047851562}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (хотя и не очень хорошо), плавать, прыгать на большие расстояния и тянуть с силой пяти крепких человек.","{'будучи': 9.193550109863281, 'всесторонне': 11.183350563049316, 'развитым': 1.3548460006713867, 'атлетом,': 9.879340171813965, 'тигр': 13.278773307800293, 'может': 3.339146614074707, 'взбираться': 9.599906921386719, 'на': 2.802021026611328, 'деревья': 2.3801279067993164, '(хотя': 10.350096702575684, 'и': 1.6945838928222656, 'не': 1.3227319717407227, 'очень': 2.9068870544433594, 'хорошо),': 5.344975471496582, 'плавать,': 6.207387924194336, 'прыгать': 1.6340065002441406, 'большие': 5.144018173217773, 'расстояния': 0.7187538146972656, 'тянуть': 8.94173526763916, 'с': 5.239469528198242, 'силой': 7.145158767700195, 'пяти': 9.03280258178711, 'крепких': 10.785379409790039, 'человек.': 6.438169479370117}",конечно и,"{'конечно': 7.875370025634766, 'и': 5.223474502563477}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (конечно и не очень хорошо), плавать, прыгать на большие расстояния и тянуть с силой пяти крепких человек.","{'будучи': 9.193550109863281, 'всесторонне': 11.183350563049316, 'развитым': 1.3548460006713867, 'атлетом,': 9.879340171813965, 'тигр': 13.278773307800293, 'может': 3.339146614074707, 'взбираться': 9.599906921386719, 'на': 2.7709598541259766, 'деревья': 2.3801279067993164, '(конечно': 10.848319053649902, 'и': 1.7728748321533203, 'не': 2.6428890228271484, 'очень': 3.992508888244629, 'хорошо),': 6.6578826904296875, 'плавать,': 6.277198791503906, 'прыгать': 1.6266937255859375, 'большие': 5.168214797973633, 'расстояния': 0.7255096435546875, 'тянуть': 9.030736923217773, 'с': 5.2006072998046875, 'силой': 6.972711563110352, 'пяти': 9.083783149719238, 'крепких': 10.69931697845459, 'человек.': 6.548946380615234}"
от това че,"{'от': 0.0, 'това': 12.94991397857666, 'че': 9.443330764770508}","да не би да ми стане по-леко от това, че е машина.","{'да': 9.39596939086914, 'не': 4.883028984069824, 'би': 11.22988510131836, 'ми': 5.6904802322387695, 'стане': 7.6366119384765625, 'по-леко': 16.544601440429688, 'от': 2.990269660949707, 'това,': 5.733904838562012, 'че': 1.1359329223632812, 'е': 3.4539432525634766, 'машина.': 12.46841049194336}",оттого что,"{'оттого': 6.983935356140137, 'что': 2.1498403549194336}","легче мне стало оттого, что это машина, как же.","{'легче': 7.844296455383301, 'мне': 6.839142799377441, 'стало': 2.979039192199707, 'оттого,': 6.40958309173584, 'что': 0.025800704956054688, 'это': 5.3265838623046875, 'машина,': 11.132288932800293, 'как': 5.058284759521484, 'же.': 8.302756309509277}",однако что,"{'однако': 9.886412620544434, 'что': 6.535414695739746}","легче мне стало однако что это машина, как же.","{'легче': 7.844296455383301, 'мне': 6.839142799377441, 'стало': 2.9790401458740234, 'однако': 10.588068008422852, 'что': 7.5453619956970215, 'это': 4.212871551513672, 'машина,': 11.935250282287598, 'как': 4.47907829284668, 'же.': 9.655957221984863}"
та нали,"{'та': 0.0, 'нали': 10.258602142333984}","та нали те нямаха нищо, освен него!","{'та': 0.0, 'нали': 10.258602142333984, 'те': 12.148123741149902, 'нямаха': 14.546592712402344, 'нищо,': 7.618551254272461, 'освен': 7.624527454376221, 'него!': 13.900683403015137}",да ведь,"{'да': 0.0, 'ведь': 8.586394309997559}","да ведь у них же ничего не было, кроме него!","{'да': 0.0, 'ведь': 8.586394309997559, 'у': 4.723241806030273, 'них': 2.4155101776123047, 'же': 5.37624454498291, 'ничего': 5.406649112701416, 'не': 0.9355497360229492, 'было,': 2.5076675415039062, 'кроме': 1.9114837646484375, 'него!': 9.312807559967041}",та ли,"{'та': 0.0, 'ли': 8.140467643737793}","та ли у них же ничего не было, кроме него!","{'та': 0.0, 'ли': 8.140467643737793, 'у': 4.3578948974609375, 'них': 2.719930648803711, 'же': 7.865868091583252, 'ничего': 7.098932266235352, 'не': 1.1746530532836914, 'было,': 3.4289236068725586, 'кроме': 2.192318916320801, 'него!': 11.394556999206543}"
най-малкото,{'най-малкото': 24.23283290863037},"и което беше най-лошото, да бъде съучастник или най-малкото свидетел на бандитското спиране на един от товарните влакове по този участък.","{'и': 0.0, 'което': 17.002647399902344, 'беше': 6.071474075317383, 'най-лошото,': 18.784752368927002, 'да': 3.5018081665039062, 'бъде': 3.8245620727539062, 'съучастник': 11.834125995635986, 'или': 5.608735084533691, 'най-малкото': 9.8792142868042, 'свидетел': 6.284119606018066, 'на': 2.8583269119262695, 'бандитското': 15.019213676452637, 'спиране': 13.929872512817383, 'един': 6.604106426239014, 'от': 2.096038818359375, 'товарните': 11.586994171142578, 'влакове': 16.449121475219727, 'по': 4.88990592956543, 'този': 4.215326309204102, 'участък.': 12.671241760253906}",хотя бы,"{'хотя': 0.0, 'бы': 2.486968994140625}",а что хуже того – ему предстояло быть соучастником или хотя бы очевидцем бандитской остановки одного из товарных поездов на этом участке.,"{'а': 0.0, 'что': 4.6330485343933105, 'хуже': 8.304780006408691, 'того': 4.779749870300293, '–': 5.13127326965332, 'ему': 7.180052757263184, 'предстояло': 6.656106472015381, 'быть': 4.252585411071777, 'соучастником': 10.451284408569336, 'или': 5.271071434020996, 'хотя': 6.007462501525879, 'бы': 0.00586700439453125, 'очевидцем': 6.600482940673828, 'бандитской': 12.377467155456543, 'остановки': 16.25326919555664, 'одного': 6.198686599731445, 'из': 0.20055007934570312, 'товарных': 7.677905082702637, 'поездов': 1.3766765594482422, 'на': 3.0482234954833984, 'этом': 5.249580383300781, 'участке.': 3.3583803176879883}",наименьший,{'наименьший': 14.031719207763672},а что хуже того – ему предстояло быть соучастником или наименьший очевидцем бандитской остановки одного из товарных поездов на этом участке.,"{'а': 0.0, 'что': 4.6330485343933105, 'хуже': 8.304780006408691, 'того': 4.779749870300293, '–': 5.13127326965332, 'ему': 7.180052757263184, 'предстояло': 6.656106472015381, 'быть': 4.252585411071777, 'соучастником': 10.451284408569336, 'или': 5.271071434020996, 'наименьший': 16.94966983795166, 'очевидцем': 10.502372741699219, 'бандитской': 12.78689193725586, 'остановки': 15.535785675048828, 'одного': 7.037870407104492, 'из': 0.3372764587402344, 'товарных': 7.733599662780762, 'поездов': 1.3684139251708984, 'на': 3.0275745391845703, 'этом': 5.197975158691406, 'участке.': 3.6382970809936523}"
още повече,"{'още': 6.288577079772949, 'повече': 14.689851760864258}","още повече че карл не е роден в мадрид, нито изобщо в испания.","{'още': 6.288578033447266, 'повече': 14.689852714538574, 'че': 8.604970932006836, 'карл': 16.497530937194824, 'не': 4.6410112380981445, 'е': 2.339193344116211, 'роден': 8.593976974487305, 'в': 3.9989442825317383, 'мадрид,': 13.736825942993164, 'нито': 5.806421279907227, 'изобщо': 10.895240783691406, 'испания.': 10.06283950805664}",тем более,"{'тем': 0.0, 'более': 5.150486946105957}",тем более что карл родился не в мадриде и вообще не в испании.,"{'тем': 0.0, 'более': 5.150485992431641, 'что': 2.3488359451293945, 'карл': 13.332967758178711, 'родился': 9.370454788208008, 'не': 1.0517559051513672, 'в': 1.3221607208251953, 'мадриде': 13.776979446411133, 'и': 3.007906913757324, 'вообще': 4.951512336730957, 'испании.': 7.745011329650879}",еще повестка,"{'еще': 0.0, 'повестка': 14.063030242919922}",еще повестка что карл родился не в мадриде и вообще не в испании.,"{'еще': 0.0, 'повестка': 14.063028335571289, 'что': 9.392518997192383, 'карл': 14.008100509643555, 'родился': 9.793112754821777, 'не': 1.4303970336914062, 'в': 1.4398784637451172, 'мадриде': 12.763444900512695, 'и': 2.996027946472168, 'вообще': 4.939054489135742, 'испании.': 6.983332633972168}"
преди да,"{'преди': 9.356790542602539, 'да': 7.511404514312744}","това обаче е много трудна задача за решаване и ще са нужни много години, преди да видим изграждането на полезни реактори за синтез.","{'това': 0.0, 'обаче': 21.13343048095703, 'е': 7.667665481567383, 'много': 6.947623252868652, 'трудна': 10.033466339111328, 'задача': 3.1629152297973633, 'за': 3.0345420837402344, 'решаване': 8.209493637084961, 'и': 3.027528762817383, 'ще': 6.86124324798584, 'са': 5.023454666137695, 'нужни': 6.254581451416016, 'години,': 8.433828353881836, 'преди': 5.654611587524414, 'да': 0.9934043884277344, 'видим': 6.845926284790039, 'изграждането': 9.733681678771973, 'на': 0.5522022247314453, 'полезни': 10.120667457580566, 'реактори': 12.927536964416504, 'синтез.': 10.570846557617188}",прежде чем,"{'прежде': 2.675067901611328, 'чем': 0.6909046173095703}","тем не менее это серьезная проблема, и ее нужно решить. пройдет много времени, прежде чем будут построены полезные термоядерные реакторы.","{'тем': 0.0, 'не': 4.020703315734863, 'менее': 0.6119184494018555, 'это': 5.719440460205078, 'серьезная': 8.421488761901855, 'проблема,': 2.113957405090332, 'и': 2.319223403930664, 'ее': 3.735480308532715, 'нужно': 2.3294944763183594, 'решить.': 2.787303924560547, 'пройдет': 14.3123140335083, 'много': 4.488199234008789, 'времени,': 0.7346000671386719, 'прежде': 1.4428396224975586, 'чем': 0.025259017944335938, 'будут': 5.17909049987793, 'построены': 5.400446891784668, 'полезные': 9.14181137084961, 'термоядерные': 10.313237190246582, 'реакторы.': 1.5062084197998047}",приди да,"{'приди': 7.390865802764893, 'да': 7.734404563903809}","тем не менее это серьезная проблема, и ее нужно решить. пройдет много времени, приди да будут построены полезные термоядерные реакторы.","{'тем': 0.0, 'не': 4.020703315734863, 'менее': 0.6119184494018555, 'это': 5.719440460205078, 'серьезная': 8.421488761901855, 'проблема,': 2.113957405090332, 'и': 2.319223403930664, 'ее': 3.735480308532715, 'нужно': 2.3294944763183594, 'решить.': 2.787303924560547, 'пройдет': 14.3123140335083, 'много': 4.488199234008789, 'времени,': 0.7346000671386719, 'приди': 13.219808578491211, 'да': 10.119955062866211, 'будут': 10.98546314239502, 'построены': 8.130054473876953, 'полезные': 8.284415245056152, 'термоядерные': 10.974817276000977, 'реакторы.': 2.050985336303711}"
според слухове,"{'според': 10.598305225372314, 'слухове': 23.928354263305664}",според слухове граничните ни земи с баязид били размирни и той не смеел да изтегли оттам най-добрата си войска.,"{'според': 10.598305702209473, 'слухове': 23.92835807800293, 'граничните': 29.749292373657227, 'ни': 4.540278434753418, 'земи': 10.360654830932617, 'с': 4.2130842208862305, 'баязид': 22.75691843032837, 'били': 8.920682907104492, 'размирни': 17.93312168121338, 'и': 3.258218765258789, 'той': 8.338876724243164, 'не': 2.6793880462646484, 'смеел': 13.141414165496826, 'да': 1.97576904296875, 'изтегли': 10.350273132324219, 'оттам': 12.911870002746582, 'най-добрата': 14.297362327575684, 'си': 4.275104522705078, 'войска.': 14.157264709472656}",по слухам,"{'по': 0.0, 'слухам': 8.841743469238281}","по слухам, в пограничных с нашими землях баязида было неспокойно, и он не решался отвести оттуда свои отборные войска.","{'по': 0.0, 'слухам,': 9.062532424926758, 'в': 2.871720314025879, 'пограничных': 11.808991432189941, 'с': 2.421868324279785, 'нашими': 6.483739852905273, 'землях': 7.644643783569336, 'баязида': 23.591189861297607, 'было': 5.929014205932617, 'неспокойно,': 8.692572593688965, 'и': 1.408493995666504, 'он': 2.5642194747924805, 'не': 2.732776641845703, 'решался': 4.365728378295898, 'отвести': 8.949769020080566, 'оттуда': 5.827792167663574, 'свои': 2.7060985565185547, 'отборные': 8.622184753417969, 'войска.': 1.3331718444824219}",согласно слухам,"{'согласно': 9.306072235107422, 'слухам': 7.52532958984375}","согласно слухам, в пограничных с нашими землях баязида было неспокойно, и он не решался отвести оттуда свои отборные войска.","{'согласно': 9.306072235107422, 'слухам,': 7.8029961585998535, 'в': 2.8096752166748047, 'пограничных': 12.395369529724121, 'с': 2.2304039001464844, 'нашими': 6.636472702026367, 'землях': 7.243067741394043, 'баязида': 23.049726486206055, 'было': 6.047425270080566, 'неспокойно,': 8.47801399230957, 'и': 1.380594253540039, 'он': 2.5620346069335938, 'не': 2.8872756958007812, 'решался': 4.295310020446777, 'отвести': 8.91678524017334, 'оттуда': 5.665254592895508, 'свои': 2.4707956314086914, 'отборные': 8.765838623046875, 'войска.': 1.1453876495361328}"
