phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
w rezultacie czego,"{'w': 4.667986869812012, 'rezultacie': 11.309637069702148, 'czego': 5.593727111816406}","kości zostają rzucone, w rezultacie czego wydarza się to, co jakoby - nieuniknione i nieuchronne.","{'kosci': 10.987235069274902, 'zostaja': 16.6509952545166, 'rzucone,': 22.627952575683594, 'w': 0.27070045471191406, 'rezultacie': 11.213869094848633, 'czego': 3.643970489501953, 'wydarza': 7.904335021972656, 'sie': 2.9528141021728516, 'to,': 10.33403205871582, 'co': 3.895578384399414, 'jakoby': 7.56056022644043, '-': 5.13325309753418, 'nieuniknione': 27.36223316192627, 'i': 0.6298255920410156, 'nieuchronne.': 13.796879768371582}",в результате,"{'в': 2.3526992797851562, 'результате': 9.408921241760254}","кости брошены, в результате происходит то, что якобы неизбежно и неотвратимо.","{'кости': 8.614001274108887, 'брошены,': 8.081317901611328, 'в': 0.05164337158203125, 'результате': 2.623906135559082, 'происходит': 1.986424446105957, 'то,': 0.14815330505371094, 'что': 0.0052356719970703125, 'якобы': 8.577569007873535, 'неизбежно': 0.30476951599121094, 'и': 0.43076133728027344, 'неотвратимо.': 0.7895221710205078}",в результате чего,"{'в': 0.9428901672363281, 'результате': 4.515408515930176, 'чего': 4.021772384643555}","кости брошены, в результате чего чего происходит то, что якобы неизбежно и неотвратимо.","{'кости': 8.696130752563477, 'брошены,': 7.066781997680664, 'в': 0.01467132568359375, 'результате': 0.1556682586669922, 'чего': 11.701611518859863, 'происходит': 2.0483226776123047, 'то,': 0.16898250579833984, 'что': 0.013376235961914062, 'якобы': 8.045856475830078, 'неизбежно': 0.4473915100097656, 'и': 0.35575103759765625, 'неотвратимо.': 0.9055900573730469}"
na świecie,"{'na': 4.135229110717773, 'swiecie': 7.675067901611328}","rzecz w tym, że wszystko, absolutnie wszystko na świecie, ma trzy aury.","{'rzecz': 6.822734832763672, 'w': 5.073599815368652, 'tym,': 5.500445365905762, 'ze': 4.908864974975586, 'wszystko,': 2.631420135498047, 'absolutnie': 4.947914123535156, 'wszystko': 0.08335685729980469, 'na': 0.3069038391113281, 'swiecie,': 5.11390495300293, 'ma': 7.107458114624023, 'trzy': 5.623876571655273, 'aury.': 14.929342269897461}",на свете,"{'на': 3.7598114013671875, 'свете': 7.470281600952148}","дело в том, что все, абсолютно все на свете имеет три ауры.","{'дело': 2.106231689453125, 'в': 0.0003490447998046875, 'том,': 0.06969261169433594, 'что': 0.00724029541015625, 'все,': 0.5482902526855469, 'абсолютно': 0.5120048522949219, 'все': 0.04154014587402344, 'на': 0.0012359619140625, 'свете': 0.6310882568359375, 'имеет': 0.30951690673828125, 'три': 6.311883926391602, 'ауры.': 10.07441234588623}",на мир,"{'на': 9.414567947387695, 'мир': 10.159364700317383}","дело в том, что все, абсолютно все на мир имеет три ауры.","{'дело': 1.9288005828857422, 'в': 0.000621795654296875, 'том,': 0.07027626037597656, 'что': 0.011774063110351562, 'все,': 0.6155052185058594, 'абсолютно': 0.8488273620605469, 'все': 0.15851593017578125, 'на': 5.648681640625, 'мир': 10.324676513671875, 'имеет': 0.45865631103515625, 'три': 5.885219573974609, 'ауры.': 10.42142105102539}"
chyba że,"{'chyba': 18.543676376342773, 'ze': 10.714669227600098}",chyba że książę niedomaga.,"{'chyba': 16.001578330993652, 'ze': 7.620353698730469, 'ksiaze': 16.673996925354004, 'niedomaga.': 27.245798110961914}",разве что,"{'разве': 0.018297195434570312, 'что': 2.0862607955932617}",разве что вы хвораете.,"{'разве': 0.10241889953613281, 'что': 1.0160017013549805, 'вы': 1.95745849609375, 'хвораете.': 10.71106243133545}",кажется же,"{'кажется': 1.8347349166870117, 'же': 7.103249549865723}",кажется же вы хвораете.,"{'кажется': 5.261444091796875, 'же': 10.383346557617188, 'вы': 0.7360172271728516, 'хвораете.': 9.602967262268066}"
w tym,"{'w': 7.476109504699707, 'tym': 20.71790599822998}","turystyka przyrodnicza przyciąga osoby lubiące spędzać czas na łonie natury, podziwiać krajobrazy, w tym dziką roślinność i zwierzęta.","{'turystyka': 16.951163291931152, 'przyrodnicza': 4.677618026733398, 'przyciaga': 12.856815338134766, 'osoby': 10.246711730957031, 'lubiace': 17.941993713378906, 'spedzac': 17.424762725830078, 'czas': 4.366003036499023, 'na': 0.6212577819824219, 'lonie': 10.3582763671875, 'natury,': 8.01025104522705, 'podziwiac': 12.452085494995117, 'krajobrazy,': 13.123329162597656, 'w': 0.8415088653564453, 'tym': 2.207857131958008, 'dzika': 11.359513282775879, 'roslinnosc': 30.4934024810791, 'i': 7.4058122634887695, 'zwierzeta.': 11.539213180541992}",в том числе,"{'в': 1.1173419952392578, 'том': 0.02591705322265625, 'числе': 0.019924163818359375}","природный туризм интересен для тех, кто любит ездить на природу, чтобы насладиться ландшафтом, в том числе дикими зверьми и растениями.","{'природный': 1.7214374542236328, 'туризм': 0.0049896240234375, 'интересен': 6.014537811279297, 'для': 0.00705718994140625, 'тех,': 0.017400741577148438, 'кто': 0.00138092041015625, 'любит': 0.18124771118164062, 'ездить': 2.557394027709961, 'на': 0.012325286865234375, 'природу,': 0.17888641357421875, 'чтобы': 0.08084297180175781, 'насладиться': 1.3216400146484375, 'ландшафтом,': 0.6836643218994141, 'в': 0.0028667449951171875, 'том': 0.0001811981201171875, 'числе': 0.000469207763671875, 'дикими': 0.003955841064453125, 'зверьми': 2.7925968170166016, 'и': 0.10051155090332031, 'растениями.': 0.3783760070800781}",в том,"{'в': 8.058298110961914, 'том': 7.518303394317627}","природный туризм интересен для тех, кто любит ездить на природу, чтобы насладиться ландшафтом, в том дикими зверьми и растениями.","{'природный': 1.7481937408447266, 'туризм': 0.00658416748046875, 'интересен': 6.457677841186523, 'для': 0.0073604583740234375, 'тех,': 0.024549484252929688, 'кто': 0.003360748291015625, 'любит': 0.1864776611328125, 'ездить': 2.3258724212646484, 'на': 0.01627349853515625, 'природу,': 0.26032447814941406, 'чтобы': 0.1644268035888672, 'насладиться': 1.330099105834961, 'ландшафтом,': 0.6280498504638672, 'в': 0.103240966796875, 'том': 8.130301475524902, 'дикими': 0.1356639862060547, 'зверьми': 2.557767868041992, 'и': 0.1894702911376953, 'растениями.': 0.34209442138671875}"
jak tylko,"{'jak': 10.524482727050781, 'tylko': 13.39845085144043}","jak tylko dolatywał mnie zapach spalonego węgla, od razu stawał mi przed oczyma początek mojej służby.","{'jak': 10.634527206420898, 'tylko': 8.156105995178223, 'dolatywal': 23.089590072631836, 'mnie': 5.634050369262695, 'zapach': 12.85582447052002, 'spalonego': 15.909650802612305, 'wegla,': 11.407711029052734, 'od': 0.5033187866210938, 'razu': 5.469417572021484, 'stawal': 4.945072174072266, 'mi': 7.846646308898926, 'przed': 0.7203445434570312, 'oczyma': 9.576066970825195, 'poczatek': 9.081589698791504, 'mojej': 2.9715805053710938, 'sluzby.': 12.178764343261719}",как только,"{'как': 7.168948173522949, 'только': 8.901201248168945}","как только я слышал запах перегоревшего каменного угля, я тотчас представлял себе начало моей службы.","{'как': 3.405864715576172, 'только': 0.019527435302734375, 'я': 1.6343936920166016, 'слышал': 2.2299232482910156, 'запах': 0.4378795623779297, 'перегоревшего': 4.285938262939453, 'каменного': 1.5530166625976562, 'угля,': 0.2512950897216797, 'тотчас': 5.648216247558594, 'представлял': 0.03466796875, 'себе': 0.06630325317382812, 'начало': 3.622995376586914, 'моей': 1.7109289169311523, 'службы.': 5.175271987915039}",как лишь,"{'как': 8.882835388183594, 'лишь': 14.510085105895996}","как лишь я слышал запах перегоревшего каменного угля, я тотчас представлял себе начало моей службы.","{'как': 4.040546417236328, 'лишь': 8.147062301635742, 'я': 2.0736846923828125, 'слышал': 1.9677886962890625, 'запах': 0.6802463531494141, 'перегоревшего': 4.132526397705078, 'каменного': 1.5233221054077148, 'угля,': 0.24156951904296875, 'тотчас': 4.727654457092285, 'представлял': 0.04042625427246094, 'себе': 0.12431144714355469, 'начало': 3.632208824157715, 'моей': 1.7202186584472656, 'службы.': 5.380565643310547}"
albo i,"{'albo': 11.793066024780273, 'i': 8.217754364013672}",trądem nas zarazić gotów! albo i czym gorszym!,"{'tradem': 12.929657936096191, 'nas': 9.688636779785156, 'zarazic': 22.610716819763184, 'gotow!': 9.571515083312988, 'albo': 3.13189697265625, 'i': 3.787090301513672, 'czym': 6.9439897537231445, 'gorszym!': 11.178731918334961}",а то и,"{'а': 2.224214553833008, 'то': 4.2222137451171875, 'и': 8.523548126220703}",заразит нас лепрой-то! а то и чем похуже!,"{'заразит': 2.125070571899414, 'нас': 4.143807411193848, 'лепрой-то!': 4.812524795532227, 'а': 0.06009674072265625, 'то': 0.3194923400878906, 'и': 0.017618179321289062, 'чем': 0.4161491394042969, 'похуже!': 1.0541067123413086}",либо и,"{'либо': 8.257099151611328, 'и': 9.941692352294922}",заразит нас лепрой-то! либо и чем похуже!,"{'заразит': 2.413553237915039, 'нас': 4.985755920410156, 'лепрой-то!': 6.42546272277832, 'либо': 8.735978126525879, 'и': 7.512961387634277, 'чем': 0.4077892303466797, 'похуже!': 1.9493236541748047}"
od momentu kiedy,"{'od': 7.106401443481445, 'momentu': 9.597248077392578, 'kiedy': 16.775543212890625}","mniej więcej godzinę od momentu, kiedy zamilkły ostatnie strzały, wolf powiedział, że pojedzie na zwiad i pojechał sam.","{'mniej': 12.540987014770508, 'wiecej': 10.487957954406738, 'godzine': 11.33741283416748, 'od': 2.0253543853759766, 'momentu,': 4.336067199707031, 'kiedy': 6.160436630249023, 'zamilkly': 31.327998161315918, 'ostatnie': 8.147455215454102, 'strzaly,': 15.725963592529297, 'wolf': 8.543657302856445, 'powiedzial,': 9.386516571044922, 'ze': 6.085126876831055, 'pojedzie': 5.639774322509766, 'na': 1.3893508911132812, 'zwiad': 3.7964630126953125, 'i': 6.045492172241211, 'pojechal': 7.683204650878906, 'sam.': 5.050756454467773}",после того как,"{'после': 1.1275863647460938, 'того': 0.0070037841796875, 'как': 0.5283823013305664}","приблизительно через час после того, как замолкли последние выстрелы, вольф заявил, что поедет на разведку, и уехал один.","{'приблизительно': 0.007167816162109375, 'через': 0.021341323852539062, 'час': 0.6901741027832031, 'после': 0.0018482208251953125, 'того,': 0.004360198974609375, 'как': 0.0015716552734375, 'замолкли': 3.1739635467529297, 'последние': 0.13472366333007812, 'выстрелы,': 1.3047447204589844, 'вольф': 6.735211372375488, 'заявил,': 1.640127182006836, 'что': 0.006725311279296875, 'поедет': 2.2931270599365234, 'на': 0.04166412353515625, 'разведку,': 4.012716293334961, 'и': 0.05034065246582031, 'уехал': 4.061595916748047, 'один.': 2.8301172256469727}",от момента когда,"{'от': 4.221627235412598, 'момента': 6.760748863220215, 'когда': 9.197471618652344}","приблизительно через час от того момента когда замолкли последние выстрелы, вольф заявил, что поедет на разведку, и уехал один.","{'приблизительно': 0.0075321197509765625, 'через': 0.1689300537109375, 'час': 0.6378746032714844, 'от': 3.272176742553711, 'того': 0.006011962890625, 'момента': 0.6692371368408203, 'когда': 2.8054256439208984, 'замолкли': 2.8710460662841797, 'последние': 0.0807647705078125, 'выстрелы,': 1.3177614212036133, 'вольф': 6.0430707931518555, 'заявил,': 1.7208614349365234, 'что': 0.014621734619140625, 'поедет': 1.9495277404785156, 'на': 0.051845550537109375, 'разведку,': 4.353917121887207, 'и': 0.06591033935546875, 'уехал': 5.149253845214844, 'один.': 2.994509696960449}"
im większy,"{'im': 7.023728370666504, 'wiekszy': 21.729331970214844}","a im większy sekret, tym większa nagroda.","{'a': 4.174909591674805, 'im': 10.659231185913086, 'wiekszy': 5.162635803222656, 'sekret,': 13.44788646697998, 'tym': 2.1838016510009766, 'wieksza': 5.929311752319336, 'nagroda.': 14.113682746887207}",чем больше,"{'чем': 7.283638954162598, 'больше': 5.240226745605469}","а чем больше тайна, тем больше награда.","{'а': 4.544064521789551, 'чем': 0.007974624633789062, 'больше': 0.5601577758789062, 'тайна,': 9.194149017333984, 'тем': 0.0361785888671875, 'награда.': 6.764650344848633}",их больше,"{'их': 6.203634262084961, 'больше': 3.784031867980957}","а их больше тайна, тем больше награда.","{'а': 4.864161491394043, 'их': 13.442604064941406, 'больше': 0.5264396667480469, 'тайна,': 12.829269409179688, 'тем': 0.10113334655761719, 'награда.': 5.8962907791137695}"
choć i,"{'choc': 12.709006309509277, 'i': 10.336543083190918}","mówię ci to, byś znał moje zamiary, choć i tak z pewnością domyśliłeś się ich po pytaniach, które stawiałem schillingowi.","{'mowie': 15.941605567932129, 'ci': 7.311546325683594, 'to,': 9.558658599853516, 'bys': 10.281795501708984, 'znal': 11.727832794189453, 'moje': 7.322515487670898, 'zamiary,': 18.27989387512207, 'choc': 10.62598705291748, 'i': 4.621133804321289, 'tak': 3.2058067321777344, 'z': 5.527708053588867, 'pewnoscia': 20.57985496520996, 'domysliles': 25.445741653442383, 'sie': 6.303035736083984, 'ich': 6.482913970947266, 'po': 0.9324588775634766, 'pytaniach,': 13.010517120361328, 'ktore': 10.429545402526855, 'stawialem': 26.018959045410156, 'schillingowi.': 27.78650665283203}",хотя и,"{'хотя': 7.3433661460876465, 'и': 6.409010410308838}","говорю тебе об этом, чтобы ты знал о моих намерениях, хотя и так, вероятно, ты о них догадывался по тем вопросам, которые я задавал шиллингу.","{'говорю': 2.876871109008789, 'тебе': 0.0807037353515625, 'об': 0.0011234283447265625, 'этом,': 0.0875091552734375, 'чтобы': 0.08453750610351562, 'ты': 0.3862133026123047, 'знал': 0.1790447235107422, 'о': 0.028360366821289062, 'моих': 0.07964897155761719, 'намерениях,': 1.0786304473876953, 'хотя': 1.7550106048583984, 'и': 0.0388946533203125, 'так,': 0.4530658721923828, 'вероятно,': 3.637113571166992, 'них': 0.021924972534179688, 'догадывался': 4.611549377441406, 'по': 0.6128273010253906, 'тем': 0.23171043395996094, 'вопросам,': 0.00893402099609375, 'которые': 0.44585609436035156, 'я': 0.6766548156738281, 'задавал': 3.0035438537597656, 'шиллингу.': 8.513555526733398}",хочешь и,"{'хочешь': 6.896645545959473, 'и': 11.077183723449707}","говорю тебе об этом, чтобы ты знал о моих намерениях, хочешь и так, вероятно, ты о них догадывался по тем вопросам, которые я задавал шиллингу.","{'говорю': 2.7857513427734375, 'тебе': 0.06773185729980469, 'об': 0.0015239715576171875, 'этом,': 0.2055835723876953, 'чтобы': 0.14246749877929688, 'ты': 0.5261993408203125, 'знал': 0.1691265106201172, 'о': 0.026943206787109375, 'моих': 0.09890556335449219, 'намерениях,': 4.885956764221191, 'хочешь': 16.09157371520996, 'и': 4.9770050048828125, 'так,': 2.0701026916503906, 'вероятно,': 5.830944061279297, 'них': 0.044185638427734375, 'догадывался': 4.3395891189575195, 'по': 0.5498142242431641, 'тем': 0.2150707244873047, 'вопросам,': 0.010614395141601562, 'которые': 0.5393333435058594, 'я': 0.6162891387939453, 'задавал': 2.564364433288574, 'шиллингу.': 8.275484085083008}"
z tego że,"{'z': 5.8260393142700195, 'tego': 14.62220573425293, 'ze': 6.663773536682129}","pomiędzy nią a resztą pracowników nastąpiła krótka przerwa w czasie, wynikła z tego, że wszyscy najpierw podążyli w kierunku źródła hałasu.","{'pomiedzy': 12.223712921142578, 'nia': 10.819647789001465, 'a': 6.251058578491211, 'reszta': 12.103927612304688, 'pracownikow': 22.107666015625, 'nastapila': 16.174864768981934, 'krotka': 8.542020797729492, 'przerwa': 10.262659072875977, 'w': 0.43697547912597656, 'czasie,': 7.81279182434082, 'wynikla': 15.096137046813965, 'z': 1.4987220764160156, 'tego,': 3.4708919525146484, 'ze': 4.072126388549805, 'wszyscy': 13.04255485534668, 'najpierw': 21.802071571350098, 'podazyli': 11.364426612854004, 'kierunku': 11.656835556030273, 'zrodla': 13.758753776550293, 'halasu.': 18.160000801086426}",оттого что,"{'оттого': 4.790770530700684, 'что': 0.6047239303588867}","между ней и остальными сотрудниками во времени оказался короткий перерыв, возникший оттого, что все в первую очередь кидались в направлении источника шума.","{'между': 3.1870765686035156, 'ней': 4.144704818725586, 'и': 0.002132415771484375, 'остальными': 0.4071311950683594, 'сотрудниками': 5.558524131774902, 'во': 2.3203258514404297, 'времени': 1.471445083618164, 'оказался': 6.148881912231445, 'короткий': 4.4148101806640625, 'перерыв,': 4.075595855712891, 'возникший': 0.4025840759277344, 'оттого,': 2.0096187591552734, 'что': 0.014844894409179688, 'все': 1.2590007781982422, 'в': 0.004878997802734375, 'первую': 1.5560569763183594, 'очередь': 0.026638031005859375, 'кидались': 6.421009063720703, 'направлении': 3.5669078826904297, 'источника': 0.10603713989257812, 'шума.': 3.21600341796875}",из того же,"{'из': 3.2817649841308594, 'того': 2.2439985275268555, 'же': 2.8152427673339844}","между ней и остальными сотрудниками во времени оказался короткий перерыв, возникший из того же все в первую очередь кидались в направлении источника шума.","{'между': 1.9204597473144531, 'ней': 4.273660659790039, 'и': 0.0037689208984375, 'остальными': 0.5007915496826172, 'сотрудниками': 5.763505935668945, 'во': 2.365222930908203, 'времени': 1.7477645874023438, 'оказался': 6.743049621582031, 'короткий': 4.2566022872924805, 'перерыв,': 3.8611230850219727, 'возникший': 1.9028348922729492, 'из': 3.3935556411743164, 'того': 1.6770401000976562, 'же': 9.88699722290039, 'все': 8.991974830627441, 'в': 0.0055065155029296875, 'первую': 2.069622039794922, 'очередь': 0.07654380798339844, 'кидались': 7.618785858154297, 'направлении': 3.397003173828125, 'источника': 0.12723350524902344, 'шума.': 3.208989143371582}"
ale przecież,"{'ale': 13.228795051574707, 'przeciez': 14.100186347961426}",ale przecież on tu diabli wiedzą jak narozrabia!,"{'ale': 9.214632034301758, 'przeciez': 11.275103569030762, 'on': 7.461462020874023, 'tu': 7.050602912902832, 'diabli': 16.926555633544922, 'wiedza': 6.232505798339844, 'jak': 3.197296142578125, 'narozrabia!': 23.13670063018799}",да ведь,"{'да': 4.443419456481934, 'ведь': 8.961565971374512}",да ведь он тут черт знает чего натворит!,"{'да': 4.117027282714844, 'ведь': 4.361074447631836, 'он': 0.5473060607910156, 'тут': 4.325079917907715, 'черт': 0.9380006790161133, 'знает': 0.103302001953125, 'чего': 1.0146236419677734, 'натворит!': 4.1886491775512695}",а ведь,"{'а': 2.559968948364258, 'ведь': 6.928786754608154}",а ведь он тут черт знает чего натворит!,"{'а': 2.733224868774414, 'ведь': 5.693004608154297, 'он': 0.7687082290649414, 'тут': 5.451505661010742, 'черт': 1.079092025756836, 'знает': 0.12035369873046875, 'чего': 1.0477714538574219, 'натворит!': 5.108799934387207}"
gdyby chociaż,"{'gdyby': 21.350839614868164, 'chociaz': 22.810606002807617}","i gdyby chociaż los zesłał mu skruchę, gorącą skruchę, która łamie serce, spędza sen z powiek, taką skruchę, której straszliwe męczarnie nasuwają myśl o pętli i topieli!","{'i': 3.2601699829101562, 'gdyby': 11.146247863769531, 'chociaz': 21.226163864135742, 'los': 10.102030754089355, 'zeslal': 15.628782272338867, 'mu': 7.088306427001953, 'skruche,': 1.4091053009033203, 'goraca': 15.44632339477539, 'ktora': 2.284212112426758, 'lamie': 16.39526081085205, 'serce,': 9.701101303100586, 'spedza': 14.233979225158691, 'sen': 8.576424598693848, 'z': 8.080358505249023, 'powiek,': 14.613809585571289, 'taka': 5.785821914672852, 'ktorej': 4.717853546142578, 'straszliwe': 18.597617149353027, 'meczarnie': 13.426159858703613, 'nasuwaja': 15.418657302856445, 'mysl': 7.259675979614258, 'o': 8.713961601257324, 'petli': 14.45889663696289, 'topieli!': 20.77419090270996}",хотя бы,"{'хотя': 3.694448471069336, 'бы': 1.366776466369629}","и хотя бы судьба послала ему раскаяние ― жгучее раскаяние, разбивающее сердце, отгоняющее сон, такое раскаяние, от ужасных мук которого мерещится петля и омут!","{'и': 0.3016948699951172, 'хотя': 4.534966468811035, 'бы': 0.14586830139160156, 'судьба': 1.701237678527832, 'послала': 0.3455677032470703, 'ему': 1.3974037170410156, 'раскаяние': 0.12731170654296875, '―': 11.508184432983398, 'жгучее': 0.01273345947265625, 'раскаяние,': 0.011419296264648438, 'разбивающее': 0.4115257263183594, 'сердце,': 1.392099380493164, 'отгоняющее': 1.3208141326904297, 'сон,': 3.955325126647949, 'такое': 2.989084243774414, 'от': 1.4689922332763672, 'ужасных': 4.001218795776367, 'мук': 1.134450912475586, 'которого': 0.22521400451660156, 'мерещится': 1.3726844787597656, 'петля': 0.020051956176757812, 'омут!': 9.93688678741455}",где бы,"{'где': 7.911665916442871, 'бы': 11.854031562805176}","и где бы судьба послала ему раскаяние ― жгучее раскаяние, разбивающее сердце, отгоняющее сон, такое раскаяние, от ужасных мук которого мерещится петля и омут!","{'и': 0.35452842712402344, 'где': 7.401510238647461, 'бы': 4.226408958435059, 'судьба': 1.5046586990356445, 'послала': 0.5026969909667969, 'ему': 2.666337013244629, 'раскаяние': 0.07502365112304688, '―': 11.308540344238281, 'жгучее': 0.0140380859375, 'раскаяние,': 0.011016845703125, 'разбивающее': 0.39631080627441406, 'сердце,': 1.2754364013671875, 'отгоняющее': 1.2758865356445312, 'сон,': 3.500430107116699, 'такое': 2.8676986694335938, 'от': 1.6766185760498047, 'ужасных': 3.985475540161133, 'мук': 0.8847885131835938, 'которого': 0.47512054443359375, 'мерещится': 1.3162860870361328, 'петля': 0.02439117431640625, 'омут!': 10.114969253540039}"
tym bardziej,"{'tym': 7.66893196105957, 'bardziej': 21.923155784606934}",ani tym bardziej na trzymających stronę albrechta katolików.,"{'ani': 8.736820220947266, 'tym': 4.495613098144531, 'bardziej': 12.616600036621094, 'na': 0.9095840454101562, 'trzymajacych': 20.104162216186523, 'strone': 7.287677764892578, 'albrechta': 20.843852043151855, 'katolikow.': 13.255859375}",тем более,"{'тем': 4.175041198730469, 'более': 1.2729511260986328}","ни, тем более, на католиков, принявших сторону альбрехта.","{'ни,': 9.039344787597656, 'тем': 0.002285003662109375, 'более,': 0.18740463256835938, 'на': 4.391410827636719, 'католиков,': 2.6833267211914062, 'принявших': 0.33690452575683594, 'сторону': 4.508035659790039, 'альбрехта.': 8.601507186889648}",тем больше,"{'тем': 6.54286003112793, 'больше': 4.987709999084473}","ни, тем больше, на католиков, принявших сторону альбрехта.","{'ни,': 10.998503684997559, 'тем': 1.1092910766601562, 'больше,': 15.020591735839844, 'на': 6.375848770141602, 'католиков,': 3.6601686477661133, 'принявших': 0.32759857177734375, 'сторону': 4.750862121582031, 'альбрехта.': 8.685760498046875}"
zanim,{'zanim': 16.687082290649414},"zanim się połapią, że to była rozgrywka.","{'zanim': 16.758480072021484, 'sie': 5.451482772827148, 'polapia,': 29.35230541229248, 'ze': 7.4690093994140625, 'to': 3.482950210571289, 'byla': 4.200146675109863, 'rozgrywka.': 18.931589126586914}",прежде чем,"{'прежде': 0.1746997833251953, 'чем': 2.87368106842041}","прежде, чем они спохватятся, что это был розыгрыш.","{'прежде,': 0.006450653076171875, 'чем': 0.005527496337890625, 'они': 0.4561805725097656, 'спохватятся,': 6.678031921386719, 'что': 0.25640106201171875, 'это': 0.00913238525390625, 'был': 0.8883590698242188, 'розыгрыш.': 3.796947479248047}",за ним,"{'за': 2.2528324127197266, 'ним': 6.412145614624023}","за ним они спохватятся, что это был розыгрыш.","{'за': 5.054792404174805, 'ним': 5.481264114379883, 'они': 2.914231300354004, 'спохватятся,': 11.165929794311523, 'что': 0.148284912109375, 'это': 0.014019012451171875, 'был': 0.7869148254394531, 'розыгрыш.': 4.3945817947387695}"
jak głosi fama,"{'jak': 12.11669921875, 'glosi': 18.718302726745605, 'fama': 11.870213508605957}","do sierotek, które, jak głosi fama, ostro maszerują na północ i lada moment tu będą.","{'do': 6.719753265380859, 'sierotek,': 24.48759651184082, 'ktore,': 10.366100311279297, 'jak': 4.173360824584961, 'glosi': 10.495965957641602, 'fama,': 13.87452507019043, 'ostro': 4.887375831604004, 'maszeruja': 19.558122634887695, 'na': 0.42283058166503906, 'polnoc': 15.06718921661377, 'i': 4.404423713684082, 'lada': 11.79953670501709, 'moment': 6.164434432983398, 'tu': 6.8483381271362305, 'beda.': 8.965313911437988}",по слухам,"{'по': 1.532236099243164, 'слухам': 7.897059440612793}","к сиротам, которые, по слухам, идут маршем на север и вот-вот будут здесь.","{'к': 3.353931427001953, 'сиротам,': 9.45745849609375, 'которые,': 0.24386978149414062, 'по': 0.05071067810058594, 'слухам,': 0.3810920715332031, 'идут': 0.22861671447753906, 'маршем': 0.0068511962890625, 'на': 0.050815582275390625, 'север': 3.798480987548828, 'и': 0.7240009307861328, 'вот-вот': 0.33963966369628906, 'будут': 0.18926429748535156, 'здесь.': 1.8999919891357422}",как голос славы,"{'как': 8.521390914916992, 'голос': 8.38424301147461, 'славы': 12.634298324584961}","к сиротам, которые, как голос славы, идут маршем на север и вот-вот будут здесь.","{'к': 3.922536849975586, 'сиротам,': 8.773107528686523, 'которые,': 0.30742549896240234, 'как': 0.7293987274169922, 'голос': 8.574346542358398, 'славы,': 11.094771385192871, 'идут': 0.40891456604003906, 'маршем': 0.0035648345947265625, 'на': 0.030597686767578125, 'север': 3.6283349990844727, 'и': 0.8209075927734375, 'вот-вот': 0.30705833435058594, 'будут': 0.17287254333496094, 'здесь.': 2.374898910522461}"
w taki oto sposób,"{'w': 8.914094924926758, 'taki': 12.613785743713379, 'oto': 13.732155799865723, 'sposob': 18.056447982788086}","w taki oto sposób wiem, kto położył kres romansowi wirydy hornig.","{'w': 5.713703155517578, 'taki': 6.79787540435791, 'oto': 13.75627326965332, 'sposob': 8.05234146118164, 'wiem,': 11.344194412231445, 'kto': 3.018430709838867, 'polozyl': 16.753684997558594, 'kres': 11.736562728881836, 'romansowi': 19.02980327606201, 'wirydy': 18.88775062561035, 'hornig.': 16.181203842163086}",таким образом,"{'таким': 0.10242652893066406, 'образом': 1.5925168991088867}","таким образом, я знаю, кто положил конец роману вириды горниг.","{'таким': 0.03607749938964844, 'образом,': 0.048915863037109375, 'я': 0.03134918212890625, 'знаю,': 2.6773881912231445, 'кто': 0.14901161193847656, 'положил': 0.0775146484375, 'конец': 2.2563114166259766, 'роману': 3.066814422607422, 'вириды': 22.964855194091797, 'горниг.': 23.93600845336914}",таким вот способом,"{'таким': 0.5586261749267578, 'вот': 0.7003555297851562, 'способом': 5.780317306518555}","таким вот способом, я знаю, кто положил конец роману вириды горниг.","{'таким': 0.4736137390136719, 'вот': 1.174764633178711, 'способом,': 5.413877487182617, 'я': 0.2591438293457031, 'знаю,': 2.115489959716797, 'кто': 3.6805496215820312, 'положил': 0.13232803344726562, 'конец': 1.8872642517089844, 'роману': 2.823068618774414, 'вириды': 22.49827766418457, 'горниг.': 22.542140007019043}"
