phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
w rezultacie czego,"{'w': 0.0, 'rezultacie': 26.492366790771484, 'czego': 18.339577674865723}","kości zostają rzucone, w rezultacie czego wydarza się to, co jakoby - nieuniknione i nieuchronne.","{'kosci': 13.017149925231934, 'zostaja': 23.23594379425049, 'rzucone,': 27.700767517089844, 'w': 3.6977195739746094, 'rezultacie': 17.00253391265869, 'czego': 14.027155876159668, 'wydarza': 17.436270713806152, 'sie': 7.166900634765625, 'to,': 12.006243705749512, 'co': 6.002656936645508, 'jakoby': 14.646976470947266, '-': 6.484392166137695, 'nieuniknione': 38.43587398529053, 'i': 3.4820737838745117, 'nieuchronne.': 29.186375617980957}",в результате,"{'в': 0.0, 'результате': 6.368995666503906}","кости брошены, в результате происходит то, что якобы неизбежно и неотвратимо.","{'кости': 0.0, 'брошены,': 16.70388126373291, 'в': 4.191179275512695, 'результате': 3.5519142150878906, 'происходит': 7.460253715515137, 'то,': 5.974582672119141, 'что': 0.200408935546875, 'якобы': 8.908978462219238, 'неизбежно': 6.525796890258789, 'и': 2.999950408935547, 'неотвратимо.': 5.295684814453125}",в результате чего,"{'в': 0.0, 'результате': 6.368995666503906, 'чего': 2.0747413635253906}","кости брошены, в результате чего чего происходит то, что якобы неизбежно и неотвратимо.","{'кости': 0.0, 'брошены,': 16.70388126373291, 'в': 4.191179275512695, 'результате': 3.5519142150878906, 'чего': 9.077179908752441, 'происходит': 4.595691680908203, 'то,': 6.174813270568848, 'что': 0.23415565490722656, 'якобы': 8.08397102355957, 'неизбежно': 6.426521301269531, 'и': 2.842085838317871, 'неотвратимо.': 5.10739803314209}"
na świecie,"{'na': 0.0, 'swiecie': 22.045944213867188}","rzecz w tym, że wszystko, absolutnie wszystko na świecie, ma trzy aury.","{'rzecz': 13.219497680664062, 'w': 5.56553840637207, 'tym,': 14.286050796508789, 'ze': 6.0866193771362305, 'wszystko,': 13.637784957885742, 'absolutnie': 19.100178718566895, 'wszystko': 6.482728004455566, 'na': 5.650393486022949, 'swiecie,': 16.414311408996582, 'ma': 8.325594902038574, 'trzy': 9.48614501953125, 'aury.': 22.984153747558594}",на свете,"{'на': 0.0, 'свете': 8.567519187927246}","дело в том, что все, абсолютно все на свете имеет три ауры.","{'дело': 0.0, 'в': 2.4478025436401367, 'том,': 1.7296342849731445, 'что': 0.05520439147949219, 'все,': 7.2755279541015625, 'абсолютно': 6.966601371765137, 'все': 0.03530311584472656, 'на': 5.484275817871094, 'свете': 0.6980371475219727, 'имеет': 3.95477294921875, 'три': 6.594346046447754, 'ауры.': 14.081707000732422}",на мир,"{'на': 0.0, 'мир': 8.576569557189941}","дело в том, что все, абсолютно все на мир имеет три ауры.","{'дело': 0.0, 'в': 2.4478025436401367, 'том,': 1.7296342849731445, 'что': 0.05520439147949219, 'все,': 7.2755279541015625, 'абсолютно': 6.966601371765137, 'все': 0.03530311584472656, 'на': 5.484275817871094, 'мир': 10.352909088134766, 'имеет': 6.92405366897583, 'три': 7.57016658782959, 'ауры.': 13.982372283935547}"
chyba że,"{'chyba': 12.727807998657227, 'ze': 10.625874519348145}",chyba że książę niedomaga.,"{'chyba': 12.727807998657227, 'ze': 10.625874519348145, 'ksiaze': 21.561614990234375, 'niedomaga.': 30.910223960876465}",разве что,"{'разве': 5.091723442077637, 'что': 2.5607805252075195}",разве что вы хвораете.,"{'разве': 5.091723442077637, 'что': 2.560779571533203, 'вы': 6.1124677658081055, 'хвораете.': 17.936172485351562}",кажется же,"{'кажется': 10.423639297485352, 'же': 6.854084491729736}",кажется же вы хвораете.,"{'кажется': 10.423639297485352, 'же': 6.854082107543945, 'вы': 7.182351112365723, 'хвораете.': 19.257362365722656}"
w tym,"{'w': 0.0, 'tym': 16.48911476135254}","turystyka przyrodnicza przyciąga osoby lubiące spędzać czas na łonie natury, podziwiać krajobrazy, w tym dziką roślinność i zwierzęta.","{'turystyka': 25.464472770690918, 'przyrodnicza': 33.043317794799805, 'przyciaga': 23.00295352935791, 'osoby': 14.278451919555664, 'lubiace': 24.891965866088867, 'spedzac': 20.812705039978027, 'czas': 11.66479778289795, 'na': 6.224781036376953, 'lonie': 15.662079811096191, 'natury,': 17.705869674682617, 'podziwiac': 19.20633316040039, 'krajobrazy,': 32.25096607208252, 'w': 2.732571601867676, 'tym': 9.397045135498047, 'dzika': 15.041093826293945, 'roslinnosc': 32.19456195831299, 'i': 6.213068008422852, 'zwierzeta.': 23.311104774475098}",в том числе,"{'в': 0.0, 'том': 5.117299556732178, 'числе': 1.214756965637207}","природный туризм интересен для тех, кто любит ездить на природу, чтобы насладиться ландшафтом, в том числе дикими зверьми и растениями.","{'природный': 8.756553173065186, 'туризм': 8.147248268127441, 'интересен': 9.117475509643555, 'для': 3.118830680847168, 'тех,': 2.836763381958008, 'кто': 0.06824302673339844, 'любит': 2.374523162841797, 'ездить': 5.307126998901367, 'на': 0.8825283050537109, 'природу,': 3.6088857650756836, 'чтобы': 4.421842575073242, 'насладиться': 3.222871780395508, 'ландшафтом,': 8.153925895690918, 'в': 4.942919731140137, 'том': 3.048532485961914, 'числе': 0.002899169921875, 'дикими': 8.265207290649414, 'зверьми': 8.813796997070312, 'и': 1.3205490112304688, 'растениями.': 4.940613746643066}",в том,"{'в': 0.0, 'том': 5.117299556732178}","природный туризм интересен для тех, кто любит ездить на природу, чтобы насладиться ландшафтом, в том дикими зверьми и растениями.","{'природный': 8.756553173065186, 'туризм': 8.147248268127441, 'интересен': 9.117475509643555, 'для': 3.118830680847168, 'тех,': 2.836763381958008, 'кто': 0.06824302673339844, 'любит': 2.374523162841797, 'ездить': 5.307126998901367, 'на': 0.8825283050537109, 'природу,': 3.6088857650756836, 'чтобы': 4.421842575073242, 'насладиться': 3.222871780395508, 'ландшафтом,': 8.153925895690918, 'в': 4.942919731140137, 'том': 3.048532485961914, 'дикими': 25.13395118713379, 'зверьми': 9.771363258361816, 'и': 1.6624774932861328, 'растениями.': 6.590480804443359}"
jak tylko,"{'jak': 5.541266441345215, 'tylko': 19.429439544677734}","jak tylko dolatywał mnie zapach spalonego węgla, od razu stawał mi przed oczyma początek mojej służby.","{'jak': 5.541269302368164, 'tylko': 19.429444313049316, 'dolatywal': 31.591103553771973, 'mnie': 12.779693603515625, 'zapach': 14.786306381225586, 'spalonego': 27.02919578552246, 'wegla,': 18.30103588104248, 'od': 4.684613227844238, 'razu': 12.735036849975586, 'stawal': 15.493539810180664, 'mi': 8.061029434204102, 'przed': 9.057674407958984, 'oczyma': 24.372044563293457, 'poczatek': 19.587928771972656, 'mojej': 11.656496047973633, 'sluzby.': 22.7416353225708}",как только,"{'как': 0.0, 'только': 5.33924674987793}","как только я слышал запах перегоревшего каменного угля, я тотчас представлял себе начало моей службы.","{'как': 0.0, 'только': 5.3392486572265625, 'я': 1.8093023300170898, 'слышал': 7.689998626708984, 'запах': 8.802092552185059, 'перегоревшего': 12.50259017944336, 'каменного': 10.020959854125977, 'угля,': 0.6893806457519531, 'тотчас': 4.895132064819336, 'представлял': 8.177484512329102, 'себе': 0.23292922973632812, 'начало': 9.724515914916992, 'моей': 5.687028884887695, 'службы.': 6.629840850830078}",как лишь,"{'как': 0.0, 'лишь': 8.334827423095703}","как лишь я слышал запах перегоревшего каменного угля, я тотчас представлял себе начало моей службы.","{'как': 0.0, 'лишь': 8.334827423095703, 'я': 2.054812431335449, 'слышал': 6.648165225982666, 'запах': 7.957032203674316, 'перегоревшего': 12.409551620483398, 'каменного': 9.866676330566406, 'угля,': 1.0833873748779297, 'тотчас': 4.710412979125977, 'представлял': 8.531805992126465, 'себе': 0.2932243347167969, 'начало': 9.416906356811523, 'моей': 5.616877555847168, 'службы.': 6.789313316345215}"
albo i,"{'albo': 8.852802276611328, 'i': 7.571651935577393}",trądem nas zarazić gotów! albo i czym gorszym!,"{'tradem': 12.840156555175781, 'nas': 13.218990325927734, 'zarazic': 21.08400535583496, 'gotow!': 29.485671043395996, 'albo': 17.478662490844727, 'i': 5.912347793579102, 'czym': 10.350956916809082, 'gorszym!': 20.644996643066406}",а то и,"{'а': 0.0, 'то': 5.763572692871094, 'и': 3.093158721923828}",заразит нас лепрой-то! а то и чем похуже!,"{'заразит': 11.259844779968262, 'нас': 5.408700942993164, 'лепрой-то!': 27.710276126861572, 'а': 8.649259567260742, 'то': 3.1886348724365234, 'и': 2.6164627075195312, 'чем': 4.971856117248535, 'похуже!': 4.1646013259887695}",либо и,"{'либо': 0.0, 'и': 4.955914497375488}",заразит нас лепрой-то! либо и чем похуже!,"{'заразит': 11.259846687316895, 'нас': 5.408702850341797, 'лепрой-то!': 27.710280895233154, 'либо': 13.917976379394531, 'и': 6.300323486328125, 'чем': 8.978987693786621, 'похуже!': 8.250956535339355}"
od momentu kiedy,"{'od': 0.0, 'momentu': 18.55862331390381, 'kiedy': 19.40215015411377}","mniej więcej godzinę od momentu, kiedy zamilkły ostatnie strzały, wolf powiedział, że pojedzie na zwiad i pojechał sam.","{'mniej': 17.001761436462402, 'wiecej': 17.580674171447754, 'godzine': 18.25858497619629, 'od': 7.063962936401367, 'momentu,': 15.980745315551758, 'kiedy': 11.739800453186035, 'zamilkly': 28.9122896194458, 'ostatnie': 19.940475463867188, 'strzaly,': 21.377378463745117, 'wolf': 11.526911735534668, 'powiedzial,': 18.90727138519287, 'ze': 5.454490661621094, 'pojedzie': 14.899118423461914, 'na': 4.408200263977051, 'zwiad': 9.802894592285156, 'i': 7.17055606842041, 'pojechal': 16.356513023376465, 'sam.': 11.186267852783203}",после того как,"{'после': 0.0, 'того': 2.466825485229492, 'как': 1.051839828491211}","приблизительно через час после того, как замолкли последние выстрелы, вольф заявил, что поедет на разведку, и уехал один.","{'приблизительно': 9.259797096252441, 'через': 3.3464927673339844, 'час': 2.0486068725585938, 'после': 2.0491151809692383, 'того,': 2.046261787414551, 'как': 0.010637283325195312, 'замолкли': 12.61162281036377, 'последние': 2.734333038330078, 'выстрелы,': 2.645991325378418, 'вольф': 14.300548553466797, 'заявил,': 10.94633674621582, 'что': 0.035369873046875, 'поедет': 7.832446098327637, 'на': 1.8522720336914062, 'разведку,': 5.949858665466309, 'и': 1.9021797180175781, 'уехал': 5.637730598449707, 'один.': 6.998961448669434}",от момента когда,"{'от': 0.0, 'момента': 9.678614616394043, 'когда': 4.67515754699707}","приблизительно через час от того момента когда замолкли последние выстрелы, вольф заявил, что поедет на разведку, и уехал один.","{'приблизительно': 9.259797096252441, 'через': 3.3464927673339844, 'час': 2.0486068725585938, 'от': 5.69664192199707, 'того': 4.801213264465332, 'момента': 5.230373382568359, 'когда': 3.915111541748047, 'замолкли': 14.22554874420166, 'последние': 3.403689384460449, 'выстрелы,': 3.0950613021850586, 'вольф': 14.23936653137207, 'заявил,': 11.602063179016113, 'что': 0.06988906860351562, 'поедет': 8.534955978393555, 'на': 1.8573713302612305, 'разведку,': 5.871706008911133, 'и': 1.9423151016235352, 'уехал': 6.021268844604492, 'один.': 7.386098861694336}"
im większy,"{'im': 0.0, 'wiekszy': 29.750272750854492}","a im większy sekret, tym większa nagroda.","{'a': 0.0, 'im': 9.180093765258789, 'wiekszy': 28.318415641784668, 'sekret,': 16.622404098510742, 'tym': 9.014520645141602, 'wieksza': 10.74423885345459, 'nagroda.': 20.946372985839844}",чем больше,"{'чем': 0.0, 'больше': 6.1804656982421875}","а чем больше тайна, тем больше награда.","{'а': 0.0, 'чем': 7.26881742477417, 'больше': 0.9778461456298828, 'тайна,': 11.805341720581055, 'тем': 0.03179359436035156, 'награда.': 8.086159706115723}",их больше,"{'их': 0.0, 'больше': 8.288703918457031}","а их больше тайна, тем больше награда.","{'а': 0.0, 'их': 7.057327747344971, 'больше': 2.127194404602051, 'тайна,': 15.528210639953613, 'тем': 6.053766250610352, 'награда.': 8.19223403930664}"
choć i,"{'choc': 5.600908279418945, 'i': 10.514657974243164}","mówię ci to, byś znał moje zamiary, choć i tak z pewnością domyśliłeś się ich po pytaniach, które stawiałem schillingowi.","{'mowie': 11.74343204498291, 'ci': 10.920589923858643, 'to,': 14.335958480834961, 'bys': 13.441073417663574, 'znal': 14.050821304321289, 'moje': 11.579178810119629, 'zamiary,': 22.918889045715332, 'choc': 8.969085693359375, 'i': 5.518974304199219, 'tak': 5.708059310913086, 'z': 4.123992919921875, 'pewnoscia': 34.111576080322266, 'domysliles': 32.425607681274414, 'sie': 7.723773956298828, 'ich': 7.207380294799805, 'po': 5.691717147827148, 'pytaniach,': 25.147066116333008, 'ktore': 14.16441535949707, 'stawialem': 22.67115306854248, 'schillingowi.': 26.88072681427002}",хотя и,"{'хотя': 0.0, 'и': 3.2921504974365234}","говорю тебе об этом, чтобы ты знал о моих намерениях, хотя и так, вероятно, ты о них догадывался по тем вопросам, которые я задавал шиллингу.","{'говорю': 4.342782020568848, 'тебе': 3.9624757766723633, 'об': 3.1565723419189453, 'этом,': 1.5318412780761719, 'чтобы': 4.032244682312012, 'ты': 2.902297019958496, 'знал': 2.6441402435302734, 'о': 6.133745193481445, 'моих': 2.5834732055664062, 'намерениях,': 3.757052421569824, 'хотя': 5.401547431945801, 'и': 2.006119728088379, 'так,': 8.696964263916016, 'вероятно,': 7.443479537963867, 'них': 0.1629810333251953, 'догадывался': 4.559961318969727, 'по': 7.10688591003418, 'тем': 5.580582618713379, 'вопросам,': 4.355459213256836, 'которые': 0.3472442626953125, 'я': 1.262308120727539, 'задавал': 3.5750350952148438, 'шиллингу.': 18.771761894226074}",хочешь и,"{'хочешь': 7.727651596069336, 'и': 5.516003608703613}","говорю тебе об этом, чтобы ты знал о моих намерениях, хочешь и так, вероятно, ты о них догадывался по тем вопросам, которые я задавал шиллингу.","{'говорю': 4.342782020568848, 'тебе': 3.9624757766723633, 'об': 3.1565723419189453, 'этом,': 1.5318412780761719, 'чтобы': 4.032244682312012, 'ты': 4.562543869018555, 'знал': 2.6441402435302734, 'о': 6.402339935302734, 'моих': 2.5834732055664062, 'намерениях,': 3.757052421569824, 'хочешь': 8.635604858398438, 'и': 6.308996200561523, 'так,': 9.227392196655273, 'вероятно,': 9.125141143798828, 'них': 1.0572242736816406, 'догадывался': 5.227338790893555, 'по': 7.333771705627441, 'тем': 5.279900550842285, 'вопросам,': 4.239522933959961, 'которые': 0.3194923400878906, 'я': 1.2796669006347656, 'задавал': 3.9349441528320312, 'шиллингу.': 18.96533203125}"
z tego że,"{'z': 0.0, 'tego': 18.17185878753662, 'ze': 7.817234992980957}","pomiędzy nią a resztą pracowników nastąpiła krótka przerwa w czasie, wynikła z tego, że wszyscy najpierw podążyli w kierunku źródła hałasu.","{'pomiedzy': 25.213767051696777, 'nia': 11.673567771911621, 'a': 5.47737979888916, 'reszta': 16.138882637023926, 'pracownikow': 28.797042846679688, 'nastapila': 24.776427268981934, 'krotka': 15.366266250610352, 'przerwa': 18.639058113098145, 'w': 2.7916088104248047, 'czasie,': 15.875340461730957, 'wynikla': 23.28766632080078, 'z': 4.49144172668457, 'tego,': 10.24169635772705, 'ze': 5.742514610290527, 'wszyscy': 17.558645248413086, 'najpierw': 16.780920028686523, 'podazyli': 21.059340476989746, 'kierunku': 24.725582122802734, 'zrodla': 18.680139541625977, 'halasu.': 24.05807876586914}",оттого что,"{'оттого': 6.98393440246582, 'что': 2.14984130859375}","между ней и остальными сотрудниками во времени оказался короткий перерыв, возникший оттого, что все в первую очередь кидались в направлении источника шума.","{'между': 0.0, 'ней': 7.164649486541748, 'и': 2.428715705871582, 'остальными': 6.934683322906494, 'сотрудниками': 6.803746223449707, 'во': 6.817468166351318, 'времени': 6.132596969604492, 'оказался': 9.620433807373047, 'короткий': 8.145827293395996, 'перерыв,': 3.6774425506591797, 'возникший': 9.075425148010254, 'оттого,': 5.447709083557129, 'что': 0.0032405853271484375, 'все': 3.961099624633789, 'в': 1.9493827819824219, 'первую': 8.026668548583984, 'очередь': 0.17369651794433594, 'кидались': 10.962910652160645, 'направлении': 9.641291618347168, 'источника': 7.432976722717285, 'шума.': 4.818593978881836}",из того же,"{'из': 0.0, 'того': 6.661938190460205, 'же': 2.173868179321289}","между ней и остальными сотрудниками во времени оказался короткий перерыв, возникший из того же все в первую очередь кидались в направлении источника шума.","{'между': 0.0, 'ней': 7.164649486541748, 'и': 2.428715705871582, 'остальными': 6.934683322906494, 'сотрудниками': 6.803746223449707, 'во': 6.817468166351318, 'времени': 6.132596969604492, 'оказался': 9.620433807373047, 'короткий': 8.145827293395996, 'перерыв,': 3.6774425506591797, 'возникший': 9.075425148010254, 'из': 1.399911880493164, 'того': 6.631854057312012, 'же': 3.5548572540283203, 'все': 9.023353576660156, 'в': 1.86102294921875, 'первую': 6.954307556152344, 'очередь': 0.14750099182128906, 'кидались': 20.807904720306396, 'направлении': 9.116671562194824, 'источника': 7.715640068054199, 'шума.': 5.7760009765625}"
ale przecież,"{'ale': 0.0, 'przeciez': 24.53110694885254}",ale przecież on tu diabli wiedzą jak narozrabia!,"{'ale': 0.0, 'przeciez': 24.53111457824707, 'on': 9.665302276611328, 'tu': 7.3590803146362305, 'diabli': 18.589138984680176, 'wiedza': 13.8040189743042, 'jak': 8.318206787109375, 'narozrabia!': 39.82314586639404}",да ведь,"{'да': 0.0, 'ведь': 8.586395263671875}",да ведь он тут черт знает чего натворит!,"{'да': 0.0, 'ведь': 8.586395263671875, 'он': 4.945849895477295, 'тут': 6.122267246246338, 'черт': 9.714468002319336, 'знает': 0.5742053985595703, 'чего': 5.545281410217285, 'натворит!': 4.894685745239258}",а ведь,"{'а': 0.0, 'ведь': 6.70056676864624}",а ведь он тут черт знает чего натворит!,"{'а': 0.0, 'ведь': 6.70056676864624, 'он': 3.9603700637817383, 'тут': 6.242379665374756, 'черт': 9.721521377563477, 'знает': 0.3775005340576172, 'чего': 5.731589317321777, 'натворит!': 4.618962287902832}"
gdyby chociaż,"{'gdyby': 15.056041717529297, 'chociaz': 29.65771484375}","i gdyby chociaż los zesłał mu skruchę, gorącą skruchę, która łamie serce, spędza sen z powiek, taką skruchę, której straszliwe męczarnie nasuwają myśl o pętli i topieli!","{'i': 3.7748031616210938, 'gdyby': 23.588722229003906, 'chociaz': 24.496295928955078, 'los': 10.523786544799805, 'zeslal': 22.52906894683838, 'mu': 8.068475723266602, 'skruche,': 6.828559875488281, 'goraca': 18.229727745056152, 'ktora': 16.508771896362305, 'lamie': 16.735809326171875, 'serce,': 16.7078800201416, 'spedza': 17.141283988952637, 'sen': 7.473833084106445, 'z': 11.007847785949707, 'powiek,': 19.736894607543945, 'taka': 8.29586124420166, 'ktorej': 15.490887641906738, 'straszliwe': 30.469861030578613, 'meczarnie': 23.644965171813965, 'nasuwaja': 25.88505744934082, 'mysl': 9.801494598388672, 'o': 7.222208023071289, 'petli': 20.540739059448242, 'topieli!': 25.554438591003418}",хотя бы,"{'хотя': 0.0, 'бы': 2.4869699478149414}","и хотя бы судьба послала ему раскаяние ― жгучее раскаяние, разбивающее сердце, отгоняющее сон, такое раскаяние, от ужасных мук которого мерещится петля и омут!","{'и': 4.1701555252075195, 'хотя': 8.648063659667969, 'бы': 0.24605560302734375, 'судьба': 12.474100112915039, 'послала': 8.243243217468262, 'ему': 2.6543827056884766, 'раскаяние': 9.578857421875, '―': 10.911028861999512, 'жгучее': 12.296277046203613, 'раскаяние,': 5.711705207824707, 'разбивающее': 10.042038917541504, 'сердце,': 3.070554733276367, 'отгоняющее': 10.296360969543457, 'сон,': 7.181571960449219, 'такое': 7.045391082763672, 'от': 3.384227752685547, 'ужасных': 12.225887298583984, 'мук': 3.9208803176879883, 'которого': 3.0088882446289062, 'мерещится': 12.051461219787598, 'петля': 11.130651473999023, 'омут!': 14.463130950927734}",где бы,"{'где': 0.0, 'бы': 5.301517486572266}","и где бы судьба послала ему раскаяние ― жгучее раскаяние, разбивающее сердце, отгоняющее сон, такое раскаяние, от ужасных мук которого мерещится петля и омут!","{'и': 4.098363876342773, 'где': 7.3303728103637695, 'бы': 4.522513389587402, 'судьба': 11.137115478515625, 'послала': 6.983636379241943, 'ему': 3.524275779724121, 'раскаяние': 10.274490356445312, '―': 10.875564575195312, 'жгучее': 12.565142631530762, 'раскаяние,': 5.908933639526367, 'разбивающее': 9.760091781616211, 'сердце,': 2.722102165222168, 'отгоняющее': 10.566153526306152, 'сон,': 7.083446502685547, 'такое': 7.1126909255981445, 'от': 3.504819869995117, 'ужасных': 12.226996421813965, 'мук': 3.9287519454956055, 'которого': 2.889171600341797, 'мерещится': 11.884237289428711, 'петля': 10.99702262878418, 'омут!': 14.268228530883789}"
tym bardziej,"{'tym': 4.917377471923828, 'bardziej': 29.18547821044922}",ani tym bardziej na trzymających stronę albrechta katolików.,"{'ani': 0.0, 'tym': 13.63951301574707, 'bardziej': 25.71280002593994, 'na': 4.285207748413086, 'trzymajacych': 31.225275993347168, 'strone': 15.853042602539062, 'albrechta': 25.432580947875977, 'katolikow.': 25.9601469039917}",тем более,"{'тем': 0.0, 'более': 5.150486946105957}","ни, тем более, на католиков, принявших сторону альбрехта.","{'ни,': 2.3034982681274414, 'тем': 6.622769355773926, 'более,': 2.618607521057129, 'на': 4.89373779296875, 'католиков,': 13.018192291259766, 'принявших': 7.219347953796387, 'сторону': 5.937533378601074, 'альбрехта.': 19.183137893676758}",тем больше,"{'тем': 0.0, 'больше': 5.776460647583008}","ни, тем больше, на католиков, принявших сторону альбрехта.","{'ни,': 2.3034982681274414, 'тем': 6.622769355773926, 'больше,': 7.160173416137695, 'на': 5.970992088317871, 'католиков,': 12.961485862731934, 'принявших': 8.14229679107666, 'сторону': 5.647743225097656, 'альбрехта.': 19.245402336120605}"
zanim,{'zanim': 10.488190650939941},"zanim się połapią, że to była rozgrywka.","{'zanim': 10.488190650939941, 'sie': 14.9093017578125, 'polapia,': 26.922739028930664, 'ze': 5.83344841003418, 'to': 6.261080741882324, 'byla': 16.376163482666016, 'rozgrywka.': 32.121015548706055}",прежде чем,"{'прежде': 2.6750669479370117, 'чем': 0.6909046173095703}","прежде, чем они спохватятся, что это был розыгрыш.","{'прежде,': 4.896151542663574, 'чем': 0.24692344665527344, 'они': 4.36490535736084, 'спохватятся,': 10.527379035949707, 'что': 1.9983348846435547, 'это': 3.540888786315918, 'был': 3.962550163269043, 'розыгрыш.': 6.29532527923584}",за ним,"{'за': 0.0, 'ним': 8.069252014160156}","за ним они спохватятся, что это был розыгрыш.","{'за': 0.0, 'ним': 8.069252014160156, 'они': 7.105296611785889, 'спохватятся,': 16.238150596618652, 'что': 2.2957630157470703, 'это': 3.5341711044311523, 'был': 4.0328474044799805, 'розыгрыш.': 6.624101638793945}"
jak głosi fama,"{'jak': 5.541266441345215, 'glosi': 23.105971336364746, 'fama': 15.14477825164795}","do sierotek, które, jak głosi fama, ostro maszerują na północ i lada moment tu będą.","{'do': 0.0, 'sierotek,': 38.777159690856934, 'ktore,': 19.73928451538086, 'jak': 8.154510498046875, 'glosi': 18.7799072265625, 'fama,': 15.237994194030762, 'ostro': 10.081223487854004, 'maszeruja': 29.265552520751953, 'na': 4.078708648681641, 'polnoc': 15.196435928344727, 'i': 8.545309066772461, 'lada': 9.880891799926758, 'moment': 8.349475860595703, 'tu': 12.226692199707031, 'beda.': 13.713373184204102}",по слухам,"{'по': 0.0, 'слухам': 8.841740608215332}","к сиротам, которые, по слухам, идут маршем на север и вот-вот будут здесь.","{'к': 0.0, 'сиротам,': 17.236684799194336, 'которые,': 6.549772262573242, 'по': 2.3035354614257812, 'слухам,': 4.283395767211914, 'идут': 6.906054496765137, 'маршем': 7.6195526123046875, 'на': 2.3474607467651367, 'север': 3.8324403762817383, 'и': 3.176248550415039, 'вот-вот': 7.901288986206055, 'будут': 3.4607696533203125, 'здесь.': 4.043981552124023}",как голос славы,"{'как': 0.0, 'голос': 9.733708381652832, 'славы': 10.668649673461914}","к сиротам, которые, как голос славы, идут маршем на север и вот-вот будут здесь.","{'к': 0.0, 'сиротам,': 17.236684799194336, 'которые,': 6.549772262573242, 'как': 1.8735275268554688, 'голос': 12.12382698059082, 'славы,': 10.339282989501953, 'идут': 5.810460090637207, 'маршем': 8.513566970825195, 'на': 2.8683204650878906, 'север': 5.624020576477051, 'и': 3.076849937438965, 'вот-вот': 9.21497917175293, 'будут': 3.3566017150878906, 'здесь.': 4.854589462280273}"
w taki oto sposób,"{'w': 0.0, 'taki': 20.583138465881348, 'oto': 10.854001998901367, 'sposob': 13.072006225585938}","w taki oto sposób wiem, kto położył kres romansowi wirydy hornig.","{'w': 0.0, 'taki': 20.583139419555664, 'oto': 10.854001998901367, 'sposob': 13.072011947631836, 'wiem,': 16.22490119934082, 'kto': 7.466039657592773, 'polozyl': 19.50115203857422, 'kres': 12.527798652648926, 'romansowi': 23.324390411376953, 'wirydy': 20.907456398010254, 'hornig.': 24.60072612762451}",таким образом,"{'таким': 5.713441371917725, 'образом': 1.3183479309082031}","таким образом, я знаю, кто положил конец роману вириды горниг.","{'таким': 5.713441848754883, 'образом,': 1.8817615509033203, 'я': 4.33770751953125, 'знаю,': 5.8084001541137695, 'кто': 3.1803932189941406, 'положил': 8.205225944519043, 'конец': 2.6838340759277344, 'роману': 8.817681312561035, 'вириды': 25.03927516937256, 'горниг.': 27.48770809173584}",таким вот способом,"{'таким': 5.713441371917725, 'вот': 4.377779960632324, 'способом': 3.3050289154052734}","таким вот способом, я знаю, кто положил конец роману вириды горниг.","{'таким': 5.713441848754883, 'вот': 4.377782821655273, 'способом,': 5.533134460449219, 'я': 3.897120475769043, 'знаю,': 6.340559005737305, 'кто': 4.640063285827637, 'положил': 8.378829002380371, 'конец': 3.1958274841308594, 'роману': 8.792078018188477, 'вириды': 24.551100730895996, 'горниг.': 27.032608032226562}"
w każdym razie,"{'w': 0.0, 'kazdym': 27.197242736816406, 'razie': 17.698373794555664}",w każdym razie na węgry wywieźć cię nie zdołam.,"{'w': 0.0, 'kazdym': 27.197232246398926, 'razie': 17.698372840881348, 'na': 5.98478889465332, 'wegry': 14.536093711853027, 'wywiezc': 18.259831428527832, 'cie': 12.714980125427246, 'nie': 5.231952667236328, 'zdolam.': 21.271721839904785}",во всяком случае,"{'во': 0.0, 'всяком': 9.509740829467773, 'случае': 0.014917373657226562}","во всяком случае, в венгрию я вывести тебя не смогу.","{'во': 0.0, 'всяком': 9.509740829467773, 'случае,': 0.49517250061035156, 'в': 2.9537878036499023, 'венгрию': 20.221487998962402, 'я': 3.479602813720703, 'вывести': 15.114450454711914, 'тебя': 5.697675704956055, 'не': 0.18031883239746094, 'смогу.': 2.0638675689697266}",в каждом случае,"{'в': 0.0, 'каждом': 8.517387390136719, 'случае': 3.3223981857299805}","в каждом случае, в венгрию я вывести тебя не смогу.","{'в': 3.337982177734375, 'каждом': 8.517387390136719, 'случае,': 5.766326904296875, 'венгрию': 21.113346099853516, 'я': 5.251386642456055, 'вывести': 15.132207870483398, 'тебя': 4.9485321044921875, 'не': 0.4775362014770508, 'смогу.': 1.9224090576171875}"
