phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
у выніку,"{'у': 11.948318481445312, 'выніку': 34.67544937133789}",сікхізм уяўляе сабой рэлігію што паходзіць з індыйскага субкантынента. яна зявілася ў 15 стагоддзі ў рэгіене пенджаб у выніку ўзнікнення ў індуізме розных сектанцкіх груп.,{'сікхізм': 56.92699146270752},в результате,"{'в': 11.927168846130371, 'результате': 13.139400482177734}",сикхизм — это религия зародившаяся на индийском субконтиненте в регионе пенджаб в xv веке в результате сектантского раскола внутри индуизма.,"{'сикхизм': 42.62730836868286, '—': 8.268651962280273, 'это': 18.125900268554688, 'религия': 14.937250137329102, 'зародившаяся': 23.82002067565918, 'на': 12.180337905883789, 'индийском': 34.457274436950684, 'субконтиненте': 62.251872062683105, 'в': 10.795141220092773, 'регионе': 21.106700897216797, 'пенджаб': 35.86892032623291, 'xv': 21.845346450805664, 'веке': 10.44176197052002, 'результате': 21.65643310546875, 'сектантского': 43.12649726867676, 'раскола': 34.261701583862305, 'внутри': 17.71171760559082, 'индуизма.': 33.121334075927734}",в выводе,"{'в': 13.963500022888184, 'выводе': 29.293968200683594}",сикхизм — это религия зародившаяся на индийском субконтиненте в регионе пенджаб в xv веке в выводе сектантского раскола внутри индуизма.,"{'сикхизм': 42.61089515686035, '—': 8.366108894348145, 'это': 18.219730377197266, 'религия': 14.791784286499023, 'зародившаяся': 23.9351224899292, 'на': 12.267333030700684, 'индийском': 34.80339336395264, 'субконтиненте': 62.95741415023804, 'в': 11.42552375793457, 'регионе': 20.862619400024414, 'пенджаб': 36.38818836212158, 'xv': 21.814014434814453, 'веке': 10.294973373413086, 'выводе': 33.25907325744629, 'сектантского': 39.19831657409668, 'раскола': 35.01648426055908, 'внутри': 18.454030990600586, 'индуизма.': 33.95151615142822}"
на свеце,"{'на': 10.97855281829834, 'свеце': 21.779447555541992}","ведаеш, наташанька, я самая шчаслівая жанчына на свеце, калі ў мяне есць такі муж.","{'ведаеш,': 41.08517932891846, 'наташанька,': 38.075729846954346, 'я': 11.805728912353516, 'самая': 12.911823272705078, 'шчаслівая': 47.744351387023926, 'жанчына': 29.838378429412842, 'на': 10.507575988769531, 'свеце,': 30.029725551605225, 'калі': 20.558194637298584}",на свете,"{'на': 12.40104866027832, 'свете': 9.500141143798828}","знаешь, наташенька, я самая счастливая женщина на свете, раз у меня есть такой муж.","{'знаешь,': 30.473909378051758, 'наташенька,': 40.32023334503174, 'я': 13.674202919006348, 'самая': 12.947059631347656, 'счастливая': 10.511507034301758, 'женщина': 5.8636274337768555, 'на': 10.416757583618164, 'свете,': 27.220812797546387, 'раз': 17.389020919799805, 'у': 3.2390480041503906, 'меня': 16.933006286621094, 'есть': 14.09947395324707, 'такой': 11.35855770111084, 'муж.': 22.38396644592285}",на мире,"{'на': 11.371957778930664, 'мире': 6.683777809143066}","знаешь, наташенька, я самая счастливая женщина на мире, раз у меня есть такой муж.","{'знаешь,': 30.786314964294434, 'наташенька,': 40.5808219909668, 'я': 13.912284851074219, 'самая': 12.867877960205078, 'счастливая': 10.639949798583984, 'женщина': 5.815074443817139, 'на': 11.754486083984375, 'мире,': 22.46968364715576, 'раз': 18.272245407104492, 'у': 3.4828271865844727, 'меня': 17.2923583984375, 'есть': 13.89686107635498, 'такой': 11.553057670593262, 'муж.': 22.343748092651367}"
хіба толькі,"{'хіба': 35.18479633331299, 'толькі': 29.71443223953247}","хіба толькі хітрыць будзе, паказваючы, нібы яму тужліва","{'хіба': 31.176742553710938, 'толькі': 28.367167472839355, 'хітрыць': 35.73478555679321, 'будзе,': 26.94737434387207, 'паказваючы,': 47.95496988296509, 'нібы': 30.67409086227417, 'яму': 13.315217971801758, 'тужліва': 45.98080396652222}",разве что,"{'разве': 17.692781448364258, 'что': 7.460960388183594}","разве что хитрить будет, показывая, будто ему тоскливо","{'разве': 19.95532989501953, 'что': 6.613132953643799, 'хитрить': 27.67964458465576, 'будет,': 15.728293418884277, 'показывая,': 29.6588716506958, 'будто': 18.63093376159668, 'ему': 11.172187805175781, 'тоскливо': 15.50906753540039}",ошибка только,"{'ошибка': 29.035754203796387, 'только': 8.132049560546875}","ошибка только хитрить будет, показывая, будто ему тоскливо","{'ошибка': 32.83392143249512, 'только': 6.331389427185059, 'хитрить': 28.28093719482422, 'будет,': 13.650288581848145, 'показывая,': 31.97535514831543, 'будто': 18.808635711669922, 'ему': 11.495452880859375, 'тоскливо': 15.60225772857666}"
у тым ліку,"{'у': 14.168328285217285, 'тым': 16.46478796005249, 'ліку': 27.863804817199707}","шмат млекакормячых з'явілася на галапагосах з моманту прыбыцця туды чалавека, у тым ліку коз, коней, кароў, катоў, сабак і пацукоў.","{'шмат': 23.680274963378906, 'млекакормячых': 58.497440338134766, ""з'явілася"": 49.19471263885498, 'на': 9.364821434020996, 'галапагосах': 51.01242637634277, 'з': 8.855802536010742, 'моманту': 36.35614585876465, 'прыбыцця': 41.92094802856445, 'туды': 18.99045467376709, 'чалавека,': 46.62603712081909, 'у': 13.787620544433594, 'тым': 18.715208530426025, 'ліку': 32.88140106201172, 'коз,': 21.36870574951172, 'коней,': 26.1140193939209, 'кароў,': 44.40304660797119, 'катоў,': 37.42282676696777, 'сабак': 26.89558219909668, 'і': 10.37449836730957, 'пацукоў.': 52.59668207168579}",в том числе,"{'в': 13.5700044631958, 'том': 10.391182899475098, 'числе': 15.556750297546387}","с момента прибытия человека на галапагосские острова было завезено много млекопитающих, в том числе коз, лошадей, коров, крыс, кошек и собак.","{'с': 16.69588851928711, 'момента': 8.636622428894043, 'прибытия': 11.324601173400879, 'человека': 8.403108596801758, 'на': 12.580049514770508, 'галапагосские': 56.26992225646973, 'острова': 15.901713371276855, 'было': 8.037714004516602, 'завезено': 38.850311279296875, 'много': 10.492498397827148, 'млекопитающих,': 42.42926788330078, 'в': 15.24519157409668, 'том': 13.637356758117676, 'числе': 14.953095436096191, 'коз,': 28.974225997924805, 'лошадей,': 29.157140731811523, 'коров,': 31.78569221496582, 'крыс,': 33.47985076904297, 'кошек': 21.73244857788086, 'и': 11.684926986694336, 'собак.': 30.749136924743652}",в том количестве,"{'в': 13.628446578979492, 'том': 11.230167388916016, 'количестве': 12.161369323730469}","с момента прибытия человека на галапагосские острова было завезено много млекопитающих, в том количестве коз, лошадей, коров, крыс, кошек и собак.","{'с': 16.7170352935791, 'момента': 8.534192085266113, 'прибытия': 11.29032039642334, 'человека': 8.371994018554688, 'на': 12.550707817077637, 'галапагосские': 56.214200019836426, 'острова': 15.8117036819458, 'было': 8.022588729858398, 'завезено': 38.72719383239746, 'много': 10.488492965698242, 'млекопитающих,': 42.22396373748779, 'в': 15.585026741027832, 'том': 13.8121337890625, 'количестве': 14.435689926147461, 'коз,': 24.249600410461426, 'лошадей,': 29.07094383239746, 'коров,': 31.943062782287598, 'крыс,': 33.35961055755615, 'кошек': 21.66482162475586, 'и': 11.824390411376953, 'собак.': 30.86127758026123}"
як толькі,"{'як': 15.355738639831543, 'толькі': 30.123652458190918}","можаце быць упэўнены, што, як толькі вы трапіце на прыстань ці прычал, усе стане відавочна.","{'можаце': 36.58234977722168, 'быць': 17.55827045440674, 'упэўнены,': 49.67047691345215, 'што,': 21.767431259155273, 'як': 8.175247192382812, 'толькі': 29.951193809509277, 'вы': 10.036430358886719, 'трапіце': 38.11337375640869, 'на': 7.713961124420166, 'прыстань': 25.675219535827637, 'ці': 14.684343338012695, 'прычал,': 28.370179653167725, 'усе': 14.767038345336914, 'стане': 14.60627269744873, 'відавочна.': 65.3738784790039}",как только,"{'как': 15.24917984008789, 'только': 5.157507419586182}","будьте уверены, как только вы доберетесь до причала, все станет вполне очевидно.","{'будьте': 22.2371883392334, 'уверены,': 19.07808208465576, 'как': 15.324173927307129, 'только': 12.589834213256836, 'вы': 10.05282974243164, 'доберетесь': 39.571261405944824, 'до': 15.649444580078125, 'причала,': 32.506367683410645, 'все': 16.911991119384766, 'станет': 16.5814208984375, 'вполне': 7.986935615539551, 'очевидно.': 26.857373237609863}",как просто,"{'как': 15.363170623779297, 'просто': 6.353593349456787}","будьте уверены, как просто вы доберетесь до причала, все станет вполне очевидно.","{'будьте': 22.149227142333984, 'уверены,': 19.06655502319336, 'как': 15.216150283813477, 'просто': 11.993386268615723, 'вы': 5.522976875305176, 'доберетесь': 38.94694423675537, 'до': 15.963483810424805, 'причала,': 32.53729438781738, 'все': 16.530786514282227, 'станет': 16.52941131591797, 'вполне': 7.894593238830566, 'очевидно.': 26.617712020874023}"
а то і,{},"яна не верыць мне і думае, што яе пакараюць не так, як мяне, а то і апраўдаюць: яна ж баранілася.","{'яна': 19.125730514526367, 'не': 5.917227745056152, 'верыць': 20.328126907348633, 'мне': 9.492923736572266, 'і': 9.720251083374023}",а то и,{},"она не верит мне и думает, что ее покарают не так, как меня, а то и оправдают: ведь она защищалась.","{'она': 19.609500885009766, 'не': 4.328014373779297, 'верит': 21.51670265197754, 'мне': 11.527008056640625, 'и': 9.648398399353027, 'думает,': 30.99753761291504, 'что': 14.69558048248291, 'ее': 16.985427856445312, 'покарают': 31.266194343566895, 'так,': 26.585460662841797, 'как': 15.177212715148926, 'меня,': 26.33949089050293}",а то да,{},"она не верит мне и думает, что ее покарают не так, как меня, а то да оправдают: ведь она защищалась.","{'она': 19.739662170410156, 'не': 4.414008617401123, 'верит': 21.454071044921875, 'мне': 11.580669403076172, 'и': 9.786177635192871, 'думает,': 31.07974910736084, 'что': 14.504261016845703, 'ее': 17.037429809570312, 'покарают': 31.331497192382812, 'так,': 26.697507858276367, 'как': 15.131104469299316, 'меня,': 26.252070426940918}"
пасля таго як,"{'пасля': 28.406322479248047, 'таго': 15.721537590026855, 'як': 12.676958084106445}","згодна з паведамленнем ўладаў штата агая, супраць лекара дзіцячай бальніцы горада пітсбурга, штат пенсільванія, будуць выстаўлены абвінавачванні ў забойстве пры абцяжваючых абставінах, пасля таго, як у сераду яе маці знайшлі мертвай у яе машыне.","{'згодна': 34.91063737869263, 'з': 10.982449531555176, 'паведамленнем': 47.365031242370605}",после того как,"{'после': 20.269067764282227, 'того': 5.280106067657471, 'как': 13.637388229370117}","обвинение в убийстве при отягчающих обстоятельствах будет предъявлено врачу, которая работала в детской больнице питтсбурга, пенсильвания, после того как в среду ее мать нашли мертвой в багажнике ее автомобиля.","{'обвинение': 34.68735885620117, 'в': 9.118233680725098, 'убийстве': 18.145729064941406, 'при': 12.161935806274414, 'отягчающих': 55.2544527053833, 'обстоятельствах': 13.00013542175293, 'будет': 11.757562637329102, 'предъявлено': 28.752206802368164, 'врачу,': 19.08706283569336, 'которая': 20.425058364868164, 'работала': 14.985555648803711, 'детской': 20.16762924194336, 'больнице': 11.953659057617188, 'питтсбурга,': 50.10306358337402, 'пенсильвания,': 52.62550449371338, 'после': 20.10283088684082, 'того': 13.34117317199707, 'как': 13.522027969360352, 'среду': 21.75802993774414, 'ее': 10.119917869567871, 'мать': 12.752889633178711, 'нашли': 13.1777925491333, 'мертвой': 15.25371265411377, 'багажнике': 30.489421844482422, 'автомобиля.': 21.31081771850586}",после того кто,"{'после': 20.645002365112305, 'того': 5.546624660491943, 'кто': 15.482088088989258}","обвинение в убийстве при отягчающих обстоятельствах будет предъявлено врачу, которая работала в детской больнице питтсбурга, пенсильвания, после того кто в среду ее мать нашли мертвой в багажнике ее автомобиля.","{'обвинение': 34.745771408081055, 'в': 8.932501792907715, 'убийстве': 18.275976181030273, 'при': 12.217763900756836, 'отягчающих': 55.35327911376953, 'обстоятельствах': 12.966286659240723, 'будет': 11.73726749420166, 'предъявлено': 28.90982437133789, 'врачу,': 19.068876266479492, 'которая': 20.50649642944336, 'работала': 15.133224487304688, 'детской': 20.22952651977539, 'больнице': 12.032971382141113, 'питтсбурга,': 50.11669731140137, 'пенсильвания,': 53.07059860229492, 'после': 19.602500915527344, 'того': 13.585214614868164, 'кто': 14.469913482666016, 'среду': 22.441129684448242, 'ее': 10.175283432006836, 'мать': 12.915552139282227, 'нашли': 13.237021446228027, 'мертвой': 14.98983097076416, 'багажнике': 30.705350875854492, 'автомобиля.': 21.193758010864258}"
чым больш,"{'чым': 25.653037071228027, 'больш': 14.717036247253418}","ды й думаў я не так, як крабіч, а наадварот: чым больш нармальных людзей ва ўладзе, тым лепш — яны павінны там быць.","{'ды': 17.470312118530273, 'й': 9.307657241821289, 'думаў': 20.106891632080078, 'я': 6.482466220855713, 'не': 7.694831848144531, 'так,': 19.328624725341797, 'як': 10.107276916503906, 'крабіч,': 54.4892692565918}",чем больше,"{'чем': 17.135583877563477, 'больше': 5.937105655670166}","да и думал я не так, как крабич, а наоборот: чем больше нормальных людей во власти, тем лучше ― они обязаны там быть.","{'да': 19.845563888549805, 'и': 7.187384605407715, 'думал': 15.841700553894043, 'я': 10.800363540649414, 'не': 12.505671501159668, 'так,': 26.775476455688477, 'как': 14.068025588989258, 'крабич,': 60.70051193237305}",чего больше,"{'чего': 17.370346069335938, 'больше': 8.222766876220703}","да и думал я не так, как крабич, а наоборот: чего больше нормальных людей во власти, тем лучше ― они обязаны там быть.","{'да': 19.800865173339844, 'и': 7.210381984710693, 'думал': 15.857351303100586, 'я': 10.816566467285156, 'не': 12.463376998901367, 'так,': 26.688387870788574, 'как': 14.136054039001465, 'крабич,': 60.72449207305908}"
але не,"{'але': 17.316526412963867, 'не': 6.004217147827148}",тыгр здольны лазіць (але не так добра).,"{'тыгр': 31.459317207336426, 'здольны': 36.86582374572754, 'лазіць': 33.85009813308716, '(але': 25.73715114593506, 'не': 7.947376728057861, 'так': 12.228652000427246, 'добра).': 23.49844264984131}",хотя и,"{'хотя': 15.918664932250977, 'и': 6.642208099365234}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (хотя и не очень хорошо).","{'будучи': 22.36250877380371, 'всесторонне': 24.736356735229492, 'развитым': 33.805487632751465, 'атлетом,': 42.058536529541016, 'тигр': 23.727079391479492, 'может': 7.776040077209473, 'взбираться': 26.361286163330078, 'на': 15.888313293457031, 'деревья': 18.669645309448242, '(хотя': 31.18310546875, 'и': 9.431480407714844, 'не': 13.745010375976562, 'очень': 11.421284675598145, 'хорошо).': 27.312313079833984}",алло не,"{'алло': 19.287912368774414, 'не': 6.571602821350098}","будучи всесторонне развитым атлетом, тигр может взбираться на деревья (алло не не очень хорошо).","{'будучи': 22.471656799316406, 'всесторонне': 24.896170616149902, 'развитым': 33.87782382965088, 'атлетом,': 42.08155345916748, 'тигр': 23.836915969848633, 'может': 8.102935791015625, 'взбираться': 26.539562225341797, 'на': 15.998608589172363, 'деревья': 18.625459671020508, '(алло': 33.58035850524902, 'не': 0.1742401123046875, 'очень': 8.55275821685791, 'хорошо).': 27.29314613342285}"
ад таго што,"{'ад': 15.573481559753418, 'таго': 17.39365863800049, 'што': 13.011988639831543}","прачнуўшыся ад таго, што мяне тармасіла лі-лі, я не мог зразумець, як яна тут, на трыбуне, мяне знайшла.","{'прачнуўшыся': 55.33684682846069, 'ад': 12.835471153259277, 'таго,': 22.877009391784668, 'што': 11.349889755249023, 'мяне': 21.529983520507812, 'тармасіла': 48.53787803649902, 'лі-лі,': 54.100335121154785, 'я': 8.723174095153809, 'не': 9.818950653076172, 'мог': 15.164898872375488, 'зразумець,': 34.76299571990967, 'як': 13.32927417755127, 'яна': 12.566975593566895, 'тут,': 14.222024917602539, 'на': 12.480181694030762, 'трыбуне,': 49.112751960754395, 'знайшла.': 32.72994422912598}",оттого что,"{'оттого': 20.525278091430664, 'что': 7.402257442474365}","проснувшись оттого, что меня тормошила ли-ли, я не мог понять, как она меня здесь, на трибуне, нашла.","{'проснувшись': 25.342010498046875, 'оттого,': 15.23335599899292, 'что': 15.926620483398438, 'меня': 12.891454696655273, 'тормошила': 45.687599182128906, 'ли-ли,': 48.61103677749634, 'я': 14.114797592163086, 'не': 12.583511352539062, 'мог': 18.527780532836914, 'понять,': 26.146268844604492, 'как': 16.64124298095703, 'она': 15.980140686035156, 'здесь,': 18.593241691589355, 'на': 17.67247772216797, 'трибуне,': 44.73978137969971, 'нашла.': 31.622361183166504}",от того почему,"{'от': 17.351932525634766, 'того': 5.829220771789551, 'почему': 9.041900634765625}","проснувшись от того почему меня тормошила ли-ли, я не мог понять, как она меня здесь, на трибуне, нашла.","{'проснувшись': 25.608272552490234, 'от': 8.661894798278809, 'того': 11.719125747680664, 'почему': 16.9294490814209, 'меня': 12.853727340698242, 'тормошила': 46.16425323486328, 'ли-ли,': 47.87329578399658, 'я': 13.137310028076172, 'не': 12.387853622436523, 'мог': 17.98615837097168, 'понять,': 26.595234870910645, 'как': 15.707862854003906, 'она': 15.80141830444336, 'здесь,': 18.717631340026855, 'на': 17.321382522583008, 'трибуне,': 44.733086585998535, 'нашла.': 31.212307929992676}"
ды зусім,"{'ды': 16.10840606689453, 'зусім': 37.02643823623657}","ах, радзівон парфіравіч, ды зусім жа ён немаўля, яшчэ і сіротка!","{'ах,': 24.47385311126709, 'радзівон': 40.63810062408447, 'парфіравіч,': 63.49513292312622, 'ды': 12.36025619506836, 'зусім': 34.154237270355225, 'жа': 11.408554077148438, 'ён': 9.724475860595703, 'немаўля,': 35.9324049949646, 'яшчэ': 35.38529968261719, 'і': 10.691699981689453, 'сіротка!': 48.353392124176025}",да ведь,"{'да': 14.770692825317383, 'ведь': 7.09964656829834}","ах, родион порфирьевич, да ведь он младенец еще и сиротка!","{'ах,': 26.64847469329834, 'родион': 24.523170471191406, 'порфирьевич,': 44.753865242004395, 'да': 13.235137939453125, 'ведь': 9.466615676879883, 'он': 10.872832298278809, 'младенец': 15.222553253173828, 'еще': 5.542638301849365, 'и': 7.228572368621826, 'сиротка!': 40.886027336120605}",да совсем,"{'да': 14.017783164978027, 'совсем': 5.231412410736084}","ах, родион порфирьевич, да совсем он младенец еще и сиротка!","{'ах,': 26.84422779083252, 'родион': 24.326549530029297, 'порфирьевич,': 44.92243766784668, 'да': 12.7869873046875, 'совсем': 11.347506523132324, 'он': 8.28369140625, 'младенец': 14.847402572631836, 'еще': 5.9275898933410645, 'и': 7.304115295410156, 'сиротка!': 41.88052749633789}"
як мінімум,"{'як': 15.430378913879395, 'мінімум': 48.014342308044434}",у асобных краінах ці тыпах крам есць як мінімум адзін рэстаран з даступнымі цэнамі і без аніякіх фармальных патрабаванняў.,"{'у': 14.004777908325195, 'асобных': 30.878610610961914, 'краінах': 27.3631649017334, 'ці': 14.10089111328125, 'тыпах': 22.857247352600098, 'крам': 13.718221664428711, 'есць': 17.303473472595215, 'як': 6.7551445960998535, 'мінімум': 47.803022384643555, 'адзін': 33.83346939086914, 'рэстаран': 33.95639514923096, 'з': 8.936572074890137, 'даступнымі': 34.94666004180908, 'цэнамі': 32.75927448272705, 'і': 8.999164581298828, 'без': 11.31978702545166, 'аніякіх': 44.42529010772705, 'фармальных': 25.924195289611816, 'патрабаванняў.': 64.09440422058105}",хотя бы,"{'хотя': 16.041473388671875, 'бы': 3.3224687576293945}","в некоторых странах или внутри магазинов определенных форматов есть хотя бы один, зачастую довольно простой, ресторан с доступными ценами.","{'в': 15.914546966552734, 'некоторых': 9.098031044006348, 'странах': 12.66278076171875, 'или': 7.293691635131836, 'внутри': 16.922805786132812, 'магазинов': 12.969231605529785, 'определенных': 8.71207332611084, 'форматов': 20.25181007385254, 'есть': 14.743321418762207, 'хотя': 11.899312973022461, 'бы': 11.876913070678711, 'один,': 24.9721097946167, 'зачастую': 18.863731384277344, 'довольно': 8.356109619140625, 'простой,': 23.480493545532227, 'ресторан': 17.982467651367188, 'с': 5.281008720397949, 'доступными': 29.20026683807373, 'ценами.': 42.71013641357422}",тот минимум,"{'тот': 14.653280258178711, 'минимум': 11.73075008392334}","в некоторых странах или внутри магазинов определенных форматов есть тот минимум один, зачастую довольно простой, ресторан с доступными ценами.","{'в': 15.61299991607666, 'некоторых': 8.962383270263672, 'странах': 12.63187313079834, 'или': 6.975244045257568, 'внутри': 16.649824142456055, 'магазинов': 12.839159965515137, 'определенных': 8.688072204589844, 'форматов': 20.362881660461426, 'есть': 14.357131958007812, 'тот': 12.279401779174805, 'минимум': 14.31042194366455, 'один,': 15.670893669128418, 'зачастую': 18.571578979492188, 'довольно': 8.727636337280273, 'простой,': 23.07719326019287, 'ресторан': 17.891143798828125, 'с': 5.470880508422852, 'доступными': 28.970497131347656, 'ценами.': 42.29765510559082}"
тым больш,"{'тым': 16.82542610168457, 'больш': 12.59952449798584}","пакуль яна была маленькая, мне таксама здавалася, што мы падобныя, тым больш пры такім знешнім падабенстве…","{'пакуль': 26.769819259643555, 'яна': 12.0363130569458, 'была': 8.407341957092285, 'маленькая,': 15.037784576416016, 'мне': 14.258962631225586, 'таксама': 21.93542766571045, 'здавалася,': 38.77723932266235, 'што': 13.940701484680176, 'мы': 9.196648597717285, 'падобныя,': 44.833290100097656, 'тым': 21.169153213500977, 'больш': 17.351978302001953, 'пры': 10.14103889465332, 'такім': 24.166240692138672, 'знешнім': 54.10850238800049, 'падабенстве…': 48.217223167419434}",тем более,"{'тем': 16.326351165771484, 'более': 4.109603404998779}","пока она была маленькой, мне и самому казалось, что мы похожи, тем более при таком внешнем сходстве.","{'пока': 18.15488624572754, 'она': 9.131393432617188, 'была': 9.381972312927246, 'маленькой,': 24.903186798095703, 'мне': 17.132823944091797, 'и': 9.170233726501465, 'самому': 16.14316177368164, 'казалось,': 20.284793853759766, 'что': 15.481627464294434, 'мы': 15.804113388061523, 'похожи,': 28.91117763519287, 'тем': 13.849163055419922, 'более': 12.191923141479492, 'при': 14.041436195373535, 'таком': 11.711957931518555, 'внешнем': 11.292871475219727, 'сходстве.': 34.900301933288574}",тем больше,"{'тем': 16.566574096679688, 'больше': 5.600728988647461}","пока она была маленькой, мне и самому казалось, что мы похожи, тем больше при таком внешнем сходстве.","{'пока': 18.146968841552734, 'она': 8.988798141479492, 'была': 9.42564582824707, 'маленькой,': 24.905375480651855, 'мне': 16.907562255859375, 'и': 9.512809753417969, 'самому': 16.388935089111328, 'казалось,': 20.354503631591797, 'что': 15.525350570678711, 'мы': 15.896671295166016, 'похожи,': 29.441007614135742, 'тем': 13.898025512695312, 'больше': 13.72016716003418, 'при': 14.601007461547852, 'таком': 12.357233047485352, 'внешнем': 11.548234939575195, 'сходстве.': 35.0237455368042}"
перш чым,"{'перш': 21.79409885406494, 'чым': 21.643829345703125}","пройдзе яшчэ шмат гадоў, перш чым будуць пабудаваны прыгодныя для эксплуатацыі рэактары тэрмаядзернага сінтэзу.","{'пройдзе': 26.044532775878906, 'яшчэ': 30.444681644439697, 'шмат': 19.20861530303955, 'гадоў,': 39.312612533569336, 'перш': 18.116819381713867, 'чым': 18.445439338684082, 'будуць': 16.463624000549316, 'пабудаваны': 39.640953063964844, 'прыгодныя': 35.35695266723633, 'для': 9.704496383666992, 'эксплуатацыі': 35.314096450805664, 'рэактары': 29.509079933166504, 'тэрмаядзернага': 69.99057102203369, 'сінтэзу.': 56.408082008361816}",прежде чем,"{'прежде': 18.265226364135742, 'чем': 8.372329711914062}","пройдет много времени, прежде чем будут построены полезные термоядерные реакторы.","{'пройдет': 35.77480602264404, 'много': 12.511569023132324, 'времени,': 23.11508846282959, 'прежде': 17.263614654541016, 'чем': 14.186010360717773, 'будут': 15.287111282348633, 'построены': 13.745686531066895, 'полезные': 9.446538925170898, 'термоядерные': 46.11026668548584, 'реакторы.': 44.825876235961914}",прежде нежели,"{'прежде': 17.540098190307617, 'нежели': 10.004971504211426}","пройдет много времени, прежде нежели будут построены полезные термоядерные реакторы.","{'пройдет': 35.67814064025879, 'много': 12.560129165649414, 'времени,': 23.134855270385742, 'прежде': 18.36418342590332, 'нежели': 13.447966575622559, 'будут': 12.78964900970459, 'построены': 13.86253547668457, 'полезные': 9.58477783203125, 'термоядерные': 45.518603801727295, 'реакторы.': 44.56777477264404}"
па чутках,"{'па': 17.442310333251953, 'чутках': 22.62571144104004}","а можа, гэта быў воўк-людаед, якіх, па чутках, шмат развялося ў навакольных пушчах.",{},по слухам,"{'по': 14.010026931762695, 'слухам': 12.364026069641113}","а может, это волк-людоед, которых, по слухам, много развелось в окрестных пущах.",{},по молве,"{'по': 12.55590534210205, 'молве': 19.501373291015625}","а может, это волк-людоед, которых, по молве, много развелось в окрестных пущах.",{}
такім чынам,"{'такім': 31.67170238494873, 'чынам': 43.68749523162842}","такім чынам, паводле экспертнай ацэнкі, інфляцыя з пачатку года склала 4, 7%.","{'такім': 33.31526851654053, 'чынам,': 47.991079330444336, 'паводле': 27.772843837738037, 'экспертнай': 22.00010585784912, 'ацэнкі,': 62.223642349243164, 'інфляцыя': 54.945088386535645, 'з': 10.373732566833496, 'пачатку': 28.18441867828369, 'года': 13.36485481262207, 'склала': 21.594120979309082, '4,': 23.456907272338867, '7%.': 31.26175308227539}",таким образом,"{'таким': 18.9197998046875, 'образом': 7.038293361663818}","таким образом, по экспертной оценке, инфляция с начала года составила 4, 7%.","{'таким': 21.4058837890625, 'образом,': 17.829402923583984, 'по': 18.280784606933594, 'экспертной': 29.872713088989258, 'оценке,': 25.96077537536621, 'инфляция': 31.322197914123535, 'с': 9.987357139587402, 'начала': 14.290891647338867, 'года': 9.278213500976562, 'составила': 13.942850112915039, '4,': 20.07288932800293, '7%.': 31.89630699157715}",таким чином,"{'таким': 19.381269454956055, 'чином': 22.992526054382324}","таким чином, по экспертной оценке, инфляция с начала года составила 4, 7%.","{'таким': 21.47907257080078, 'чином,': 35.626954078674316, 'по': 17.188539505004883, 'экспертной': 29.97996234893799, 'оценке,': 25.713380813598633, 'инфляция': 31.023052215576172, 'с': 8.721757888793945, 'начала': 14.2606201171875, 'года': 9.128491401672363, 'составила': 14.09588623046875, '4,': 20.86414909362793, '7%.': 33.24148178100586}"
