correct_translation,source_text_to_be_translated,source_text,user_free_translation_time_taken,time_averaged_free
по слухам,povídalo se,"Povídalo se, že předseda byl bílý jako stěna, opile vrávoral a něco blekotal. ",28.94736842105263,2.2267206477732793
по существу,v jádru,V jádru byl stejný jako ona.,20.0,3.3333333333333335
после того как,potom co,"Zaslechl vrzání pantů asi přes čtyři střechy nedlouho potom, co jeho přítel odešel.",21.294117647058822,1.6380090497737556
почти что,kousek od,"Stál kousek od mostu, co dělí Tajland od Kambodže.",21.607142857142858,2.4007936507936507
прежде чем,než dojde,"Potrvá mnoho let, než dojde ke stavbě použitelných fúzních reaktorů.",22.58823529411765,2.2588235294117647
ради Бога,proboha,"Lyšíš? Páni jdou. Proboha, Heleno!",20.5,4.1
разве что,snad jen,Kdo tohle ví? řekl nakladatel. snad jen vítr.,23.38235294117647,2.922794117647059
рядом с,v blízkosti,Útulný apartmán v blízkosti Mumlavských vodopádů.,19.2,3.1999999999999997
с учетом,s ohledem na,"Pokud by však nesouhlasili, musejí připustit, že o dětech rozhodují rodiče, ale nikoli podle své libosti, nýbrž jedině a výhradně s ohledem na jejich zájem.",36.083333333333336,1.4433333333333334
с целью,za účelem,To vše za účelem násilného uchopení moci.,19.875,2.8392857142857144
судя по всему,podle všeho,"Nejdříve většina médií tvrdila, že za vraždou podle všeho stojí mafie.",29.944444444444443,2.722222222222222
таким образом,tímto způsobem,Tímto způsobem se tam pro rusy otevírá obrovský obchodní potenciál.,26.789473684210527,2.6789473684210527
тем более,už vůbec,"A už vůbec není jisté, zdali případné změny režimů budou k lepšímu.",23.5,1.9583333333333333
только что,před okamžikem,"Tam, kde jsem před okamžikem stál, zasvištělo ostří ostroplochého meče.",28.51851851851852,2.851851851851852
тут же,v tom okamžiku,"V tom okamžiku jsem pocítil, jak praská naše podlaha.",20.666666666666668,2.2962962962962963
хотя бы,ne méně než,"Jistě ne méně než pět set měsíčně, ne-li plných šest set.",22.294117647058822,2.0267379679144386
хотя и,i když,"Tygr dokáže šplhat (i když ne dobře), plavat, skákat na velké vzdálenosti.",22.794117647058822,1.8995098039215685
чем больше,čím více,"Čím více a rychleji se nato bude rozšiřovat, tím rychleji zmizí v archivu",21.264705882352942,1.6357466063348416
что ли,či co,"A cos ty myslil? Prášek, či co?",16.896551724137932,2.4137931034482762
что называется,jak se říká,"Posud nepozbyla své krásy, ani zdraví i byla, jak se říká krev a mléko.",32.388888888888886,2.3134920634920633
