correct_translation,source_text_to_be_translated,source_text,user_mcq_translation_time_taken,time_averaged_free_mcq
да ведь,але ж,"Але ж і справді як добре!, - сказав він зненацька, ніби осяяний новою ідеєю.",11.565217391304348,0.8260869565217391
да ладно,ну гаразд,"Ну гаразд… крізь розчинені двері обширної кам'яної споруди, єдиної кам'яної у всьому селищі, Ян побачив три жаркі багаття.",11.35,0.6305555555555555
до сих пор,до сих пір,"Цивілізований світ до сих пір не знає не те що літератури української, а й взагалі такої країни, такого народу.",8.137931034482758,0.42831215970961883
едва ли не,чи не,"До речі, чи не вперше за історію українського слова друкованим способом відтворюється великоруська експресивна лексика.",12.1,0.8066666666666666
еще и,ще і,"Засуджений винен ще і в іншому злочині, вчиненому ним до постановлення попереднього вироку.",11.3,0.8692307692307693
за счет,за рахунок,Кожен має право на відшкодування за рахунок держави чи органів місцевого самоврядування матеріальної та моральної шкоди.,8.151515151515152,0.509469696969697
именно что,саме що,А саме що кавун можна їсти й без ножа та виделки.,11.05,1.0045454545454546
как бы не так,як би не так,"Дзуськи! Як би не так!.. На, ший!",12.6,1.8
как известно,як відомо,"Тургенєв, наприклад, в тих же 40-х роках дає свої «Записки охотника», в яких, як відомо, ідеалізує селянина і підносить його крізь призму свого ліберально-поміщицького світогляду.",10.208333333333334,0.4083333333333334
как только,як тільки,"Будьте певні, що як тільки ви дістанетесь марини, все буде достатньо очевидним. Ви зустрінете інших човнових попутників і вони поділяться з вами своєю інформацією.",8.130434782608695,0.338768115942029
между прочим,між іншим,Були сказані наче між іншим дві чи одна фраза.,11.28,1.2533333333333332
можно сказать,можна сказати,"Це, можна сказати, взірець ставлення до рідної мови.",8.72,1.09
на свете,на світі,"Перед сном вона обов'язково читала йому вголос, потім вони розмовляли про все на світі, поки останні слова не поринали в сон.",8.344827586206897,0.3973727422003284
на себя,на себе,"Всі хочуть командувати, але ніхто не хоче звалити на себе відповідальність…",9.10344827586207,0.8275862068965517
не иначе как,не інакше як,А трансформаторну будку спорудив не інакше як сам Ле Гарбузьє.,12.25,1.225
не раз,не раз,"Не раз я бачив, як вони, поранені стрілою, знаходячись далеко від хірургів, перев'язували себе, заліпивши рану жменею землі, змішаною на долоні з порцією власної слини.",10.333333333333334,0.41333333333333333
не то что,не те що,"Що то люди живуть, не те що ми – світа білого за роботою не бачимо…",12.85,0.8566666666666667
недалеко от,неподалік від,"Старий дім був неподалік від опери, до нього ще не добралися новітні покупці.",7.2727272727272725,0.5594405594405594
ничего подобного,нічого подібного,Адже нічого подібного в мене не було зімою.,11.1,1.3875
одним словом,одним словом,"Одним словом, творчий елемент, елемент саморозвитку, самобутності переважав.",10.125,1.265625
оттого что,від того що,"Дімка прокинувся від того, що хтось його шарпав і кричав.",11.521739130434783,1.1521739130434783
по его мнению,за його думкою,"Безкрилий реалізм Крабба не міг, за його думкою, передати усю повноту, всю чарівність і всю велич сільського життя.",11.333333333333334,0.6296296296296297
по окончании,після закінчення,"Це сталося зі мною позавчора, 3 березня, великопісної середи, у перший день після закінчення карнавалу. ",8.484848484848484,0.5656565656565656
по поводу,з приводу,Сьогодні у Верховній Раді України знову відчувається політична метушня з приводу цього закону.,7.212121212121212,0.5547785547785548
по слухам,за чутками,"А те, що клуб, за чутками, кришує губернатор, теж особливого резонансу не викликало — нічого іншого від губернатора, в принципі, й не чекали.",11.0,0.4782608695652174
по существу,по сутi,"По сутi, партія більшовиків брала на озброєння есерівську аграрну програму.",9.448275862068966,0.9448275862068967
после того как,після того як,"Після того як опір групи Бухаріна було зламано, перегляду цього рішення ніщо не перешкоджало.",8.869565217391305,0.6335403726708074
почти что,мало не,Вона була в стані мало не закінченої вагітности й на протязі якихсь трьох - чотирьох тижнів мусіла народити дитину.,13.0,0.6842105263157895
прежде чем,перш ніж,"Однак, цю проблему дуже важко вирішити, і пройде багато років, перш ніж ми станемо свідками будівництва придатних термоядерних реакторів.",9.869565217391305,0.5194508009153318
ради Бога,ради бога,"— Ваша королівська величносте! Мовчіть! Мовчіть, ради Бога! — заблагав Янкель.",8.782608695652174,0.7984189723320158
разве что,хіба що,"Хіба що «варену» (цей давній напій українців називали ще варенухою, варьохою).",11.666666666666666,1.0606060606060606
рядом с,поруч з,Тепер ми надаємо слово нашому головному економістові. Прошу (скромно сідає поруч з юрієм). ,8.393939393939394,0.6456876456876457
с учетом,з урахуванням,"Порядок здійснення права на страйк встановлюється законом з урахуванням необхідності забезпечення національної безпеки, охорони здоров'я, прав і свобод інших людей.",7.96969696969697,0.3984848484848485
со стороны,із боку,"Навіщо їм демонстраційний ефект для решти України на кшталт того впливу, що був на НДР із боку ФРН.",6.181818181818182,0.3434343434343434
судя по всему,судячи з усього,"Судячи з усього, МВС дійсно дуже заважає комусь, хто прагне електорального тріумфу.",9.91304347826087,0.8260869565217391
таким образом,таким чином,"Таким чином, не треба було виходити з палацика у ті святочні дні, коли муситься трапезувати під відкритим небом.",11.615384615384615,0.6452991452991452
тем более,тим більше,"Цікаво послухати, а тим більше дати і свою «безцінну» пораду СЗР.",10.91304347826087,0.992094861660079
только что,тільки шо,"От тільки шо нікого не було, аж осьдечки й він, де не взявся.",8.733333333333333,0.6717948717948717
тут же,тут же,"Коли ж навідався до Делятина, його хтось побачив і тут же здав.",8.366666666666667,0.6972222222222223
хотя бы,хоча б,"Злочин визнається вчиненим на території України, якщо його виконавець або хоча б один із співучасників діяв на території України.",8.043478260869565,0.42334096109839814
хотя и,хоча і,"Тигр, як всебічно розвинутий атлет, може дертися вгору (хоча і не дуже вміло).",7.565217391304348,0.5819397993311036
чем больше,чим більше,"Хоча, чим більше часу проходить, тим очевидніше те, що багато хто добре розумів ще в наповнені космічною романтикою шістдесяті.",7.478260869565218,0.39359267734553777
что ли,чи що,"Дай мені хоч якусь премію, чи що?",12.6,1.8
что называется,що називається,"Вона (як і сама Оксана) безперервно курсує поміж Києвом та Нью-Йорком, тусується, що називається, з американською літературною та інтелектуальною богемою.",10.08695652173913,0.5043478260869565
