correct_translation,source_text_to_be_translated,source_text,user_mcq_translation_time_taken,time_averaged_free_mcq
за счет,за сметка на,"Или как другояче да ви разбираме – нека вълците да се размножават, да разкъсват нашите стада, да живеят за сметка на народната собственост?",9.136363636363637,0.3972332015810277
именно что,именно че,"Това още преди две години и половина го знаех и две години и половина вече мисля за това именно, че «Дунечка много неща може да понесе».",11.2,0.43076923076923074
как бы не так,как ли пък не,Дебнете ме? Как ли пък не! Знаех си аз!,13.36,1.4844444444444445
как известно,както е известно,Както е известно светът не е останал без добри хора.,10.487179487179487,1.0487179487179488
как только,още щом,Това стана ясно още щом минахме през портала.,11.44,1.43
между прочим,между другото,И между другото въпросният „един час време отдавна беше минал.,9.897435897435898,0.9897435897435898
можно сказать,може да се каже,"Всичко това спомогна най-вече и за този неочакван случай, благодарение на който сега се променя, може да се каже, цялата ни съдба.",13.564102564102564,0.6165501165501165
на свете,на света,"Няма вече такива девойки на света, помисли си той.",8.130434782608695,0.9033816425120773
на себя,на себе си,"Всі хочуть командувати, але ніхто не хоче звалити на себе си відповідальність…",3.0,0.25
на себя,на себе си,"Капитанът, обикновено спокоен, добродушен, сега сякаш не беше на себе си.",8.818181818181818,0.8016528925619835
не иначе как,без друго,"— Без друго тая мръсница — каза той — ще да е изпуснала писалката из ливадата — и заедно с Коста отидоха нататък, наведени из ливадата.",11.36,0.4369230769230769
не раз,не веднъж,"Сашо бе возил с него чичо си не веднъж и не два пъти, носеше винаги в себе си резервните ключове.",8.791666666666666,0.4395833333333333
не то что,камо ли,"Ами той, ако искаш да знаеш, дори мислите ни чува! Камо ли разговорите…",12.72,0.9784615384615385
недалеко от,недалече от,"Пастирчето отишло с магарето за дърва, недалече от кошарите.",9.636363636363637,1.0707070707070707
несмотря на,въпреки че,"Въпреки че вечерта бе топла, Мириса потръпна и потърси ръката на Брант.",10.545454545454545,0.8787878787878788
ничего подобного,нищо подобно,"От двайсет и пет години насам, професоре, кълна ви се, нищо подобно.",10.0,0.8333333333333334
одним словом,с една дума,"С една дума, всички бяха затънали в работа до гуша…",12.157894736842104,1.2157894736842105
оттого что,от това че,"Да не би да ми стане по-леко от това, че е машина.",10.608695652173912,0.8840579710144927
по окончании,след свършването,Това ще е полезно и за самия сарафин при преминаването му в следващото битие след свършването на земния му път.,11.772727272727273,0.5886363636363636
по поводу,по повод на,А по повод на вашия татко приемете най-искрените ми.,9.818181818181818,1.0909090909090908
по слухам,според слухове,Според слухове граничните ни земи с Баязид били размирни и той не смеел да изтегли оттам най-добрата си войска.,11.282051282051283,0.5937921727395412
по существу,по същество,"Марк Александрович забеляза недоволството на Серго, беше огорчен, но знаеше, че Серго не е отмъстителен, нито злопаметен, още повече че по същество Марк Александрович беше прав и не беше виновен.",6.956521739130435,0.2318840579710145
после того как,след като,"След като информацията, оповестена от журналиста Макис Триантафилопулос в популярното му телевизионно предаване „Zoungla“ по Алфа ТВ, депутатът и адвокат, Петрос Мантувалос, се отказа от поста си.",12.041666666666666,0.44598765432098764
почти что,почти като,"Колкото за самата епидемия, той не се вълнуваше никак от нея и я считаше почти като сезонно явление, подобно на лятната диария по кърмачетата.",10.32,0.43
прежде чем,преди да,"Това обаче е много трудна задача за решаване и ще са нужни много години, преди да видим изграждането на полезни реактори за синтез.",11.708333333333334,0.5090579710144928
ради Бога,за бога,"Пишете, за Бога, пишете, ще чакам!",9.81578947368421,1.6359649122807018
разве что,освен да,Освен да… – взе синята папка от масата. Дръжте.,12.12,1.3466666666666667
рядом с,редом с,"Затова, без да се колебая пито миг, ще направя „кръгом “на място в снега и ще тръгна редом с моята нова позната.",9.173913043478262,0.4169960474308301
с учетом,с оглед на,"Трето, с оглед на обстановката уточнявам плана си за действие.",11.954545454545455,1.1954545454545455
со стороны,от страна на,Поне от страна на булката.,11.318181818181818,2.2636363636363637
судя по всему,съдейки по всичко,"Момичето бързешком извади парите и ги хвърли в найлоновия плик, но съдейки по всичко, сумата бе смехотворна.",13.210526315789474,0.7770897832817338
таким образом,по такъв начин,По такъв начин този проблем с военните превози е решен.,11.743589743589743,1.1743589743589742
тем более,още повече,"Още повече че Карл не е роден в Мадрид, нито изобщо в Испания.",12.25,0.9423076923076923
только что,току-що,"Зад залостената врата беше девети номер, в който току-що влезе Александър Григориевич.",7.333333333333333,0.611111111111111
тут же,още начаса,"Та нали ако кажеш на дивака да остави тоягата, той още начаса, напук, ще направи още три такива тояги…",9.291666666666666,0.4890350877192982
хотя бы,най-малкото,"И което беше най-лошото, да бъде съучастник или най-малкото свидетел на бандитското спиране на един от товарните влакове по този участък.",11.166666666666666,0.5317460317460317
хотя и,макар и,"Тигърът, като добре закръглен атлет, може да се катери (макар и не добре), да плува, да прави огромни скокове и да дърпа със силата на петима здрави човека.",12.208333333333334,0.43601190476190477
чем больше,колкото повече,"Колкото повече мислех по този въпрос, толкова повече се убеждавах, че познавам младежа.",11.083333333333334,0.8525641025641026
что ли,ли е,За Кавказ ли е? Равнодушно попита Колка.,9.6,1.3714285714285714
что называется,дето се вика,"Дето се вика, останаха с пръст и устата!",12.567567567567568,1.570945945945946
